;meta[fps=30]
;meta[frames=95]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;-0.019712;-0.006939434;0.083564796;0.20870583;0.2928238;0.28843158;0.21361373;0.124626294;0.12283613;0.17120275;0.17118631;0.11456154;0.03825829;0.06382172;0.12320153;0.16461714;0.14205715;0.065075815;-0.02547657;0.015193603;0.057506748;0.082931206;0.080276124;0.049541492;0.015166174;-0.0020315405;-0.0042240014;0;0;-0.0031085713;-0.0010057145;0.013074287;0.025554288;0.028301716;0.075830854;0.16199087;0.26363882;0.33284345;0.31569067;0.21874818;0.12845257;0.060348943;0.026540186;0.011885718;0.0003809521;-0.008472381;0.00086857163;0.018262856;0.036262855;0.041394286;0.030927345;0.008669387;0.009761633;0.038110703;0.075730294;0.0975112;0.09287054;0.061808325;0.030185796;0.007844569;-0.0016522465;-0.0027297954;-0.008950858;0.0017097152;0.038192004;0.07025372;0.091938294;0.07348953;0.0700503;0.0987223;0.10606172;0.10459048;0.09206401;0.043035425;0.034672763;0.04352914;0.01719162;0.018709334;0.04328229;0.062432006;0.065764576;0.052758865;0.020982858;-0.0017600002;-0.0048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.07232092;0.07006813;0.04331612;0.005189489;-0.003932342;0.028431552;0.09247545;0.098278105;0.11815773;0.12893716;0.093857534;0.088841155;0.13008001;0.106634684;0.1244023;0.2100087;0.26962012;0.30690655;0.35850793;0.3217728;0.24330239;0.19091842;0.16324574;0.124777146;0.093988575;0.08138667;0.08713143;0.072594285;0.06367238;0.044943996;0.010031996;0.024691809;0.063051425;0.08136;0.077554286;0.051634282;0.025323428;0.0065622847;-0.001446858;-0.0022628566;-0.013348572;0.010483812;0.05435428;0.075337134;0.07343238;0.048639994;-0.009959187;-0.027067212;0.043389395;0.16441995;0.30292118;0.3900448;0.37148216;0.2472333;0.120743185;0.031378277;-0.006608986;-0.033867754;0.018057143;0.08786286;0.13474743;0.14717029;0.11178058;0.019648762;0.0056929546;0.032412194;0.06302934;0.07494096;0.06032762;0.02215619;0.00060952205;-0.0060952376;-0.027428573;0.0053028576;0.11684572;0.22273307;0.2682776;0.25157878;0.16053553;0.09891266;0.07998041;0.072156735;0.07456;0.08896326;0.08954123;0.07120653;0.028982857;-0.0024;-0.0066285715;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.21977013;0.26389253;0.251113;0.1969061;0.15541428;0.12625197;0.086412564;0.037104733;0.0079436675;-0.0009908592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00064477813;0.0044624647;0.030387044;0.077337384;0.12946695;0.16013737;0.15248252;0.110333525;0.061771236;0.024270644;0.005099743;-0.00064477796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016054702;0.013950653;0.052026298;0.09345363;0.10718243;0.086225435;0.041906826;0.009131857;-0.0016150123;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.080909975;0.103937134;0.15951864;0.24075752;0.31233096;0.33163327;0.26532194;0.16120304;0.067704566;0.07952014;0.15552068;0.2209251;0.20514472;0.1262429;0.025248582;-0.0031560727;0;0;0;-0.0026718078;0.024809644;0.0725205;0.10496388;0.10114701;0.062214945;0.041222174;0.068021365;0.12871242;0.1734547;0.18254459;0.15443955;0.13100801;0.110446796;0.10053845;0.09027441;0.06573648;0.03670706;0.014374083;0.0029971942;-0.0003800168;-0.0026718078;0.024771478;0.070361584;0.12976636;0.16658245;0.15650353;0.10177918;0.05079774;0.011128556;-0.001366916;0;0;0;0;0;0;0;0;-0.0011099931;0.009651429;0.034738272;0.07364528;0.12138356;0.15043949;0.1689434;0.17838562;0.15691143;0.14414643;0.14758636;0.13503602;0.11171019;0.07294989;0.01846887;-0.0021469882;0;0;0;0;0;0;-0.00248335;0.021591548;0.08034388;0.14434919;0.16556859;0.13323851;0.06478895;0.014184437;-0.0017426389;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;-0.008449591;0.07344966;0.27353045;0.49140382;0.5636261;0.45351842;0.2204909;0.04819273;-0.005923899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016195767;0.0073456955;0.019008003;0.037713323;0.06544716;0.1010914;0.14024812;0.1710336;0.18018861;0.16430232;0.13161261;0.092602745;0.05944546;0.033322167;0.016080564;0.0058819773;0.0014727535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0007172531;0.005860483;0.026373923;0.054528728;0.074576825;0.071900256;0.048230905;0.019628244;0.015405199;0.031104295;0.045746755;0.043997355;0.028165305;0.0070500732;-0.00082221697;0;0;-0.00034987958;0.0028340244;0.013099492;0.026236195;0.04552252;0.07137941;0.09076831;0.089162044;0.06734276;0.033007957;0.0072122905;-0.0008866267;0;0;0;-0.0003482892;0.0024189397;0.016352894;0.041393932;0.069059074;0.08523305;0.08109414;0.05870581;0.03298012;0.0130298305;0.0027648425;-0.0003482891;0;0;0;0;0;0;-0.00017493979;0.0011945887;0.008382115;0.021532588;0.036130067;0.044809572;0.042685308;0.030846883;0.017204078;0.0067376797;0.0013670288;-0.00017493973;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.060598742;0.03929174;0.033843428;0.038658377;0.03806266;0.024438556;0.006207711;-0.00072096393;0;-0.00044530127;0.0038645794;0.014472292;0.026081933;0.029978318;0.024173498;0.011800484;0.0025922896;-0.00031807233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0021430126;0.019936139;0.057800107;0.083455026;0.07696662;0.078899965;0.12608892;0.17644097;0.18593183;0.1292858;0.045183238;-0.004842651;0;0;0;0;0;-0.004377868;0.03805099;0.14177002;0.25464275;0.29203415;0.2312533;0.14420803;0.16118124;0.27941036;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;-0.001262429;0.01097612;0.040847763;0.07334947;0.0789881;0.1121199;0.1984496;0.30455488;0.34013477;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;0;-0.004016618;0.03491274;0.12775138;0.24995318;0.3772481;0.44079816;0.40638232;0.31835997;0.2046586;0.09786794;0.03501886;0.056182172;0.20297872;0.4235171;0.5793927;0.5584969;0.37350538;0.16658723;0.074616924;0.09811641;0.17156504;0.21233395;0.20218746;0.14619559;0.081781164;0.03205373;0.0066683837;-0.0008460721;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.002045046;0.019017704;0.05522849;0.079781294;0.07204419;0.09136469;0.15077123;0.2054097;0.20595185;0.13670748;0.040299762;-0.004497543;0;0;0;0;0;-0.0041246032;0.035857886;0.1334874;0.23973906;0.27491784;0.21815588;0.1319706;0.13462013;0.2275573;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;-0.0011513821;0.010011763;0.037238736;0.06692042;0.07259384;0.09808387;0.16517977;0.24928187;0.2775038;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;-0.003845177;0.033424877;0.12299778;0.23295939;0.33769703;0.37993848;0.3409015;0.26607805;0.17711857;0.08956122;0.036041573;0.036948867;0.118243806;0.24776785;0.33900785;0.32680658;0.2181706;0.100320034;0.06309856;0.10686818;0.18316197;0.22657886;0.21570078;0.15596676;0.08726314;0.034237303;0.0071566254;-0.000906506;0;0;0;0;0;0;0;0;0;0;0;0;0
