;meta[fps=30]
;meta[frames=179]
;meta[profile=dand]
jaw_open_a;0;0;-0.0015673467;-0.002455511;0.0062432643;0.023314286;0.042880002;0.05344653;0.05542531;0.04064653;0.023686532;0.009991838;-0.011472458;-0.008039315;0.056179207;0.14030722;0.2022894;0.19578241;0.114797726;0.03811566;0.020514747;0.04045577;0.05801143;0.04723429;0.018422859;-0.0014742861;-0.004228572;0;0;-0.0060175247;-0.0061935238;0.024891427;0.0797783;0.13022324;0.12710325;0.13873525;0.15494096;0.12565638;0.17857067;0.2574385;0.23201525;0.19904001;0.10494171;0.007977142;0.089529924;0.23170403;0.26137298;0.21779013;0.09085257;0.012368381;0.024127236;0.040875427;0.062454097;0.13721754;0.20199086;0.208192;0.16636573;0.066352;-0.00982857;-0.014317716;0.018262856;0.036262855;0.019634284;0.06629714;0.076182865;0.07550858;0.07138286;0.05082286;-0.0009600009;-0.022822857;0.066285715;0.11882286;0.13766858;0.11931428;0.05965714;-0.03977143;-0.0010710204;-0.0017502041;0.0042253067;0.016287347;0.030106124;0.038791843;0.036937144;0.02454204;0.011892245;0.0030563257;-0.0006661229;-0.0010710201;0;-0.005881905;0.0046476196;0.0021485714;0.06264382;0.09653334;0.11058287;0.09828268;0.07548648;0.023734858;0.021392258;-0.0044530802;0.02054552;0.104182355;0.21953067;0.32513073;0.36572805;0.33467382;0.26012805;0.16281958;0.07638401;0.02170668;-0.006844446;-0.009042491;-0.0008347432;0.010157715;0.025293717;0.036426973;0.035230175;0.021703318;-0.0045625907;-0.012576456;0.044512924;0.14897144;0.2431147;0.283008;0.22286631;0.107118495;0.014262869;0.043347053;0.09934933;0.13117714;0.11339428;0.05224381;-0.012411427;0.0024685697;0.03192686;0.037247997;0.10174628;0.11997257;0.1096183;0.07232915;0.022611812;-0.018785525;0.023908572;0.025645716;0.038095243;0.05179429;0.042605717;0.036998097;0.027291428;0.0005790464;-0.0053638094;0;0;0;0;0;0;0;0;-0.011154287;0.0021942854;0.034491435;0.08666286;0.17282286;0.23640001;0.21177144;0.14913143;0.04399086;-0.012219432;0.068981946;0.20870583;0.30086952;0.29117444;0.17962061;0.054912012;-0.0073718796;-0.015306977;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0026514288;-0.004225307;0.010566533;0.0397649;0.07316245;0.09417796;0.07841307;0.04784872;0.07612736;0.15844463;0.24461496;0.2782766;0.22940223;0.13589881;0.06884389;0.035293877;0.020604953;0.008548574;-0.0011465137;-0.0023734863;0;0;0;0;-0.010806857;-0.0038125727;0.04581486;0.10858818;0.1374438;0.19370516;0.25942862;0.31558555;0.33853415;0.28984228;0.17047697;0.055212196;0.045072775;0.08606171;0.114563055;0.14759009;0.16460343;0.13002439;0.13647467;0.15613943;0.19911546;0.25132117;0.23624459;0.16564114;0.07094858;-0.011627431;-0.015059428;0.019268574;0.039016;0.08085487;0.12539312;0.12794971;0.14580572;0.12359315;0.07399315;0.038628574;0.0030445692;-0.006064763;0.039619047;0.073142864;0.08106667;0.045257144;0.034331433;0.052632388;0.12648;0.16079429;0.15198858;0.10735239;0.09926856;0.08805142;0.11409471;0.083387755;0.071381226;0.09008898;0.1292604;0.16048655;0.15856329;0.10550205;0.051467758;0.013381221;-0.0028800021;-0.004636734;0;-0.018133335;0.014217147;0.06290287;0.11887239;0.1327543;0.10454858;0.034255236;-0.019657142;-0.006537145;0.098560005;0.1903477;0.2244023;0.20308726;0.12068115;0.07260954;0.07668267;0.08366984;0.065136775;0.040932577;0.0067804484;0.007853719;0.051187817;0.09348014;0.116626285;0.14104228;0.14598584;0.1524727;0.14191453;0.093008466;0.024227662;-0.008067504;0.009322972;0.055205338;0.09012877;0.09253715;0.08510934;0.08556801;0.118089154;0.16608307;0.15743849;0.11333715;0.08633143;0.056906667;0.09492572;0.117737144;0.08505143;0.035947423;0.02138057;0.027876578;0.10285716;0.15719315;0.17701486;0.12027429;0.07633372;0.0706103;0.08731429;0.08576914;0.08043887;0.078592;0.106121145;0.15045485;0.18859884;0.18105601;0.13417143;0.08941714;0.027794285;0.0039542844;0.04589257;0.117961146;0.16711468;0.18727314;0.13551085;0.06972495;0.034783993;0.033828568;0.043329526;0.07698286;0.113554284;0.1196736;0.11509303;0.13139383;0.13108389;0.11434028;0.15229443;0.20948726;0.2503857;0.27243978;0.22566096;0.11431619;0.03145143;-0.0051961853;-0.010270478;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28558764;0.289894;0.22930026;0.15727407;0.11128557;0.08016187;0.048073456;0.019449808;0.004198556;-0.0005248195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00018130122;0.0012595663;0.008502074;0.021600746;0.03610621;0.04457829;0.042397227;0.030656265;0.017165;0.006762671;0.0014408671;-0.00018130118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039046558;0.0031804051;0.014451425;0.02994829;0.0409464;0.039445423;0.02641731;0.011325603;0.002422567;-0.00030229604;0;0;0;0;0;0;0;0;0;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0064409645;-0.00064409646;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0015805924;0.01090261;0.07483379;0.19050944;0.31892794;0.39448762;0.37556347;0.27160832;0.15203334;0.059676044;0.01168133;0.004937664;0.029568322;0.061255865;0.08376117;0.08070672;0.051661834;0.044133496;0.083014734;0.1395601;0.16077365;0.12933816;0.06286024;0.013697786;-0.0016853859;0;0;0;0;0;0;0;-0.006011568;0.0558217;0.16063051;0.26020783;0.29206198;0.2368486;0.12191316;0.04845037;0.0061060344;0.04230068;0.1625077;0.29190454;0.33476916;0.2693504;0.12852372;0.0495575;0.07452053;0.13486665;0.20696826;0.30132803;0.37176892;0.36795086;0.2833112;0.13570756;0.056360587;0.069313735;0.13310613;0.16925424;0.15492667;0.13077307;0.10905269;0.08394725;0.056888036;0.023368774;0.05055681;0.15634845;0.22631644;0.21811014;0.13993594;0.035415765;-0.004117446;0;-0.00089355593;0.0061465194;0.042455155;0.108232744;0.18133464;0.22444823;0.21373372;0.15454431;0.08644797;0.03387538;0.0070400736;-0.0008935558;0;0;0;-0.0029127474;0.027727637;0.06966261;0.12456397;0.16555855;0.17596714;0.13867396;0.09466803;0.042580985;0.022592999;0.037499297;0.070745654;0.09883922;0.11035026;0.09956523;0.11086077;0.16672382;0.23327585;0.24776544;0.1937746;0.09260275;0.036680575;0.070098594;0.15062526;0.20611233;0.19872811;0.13324955;0.055762064;0.023479372;0.06253958;0.15088558;0.23105174;0.25931323;0.21204802;0.124880776;0.044269953;0.07088163;0.15643911;0.2209251;0.20514472;0.12300096;0.055930477;0.07583879;0.14532676;0.19635065;0.23260473;0.20819345;0.16238531;0.08623736;0.028652277;-0.00528016;0.018664485;0.06799274;0.13764581;0.19456485;0.19554292;0.13960195;0.06733909;0.046522852;0.05135596;0.0913472;0.15256783;0.22809888;0.26629093;0.30413517;0.32673228;0.3451069;0.32497817;0.24240139;0.15515567;0.15451515;0.22341919;0.29866037;0.30499753;0.23349929;0.14425614;0.0690221;0.045423113;0.1318185;0.27721483;0.3792397;0.36558917;0.24509591;0.10534701;0.022615522;-0.0028182806;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.010520242;0.10520242;0.21040484;0.26300606;0.21040484;0.10520242;-0.010520242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017862776;0.0068794726;0.016507482;0.030830232;0.051474072;0.07654702;0.10228948;0.11789976;0.1154277;0.09758661;0.07112584;0.047169663;0.027721189;0.014355278;0.0055241794;0.0013878216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;-0.00062024116;0.0046226517;0.02654844;0.06251182;0.09544768;0.108430326;0.106876336;0.10062992;0.096040346;0.082247145;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;0;0;0;0;-0.00012537354;0.0009446749;0.005274435;0.012336171;0.01875063;0.01949386;0.03088933;0.05037445;0.059171792;0.087293886;0.12409353;0.13669157;0.1218482;0.074481666;0.057712365;0.13834809;0.25104654;0.30548462;0.27516237;0.17246917;0.08005165;0.031223968;0.0059002424;0.010519447;0.042466637;0.076273754;0.0874699;0.07036953;0.034200728;0.007469929;-0.00091843394;0;0;-0.0026161447;0.026161449;0.052322898;0.065403625;0.052322898;0.026161449;-0.0026161447;-0.0034113259;0.034113258;0.068226516;0.085283145;0.068226516;0.034113258;-0.0034113259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026161447;0.026161449;0.052322898;0.065403625;0.052322898;0.02489711;0.008373256;0.040876012;0.07090027;0.11387962;0.17726208;0.25604698;0.33462504;0.37543634;0.35035968;0.27981624;0.18758793;0.100712836;0.03972689;0.0070986697;-0.0009505064;0;0;0;0;0;0;-0.0013470366;0.01005904;0.05746772;0.13531592;0.20721619;0.23258246;0.19021204;0.11204894;0.043838322;0.025382178;0.029946512;0.038963865;0.031171089;0.0155855445;-0.0015585546;0;0;-0.0028165304;0.028165305;0.05633061;0.07041326;0.05633061;0.028165305;-0.0028165304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002500844;0.021748196;0.08086592;0.14525966;0.1665904;0.13404761;0.062041122;0.03976222;0.113888815;0.23978645;0.3265198;0.33046973;0.25908878;0.17442665;0.120703794;0.08596244;0.051657602;0.020929163;0.004516629;-0.0005645786;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.001569687;0.01569687;0.03139374;0.039242174;0.03139374;0.012806866;0.021966713;0.10697918;0.22184707;0.3035485;0.29262528;0.19616523;0.08422651;0.018050293;-0.002250776;0;0;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.040973283;0.13664626;0.28080145;0.3895551;0.3871059;0.26972452;0.13331763;0.029106004;-0.003579109;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.056460492;0.03213999;0.044609908;0.13090782;0.23701717;0.27179524;0.21864851;0.10625669;0.018090367;0.041615628;0.1655797;0.29737774;0.33910805;0.2934257;0.1638319;0.14351504;0.2828943;0.4623415;0.534176;0.48367143;0.3038773;0.14917777;0.09377859;0.10871103;0.16087621;0.21518627;0.22556178;0.19052215;0.13133605;0.071687944;0.028076246;0.00536588;-0.0007013495;0;0;0;0;0;0;-0.0032432775;0.030109785;0.0861862;0.14294913;0.19114926;0.26288992;0.3406458;0.40316835;0.37051845;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009857859;0.0073556355;0.042111218;0.099172495;0.15174775;0.1702062;0.13908559;0.07859736;0.060721096;0.1204681;0.17469002;0.20635447;0.2052876;0.18172374;0.15176424;0.12602025;0.061273452;0.011351843;0.018925305;0.04114584;0.0514323;0.04114584;0.02057292;-0.002057292;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021374463;0.018580196;0.06919426;0.11884349;0.193168;0.26268134;0.26996017;0.21678749;0.14681211;0.09263194;0.10225232;0.121706404;0.097882785;0.04754704;0.010358822;-0.001274675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0014305303;0.014305304;0.028610608;0.03576326;0.028610608;0.011535306;0.02113845;0.10244334;0.2123811;0.29053125;0.28003663;0.18768872;0.08058953;0.017261665;-0.0021528096;0;0;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.03864844;0.12193833;0.24217895;0.32833546;0.32113642;0.21962072;0.1088205;0.023767954;-0.0029222895;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.05163639;0.029347764;0.04135105;0.12164723;0.22020984;0.25250807;0.20312698;0.098707154;0.01739013;0.033640835;0.13512109;0.24268919;0.27648753;0.2421604;0.1408488;0.1084086;0.17884411;0.27699593;0.31797108;0.30079174;0.20314457;0.11427173;0.08733007;0.11218994;0.17217016;0.22965021;0.2406297;0.20322436;0.14006115;0.07646379;0.029974343;0.0057610855;-0.000751446;0;0;0;0;0;0;-0.004675664;0.04341688;0.12508515;0.19893835;0.23801354;0.2703424;0.29568002;0.3301909;0.3020924;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009429256;0.0070413277;0.040227413;0.09472116;0.14505132;0.16280773;0.13314845;0.073758595;0.0740369;0.14534634;0.20348042;0.22772709;0.21778016;0.18591326;0.16249043;0.13434184;0.0652923;0.012289202;0.017962342;0.03943143;0.049289286;0.03943143;0.019715715;-0.0019715715;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017756389;0.015435254;0.057482827;0.09809802;0.16598791;0.23440474;0.24772292;0.20247385;0.13851836;0.08810378;0.09801917;0.116613284;0.093833335;0.045618337;0.0099914465;-0.0012273616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
