;meta[fps=30]
;meta[frames=96]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.019712;-0.006939434;0.083564796;0.20870583;0.30086952;0.29117444;0.15485992;0.04619246;0.09752412;0.24693303;0.37822905;0.3586838;0.23184034;0.09965899;0.03295208;0.021903843;0.005889829;-0.006943697;0.08533151;0.22656734;0.31941763;0.323168;0.22280139;0.0969335;0.027570296;0.00018071951;-0.013950172;0.0061915433;0.11128198;0.24421303;0.33550903;0.30443278;0.19974616;0.083607785;0.02511696;0.0061616725;0.0036845717;0.042531807;0.14919846;0.2622377;0.32955432;0.30138516;0.18754286;0.08322971;0.025487997;-0.021392008;0.09076802;0.16508345;0.18599546;0.17086631;0.109616004;0.009855996;0.027520001;0.0061485725;-0.007817144;0;-0.0015359998;-0.00053028605;0.006482286;0.016237713;0.023469714;0.011584001;0.022870861;0.049760006;0.056169145;0.06404572;0.063209146;0.044022854;0.040649146;0.03272381;-0.01682286;0.04870096;0.17532952;0.23743999;0.22305524;0.12996837;-0.008180008;-0.006038473;0.094700575;0.18606973;0.25731206;0.27217144;0.22193602;0.14235887;0.06816857;0.018442288;-0.0049594273;-0.0060468577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.03713555;0.060826518;0.1295662;0.20553966;0.2324041;0.2606062;0.2576311;0.21665981;0.19162825;0.16467111;0.07401022;0.062575854;0.061968453;0.04544609;0.034512766;0.038391773;0.029267203;0.062424693;0.060433377;0.023933263;0.0220093;0.04681082;0.08126171;0.087594666;0.06861561;0.036654625;0.039220728;0.05282774;0.07998995;0.08409784;0.054853484;0.04362149;0.09490286;0.11298972;0.12962514;0.1255543;0.086162284;0.071119994;0.093638085;0.08497219;0.08243428;0.06332724;0.030499045;0.04597258;0.03756953;0.03702477;0.036960006;0.018480003;-0.012320002;-0.013988571;0.013284572;0.039250284;0.08156342;0.12352915;0.13865145;0.099940576;0.052211817;0.035776008;0.06568839;0.097505525;0.11705602;0.113898665;0.07531124;0.06129372;0.029987052;0.03501714;0.057135236;0.107382864;0.17699048;0.21256381;0.1851543;0.18723047;0.16272153;0.1136659;0.085573345;0.06883943;0.06026629;0.07952115;0.08836474;0.062048662;0.0689076;0.11654393;0.18525292;0.23355661;0.22691266;0.15104;0.07375673;0.019219587;-0.003964084;-0.0067004063;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.023207515;0.0049752886;-0.00062033656;0;-0.0030010126;0.027863136;0.07868474;0.14601906;0.1698029;0.1392589;0.10575111;0.1673815;0.29051614;0.39797005;0.4183371;0.3410539;0.25509417;0.20757909;0.17097804;0.111849025;0.094275445;0.15788703;0.29141307;0.4012979;0.38684434;0.25931326;0.108705364;0.048672136;0.06916475;0.107471555;0.119312674;0.1207836;0.1310574;0.17604683;0.20600994;0.17920479;0.11235045;0.07084345;0.08587308;0.19276592;0.28222877;0.3171567;0.29292077;0.22781691;0.14262228;0.083775476;0.057074107;0.05295189;0.07013496;0.056107964;0.028053982;-0.0028053983;-0.0057587;0.053469554;0.15497345;0.2390853;0.2554248;0.19393983;0.085032664;0.051718563;0.074136935;0.09132477;0.119730376;0.11493544;0.08503506;0.054376062;0.028053982;-0.0028053983;-0.000921058;0.0061443225;0.04505705;0.12061923;0.21242984;0.2807613;0.2942741;0.24868959;0.17156476;0.09373537;0.03673998;0.007061444;-0.000921058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010525808;0.09774362;0.28566074;0.408711;0.4368644;0.43020713;0.4267441;0.48791504;0.47758564;0.32013983;0.13750269;0.029459868;-0.0036737365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0007172531;0.005860483;0.026373923;0.05417885;0.076389834;0.094349794;0.10404305;0.10515312;0.09105395;0.061798282;0.026559042;0.0056871353;-0.00070930144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003482892;0.002335446;0.01721646;0.04279424;0.07006814;0.08918589;0.088262685;0.0675681;0.040988386;0.01753135;0.0015839987;0.013504557;0.027815428;0.034769285;0.027815428;0.013907714;-0.0013907714;0;0;0;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;0;0;0;-0.0003258254;0.0021517598;0.016129447;0.043352265;0.07651429;0.10115018;0.10601788;0.08944671;0.061591927;0.033555638;0.013120485;0.0024841449;-0.00032582536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002936539;0.023928262;0.10858093;0.22334866;0.3200213;0.38118684;0.37547383;0.30770653;0.21106035;0.10480165;0.019979777;0.02111173;0.10858093;0.22508489;0.307908;0.2967889;0.19892302;0.085426606;0.018305006;-0.002282615;-0.00040912055;0.002665128;0.020479403;0.056341738;0.10274769;0.13080168;0.12063211;0.07556094;0.06979652;0.13618705;0.22768253;0.3124011;0.38116118;0.4021794;0.36236724;0.28606206;0.1758272;0.08747943;0.081364885;0.15462194;0.24837343;0.35026893;0.47424138;0.57606614;0.62027127;0.56766635;0.45889336;0.34420305;0.26913932;0.19786072;0.17874765;0.20353013;0.24651656;0.23777603;0.18474063;0.12722626;0.12299221;0.12294025;0.07889254;0.019380435;0.0017303668;0.029558266;0.07917514;0.13948561;0.1843205;0.19303644;0.16300365;0.112309165;0.061326895;0.024069091;0.0046595214;-0.0006061664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00273081;0.022262836;0.10086609;0.20702837;0.30109492;0.36840335;0.3744661;0.31529555;0.21970029;0.1088205;0.02103714;0.019340547;0.10086609;0.2090821;0.2860126;0.27570164;0.18480115;0.07940168;0.01700695;-0.0021209703;-0.00038574217;0.0024897903;0.019509206;0.053863633;0.098282434;0.12513243;0.11539537;0.07189834;0.06959446;0.14100073;0.23773132;0.31460533;0.35902414;0.35150972;0.30065125;0.23425575;0.14766747;0.077042125;0.07549805;0.14461938;0.23556495;0.3136251;0.37350535;0.3912573;0.37765998;0.33325344;0.29515794;0.26351818;0.23980922;0.18927568;0.16287266;0.1703897;0.20067985;0.19199906;0.16958557;0.15882412;0.17997593;0.17700727;0.113551825;0.028143318;0.0005207247;0.028301543;0.07574019;0.13336885;0.17626737;0.1847644;0.15616743;0.10776138;0.058886923;0.023080245;0.0044360356;-0.0005786133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
