;meta[fps=30]
;meta[frames=31]
;meta[profile=grlt]
jaw_open_a;-0.012261334;0.048827432;0.15684117;0.25573644;0.29761606;0.23428118;0.10224611;0.045888007;0.05578972;0.08657677;0.10315962;0.09341409;0.08958248;0.06960305;0.1083581;0.16364191;0.15710478;0.119844586;0.08380343;0.026770284;0.0647863;0.14115201;0.15980801;0.123652585;0.05621943;0.011817144;-0.0070400005;-0.003419429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.002179047;0.008649146;0.027673911;0.035096385;0.05198401;0.08673676;0.10816154;0.11371086;0.11581792;0.118776016;0.13607925;0.14576726;0.13410287;0.10045105;0.09014857;0.10066286;0.11756191;0.13413332;0.13695805;0.12307353;0.11877988;0.11669227;0.13347332;0.14466962;0.13216916;0.11101692;0.08745317;0.0731938;0.06432305;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07652916;0.04187987;0.0472607;0.08823788;0.12124353;0.11541135;0.08775456;0.077758186;0.120320804;0.16839544;0.1629922;0.110018834;0.046787165;0.01712867;0.047829177;0.11895032;0.18622692;0.20586039;0.16473554;0.09024793;0.032921918;0.0043297596;-0.00066127244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15108038;0.08297608;0.074339345;0.086412564;0.08332037;0.066384345;0.063599885;0.07375435;0.11237496;0.14535907;0.14761737;0.120044194;0.08363976;0.055604346;0.08392869;0.13501854;0.14922364;0.11937891;0.06542748;0.023791812;0.0030614461;-0.0004723374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0020456025;0.019029949;0.051929545;0.10977139;0.15978336;0.21948528;0.2830511;0.38690355;0.4543223;0.43268067;0.30584684;0.1503582;0.037327383;0.02829834;0.078164846;0.12221293;0.13494857;0.10784863;0.05902469;0.021454617;0.0027920387;-0.00042860248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.0019520891;0.018153261;0.048042435;0.11957173;0.1954789;0.2724102;0.32370228;0.38407955;0.4009242;0.36317098;0.25266394;0.12445336;0.031369247;0.027368216;0.07449111;0.11672682;0.12900935;0.10317074;0.056428578;0.020438215;0.0026083523;-0.0004041109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0016364822;0.015219284;0.044185016;0.0638228;0.061368078;0.037783813;0.024736485;0.02544637;0.06740377;0.11793061;0.14245927;0.12093417;0.08232135;0.045776226;0.06003255;0.09762339;0.107885376;0.08630829;0.047268733;0.017217573;0.002228733;-0.000342882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;-0.0016131037;0.015008878;0.043483667;0.06277078;0.06031605;0.037104722;0.024303429;0.024894567;0.06805688;0.12097351;0.14726484;0.12579277;0.08530338;0.046071608;0.058927093;0.09603144;0.10617096;0.0849735;0.04655848;0.016997153;0.0022532248;-0.000342882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.0184095;0.10565256;0.24897721;0.38121128;0.42713854;0.3547187;0.21720034;0.12388802;0.09337504;0.1376287;0.19900328;0.27088326;0.30380586;0.28086853;0.20514657;0.13163476;0.08878564;0.11501204;0.15491472;0.17515145;0.18553364;0.1787061;0.15459749;0.12634127;0.106061496;0.118948884;0.14870353;0.16290161;0.13355884;0.07856042;0.031766683;0.006835376;-0.00085534976;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.017397182;0.099739894;0.23497824;0.3596812;0.40239742;0.34007788;0.21939696;0.13867016;0.11065291;0.14991362;0.20327167;0.27472493;0.30950758;0.28669778;0.20855314;0.13137592;0.09086001;0.12932754;0.18360421;0.20951946;0.21351881;0.19245197;0.15780365;0.12628283;0.10630641;0.119071335;0.14869128;0.16290161;0.13355884;0.07856042;0.031766683;0.006835376;-0.00085534976;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;-0.0015195905;0.009859805;0.078597896;0.19626094;0.26689267;0.24967761;0.16464177;0.08201253;0.058996297;0.073446885;0.05901634;0.0280473;0.009728561;0.027518587;0.09962996;0.21812369;0.35134035;0.4152423;0.36535648;0.2339662;0.0991926;0.01675048;-0.0022742169;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;-0.0015751141;0.010222169;0.081450045;0.20337674;0.2765655;0.25873256;0.17051712;0.0850453;0.06145324;0.07664748;0.06170205;0.029438388;0.010170205;0.0285163;0.103209235;0.225961;0.36402524;0.4302207;0.37853298;0.2423476;0.10269314;0.017301539;-0.0023511902;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;-0.000523229;0.0045532053;0.016890833;0.030051157;0.03711809;0.034942236;0.023728993;0.0121622905;0.011296737;0.021774122;0.044056438;0.063956395;0.0652923;0.046898574;0.023019848;0.005636401;0.003518437;0.010029298;0.01574808;0.017389014;0.013874476;0.0075678956;0.0026695812;0.00029389883;-0.000048983144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;-0.0007291808;0.0063399766;0.02358705;0.042040896;0.052148674;0.04937;0.033815064;0.017497556;0.016581906;0.029366506;0.05594765;0.07852609;0.07840086;0.054913998;0.02700474;0.006732955;0.0052617914;0.01441329;0.02258123;0.024920175;0.019899402;0.010874258;0.0039064055;0.00045309408;-0.000073474715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_down;0.006241269;0.035994448;0.08491024;0.13010332;0.14599016;0.11933314;0.06922914;0.037057973;0.031346984;0.035706848;0.03506747;0.021585979;0.014182846;0.016489506;0.021430125;0.0171441;0.00857205;-0.0011511039;0.0019593257;0.01473168;0.035684217;0.05588977;0.06177999;0.049423996;0.027063185;0.009833366;0.0012735616;-0.00019593257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
