;meta[fps=30]
;meta[frames=31]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.005881905;0.0046476196;0.01803886;0.030543242;0.05131276;0.089343995;0.11978667;0.12368763;0.09336687;0.042331435;-0.00047542652;-0.010093717;-0.0020297146;-0.003446858;0.0022582866;0.029632;0.07843658;0.13227887;0.16997486;0.1816366;0.16336915;0.12780343;0.08834286;0.048927993;0.018464;0.003318859;-0.0012617139;-0.0018651431;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.018133335;0.014217147;0.07111315;0.09979124;0.109019436;0.1038263;0.05887695;0.06996114;0.0934979;0.10336;0.10351087;0.10816533;0.11858286;0.13099506;0.114405334;0.098587446;0.07782172;0.07207087;0.10057829;0.13355888;0.15342173;0.16890137;0.16564117;0.13304345;0.08278705;0.03447505;0.0036205705;-0.0045969565;-0.0020198084;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.00072711334;0.005135595;0.03294625;0.088501714;0.14596657;0.16178273;0.124089256;0.09405432;0.09988458;0.11945174;0.11657382;0.077728614;0.036373794;0.05405926;0.11873847;0.1867579;0.2349936;0.24953443;0.22866425;0.18479127;0.13185656;0.079322614;0.03791724;0.013427262;0.002828299;-0.00036069402;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.00074746995;0.005922507;0.028340243;0.06966739;0.110116646;0.119277135;0.09174798;0.047240116;0.011609645;-0.0013740729;-0.0002878555;0.0019895427;0.01279446;0.041142657;0.08633279;0.13536681;0.1700367;0.18051241;0.16554712;0.1338814;0.09554098;0.057454992;0.027462361;0.009753688;0.0020976872;-0.0002655904;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0032432775;0.030109785;0.08546816;0.14897849;0.22034097;0.2746492;0.27729285;0.27075797;0.24536991;0.20747253;0.16740212;0.11458938;0.0489798;0.012344866;0.010227458;0.037104733;0.07800009;0.12245228;0.1539718;0.16348457;0.14988172;0.12109967;0.086377315;0.051938824;0.02484892;0.0088214185;0.0018869643;-0.00023934945;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.004675664;0.04341688;0.124392696;0.2042419;0.2702823;0.3007899;0.27655435;0.2649476;0.24912159;0.21809074;0.17899553;0.12223521;0.052256104;0.012936005;0.009510523;0.0353046;0.074368656;0.116898276;0.14712755;0.15634973;0.1434282;0.11592861;0.0826123;0.049557574;0.023612099;0.008330473;0.0017800918;-0.0002259904;0;0;0;0;0;0;0;0;0;0;0
