;meta[fps=30]
;meta[frames=94]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;-0.0026514288;0.002057143;0.006826666;0.010110477;0.02921143;0.06170667;0.10846476;0.14377144;0.13121526;0.07389106;0.03348115;0.033506297;0.06847087;0.083915435;0.07245716;0.029213715;0.014386288;0.046630867;0.08556801;0.071984015;0.06326858;0.090086855;0.15447314;0.21994057;0.2160244;0.1320122;0.053476583;0.033408005;0.052190475;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0;0;-0.026331428;0.039497145;0.07311238;0.09627429;0.09753142;0.080198094;0.009035431;0.05865372;0.12559696;0.20213373;0.2131749;0.17118515;0.06781029;-0.0056948564;-0.015513144;0;-0.0021485714;0.00043428582;0.009097142;0.018182857;0.0208;0.007997714;0.008338287;0.03770058;0.07429944;0.086566865;0.070400015;0.027330289;-0.0023634292;-0.012117335;0.0046476196;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.0018895242;-0.002773333;0.00585143;0.026453339;0.0595962;0.07613715;0.07829334;0.07923049;0.071428575;0.05942858;0.06860952;0.09325715;0.12013715;0.11957029;0.093170285;0.05180343;0.029641148;0.051323436;0.07415315;0.093152;0.10958171;0.13216914;0.15320686;0.13852344;0.08880457;0.04400457;0.0011428552;-0.011062856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00672;0.0015466653;0.026864761;0.04838857;0.07023238;0.09907048;0.102246866;0.09723011;0.089063615;0.07438058;0.0860343;0.08565524;0.13156725;0.18282515;0.20312382;0.19206092;0.18459429;0.10666667;0.068266675;0.005714289;0.050720006;0.100141704;0.14885028;0.15372802;0.115577154;0.021046862;0.0142971445;0.016539432;0.029501716;0.071136005;0.11229257;0.14307658;0.1452206;0.120298274;0.093149714;0.08938057;0.10033373;0.12732686;0.14528;0.11850858;0.07605714;0.036434285;0.009874286;-0.0026457147;-0.0032342856;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.010486844;0.030391812;0.0472576;0.059877124;0.047052443;0.031331718;0.025114994;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.00049142184;0.0033254467;0.02310398;0.0672055;0.13017668;0.17539704;0.16978863;0.11761607;0.064530835;0.0467923;0.06308806;0.07074803;0.0889217;0.11384382;0.14050631;0.15403077;0.1499373;0.13852131;0.14678602;0.13836554;0.09910211;0.04886903;0.00945629;0.007545472;0.05056635;0.11907436;0.18225066;0.20450065;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0;0;-0.0046446514;0.046446513;0.09289303;0.116116285;0.09289303;0.046446513;-0.00855718;0.034016166;0.12659825;0.22743046;0.26084837;0.20989494;0.1020485;0.022325814;-0.002743493;-0.0032419523;0.03241952;0.06483904;0.08104881;0.06483904;0.029964799;0.020195287;0.05874589;0.09727753;0.11356853;0.098468035;0.05454603;0.051283676;0.07406465;0.13008352;0.17110065;0.19372992;0.18884192;0.16617689;0.11842787;0.066628195;0.017233156;-0.0020038553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0005884338;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0022622896;0.013120485;0.09632622;0.2582111;0.45506215;0.60146487;0.6302206;0.53225434;0.36682686;0.20026234;0.07850423;0.015088558;-0.0019680727;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0005062652;0.0036366275;0.022493016;0.057955433;0.104094476;0.13385546;0.12531786;0.08434139;0.049578737;0.04493766;0.06565013;0.07649242;0.061600674;0.028847571;0.01655805;0.03625627;0.06665206;0.07461261;0.07691585;0.099524036;0.15073287;0.19634803;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018527715;0.018527715;0.03705543;0.046319287;0.03705543;0.018527715;-0.0034097356;0.013531593;0.050435144;0.09053134;0.10378303;0.081866525;0.05518449;0.051694974;0.060992498;0.05982411;0.03838073;0.009711808;-0.0011291567;-0.0033159042;0.03315904;0.06517222;0.092860416;0.103383444;0.0998111;0.07317651;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.009548003;0.088663206;0.2573452;0.387991;0.4415162;0.41433984;0.3253371;0.27346322;0.21173888;0.10538277;0.07315298;0.1367075;0.23274043;0.26300052;0.2620598;0.23653737;0.25425813;0.31356448;0.37731493;0.42994118;0.4784762;0.434761;0.30546942;0.15100724;0.032980125;-0.0040550246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004842651;0.048426513;0.096853025;0.1184557;0.119552255;0.1328779;0.14273241;0.20934172;0.27032852;0.3145052;0.3713507;0.40013382;0.33953553;0.24338219;0.17665936;0.15446164;0.16652876;0.23758492;0.36287826;0.49515274;0.51432854;0.48171574;0.3862109;0.36053258;0.39691374;0.45633084;0.43348408;0.47208282;0.42595127;0.32194906;0.2111804;0.16014795;0.11866211;0.131657;0.14308968;0.19226114;0.30147684;0.40170765;0.4210017;0.3555021;0.24489205;0.13358898;0.05230203;0.010030412;-0.0013094641;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.005588531;0.05189244;0.14998673;0.23203164;0.28838637;0.3105364;0.28972226;0.2643661;0.20273638;0.10095091;0.07006761;0.13085234;0.22267662;0.25113973;0.2544294;0.23734966;0.2593739;0.31636387;0.3645162;0.38977128;0.41419047;0.36628926;0.25230157;0.12506565;0.027291402;-0.0033564586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004497543;0.044975426;0.08995085;0.108681336;0.122613706;0.16658443;0.21013264;0.28343537;0.32266253;0.32749403;0.35436243;0.37395567;0.31879732;0.23090929;0.17416735;0.161739;0.18179148;0.22134815;0.2674869;0.31344756;0.30427325;0.29830843;0.27596933;0.30415747;0.3661657;0.44096518;0.4419392;0.47096285;0.41151068;0.29362053;0.19977884;0.1858437;0.17617927;0.18522586;0.17405435;0.19098276;0.2826814;0.3780552;0.39613166;0.33449224;0.23048237;0.12578787;0.04928789;0.009457084;-0.0012343195;0;0;0;0;0;0;0;0;0;0
