;meta[fps=30]
;meta[frames=24]
;meta[profile=yenn]
jaw_open_a;0;0;0;-0.0069180955;0.005409525;0.021749029;0.03683322;0.06552655;0.09367862;0.083814405;0.074424386;0.12228573;0.22183254;0.33022386;0.38216868;0.30194286;0.15142095;0.05472001;0.03199239;0.049798097;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.03221303;0.027441371;0.051270705;0.0950839;0.16165334;0.22076586;0.21255225;0.18297903;0.18223238;0.15392001;0.12217905;0.07550476;0.0015999987;-0.016365714;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0031727718;0.029466223;0.085270554;0.13106743;0.14956112;0.13821346;0.097155996;0.13891873;0.17501706;0.17439127;0.12592229;0.059853166;-0.0072329654;0.008855136;0.05056635;0.11907436;0.18225066;0.20450065;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0049985065;0.04641152;0.13281557;0.21996993;0.2962879;0.34330302;0.33149117;0.3169944;0.25205055;0.15408315;0.073935606;0.02569188;-0.0027942655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.005195182;0.048240975;0.13824207;0.22666538;0.29911804;0.3385498;0.3201234;0.2995371;0.23411138;0.13861786;0.06368432;0.02105852;-0.002321133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.000966675;0.0071990383;0.041422304;0.0976453;0.14950249;0.1677023;0.1370396;0.08058099;0.03259049;0.0070357625;-0.00087947026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0010464581;0.007800196;0.044778753;0.10548816;0.16150893;0.1812005;0.14811093;0.08714731;0.035278995;0.007614655;-0.00095183175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;-0.0030149121;0.024565045;0.111490525;0.23119308;0.3158452;0.3086131;0.22527288;0.13683031;0.09375678;0.07897129;0.09380642;0.11051078;0.17398106;0.26890445;0.3496636;0.35954738;0.29614574;0.17430206;0.07055799;0.01522931;-0.0019036635;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;-0.0031006327;0.025263056;0.11466954;0.23772989;0.32474935;0.31692243;0.22976597;0.13647595;0.09015274;0.0737217;0.09635392;0.12472517;0.1946152;0.2858611;0.3557846;0.35379556;0.2885181;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;-0.0030503136;0.02832487;0.08278892;0.11982314;0.11546291;0.074068435;0.018186843;0.0032766755;0.010909881;0.013637352;0.010909881;0.0054549407;-0.0005454941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;-0.003313784;0.03077403;0.08991375;0.13012074;0.12537086;0.08041399;0.019912386;0.0017552294;0.008238073;0.010297592;0.008238073;0.0041190367;-0.0004119037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;-0.0003698227;0.003012463;0.013680992;0.028402876;0.03800758;0.04637145;0.042875614;0.03295118;0.020017631;0.0085613625;-0.0015771089;0.005165495;0.029551303;0.06958018;0.106447406;0.11938713;0.097552516;0.057404906;0.023242872;0.005039328;-0.00062898814;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;-0.0005363654;0.004371745;0.019818578;0.041106656;0.05572389;0.059728257;0.04731905;0.029299712;0.014270125;0.0050361347;-0.001059446;0.0038444344;0.021866146;0.05146013;0.078740396;0.08836447;0.07225571;0.04258565;0.017264703;0.0037479533;-0.00046756642;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;-0.0014440484;0.013403568;0.03925012;0.056839526;0.05480386;0.0351788;0.0074651567;0.013562605;0.02919904;0.0364988;0.02919904;0.01459952;-0.0020070362;0.004077687;0.023413304;0.055144202;0.08442753;0.094721936;0.07742835;0.04556227;0.018451378;0.0039822664;-0.0004977833;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;-0.002144868;0.019916102;0.058223143;0.08427327;0.08121183;0.05210025;0.010319857;0.027078029;0.057221215;0.07152652;0.057221215;0.028610608;-0.0028610607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;-0.0041561457;0.03859278;0.11280966;0.16327715;0.15733978;0.10093495;0.022597184;0.026365543;0.05866844;0.07333554;0.05866844;0.02933422;-0.0029334219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;-0.00071619294;0.0066535436;0.019407712;0.028072534;0.027033497;0.01732964;0.0037553739;0.0056145065;0.0122457845;0.015307232;0.0122457845;0.0061228923;-0.0006122893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
