;meta[fps=30]
;meta[frames=74]
;meta[profile=yenn]
jaw_open_a;0;0;0;-0.0055771433;0.0010971427;0.02370286;0.04722286;0.053965718;0.043931432;0.01712;-0.0013714291;-0.003931429;0;0;0;0;0;0;-0.0061714286;-0.0006824483;0.018703673;0.054494698;0.10761796;0.1681992;0.18486856;0.15418775;0.082462035;0.04530612;0.02400653;0.030344496;0.03195429;0.015977144;-0.010651429;0;0;0;-0.0026514288;0.002057143;0.010834286;0.01504;0.014674286;0.009737142;-0.004068572;-0.001051428;0.01526857;0.03293714;0.05787429;0.07393143;0.062080003;0.035775237;0.021363812;0.020819051;0.040266667;0.046460956;0.041950475;0.033729523;0.03664381;0.037219048;0.03365714;0.013051428;-0.00836996;-0.014581551;0.028871182;0.10932834;0.20141584;0.25918698;0.24682386;0.16432655;0.08022726;0.02088293;-0.0043173917;-0.007284243;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.012018288;-0.012445716;0.049732585;0.15974097;0.26056382;0.2947901;0.24554518;0.15593982;0.08159239;0.041536003;0.020156948;0.00060952205;-0.025158096;0.023918368;0.05695347;0.08223021;0.100336336;0.10632163;0.059859592;0.07919673;0.10990041;0.13293608;0.14774793;0.13795854;0.10181637;0.07946514;0.10785829;0.105304375;0.082706295;0.03986286;0.009005715;-0.027026286;0.011532193;0.051256385;0.082322285;0.116859436;0.13045637;0.10338742;0.106710866;0.10171808;0.05265524;0.06240381;0.08881525;0.09974476;0.13535239;0.16970669;0.15830858;0.17318097;0.14739811;0.08249904;0.030506661;0.00095999666;-0.009539046;0;-0.0024568166;-0.0040156743;0.009769797;0.037283268;0.06882678;0.081980966;0.071184985;0.086008824;0.13882798;0.19565018;0.2229649;0.17958096;0.091032386;0.025097147;-0.0040457123;-0.008213335;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.00038486757;0.0028690123;0.016465334;0.03880165;0.059409555;0.06665207;0.05447625;0.032048967;0.012966538;0.0027990371;-0.00034987964;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021035714;0.0029270602;0.020262798;0.043612488;0.062262658;0.06304989;0.044872057;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0025477596;0.022149764;0.08244794;0.1481064;0.16986257;0.13667369;0.06644214;0.014527955;-0.0017855787;0;0;0;0;0;0;-0.00036192092;0.0023882687;0.017300636;0.05323508;0.109185606;0.16948122;0.19619997;0.17067127;0.10811006;0.059543137;0.034143247;0.03185926;0.02633639;0.009926243;0.031102704;0.06483904;0.08104881;0.06483904;0.03241952;-0.006180941;0.02729061;0.079772554;0.11278846;0.13607137;0.13953754;0.16090485;0.24012992;0.31514686;0.33691853;0.30922;0.2510736;0.20260294;0.16718002;0.112172976;0.08801102;0.08698642;0.11998087;0.16411817;0.17803304;0.14619797;0.10254255;0.05079774;0.010017439;0.006305193;0.05253517;0.133694;0.22385421;0.2769944;0.2638252;0.19091654;0.10692144;0.041970547;0.008771976;-0.0011111173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006085041;0.049578723;0.22503966;0.46659774;0.6384785;0.6155845;0.4127542;0.17735793;0.03804655;-0.0047424594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016195767;0.0073456955;0.019008003;0.037713323;0.06544716;0.1010914;0.14024812;0.1710336;0.18018861;0.16430232;0.13161261;0.092602745;0.05944546;0.033322167;0.016080564;0.0058819773;0.0014727535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0006414459;0.0047816876;0.027442224;0.064669415;0.09901592;0.11108677;0.090793744;0.05341495;0.021610893;0.004665062;-0.0005831327;0;-0.00037487096;0.002483236;0.018795801;0.04715195;0.076182865;0.094503835;0.09069605;0.06699512;0.037940353;0.030248677;0.0300283;0.03361002;0.027195185;0.013597593;-0.0013597592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039486412;0.0027040695;0.018873503;0.048145927;0.08067473;0.09989562;0.09513475;0.06876883;0.03846676;0.015057315;0.0031014313;-0.00039486398;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.004018844;0.03493945;0.13005024;0.23361617;0.2679322;0.21558149;0.10480165;0.022916315;-0.0028165304;0;0;-0.0009094164;0.0074109253;0.033622693;0.06967439;0.09188346;0.12143939;0.16946554;0.24463418;0.31545672;0.33292323;0.27225086;0.17674166;0.081479006;0.07637234;0.098956116;0.13247077;0.1579929;0.1773056;0.16726628;0.21629952;0.28355062;0.3526285;0.34886947;0.36714962;0.39506757;0.4047047;0.35773185;0.23181641;0.0586202;-0.0068168207;0;0;0;0;0;-0.0032432775;0.029189497;0.09497534;0.16917737;0.18729186;0.19984193;0.24122895;0.31736436;0.33869427;0.27433345;0.13331763;0.028374756;0.0014749016;0.03452787;0.08788101;0.14707538;0.18182717;0.1730452;0.12512393;0.07002315;0.027509278;0.005785257;-0.0007312482;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;-0.0008275923;0.006744643;0.030588187;0.06343472;0.081905924;0.12854844;0.19241552;0.27418432;0.33461457;0.3351692;0.25898722;0.1692606;0.07806529;0.07311846;0.09449611;0.12827617;0.1580864;0.18396509;0.17916697;0.22953056;0.29789263;0.36799696;0.36746708;0.34156367;0.29316595;0.250469;0.20779333;0.13574266;0.03434015;-0.003992868;0;0;0;0;0;-0.004675664;0.042080972;0.13693015;0.24380247;0.27302533;0.26005596;0.24399725;0.27141112;0.2749735;0.22390305;0.1088205;0.023069944;0.0018990522;0.0329884;0.08393086;0.14052914;0.17390065;0.16565225;0.11989674;0.067162886;0.026366921;0.0055106007;-0.00069800956;0;0;0;0;0;0;0;0;0;0;0;0;0;0
