;meta[fps=30]
;meta[frames=42]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;0;0;0;-0.040896006;0.032128006;0.15869486;0.20356114;0.27899352;0.33493486;0.24617372;0.1967421;0.13408001;0.0027885635;-0.02782476;0;0;-0.011314286;0.002187428;0.048198864;0.08801486;0.116944015;0.11883772;0.07466743;0.035347432;0.014955429;-0.0020045722;0.0022537138;0.014962939;0.017675754;0.028988084;0.047215026;0.06957715;0.08626939;0.08442776;0.056189388;0.02744163;0.007131426;-0.0015020424;-0.002481632;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.0037993651;-0.007405713;0.01237333;0.06061206;0.12485588;0.1848838;0.2078984;0.19014601;0.12423008;0.11087797;0.1389887;0.12251581;0.14290692;0.1666372;0.12568076;0.13235502;0.13981561;0.097831614;0.09375391;0.108793914;0.13149716;0.15239315;0.14741561;0.14362288;0.11360115;0.060157724;0.06301068;0.06817143;0.07534514;0.11340267;0.13929142;0.10450286;0.06478585;0.016842451;0.03670204;0.14197552;0.2753829;0.35458615;0.33771104;0.22475755;0.10976652;0.028525705;-0.0060081696;-0.009926528;0;0;0;0;0;0;0;0;0;0
jaw_chew;-0.0009552773;0.0062289163;0.047614366;0.13258952;0.2427793;0.3390927;0.37866196;0.35338262;0.28224042;0.1891428;0.1015022;0.03997216;0.0071280026;-0.0009552774;0;0;-0.00061387965;0.005703037;0.012832629;0.05712102;0.14622502;0.23589836;0.25725532;0.20354007;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;-0.000586162;0.0040567857;0.027624583;0.07030671;0.11769721;0.14557944;0.13862047;0.10030321;0.05615567;0.022064222;0.0046361294;-0.0005861617;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;-0.0024082055;0.020925978;0.07803945;0.14018044;0.16077365;0.12933816;0.06286024;0.010610893;0.026974523;0.083827965;0.12135254;0.11696315;0.07504916;0.01900323;-0.004617218;0.020925978;0.077053025;0.14813623;0.19958642;0.19216739;0.13029952;0.061730683;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019680725;0.017109111;0.063699946;0.11441062;0.13120483;0.10555428;0.051301092;0.011204893;-0.0013776509;0;0;-0.00015903616;0.0010859898;0.0076201046;0.019575082;0.032845512;0.04073598;0.038804825;0.02804262;0.01564007;0.0061251633;0.0012427537;-0.00015903612;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016899182;0.013770941;0.062475763;0.12954703;0.17726329;0.17090662;0.11458938;0.04923919;0.0065921303;0.033125408;0.12819195;0.230282;0.26411098;0.21251029;0.098933704;0.060644463;0.13653356;0.26900926;0.43502706;0.5818496;0.6322917;0.55276924;0.37435144;0.1607649;0.034439605;-0.0042949314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018034701;0.01469494;0.06668832;0.13826606;0.18916398;0.18235089;0.12223521;0.052501023;0.008033795;0.026542183;0.10404325;0.1868707;0.21430124;0.17240536;0.07966719;0.054159217;0.13089491;0.23717302;0.33667892;0.39677683;0.38876468;0.32141846;0.21907711;0.094069906;0.020158794;-0.002513726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;-0.0005516788;0.0035982819;0.02749488;0.07648297;0.13993716;0.19538581;0.21810731;0.20346929;0.15989192;0.13293654;0.12870692;0.12227695;0.12503503;0.12924065;0.11274935;0.09148084;0.059855912;0.015121687;-0.0039520487;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;-0.0005516788;0.0035982819;0.02749488;0.07648297;0.13993716;0.19538581;0.21810731;0.20346929;0.15968542;0.13484967;0.13435666;0.13028216;0.13478619;0.13972566;0.121873744;0.09888045;0.064717114;0.01637224;-0.004096771;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
