;meta[fps=30]
;meta[frames=102]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.014811428;-0.0052114315;0.062756576;0.15683658;0.22338745;0.22158632;0.145776;0.055716578;0.008185148;-0.0027428595;-0.00049142825;-0.0015314287;0;0;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.053005714;0.04176762;0.015603811;-0.005287619;0.017645713;0.0894324;0.18816918;0.27868348;0.31348118;0.28686327;0.22084881;0.13743393;0.074203454;0.04645335;0.039619047;0.047306664;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.023584;0.004601141;0.10042058;0.19543393;0.23420799;0.1979543;0.08667277;0.0064914282;-0.010230859;-0.004175238;0;0;0;0;0;0;0;-0.007817144;-0.0037257145;0.046628576;0.07371429;0.077531435;0.058080003;0.012449524;-0.018552383;0.012114286;0.038948577;0.06371048;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008045713;-0.0027428581;0.033993144;0.08490057;0.122413725;0.1142522;0.06877411;0.03985372;0.052854866;0.07832382;0.10225829;0.116150856;0.11200839;0.09896229;0.095089525;0.07736381;0.070006095;0.09623315;0.12152382;0.1072244;0.07955202;0.036531813;-0.022192763;-0.0048182863;0.098560005;0.18535265;0.2248884;0.22103925;0.16352458;0.14017677;0.1564917;0.15523201;0.120786294;0.075668834;0.03544585;0.010006864;-0.0031624138;-0.0030841914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0068571432;0.0013257144;0.02921143;0.049129147;0.068041146;0.08614172;0.097091064;0.10262631;0.1195703;0.12652114;0.12062629;0.12673524;0.13906285;0.11062856;0.07439238;0.02507123;-0.013765337;0.048641533;0.1871802;0.3055863;0.35569602;0.27096534;0.15231849;0.062995814;0.03945219;0.05935086;0.08661334;0.07570286;0.06680381;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.002368685;0.0058980957;0.018298702;0.02646839;0.025488727;0.016339377;0.0041180826;-0.00047933505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009866605;0.0073544695;0.042219974;0.099460274;0.15227985;0.17084621;0.13964745;0.08216747;0.033263054;0.007179531;-0.0008974413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027316848;0.0237507;0.08837827;0.1587841;0.18212545;0.14656237;0.07126784;0.012207297;0.029608998;0.08979182;0.1551366;0.2007124;0.21029748;0.17604731;0.13309275;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;-0.00094706053;0.0070516653;0.040590014;0.095729426;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0050225216;0.043667596;0.1625077;0.29190454;0.33209738;0.29416007;0.20345244;0.13092358;0.12243773;0.13740726;0.121376395;0.09923857;0.064886756;0.01641253;-0.0019084339;0;0;-0.0031560727;0.028647978;0.092248924;0.13715678;0.13594013;0.089815676;0.024785785;0.005942387;0.05056635;0.11907436;0.18225066;0.20450065;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018798074;0.015315182;0.06953061;0.14413767;0.19715713;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012643377;0.010989401;0.04093989;0.07104676;0.10586879;0.14995281;0.2019609;0.25617883;0.28587273;0.2667754;0.2129328;0.1426323;0.07658476;0.03022377;0.0054464596;-0.0007269722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003280121;0.028515184;0.10616658;0.19068435;0.21867473;0.17592381;0.08550182;0.01867482;-0.0022960848;0;0;0;-0.0013674463;0.010204824;0.058397822;0.13756974;0.21063918;0.23635824;0.19111668;0.13481231;0.08818;0.06261731;0.04090251;0.02107229;-0.002107229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.007670314;0.0666783;0.24828887;0.44299313;0.5374823;0.4983367;0.35409802;0.23091097;0.15822667;0.09555609;0.03864288;0.008319715;-0.0039613266;0.027115138;0.07679776;0.1334605;0.217654;0.32314587;0.4040552;0.4310869;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08809543;0.122090474;0.17355616;0.226881;0.23419505;0.20411126;0.13244002;0.033512626;-0.0038963857;0;0;0;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0044864104;0.038997263;0.14525169;0.25782943;0.3271962;0.33366978;0.28161964;0.2254115;0.17141315;0.101973996;0.041257165;0.008906028;-0.004230363;0.028944585;0.08256628;0.13767232;0.20532101;0.28146753;0.33419862;0.3512314;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004675664;0.04341688;0.12691087;0.1785584;0.22462852;0.2527456;0.23018363;0.19079304;0.12453592;0.03149764;-0.0036626025;0;0;0;0;0;-0.0018257353;0.018257353;0.036514707;0.045643385;0.036514707;0.018257353;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0018813978;0.015340628;0.069467;0.14398594;0.19695675;0.1898542;0.12725599;0.054683;0.011711427;-0.0014605885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00072250125;0.004713266;0.035999887;0.10015283;0.18326499;0.2558852;0.2857445;0.26666284;0.21301952;0.14276138;0.07659739;0.030154575;0.0053990325;-0.00072250154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032145188;0.027944881;0.10404325;0.1868707;0.21430124;0.17240536;0.08379179;0.018301329;-0.0022501634;0;0;0;0;0;0;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
