;meta[fps=30]
;meta[frames=66]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;0;-0.005881905;0.0046476196;0.023908572;0.030003812;0.031253334;0.03442286;0.033002667;0.04284648;0.045494862;0.028041147;0.0014080015;-0.014336003;0.023702864;0.11354516;0.22319317;0.30860344;0.32632917;0.2597897;0.17648229;0.10498058;0.053481147;0.013192384;0.0005074314;0.04358629;0.14106819;0.23550479;0.27097374;0.21478705;0.12243734;0.057621337;0.04434515;0.05891504;0.061881907;0.01333638;0.045500953;0.11842134;0.15961295;0.16783236;0.12314515;0.025648762;0.0017615262;-0.0085577145;0.008726858;0.09583086;0.19045717;0.21889374;0.17808688;0.06494629;-0.012645553;0.0012506119;0.06439837;0.11864164;0.15283592;0.14564574;0.09707102;0.047549386;0.012368977;-0.0025926551;-0.004297142;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008533334;0.0067047635;0.020754287;0.05368381;0.10101333;0.12486094;0.14369525;0.16484572;0.16019809;0.13088;0.089569524;0.025276948;-0.00088686036;0.012604954;0.055424005;0.078677714;0.07515829;0.052477717;0.034691434;0.037320007;0.05023715;0.057426292;0.046922863;0.021217143;0.011346289;0.041808;0.09363143;0.12818934;0.13543315;0.108907424;0.076944776;0.06268801;0.05111315;0.028076194;0.007844573;-0.0011817139;-0.002564572;0;-0.01116343;0.008800002;0.045408003;0.062907435;0.061298292;0.040580574;-0.014697146;0.0041691447;0.050678857;0.08968228;0.13517259;0.14933945;0.13949716;0.13106287;0.12694705;0.121080175;0.11944489;0.10862151;0.10956409;0.0879151;0.07829334;0.057613067;0.02827755;0.007418772;-0.001541226;-0.0025599992;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.053436156;0.05286363;0.06831527;0.11637154;0.15289229;0.17192984;0.16335239;0.16785249;0.1713411;0.16049509;0.13673845;0.10785504;0.0829183;0.08529287;0.10057281;0.10648453;0.08984449;0.061852586;0.03371112;0.013184118;0.0006035421;0.013883441;0.08169602;0.1926061;0.2950246;0.32964307;0.28201237;0.21092562;0.16977021;0.17766185;0.1995289;0.185641;0.12644856;0.1287315;0.18604846;0.25800356;0.3040622;0.29212207;0.23066813;0.18098158;0.12436788;0.05346001;0.011456332;-0.0014284631;0;0;-0.0008035871;0.0055310503;0.038142778;0.09731173;0.16299118;0.20170854;0.19203687;0.13883857;0.077637136;0.030458601;0.0063325907;-0.0008035868;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016221688;0.00132;0.0060179285;0.012455712;0.017000966;0.016348919;0.010922604;0.0046597603;0.0009923858;-0.00012404822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011305484;0.007535531;0.05535095;0.14833364;0.2613994;0.34551042;0.36209473;0.30587345;0.21087243;0.1151388;0.04513009;0.007897073;0.0045958133;0.032716654;0.07700557;0.117766544;0.13206495;0.10789994;0.063500226;0.025719067;0.0055864113;-0.00069684355;0;-0.0040819286;0.03790362;0.11079521;0.16036147;0.15453015;0.099132545;0.025074702;-0.002915663;-0.0028690128;0.024937669;0.092901774;0.16680507;0.19125292;0.15381579;0.07412608;0.020367648;0.025839627;0.070671126;0.11813889;0.14598387;0.13895217;0.10054494;0.056378324;0.022187814;0.0046779336;-0.0005907056;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08809543;0.12385684;0.15296468;0.2151592;0.30115205;0.3894419;0.46944547;0.49786457;0.48746017;0.41609395;0.28270176;0.1214114;0.026014505;-0.0032440203;0;0;0;0;0;-0.0019919812;0.014850057;0.08521026;0.20084316;0.30751824;0.34131977;0.3119918;0.30213788;0.34956113;0.4008817;0.37061736;0.24960247;0.107172884;0.022959737;-0.0057555195;0.023567567;0.106934644;0.2217244;0.30337262;0.29247388;0.1960795;0.08423987;0.013674648;0.035799995;0.14177002;0.25464275;0.2914998;0.2386453;0.13928746;0.08874854;0.10375401;0.13209385;0.12578806;0.09105775;0.051010847;0.020067181;0.0042319507;-0.00053436134;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.004675664;0.04341688;0.12691087;0.180681;0.20149882;0.22469902;0.25805205;0.31666484;0.3848694;0.41015586;0.40314233;0.3447077;0.23415056;0.10051564;0.021503601;-0.0026829406;0;0;0;0;0;-0.0018552367;0.013841821;0.0792629;0.18669313;0.28584522;0.31773174;0.28669629;0.26548898;0.29292956;0.32875997;0.3022323;0.20372534;0.087501705;0.018747188;-0.005343615;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.014622585;0.033520054;0.1334874;0.23973906;0.27441373;0.22463025;0.13143146;0.08446172;0.09927394;0.12636696;0.12028382;0.086930744;0.0486269;0.019042987;0.003979083;-0.00050414447;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.0019444821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0040002903;0.03714555;0.1085793;0.15715423;0.15143955;0.09714989;0.024573207;-0.0028573498;-0.0028716365;0.024969157;0.09289653;0.16681819;0.19127916;0.1538683;0.07434361;0.019252602;0.018030249;0.05104743;0.085450135;0.1056859;0.10059674;0.072733596;0.04069735;0.015979951;0.0033397584;-0.00042303605;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.0019444821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0039268155;0.03646387;0.106579155;0.15425608;0.14864342;0.09535385;0.02411603;-0.0028042847;-0.0029787875;0.02588759;0.09649373;0.17332378;0.1987797;0.15991466;0.07730744;0.019791733;0.017562483;0.05016319;0.08404584;0.10404146;0.09906363;0.07161875;0.04003576;0.015700046;0.0032554693;-0.00041349392;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.06963399;0.14677872;0.2194593;0.23048644;0.21243466;0.25361243;0.3402673;0.42641678;0.41404113;0.27756965;0.11772514;0.035654165;0.07098506;0.19882259;0.35039788;0.46312797;0.48328966;0.42506793;0.36531612;0.31662425;0.28990757;0.26439863;0.22869486;0.23133975;0.29305816;0.354827;0.36759308;0.33916798;0.33128616;0.38452896;0.46270958;0.49285737;0.40709665;0.25677294;0.12634419;0.042426072;0.010214099;0.013531593;0.008694507;-0.0005072723;0.025035951;0.07283013;0.11645574;0.13310052;0.17450243;0.27005014;0.38883892;0.42137006;0.33771214;0.19860782;0.115744665;0.11974734;0.14655396;0.1400361;0.10120744;0.056537353;0.02212829;0.0045977337;-0.00058366254;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;0;-0.003373157;0.03131952;0.0872308;0.17299211;0.2458805;0.24795415;0.22585307;0.28660628;0.40691185;0.51706153;0.50143147;0.3361201;0.14292279;0.040485688;0.06615897;0.18762378;0.3306117;0.43693572;0.45592782;0.40033805;0.342381;0.29402855;0.27722117;0.27074242;0.24943662;0.248826;0.28919056;0.32525903;0.3272699;0.31442595;0.34456804;0.44406462;0.5438954;0.5635602;0.44380876;0.26368773;0.12053972;0.03775041;0.004718338;0.008102628;0.005184049;-0.002079186;0.031168489;0.09054886;0.14157054;0.15571813;0.1887864;0.27616656;0.39492103;0.4361583;0.35813326;0.21889047;0.13117197;0.12828203;0.14786279;0.14016387;0.10149847;0.05687928;0.022382746;0.004705879;-0.0005947951;0;0;0;0;0;0;0;0;0;0
