;meta[fps=30]
;meta[frames=147]
;meta[profile=dand]
jaw_open_a;0;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.051177137;0.041036192;0.029147431;0.013208384;0.03606248;0.039789718;0.11991772;0.22488077;0.26551768;0.232;0.16430934;0.056868564;0.02521905;0.06158172;0.123021714;0.18148115;0.1798263;0.138592;0.05626972;-0.0047268555;-0.01659124;0.0029257152;0.01513143;0.019431619;0.019904;0.020013716;0.01649676;0.01880686;0.021942858;0.022699889;0.02597486;0.030640462;0.029024916;0.018696232;0.0056521157;-0.0050514285;-0.0007204573;0.018262856;0.033474285;0.031740952;0.05284191;0.07922285;0.08551238;0.077470474;0.047771424;0.0010666648;-0.011398094;-0.0015238096;0.006034286;0.01952;0.03184762;0.03705143;0.029165717;0.014773333;0.004022858;-0.0006628563;-0.0013257146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0035535241;0.002782477;-0.0062110466;0.036309335;0.10387505;0.123952776;0.10064305;0.124124184;0.08581333;0.07991543;0.090363435;0.06371123;0.029554285;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;-0.004297143;0.00086857163;0.018262856;0.036262855;0.041394286;0.03365714;-0.012822858;0.019226668;0.098976;0.14485028;0.1568061;0.13034971;0.05379657;0.03019581;0.030436575;0.015917717;0.014957715;-0.0009234292;0.055387434;0.07153372;0.06026972;0.094356574;0.19496915;0.27241147;0.3208937;0.24370286;0.097776;-0.022745144;-0.00056228467;0.043611433;0.050880007;0.043611433;0.021805717;-0.037400384;0.017968766;0.09307887;0.12559848;0.1245242;0.09770972;0.037667044;0.035596192;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.07104;0.036015242;0.009965716;-0.0016228557;-0.024030479;0.01633524;0.08461714;0.11727238;0.11430095;0.075702846;0.0014780916;-0.019065902;0.00080457155;0.018002287;0.027295243;0.047637336;0.061894864;0.058940955;0.07197334;0.08220495;0.09767924;0.1308282;0.15101866;0.12676571;0.087862864;0.031832382;-0.00054856995;-0.008960001;0;-0.015451429;0.009828572;0.055680003;0.09618286;0.13865143;0.1538743;0.10811429;0.07090286;0.032777146;-0.035809528;0.01845334;0.12508737;0.18963374;0.21768926;0.19715266;0.108360276;0.07868517;0.06373769;0.060434286;0.09281852;0.13505742;0.1561437;0.12545523;0.06352762;0.017462859;-0.0029104736;-0.0056990488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0104228575;0.008198097;0.03388952;0.05345524;0.09711238;0.1261318;0.14496152;0.14936382;0.1422004;0.117025524;0.112832;0.123021714;0.13991468;0.111648016;0.10350173;0.10589106;0.110933326;0.124393135;0.1044419;0.042137906;0.010816;0.043430097;0.10851353;0.15988724;0.17355885;0.123303615;0.057752382;0.006610287;0.0030247597;0.04324724;0.09971658;0.11389715;0.074543245;0.05027201;0.061897147;0.107608385;0.10915201;0.10091659;0.10305296;0.14067583;0.1651863;0.16538058;0.119990095;0.058779433;0.12808533;0.15541334;0.17718858;0.19686477;0.20115809;0.14053182;0.14631316;0.085168764;0.05649372;0.0606461;0.06097067;0.047318857;0.027297525;0.00060952205;-0.0060952376;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;-0.0013359039;0.012404822;0.03626025;0.05248194;0.050573505;0.032443378;0.008206265;-0.0011975423;0.0018193739;0.010361208;0.024365932;0.03723196;0.041739047;0.034092586;0.020068774;0.008134701;0.0017748441;-0.00022106033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001402699;0.01402699;0.02805398;0.035067476;0.02805398;0.01402699;-0.001402699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17760126;0.06695264;0.06128459;0.13179405;0.19353905;0.18647784;0.11961109;0.028402265;0.011412435;0.067736045;0.14050177;0.19085008;0.19915214;0.16109212;0.10518096;0.059811875;0.028564963;0.0063057044;-0.0038623132;0.028063523;0.08979182;0.13328026;0.1318728;0.08697688;0.02496709;-0.0028053983;0;0;0;-0.0026718078;0.024809644;0.0725205;0.10496388;0.0992004;0.08181219;0.0793837;0.11123785;0.12978543;0.10445098;0.05079774;0.011128556;-0.001366916;0;0;-0.0012094701;0.009007809;0.05181637;0.12218511;0.18719114;0.21005896;0.17171851;0.101006255;0.040842872;0.008788341;-0.0010997351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027767716;0.025782945;0.07538314;0.109114714;0.10216395;0.097370684;0.076886036;0.07278409;0.059815086;0.027545856;0.01754018;0.07643995;0.13729274;0.15744582;0.12666516;0.061561313;0.01149927;0.015272245;0.062971175;0.11314628;0.12978543;0.10445098;0.047338706;0.04323796;0.09262346;0.1360952;0.13120483;0.081847966;0.041881543;0.073958986;0.13729274;0.15744582;0.120906465;0.11503086;0.16979434;0.22150718;0.24967086;0.20305738;0.11431758;0.05900401;0.031560726;-0.0031560727;0;0;-0.0022591092;0.016832389;0.09672183;0.22800778;0.34921718;0.39046225;0.33305895;0.2257272;0.13021006;0.068457924;0.031324558;0.008439095;-0.0009814121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.63833785;0.4894395;0.39813668;0.42122698;0.43238118;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011027037;0.10239808;0.29926366;0.43312174;0.41734797;0.26771617;0.067695856;-0.00787229;0;0;0;0;0;0;-0.0032072298;0.02390844;0.13721111;0.32334706;0.49507955;0.55543387;0.45396876;0.26707473;0.108054474;0.023325311;-0.0029156639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07882892;0.019916626;-0.0034624822;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024915668;0.023134463;0.06764338;0.09791327;0.09167295;0.08742483;0.069090605;0.06543145;0.05377013;0.026885064;-0.0026885064;0;0;0;0;0;0;0;0;0;0;0;-0.0031012052;0.028785547;0.08428917;0.122060254;0.11768676;0.07554218;0.019163854;-0.0022265061;0;0;0;-0.0026161447;0.026161449;0.052322898;0.062665015;0.07612703;0.11484041;0.15660688;0.1825596;0.14682417;0.07132056;0.015244015;0.0010301569;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0017228919;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.00086611096;0.007058025;0.032021612;0.06635656;0.09075239;0.087457165;0.058603875;0.025159523;0.0053926;-0.0035646367;0.023567567;0.106934644;0.21995878;0.31577536;0.3775042;0.37345415;0.3072189;0.20950091;0.11861936;0.085387625;0.1267305;0.17726329;0.17090662;0.10906541;0.094248004;0.21483114;0.42220125;0.5784399;0.56626064;0.40957522;0.23375714;0.13426724;0.0875301;0.10251525;0.1694455;0.25545922;0.3357634;0.40051788;0.4015365;0.46618038;0.47092003;0.38976106;0.26978025;0.19908069;0.16154018;0.21233395;0.20218746;0.14619559;0.081781164;0.03205373;0.0066683837;-0.0008460721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016409353;0.015237839;0.037715167;0.13134162;0.21146801;0.23303916;0.20902738;0.18108657;0.13182957;0.13698208;0.14835954;0.16397254;0.19463375;0.1898542;0.12511854;0.07060624;0.10324496;0.21438067;0.32743186;0.39598787;0.42991796;0.42713112;0.37425345;0.270437;0.13104288;0.050231837;0.058132224;0.08930146;0.0860359;0.055180244;0.013941638;-0.0071456004;0.045008823;0.2042775;0.4235171;0.5774834;0.57758915;0.41253603;0.20849563;0.072624184;0.01479736;-0.0019092292;-0.002348964;0.020422628;0.07600179;0.1365405;0.15556043;0.13382046;0.10605221;0.118897304;0.1598613;0.17619605;0.1945796;0.22299388;0.23190548;0.19709776;0.120608;0.030753246;-0.0035757693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0007881832;0.0064234696;0.029131608;0.060414024;0.082681306;0.07973119;0.053471774;0.022988679;0.004929486;-0.0036202993;0.024491569;0.111147195;0.22893606;0.32531986;0.381646;0.36882633;0.29707998;0.1997538;0.114877716;0.08854092;0.1355781;0.18916398;0.18235089;0.119006775;0.07879606;0.13073154;0.24636514;0.33814082;0.33387238;0.25112185;0.16052532;0.11110824;0.08106598;0.09467685;0.15877496;0.2409868;0.31053394;0.3562828;0.3443014;0.36045462;0.3374473;0.26174173;0.18404458;0.16512804;0.17729512;0.22657886;0.21570078;0.15596676;0.08726314;0.034237303;0.0071566254;-0.000906506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014980678;0.01390713;0.0336054;0.12859744;0.21102272;0.23384997;0.22546826;0.22154;0.18628436;0.19781025;0.2135843;0.23612098;0.2804062;0.2735263;0.18133782;0.09377304;0.10306795;0.20105724;0.30872366;0.36696532;0.38371795;0.36469433;0.30955115;0.22024043;0.106649645;0.04391784;0.05608013;0.085442185;0.082380734;0.052879523;0.013414699;-0.0047869883;0.026295036;0.119483225;0.24776785;0.3371821;0.34506392;0.2555918;0.13971329;0.056673497;0.015743628;-0.0018257353;-0.0025048195;0.02177523;0.08107266;0.14561352;0.16611779;0.14083582;0.10245455;0.10180514;0.13228974;0.14562169;0.16742513;0.20230782;0.2173293;0.18749967;0.115422085;0.029377636;-0.0034165739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
