;meta[fps=30]
;meta[frames=122]
;meta[profile=dand]
jaw_open_a;0;0;-0.0015673467;-0.002455511;0.0062432643;0.023314286;0.042880002;0.055262044;0.049471565;0.037729524;0.030497959;0.022800542;0.016857687;0.01022694;0.00024380854;-0.006406096;0.0032182862;0.016644573;0.023064384;0.008641524;0.02570362;0.05669638;0.0753158;0.0762819;0.050559998;-0.005784764;-0.022512952;0.024740571;0.107818864;0.21196686;0.29325372;0.3104892;0.2484423;0.16331431;0.09785602;0.05553829;0.04214457;0.050600007;0.05348571;0.04856;0.040617142;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0;0;-0.025874285;0.020312382;0.06752;0.17580192;0.2964724;0.3078857;0.20222478;0.10979809;0.058102857;0.06112763;0.09700571;0.08870857;0.05675885;0.010130286;0.040013716;0.09404618;0.17373717;0.23702222;0.22822493;0.1423991;0.04366812;-0.007981712;-0.011714746;-0.007515429;0.009501712;0.09308251;0.20371339;0.27480274;0.26627523;0.18377645;0.08094309;0.035772804;0.02747657;0.09010286;0.09872001;0.10768801;0.11702515;0.116298854;0.082712;0.07045885;0.027699431;0.08054991;0.12366287;0.14290288;0.117059074;0.046966854;-0.0016457168;0.030060189;0.031328004;0.027597716;0.02050743;0.008800001;-0.00070400006;-0.0152667435;-0.0046564583;0.056179207;0.14030722;0.19413702;0.18731765;0.15452345;0.14539187;0.17202714;0.19571292;0.16222477;0.08230096;0.022674289;-0.0037028533;-0.007405716;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0026514288;-0.004225307;0.010566533;0.0397649;0.07316245;0.09417796;0.0897045;0.05974205;0.024333064;0.0059036706;0.019331917;0.042831242;0.07796724;0.087161906;0.105526865;0.12412497;0.13232535;0.10712075;0.1460366;0.19336535;0.21282361;0.22073907;0.20725337;0.16199619;0.15356648;0.14780076;0.10522344;0.09137486;0.10156821;0.110828206;0.09372002;0.06021715;0.028832577;0.0077817156;-0.0021057148;-0.0025520003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.018681904;0.014704764;0.06645332;0.1015619;0.13778286;0.1715962;0.16793907;0.17644803;0.17878553;0.14660114;0.11886324;0.14066134;0.1316602;0.092896;0.05611276;0.009392762;-0.017906288;0.017408917;0.023342634;0.062031552;0.14743377;0.21198355;0.23707065;0.24260816;0.16406858;0.08033372;0.041722663;0.027075198;0.033809822;0.06903359;0.06688321;0.041347202;0.012729602;-0.0016895987;-0.01450423;0.016457144;0.025282286;0.039864007;0.047654867;0.07755544;0.14542858;0.23749143;0.22128686;0.18738744;0.10112001;0.029280001;0.013942859;0.015085716;-0.010057144;-0.012434287;0.0024228578;0.05291429;0.105302855;0.12029715;0.09789714;0.035065603;-0.0042075426;0.0041216007;0.03221303;0.042374708;0.040817376;0.044889607;0.06329144;0.08804206;0.10142081;0.08169143;0.041462857;0.011428572;-0.0018133312;-0.0037485722;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006752676;0.0062733414;0.018298702;0.02646839;0.024152825;0.028744197;0.03852238;0.06583239;0.13002321;0.21972278;0.29502642;0.32086346;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0015805924;0.01090261;0.07483379;0.19050944;0.31892794;0.39448762;0.37556347;0.27160832;0.15203334;0.059676044;0.012481155;-0.0015805919;0;-0.0033955816;0.031525902;0.09221076;0.1334878;0.12865947;0.08255408;0.020903554;-0.0024299135;0;0;-0.000921058;0.0061443225;0.04505705;0.12061923;0.21242984;0.2807613;0.2942741;0.24868959;0.17156476;0.0927883;0.043791644;0.047651455;0.09480838;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;-0.0034590366;0.028831664;0.12265028;0.2428244;0.29549718;0.24976152;0.16271071;0.12290792;0.16096212;0.19324851;0.17512743;0.13733378;0.13263091;0.1401654;0.172761;0.23641717;0.33412862;0.41004613;0.379995;0.31278282;0.26492023;0.2782329;0.2712424;0.20930743;0.0977457;0.052160837;0.055666104;0.07800723;0.09396366;0.11458348;0.1328907;0.15546057;0.18067092;0.2032518;0.19644944;0.15865527;0.08740747;0.025971401;-0.0029127474;-0.005174242;0.048106853;0.13984051;0.20206738;0.194374;0.124453746;0.031181427;-0.0036355667;0;0;0;-0.0036212534;0.031474847;0.11726134;0.20989129;0.24819759;0.22404969;0.15344286;0.12608929;0.14447275;0.18138166;0.20717385;0.21825615;0.19639455;0.15324725;0.09073649;0.036687262;0.0078913765;-0.0009876147;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.00085389125;0.0053188326;0.040430773;0.10820027;0.19052695;0.25181055;0.26394913;0.22309636;0.15394482;0.08412416;0.032971773;0.006337194;-0.00082659046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031012052;0.028785547;0.08103954;0.15224001;0.2058458;0.20311569;0.14207229;0.07404193;0.04552145;0.04889302;0.06401206;0.051209647;0.025604824;-0.0035051573;0.007697351;0.03493198;0.07189547;0.10272782;0.121762075;0.119213514;0.09717428;0.06643307;0.033007957;0.004623977;0.020203954;0.09569747;0.19848526;0.27163932;0.26193732;0.17565465;0.075495265;0.016177798;-0.00463336;0.026161449;0.050444283;0.08173504;0.113127396;0.1337176;0.13827795;0.14270216;0.10479091;0.09854318;0.0981621;0.08871833;0.06431821;0.032602414;-0.0032602418;0;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08542999;0.09061245;0.097718194;0.12262007;0.15615846;0.168796;0.13850194;0.081426516;0.032901935;0.00707181;-0.0008853015;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.056460492;0.0332974;0.036273498;0.07823573;0.11479496;0.10828985;0.09141108;0.09397341;0.1344513;0.1566069;0.12602025;0.061273452;0.013409135;-0.002253781;0.004053355;0.029558266;0.07917514;0.13948561;0.1843205;0.19303644;0.16300365;0.112309165;0.058823932;0.042734638;0.11167471;0.25155127;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;-0.0022747475;0.020083087;0.07023515;0.12919304;0.15017785;0.12362675;0.062442362;0.014501974;0.01679899;0.03372044;0.07678107;0.17367195;0.3011773;0.38159224;0.39635596;0.35818335;0.33225775;0.33086774;0.29126123;0.22366323;0.15775096;0.11531759;0.16527498;0.31300595;0.46228582;0.5094414;0.4113471;0.19478033;0.088102855;0.16021383;0.29737774;0.34101728;0.2724242;0.15240993;0.06548461;0.059850156;0.09665083;0.124119356;0.118547544;0.09691772;0.04472522;0.030418066;0.07448039;0.22022375;0.42598823;0.6029027;0.6454594;0.54722834;0.3561186;0.18804331;0.08495143;0.032345574;0.007518912;-0.003814562;0.023536395;0.10697918;0.22184707;0.30283046;0.29799113;0.22676301;0.15626328;0.12829576;0.121459484;0.10114461;0.059581306;0.024140894;0.0052322913;-0.00065310864;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.05163639;0.030020725;0.037342224;0.08363129;0.122457854;0.115500025;0.097476445;0.10022061;0.14338702;0.16698799;0.13434184;0.0652923;0.014260774;-0.0023319873;0.003860484;0.028301543;0.07574019;0.13336885;0.17626737;0.1847644;0.15616743;0.10776138;0.05684596;0.038294706;0.0917522;0.2051877;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;-0.002170844;0.019500485;0.06391558;0.11423833;0.13023207;0.10538796;0.051525068;0.011807903;0.016342558;0.03284097;0.06930001;0.14699394;0.24836677;0.31075016;0.32618093;0.30459142;0.29658377;0.30475974;0.27115583;0.20529984;0.13936892;0.09933573;0.1205558;0.19894761;0.27454677;0.2977173;0.24082448;0.11290613;0.06187461;0.13197617;0.24268919;0.27831328;0.22207732;0.12707785;0.057214256;0.06939576;0.13582872;0.19663389;0.20273452;0.16456872;0.07770089;0.038099885;0.05981951;0.15089777;0.26687092;0.36163285;0.37628308;0.32559493;0.22270723;0.13021632;0.068606555;0.030703522;0.0069066235;-0.0036180175;0.022568982;0.10244334;0.2123811;0.28985032;0.28510562;0.21688567;0.14943868;0.12267931;0.11609323;0.09661739;0.05679818;0.022962704;0.0049576885;-0.00061971106;0;0;0;0;0;0;0;0;0;0
