;meta[fps=30]
;meta[frames=166]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;-0.027017143;0.005234287;0.11508571;0.22449142;0.2621486;0.23082286;0.11674287;0.03489143;0.021695236;0.0250819;0.03040686;0.0577402;0.082223244;0.09054172;0.05535086;0.051462106;0.08413258;0.10073905;0.08753677;0.067858286;0.039532956;0.06284801;0.0805783;0.071565725;0.052793153;0.039857525;0.055616;0.08017905;0.08120382;0.072765715;0.06985905;0.05581409;0.008255999;0.06999773;0.1652224;0.2209207;0.30376655;0.36606905;0.32947475;0.2883718;0.18910997;0.060864925;0.017467435;0.034119766;0.05801143;0.04723429;0.018422859;-0.0045828572;-0.005234286;0.013074287;0.027870476;0.036015242;0.06788572;0.11468192;0.15654096;0.17577145;0.1421562;0.072129525;0.019885717;-0.0032457113;-0.0064914306;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.053005714;0.04176762;0.016;0.010057144;0.020708572;0.028159998;0.029348573;0.013302857;-0.00841905;0.028891433;0.09547429;0.11447285;0.10681417;0.087362744;0.06973958;0.08002012;0.10076343;0.07224;0.05819063;0.02917623;0.063997254;0.08042286;0.09371428;0.08563429;0.06688;0.01358857;0.026125714;0.031536;0.025894096;0.059712008;0.10191544;0.10359772;0.10451505;0.075136;0.06411428;0.08263619;0.12800458;0.13718703;0.15386592;0.11585372;0.09226287;0.038880005;0.005213716;-0.041428573;0.005736002;0.1266;0.24608687;0.29277143;0.24904226;0.12055657;0.030183997;0.06742172;0.10186286;0.08707658;0.071871996;0.12054766;0.20123155;0.3029038;0.2822144;0.18270633;0.08268344;0.0014738356;0.0308416;0.16098286;0.26797718;0.2963657;0.24614856;0.07520915;0.022752004;0.039652575;0.071808;0.06154972;0.03077486;-0.020516573;0;-0.018133335;0.014217147;0.06851048;0.11046096;0.11593143;0.084921904;0.017432377;-0.004937143;-0.0053638094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.043771427;0.04998857;0.040662855;0.015794287;-0.0012685714;-0.018384764;-0.015420957;0.061147444;0.19658366;0.32075584;0.3733212;0.28500724;0.15597412;0.062838875;0.046560004;0.097927615;0.15058286;0.12118857;0.14758097;0.18134858;0.17553523;0.14329143;0.08550094;0.057660956;0.1581105;0.29159623;0.33938286;0.26721525;0.13543619;0.014933332;0.011489532;0.074748956;0.124844186;0.14041083;0.12471864;0.045876116;0.05831529;0.102165654;0.12934645;0.12828892;0.088888384;0.032095235;0.03098514;0.06359696;0.115081154;0.11611657;0.07624229;0.030273518;-0.002707812;0.005796575;0.046940956;0.076525725;0.08911999;0.070186675;0.035702858;0.009874288;-0.001554284;-0.003230477;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.07104;0.036015242;0.009965716;-0.014971428;0.0072380956;0.048259042;0.06541713;0.11138285;0.1341562;0.12235429;0.104208454;0.0706115;0.026384456;0.032883506;0.040104236;0.045045946;0.027838176;0.008548574;-0.010563657;0.011752228;0.02825143;0.01827657;0.039783623;0.068685725;0.07160686;0.10291962;0.108928;0.072099045;0.0734842;0.07594058;0.07512991;0.08290286;0.066230856;0.05916191;0.04923429;0.031200001;0.01792;0.004000001;0.010720003;0.09789714;0.17265144;0.18649141;0.13046515;0.057988003;0.033443432;0.06313943;0.08680801;0.070632;0.02748;-0.011781143;0.007861714;0.02825143;0.028233143;0.026592001;0.034109257;0.04065737;0.06378759;0.07677289;0.058996122;0.076733865;0.10436327;0.1376704;0.18122669;0.21493332;0.17494857;0.11002668;0.06916572;0.05294172;0.114282675;0.14871772;0.12317258;0.03208534;0.025673151;0.04359315;0.114468575;0.14880002;0.15149716;0.09375999;0.057188574;0.018605713;0.0006704749;-0.018669715;0.002413713;0.052221723;0.09541798;0.105019115;0.12958679;0.16359608;0.2293073;0.29084834;0.28520495;0.18978614;0.09263021;0.02407836;-0.0051330654;-0.008359182;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.00086945086;0.0064937654;0.03708199;0.08732119;0.13365048;0.14996712;0.122603044;0.072201155;0.029244687;0.0063328226;-0.0007907281;0;0;0;0;0;-0.0007904099;0.0059034233;0.0337109;0.07938291;0.12150045;0.13633375;0.11145732;0.06563741;0.026586078;0.004645448;0.010397785;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;-0.0006445736;0.0059881886;0.017466942;0.02526528;0.024330147;0.015596676;0.003930896;-0.00045754702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.004830724;0.04199509;0.15635443;0.27887946;0.33897367;0.32205898;0.23906714;0.15728836;0.10106948;0.05079774;0.011128556;-0.001366916;0;0;-0.0027767716;0.025782945;0.07075281;0.14937074;0.25498942;0.3351754;0.33948165;0.2831281;0.17006652;0.095689476;0.104787335;0.14648613;0.15999822;0.12933816;0.061460402;0.02510545;0.050059896;0.107303604;0.1468397;0.1415867;0.091116756;0.07198137;0.15022276;0.29223084;0.3955392;0.4403139;0.41325352;0.3586196;0.32001212;0.27714062;0.1961894;0.12197947;0.092953146;0.10031731;0.13714243;0.17455658;0.1861052;0.16401629;0.16412222;0.17762081;0.18734144;0.18667395;0.15430357;0.09073649;0.036687262;0.0078913765;-0.0009876147;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17518231;0.09433867;0.0785416;0.11798178;0.16419688;0.16379136;0.11327033;0.0889378;0.09179567;0.10640646;0.11167296;0.09703146;0.07700054;0.09249846;0.13127115;0.14855185;0.17214695;0.16343161;0.15688042;0.14943038;0.16441159;0.1818666;0.20820968;0.20838907;0.25074437;0.3094321;0.3444819;0.3410658;0.2881611;0.19751815;0.1525984;0.14359868;0.16131228;0.19319554;0.25121716;0.295333;0.32602733;0.28532758;0.19318314;0.082945324;0.017765617;-0.007009917;0.041682698;0.15512097;0.27609548;0.34359145;0.3191802;0.23675984;0.1891271;0.20183943;0.19644944;0.15785545;0.09392573;0.055539723;0.058343112;0.08376117;0.08070672;0.054070044;0.020535707;0.029784935;0.07190017;0.10496388;0.10114701;0.064886756;0.010653829;0.051561117;0.15634845;0.22631644;0.21811014;0.13993594;0.029657064;0.04935211;0.15354306;0.25159365;0.29898483;0.29346943;0.24243318;0.19743705;0.13865726;0.07017312;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.06336904;0.048510496;0.04420066;0.04733591;0.06190532;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12762126;0.142909;0.14350532;0.13229704;0.13025731;0.13427578;0.14548406;0.14093027;0.12168509;0.0906353;0.062160566;0.0422129;0.03339784;0.033408005;0.042243395;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.00023616872;0.0017435667;0.010257304;0.024296222;0.037337985;0.041927233;0.03328335;0.029410562;0.03534791;0.041181885;0.03670104;0.034401376;0.04250242;0.072508566;0.103197254;0.10345038;0.073420905;0.038470052;0.019036628;0.020958317;0.03394362;0.03811567;0.031168438;0.018283859;0.0073633743;0.0015585548;-0.00019614464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00038963865;0.0028944584;0.016762413;0.039554946;0.060688198;0.068147;0.055750128;0.032793257;0.013263619;0.0028308448;-0.00035518088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010019279;0.009298315;0.027248198;0.038645256;0.04476285;0.054829095;0.06929449;0.085681796;0.083376296;0.05596324;0.024089212;0.004114585;0.009852609;0.020992775;0.026240967;0.020992775;0.010496387;-0.0010496387;0;0;-0.0010019279;0.009298315;0.027248198;0.039467473;0.03806266;0.023388917;0.016704097;0.02027181;0.026240967;0.019497039;0.025453739;0.028865067;0.037393384;0.029914705;0.014957353;-0.002514362;0.008858712;0.032930028;0.05919724;0.067922354;0.05468856;0.026617883;0.0048032897;0.009778338;0.020992775;0.025523715;0.026853256;0.03687031;0.053479094;0.074576825;0.071900256;0.048230905;0.020800343;0.00450645;-0.00055980746;0;0;0;0;-0.0011371087;0.011371085;0.02274217;0.028427713;0.02274217;0.011371085;-0.0011371087;0;-0.0010019279;0.009298315;0.027248198;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;0;0;-0.0004612049;0.0031852673;0.02180613;0.05541729;0.09270445;0.114635535;0.1091488;0.07897736;0.04426431;0.017396282;0.003644199;-0.0004612048;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21035476;0.29155543;0.36435106;0.38630444;0.42879173;0.52002835;0.57923126;0.540451;0.40776792;0.19989575;0.043633956;-0.0071804835;0.01684723;0.04714256;0.08992116;0.1354369;0.18835612;0.25382915;0.3096106;0.29380426;0.21285403;0.104848415;0.022911863;-0.0028165306;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.36560902;0.3148527;0.26747465;0.30200756;0.3585951;0.3734304;0.3147104;0.2712474;0.1901095;0.1191843;0.06008553;0.036794867;0.07409813;0.1365405;0.15292202;0.15604469;0.19754007;0.29588374;0.38293684;0.38866448;0.30368802;0.2030574;0.13948952;0.09899937;0.059581306;0.024140894;0.0052322913;-0.00065310864;0;0;0;0;0;0;-0.0012023136;0.010453448;0.03337904;0.12054306;0.23606534;0.2935092;0.25551388;0.14965463;0.071381785;0.08042883;0.13444388;0.13658206;0.12636389;0.14769456;0.2301558;0.32421082;0.41318947;0.4372736;0.38022825;0.26796672;0.1472945;0.11175949;0.20973133;0.33556232;0.36010957;0.27242416;0.13331763;0.029106004;-0.0053937114;0.01684723;0.049280003;0.07134097;0.06876193;0.042212702;0.03026564;0.036885787;0.04773073;0.03293114;0.071626715;0.10315961;0.13133605;0.10506885;0.052534424;-0.005253442;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.2724242;0.14473961;0.13396889;0.2924405;0.48409817;0.53043735;0.4094378;0.19989575;0.043633956;-0.008772435;0.034065545;0.06813109;0.08516386;0.06813109;0.034065545;-0.0034065545;-0.0026643863;0.02458657;0.07386064;0.10775548;0.10472002;0.0677897;0.015244146;0.022682905;0.07232434;0.102868296;0.11772652;0.11399712;0.08771321;0.06685826;0.04412193;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.19601606;0.26584485;0.319782;0.3279365;0.33691496;0.36674455;0.36976704;0.32306606;0.2379022;0.11708083;0.025582558;-0.004885326;0.016164437;0.045426294;0.083733335;0.12067219;0.1664308;0.22867948;0.28648645;0.2777706;0.20386729;0.10018277;0.021852605;-0.00268795;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.2968267;0.27190876;0.25159302;0.29689887;0.34857273;0.35471886;0.2891089;0.24476838;0.16621687;0.100686476;0.049070116;0.035375476;0.07949184;0.14561352;0.1639822;0.1588334;0.1764395;0.24470417;0.31177953;0.31949624;0.25555098;0.17930056;0.13018383;0.094960496;0.05679818;0.022962704;0.0049576885;-0.00061971106;0;0;0;0;0;0;-0.0010965543;0.009535014;0.031041209;0.10426544;0.1987064;0.24367255;0.20988348;0.11982871;0.07926734;0.110642515;0.1699381;0.16371702;0.1374567;0.13972618;0.22101304;0.30405578;0.37210158;0.37655768;0.3158466;0.21781087;0.12290315;0.096574716;0.1778422;0.2792039;0.29657066;0.22207731;0.1088205;0.023767954;-0.0046626753;0.016164437;0.04720193;0.06829807;0.06579326;0.04036656;0.028911186;0.035275284;0.045643385;0.03148781;0.068526305;0.09871216;0.12567237;0.100537896;0.050268948;-0.0050268946;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22207732;0.12259144;0.09927992;0.1879728;0.2974612;0.31755546;0.23899874;0.11708083;0.025582558;-0.008054386;0.049094465;0.09818893;0.122736156;0.09818893;0.049094465;-0.0049094465;-0.002207952;0.020107951;0.06387476;0.09463023;0.09344833;0.06151095;0.01529981;0.018527132;0.05996724;0.08507481;0.09984396;0.10089784;0.08189832;0.06421244;0.042192295;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
