;meta[fps=30]
;meta[frames=182]
;meta[profile=mrrr]
jaw_open_a;0;0;0;0;-0.0128000025;0.010057147;0.013193147;0.10335543;0.22804573;0.26461717;0.21306974;0.1165882;0.0075535234;0.028577527;0.11573334;0.13372953;0.109820955;0.03660191;-0.0014476223;0.019919237;0.07841829;0.113088004;0.10946744;0.06755658;0.020681147;-0.0027702835;-0.010057144;0.00086857163;0.018262856;0.021847617;0.052746665;0.092308566;0.09431619;0.078106664;0.046331424;-0.000015238566;0.0028038095;0.020886857;0.04611886;0.098525725;0.13952573;0.13841602;0.10671659;0.040770296;-0.0015508566;-0.007435429;0.012095998;0.050029714;0.09805714;0.12754285;0.12128915;0.07600459;0.023222862;-0.041691422;-0.02003201;0.1633737;0.4083291;0.5860755;0.57195884;0.36271545;0.12661944;0.0060251513;-0.0144000035;0.004352001;-0.026730672;-0.028612575;0.10848002;0.34887624;0.5694019;0.66274285;0.52185905;0.26448762;0.07282287;-0.011954276;-0.037274674;0.002568001;0.05748;0.11131142;0.12972228;0.11947829;0.07406971;0.043577716;0.032906286;0.027035432;0.021723432;0.031460572;0.034468573;0.041824;0.07118629;0.116532125;0.154443;0.14825052;0.066448465;0.033544235;0.10929555;0.21706927;0.25700575;0.20913142;0.08137143;-0.0067542875;-0.018628571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.02115353;-0.02220952;0.0876983;0.28231242;0.46086866;0.5363978;0.42238325;0.214016;0.058834296;-0.022513518;-0.009168763;0.04644572;0.07597715;0.092141725;0.069909334;0.053098667;0.08065829;0.089913905;0.07803124;0.05003886;0.0009904759;-0.010270476;0;0;-0.0018438098;-0.0019276196;0.0076434305;0.024572957;0.028970668;0.05420801;0.083827816;0.08498439;0.070500575;0.043276194;-0.0012038127;-0.011268572;0.008731429;0.02784762;0.021116342;0.040883195;0.14732008;0.293045;0.40178472;0.38492894;0.23996349;0.070379;-0.010922055;-0.007361835;0.032621715;0.047021717;0.045494862;0.024955431;0.002992002;0.009981714;0.046136;0.09541715;0.13194858;0.13961142;0.11377714;0.072960004;0.03490286;0.009428573;-0.002571429;-0.0030857143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.013702859;-0.007655998;0.056169152;0.15479127;0.23631395;0.27660003;0.21090287;0.119110085;0.04645485;0.023606846;0.071960375;0.16448914;0.21230018;0.20174935;0.12666516;0.018533884;-0.03778351;0.0697724;0.30565095;0.5632288;0.7252494;0.6907247;0.45965463;0.22438209;0.041131094;-0.008984176;0.013724736;0.13707429;0.3471543;0.5249828;0.5098972;0.374816;0.15687314;-0.0010697132;-0.0074605686;0.06989258;0.117586285;0.14063086;0.12668343;0.081627436;0.02503315;-0.00333714;-0.040960006;-0.011867432;0.14396803;0.35960326;0.51845586;0.49067166;0.30562654;0.14179842;0.10489234;0.14320092;0.16416;0.101312004;0.03099429;-0.0041691405;-0.008630859;0;-0.007573334;-0.007809524;0.031314287;0.10054096;0.15125334;0.20452902;0.1798226;0.14250232;0.14114614;0.16650777;0.1743739;0.17941879;0.12803331;0.080123916;0.042629875;0.022538938;0.010956409;-0.025016762;0.015987046;0.097691424;0.13542096;0.13200763;0.08441417;0.00067626755;-0.0043050656;0.017443657;0.04625829;0.11095406;0.1526624;0.16958813;0.17461897;0.15412572;0.14300571;0.12944;0.12431999;0.1455347;0.19456652;0.2381845;0.23744002;0.15800163;0.07717224;0.020003255;-0.0042971456;-0.00694857;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.018288005;0.048030477;0.1638362;0.28164268;0.3694758;0.33742782;0.18250667;0.054262847;0.0019047572;-0.019413332;-0.021220574;0.0041234293;0.0903383;0.17077944;0.20215546;0.20490973;0.15162286;0.12360686;0.16036116;0.18426058;0.14916116;0.104178295;0.045828573;-0.003908572;-0.010468571;-0.021333333;-0.019017145;0.073874295;0.2919924;0.4960686;0.52544;0.38010666;0.15606856;-0.020700345;-0.03847863;0.032273374;0.08094995;0.116733275;0.11301212;0.045801766;0.04008991;0.09475475;0.12950735;0.13200763;0.06346667;0.02057143;0.08053333;0.13542096;0.13200763;0.08745143;0.0017523823;-0.017158095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008921928;0.0061583794;0.04220447;0.10740054;0.17979261;0.22242595;0.21180959;0.15324275;0.08581696;0.033693396;0.0070445724;-0.0031298317;0.019456483;0.072386906;0.12998822;0.14904872;0.119897366;0.058259718;0.0127292555;-0.001564916;0;0;0;0;0;0;0;-0.00070745643;0.005762516;0.026177991;0.054293614;0.07428294;0.07160635;0.047995783;0.02060441;0.004408484;-0.00055001077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002237639;0.019456483;0.072386906;0.12998822;0.14904872;0.119897366;0.058259718;0.0127292555;-0.001564916;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.003274873;0.030465765;0.088327095;0.1275311;0.122571565;0.075407;0.047417905;0.078314975;0.126887;0.13153881;0.09525471;0.03491289;0.018182606;0.05085308;0.107303604;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.0030372732;0.016925426;0.062971175;0.11014527;0.15764856;0.18594112;0.16876282;0.12482351;0.07018314;0.029876534;0.04959829;0.10728428;0.14558442;0.15568276;0.13215;0.0929145;0.057297036;0.028883435;0.0063057044;-0.0025130499;0.01415581;0.06427796;0.13267986;0.18486568;0.22141117;0.2346813;0.22968625;0.19275662;0.1600869;0.1788742;0.26428795;0.33984077;0.36344787;0.31751382;0.25142664;0.18768114;0.1236379;0.05346001;0.009218692;0.01527511;0.09551952;0.22495668;0.3443221;0.3863267;0.31580287;0.18592203;0.07529011;0.016293261;-0.0030944068;0.009212726;0.034277197;0.060143575;0.08196843;0.10849822;0.13487415;0.15018694;0.1656562;0.1648725;0.16951953;0.18220295;0.18183921;0.15051915;0.124002405;0.10081185;0.10256593;0.12787606;0.14531347;0.15513565;0.1714005;0.178404;0.15847227;0.12365272;0.09498173;0.1064804;0.15543225;0.19421044;0.18488635;0.13368581;0.074796975;0.02934626;0.0061342493;-0.0007770051;0;0;0;0;0;0;0;0;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;0.0039256504;-0.0018905426;0.011407664;0.051745277;0.107303604;0.14383866;0.16923515;0.17549388;0.19227234;0.20606127;0.18636528;0.123664156;0.061561313;0.013445873;-0.001653181;0;0;0;0;0;0;0;0;0;0;-0.00094706053;0.0070516653;0.040590014;0.095729426;0.14533526;0.1740301;0.19893725;0.22676603;0.24620803;0.22141606;0.14695841;0.089157745;0.0837189;0.12699312;0.1734547;0.18105792;0.16881053;0.16637488;0.14962125;0.13839655;0.14026465;0.15123624;0.1763381;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07882892;0.019916626;-0.0023166267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0043355916;0.032328878;0.18540993;0.4367809;0.6686111;0.75009805;0.6130852;0.36076376;0.1460485;0.03157664;-0.003944893;0;0;0;0;0;0;0;-0.004818796;0.04474218;0.13083376;0.18938556;0.1825205;0.11710363;0.02963904;-0.0034457834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0029389884;0.027343089;0.07924772;0.114410624;0.109949656;0.07032579;0.01623017;0.010008147;0.035306033;0.05113013;0.049301215;0.0316482;0.008031326;-0.00093301217;0;-0.0010121517;0.006990095;0.04783104;0.12188054;0.20406225;0.2524631;0.24037977;0.17388265;0.09730151;0.03822184;0.007992245;-0.0035487784;0.022050366;0.082118325;0.14746629;0.16909522;0.13486983;0.0760503;0.051482;0.06487881;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;-0.0028435665;0.023171568;0.105129264;0.21798769;0.29827234;0.2875692;0.19280273;0.08284195;0.0177548;-0.0022137838;0;-0.0019269885;0.014355666;0.082521215;0.1945516;0.2980046;0.3343868;0.27333814;0.16078822;0.065027244;0.0140057895;-0.00284582;0.009509964;0.03538058;0.063622415;0.073015496;0.058800638;0.028630087;0.0062954463;-0.0007723193;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.053967334;0.041432105;0.06984025;0.11561166;0.13339159;0.107369296;0.05223543;0.011418796;-0.0014034942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31781125;0.27173424;0.1942746;0.1355733;0.09775742;0.06621498;0.033007957;0.0072122905;-0.0008866267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002536627;0.022050366;0.082118325;0.14746629;0.16909522;0.13601568;0.066087484;0.012432813;0.014408676;0.073184304;0.15172178;0.20760106;0.20018359;0.13424179;0.057747632;0.012375244;-0.0015429693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0021430126;0.019936139;0.057800107;0.083455026;0.080209896;0.051309843;0.008247352;0.04075026;0.12349688;0.17875135;0.17225736;0.106824055;0.05798193;0.13301593;0.28247464;0.38504672;0.38175547;0.31362692;0.27016428;0.29582033;0.3308797;0.35226148;0.37091005;0.39364362;0.3626788;0.29191148;0.20757718;0.17863816;0.2284952;0.2882157;0.3431536;0.40076774;0.4335965;0.44078144;0.4116699;0.31790614;0.20997515;0.09530041;0.11157507;0.2563117;0.37503645;0.36138055;0.22904642;0.081189185;0.09562652;0.2123811;0.29053125;0.28003663;0.18768872;0.08058953;0.014369433;0.021414759;0.106934644;0.2217244;0.30337262;0.29247388;0.1960795;0.08423987;0.018052517;-0.0022509983;0;0;0;0;0;0;0;0;-0.003834044;0.033325788;0.12413885;0.21934426;0.28584164;0.34211272;0.38255715;0.4082694;0.3660543;0.2796269;0.24343953;0.30543438;0.38064572;0.39596406;0.35658163;0.32547623;0.35437518;0.4322823;0.475255;0.4381007;0.35345063;0.23576754;0.13019496;0.07415102;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;-0.0006449448;0.004808512;0.027581593;0.06503737;0.09958477;0.11172239;0.08838007;0.07951429;0.10958012;0.18742749;0.25242144;0.27391595;0.2859586;0.34055528;0.405393;0.42812023;0.37866157;0.28314507;0.2006765;0.21030022;0.27341312;0.29343167;0.28480652;0.29281625;0.3223699;0.38176045;0.3724277;0.24806757;0.11740646;0.098073706;0.19851168;0.3549079;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.002045046;0.019017704;0.05522849;0.079781294;0.07671984;0.0491056;0.007929702;0.038989466;0.118116155;0.17094001;0.1647058;0.10264193;0.051198505;0.10804122;0.23044342;0.31402072;0.31257936;0.26282874;0.23793244;0.27056253;0.3062361;0.32038382;0.3246964;0.33154988;0.29797336;0.24305242;0.18852106;0.17901112;0.22941364;0.27495962;0.3061613;0.3387418;0.36310646;0.3775548;0.36882633;0.29707998;0.20155728;0.09459424;0.07374504;0.14901134;0.21957062;0.21159232;0.13297267;0.05690913;0.098450474;0.2123811;0.29053125;0.28003663;0.18768872;0.08058953;0.01425588;0.02233876;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;-0.0036703958;0.031905558;0.118826136;0.21037978;0.26917487;0.30796334;0.32607242;0.3361326;0.29834655;0.2282169;0.1986489;0.24919058;0.31016546;0.32648706;0.3061687;0.29724026;0.32943055;0.3899247;0.41138303;0.36954442;0.29828238;0.2063053;0.12047071;0.07162115;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;-0.00058575685;0.004359501;0.02512223;0.059267566;0.090841286;0.10195637;0.08024199;0.07707164;0.10932128;0.18340644;0.24168801;0.2550927;0.25217503;0.28747076;0.33291838;0.34870264;0.31234476;0.24144511;0.17955549;0.20379846;0.2768182;0.3027429;0.28883138;0.2740864;0.2719306;0.31044918;0.3039181;0.20247293;0.09585111;0.08004569;0.16197833;0.289585;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0
