;meta[fps=30]
;meta[frames=109]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.019712;-0.006939434;0.083564796;0.20870583;0.28633237;0.30518585;0.20133872;0.15556727;0.20025098;0.20822828;0.18404953;0.15536368;0.079954885;0.12154577;0.21330196;0.22709978;0.19942738;0.11789626;0.11775849;0.1394298;0.15032564;0.16974477;0.16156648;0.09528839;0.1152823;0.096307814;0.05326324;0.037248004;0.030966861;0.009435431;-0.0012799992;-0.04158172;0.0305981;0.15858285;0.2197943;0.21423237;0.14189713;0.0027885635;-0.03898819;0.008800002;0.045408003;0.062907435;0.061298292;0.030066289;-0.0029485722;0.036644574;0.11131428;0.16042972;0.15523659;0.09573487;0.02923886;-0.00733257;-0.009362288;0.01443657;0.036041144;0.05192228;0.023213718;0.03620115;0.12452115;0.22133714;0.25406784;0.22915429;0.16356573;0.15230095;0.15977143;0.121112384;0.082940966;0.07547429;0.08623239;0.09984001;0.036429718;0.0070986636;0.11361144;0.25166744;0.28740802;0.23381601;0.09089144;-0.015402283;-0.02778743;0.03574857;0.095284574;0.14669602;0.14873374;0.13714477;0.10653639;0.09709144;0.08023848;0.055014092;0.010495998;-0.0075466684;-0.019864758;0.029199997;0.12738857;0.25053716;0.34646857;0.3666286;0.29337144;0.19384;0.111977145;0.06382857;0.043045714;0.035805713;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.07232092;0.07006813;0.03688564;0.01841006;0.024378518;0.032519925;0.03529143;0.018472228;-0.0013936779;0.016196571;0.052196577;0.07526766;0.05474073;0.059232928;0.08756207;0.082361;0.11025556;0.13362287;0.1133562;0.106057145;0.08854858;0.009904757;0.0049523823;0.023996955;0.056362674;0.10183012;0.18266211;0.21333486;0.253376;0.26040837;0.1971505;0.117081895;0.06523428;-0.016548578;-0.0017523752;0.0700861;0.10809753;0.11120458;0.079407245;0.007530665;-0.009138284;0.018145524;0.04809143;0.069284566;0.11034514;0.14152229;0.16616687;0.18575999;0.15129143;0.08503314;0.036447994;0.0011199968;-0.01562057;0.0010628572;0.016685715;0.051760003;0.06596572;0.051531427;0.037912387;0.015177144;0.03922285;0.14118096;0.21789716;0.23410286;0.19596954;0.09334858;0.007572568;-0.005459429;0.017812576;0.041291434;0.056313146;0.073940575;0.07545372;0.061096005;0.046493717;0.03739429;0.047542863;0.07384001;0.07020344;0.071060576;0.051424004;0.035568006;0.02609829;0.0071558114;-0.0037546668;0.033154286;0.04534667;0.05270476;0.05565714;0.048632376;0.06007048;0.069851436;0.057022862;0.03673143;0.017714288;0.004902857;-0.0012514286;-0.0015885715;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006752676;0.0062733414;0.018298702;0.02646839;0.025488727;0.015280196;0.013956061;0.028242597;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.05791859;0.11195971;0.19642864;0.26263565;0.33045158;0.37415493;0.33531663;0.28446877;0.27135786;0.2629359;0.29690954;0.3260893;0.29032436;0.22352868;0.14276256;0.124313496;0.17159274;0.21642901;0.23092766;0.20162606;0.1343633;0.10199864;0.067463145;0.01707094;-0.005380353;0.031525902;0.09221076;0.1334878;0.12865947;0.08255408;0.020903554;-0.0024299135;0;0;-0.0057587;0.053469554;0.15536705;0.23613057;0.23773839;0.16447124;0.053443786;0.018721735;0.058324125;0.12300524;0.16832389;0.16226937;0.10878362;0.046689846;0.010010693;-0.0012481163;0;0;0;-0.004830724;0.04199509;0.15635443;0.2808261;0.31711972;0.30485684;0.25717342;0.2458516;0.2327156;0.17885841;0.10563659;0.0966765;0.106633745;0.10515471;0.062149346;0.06326554;0.17000508;0.30890867;0.3542531;0.2849966;0.13851295;0.02906521;0.005312006;0.049867384;0.1090441;0.15389612;0.17835748;0.17190696;0.17314269;0.18919736;0.18199399;0.13489288;0.075225696;0.017992953;0.007399954;0.07093112;0.19013728;0.3350912;0.44289684;0.46407154;0.38951376;0.29176676;0.21951884;0.18555108;0.16625443;0.13407345;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007506508;0.06475953;0.2488916;0.43671337;0.4936483;0.38852534;0.18142846;0.032634225;-0.01314593;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0036186355;0.011967248;0.026468897;0.04570052;0.07470382;0.1059298;0.13638327;0.14478609;0.13096207;0.099424385;0.0681984;0.041363582;0.02321619;0.009798778;0.0025344002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0007172531;0.005860483;0.026373923;0.054528728;0.074576825;0.071900256;0.048230905;0.020800343;0.00450645;-0.00055980746;0;-0.0007942266;0.006472772;0.029358394;0.060840555;0.08320137;0.08017491;0.053717013;0.023057068;0.0049368017;-0.001617716;0.009298315;0.027248198;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;-0.0012643377;0.010989401;0.04093989;0.07355423;0.0843687;0.06788857;0.033007957;0.0072122905;-0.0008866267;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034237307;0.013526023;0.020249546;0.044189785;0.06054507;0.058445796;0.039246947;0.016905546;0.0036228448;-0.00045166284;0;0;0;0;0;0;0;0;-0.0012510845;0.011614941;0.032716386;0.060184587;0.088243864;0.10441519;0.10159231;0.08429447;0.053338077;0.022784581;0.006207711;-0.00072096393;0;0;0;0;-0.00042939768;0.0032602416;0.018066509;0.03856985;0.0658847;0.07242189;0.08849369;0.08754145;0.07770905;0.05000455;0.025716148;-0.0025716147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.039598413;0.15244147;0.29141256;0.3472051;0.2904104;0.16485755;0.09343385;0.10634744;0.151811;0.14306937;0.12563966;0.15538082;0.18370458;0.21491745;0.21608244;0.18571289;0.1440735;0.11136241;0.043042067;0.037780102;0.07800194;0.11479496;0.11063881;0.07098844;0.017971616;-0.008579471;0.060264107;0.17619085;0.25502774;0.24576919;0.15500936;0.06153469;0.09511783;0.20245624;0.2499142;0.216127;0.11784452;0.039314166;0.03530348;0.08062848;0.11031225;0.10633795;0.07127715;0.030603332;0.0065503833;-0.000817128;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19649659;0.11772282;0.082807474;0.08670758;0.084221296;0.072027475;0.06322165;0.06971933;0.06876193;0.040044084;0.0466249;0.13067403;0.23701717;0.27179524;0.21864851;0.105390586;0.030272696;0.028478129;0.07161558;0.10328263;0.15757912;0.24365902;0.3420569;0.41981968;0.43950662;0.37487876;0.27846175;0.1779396;0.08727488;0.0395678;0.061891586;0.14490464;0.2570627;0.3397802;0.35463282;0.30819628;0.2919725;0.33747438;0.4081942;0.43058223;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.036069404;0.14835957;0.2903735;0.35097164;0.2971116;0.17106435;0.09271625;0.10138115;0.14532073;0.13545288;0.13622835;0.17891203;0.21082945;0.24828865;0.26237896;0.23638079;0.19729815;0.14453737;0.05039326;0.037999045;0.083367825;0.122457854;0.11800484;0.075701214;0.019147953;-0.0089802435;0.06271327;0.1833157;0.26532534;0.25567713;0.16181134;0.058778644;0.08379939;0.1851266;0.23219307;0.2032559;0.11300039;0.037560042;0.033705965;0.07702153;0.10543621;0.10169567;0.06821794;0.029334225;0.006285429;-0.0007837305;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18249002;0.10988365;0.07860681;0.08303198;0.08064035;0.06904395;0.06061663;0.06673952;0.06579326;0.038402226;0.043607242;0.12138375;0.22020984;0.25250807;0.20312698;0.09791897;0.02798162;0.025917087;0.066269726;0.09644084;0.14998397;0.22433239;0.30153233;0.36818287;0.3951403;0.35014376;0.2734345;0.17826839;0.08355152;0.03587923;0.05751094;0.13470864;0.23882343;0.31562534;0.3297043;0.28420982;0.25920942;0.28506887;0.33559293;0.3510477;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
