;meta[fps=30]
;meta[frames=110]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.004297143;0.00086857163;-0.0067108558;0.05369143;0.14636342;0.18116114;0.15808456;0.07243427;0.0067062834;0.08242516;0.20360687;0.2263246;0.17150171;0.13232686;0.09260342;0.094592;0.10433372;0.07018971;0.025042284;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.017322669;0.011489526;0.059885718;0.08304762;0.080975235;0.053668573;0.0011276177;-0.010544761;0;-0.004297143;0.00086857163;0.015375237;0.03641905;0.0504381;0.060937144;0.04554667;0.06037334;0.08635429;0.10620953;0.09582248;0.08260877;0.06927391;0.08017373;0.07687163;0.09114669;0.101829335;0.08136991;0.08331124;0.0999162;0.095161915;0.109866686;0.11649143;0.06062629;0.020628577;0.042770296;0.09108801;0.11949257;0.119931445;0.078601144;0.01340343;0.010528003;0.049760006;0.056169145;0.061881907;0.054843433;0.06453029;0.08184991;0.10017373;0.067881145;0.06798247;0.121341705;0.20953028;0.21597946;0.16305259;0.077067435;0.012819431;0.006086856;0.018514287;-0.0019908575;-0.019923428;0.052752;0.15348801;0.2412;0.248856;0.20606856;0.17712228;0.19418058;0.18251467;0.1555139;0.085554294;0.027935244;0.018156191;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.010656001;0.008400002;0.043344002;0.036916573;0.0629463;0.137296;0.19128002;0.22174631;0.1943703;0.11264914;0.033401147;0.054134864;0.06941029;0.06135315;0.034651432;0.021805717;-0.014537144;0;0;0;0;-0.008716191;0.0067961924;0.02703238;0.039009526;0.078156196;0.16033523;0.1866225;0.24661334;0.3118286;0.33444571;0.32873148;0.27790934;0.1419566;0.020938674;0.007772196;0.052402288;0.10921143;0.13540572;0.11548953;0.04523886;0.019730285;0.009418666;0.034730673;0.0731901;0.09884648;0.10700648;0.08138667;0.05040762;0.05308191;0.06014095;0.061584763;0.05518857;0.017293712;-0.005442286;0.013993144;0.05637029;0.07160686;0.05553524;0.042532574;0.034200385;0.042425904;0.072560765;0.08637867;0.06469791;0.039244194;0.039503235;0.028038094;0.025904763;0.021721141;0.014883429;0.015069718;0.03961524;0.061692197;0.068774864;0.06758324;0.09111506;0.10228799;0.11626667;0.13912076;0.11713372;0.08847543;0.07664458;0.059777528;0.07589791;0.09506286;0.0910461;0.069632754;0.06915657;0.060369525;0.04624762;0.025611432;0.009805717;-0.008960001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;-0.0009866605;0.0073544695;0.042219974;0.099460274;0.15227985;0.17084621;0.13964745;0.08216747;0.033263054;0.007179531;-0.0008974413;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0019466028;0.016925426;0.058381625;0.15478353;0.26415825;0.30435345;0.24904345;0.14107788;0.04627689;0.031651266;0.06447405;0.0739208;0.059455473;0.028883435;0.0063057044;-0.00077542063;0;0;0;0;0;0;0;-0.0027767716;0.025782945;0.07538314;0.109114714;0.10515471;0.067463145;0.01707094;-0.0019847713;0;-0.0019466028;0.016925426;0.062971175;0.11314628;0.12978543;0.10445098;0.048020974;0.036911502;0.07401623;0.109114714;0.10404471;0.077114575;0.052980397;0.062489294;0.07114404;0.08523841;0.10426658;0.113194704;0.123723656;0.13954112;0.14660591;0.14662261;0.11960513;0.05686943;0.022659317;0.053290397;0.12146944;0.1567373;0.1387384;0.103957646;0.084987804;0.101879366;0.12572286;0.11073211;0.06340055;0.058806013;0.09758682;0.13229884;0.13283895;0.08435254;0.06014263;0.123685494;0.22743046;0.26084837;0.20774797;0.12071299;0.09181667;0.1220681;0.14313257;0.114634156;0.05945655;0.0364827;0.06906288;0.13668552;0.18061003;0.20920181;0.23975168;0.26437834;0.24856184;0.18935828;0.092771366;0.020296196;-0.0024940849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008257158;0.07123548;0.27378076;0.48038465;0.5430131;0.4273779;0.19929035;0.03851114;0.002857349;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025444792;0.0169952;0.124253646;0.33287588;0.586493;0.77508926;0.8121502;0.68610555;0.4730289;0.25839925;0.101393014;0.019520892;-0.0025444792;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0038963861;0.036180727;0.10575905;0.15180798;0.15849543;0.13268308;0.12139787;0.18585601;0.2648787;0.26662016;0.1971651;0.13242066;0.089717865;0.08264156;0.068226516;0.034113258;-0.0034113259;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07759109;0.086955674;0.089177154;0.08719688;0.12360265;0.18329266;0.2259146;0.23470426;0.1932239;0.11374002;0.04603541;0.009936582;-0.0032512299;0.018660245;0.054496396;0.07885544;0.074820414;0.058680896;0.049369466;0.065220736;0.07448326;0.08026092;0.08448982;0.083832465;0.08923188;0.101021096;0.106234826;0.10627591;0.086654834;0.04117208;0.01639663;0.038613185;0.0879947;0.11353592;0.10216483;0.059584487;0.015190606;0.011371086;0.038836632;0.056243137;0.054231334;0.032705788;0.02990675;0.04111827;0.052680727;0.04058762;0.034603886;0.048327915;0.09053134;0.10378303;0.08344628;0.040516056;0.008808218;-0.0010846267;0;-0.0017561571;0.012769016;0.078823894;0.17938127;0.26459798;0.28057158;0.22955;0.16204037;0.12533402;0.10224675;0.074808225;0.036832776;0.0080074705;-0.0009860243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;-0.0064902664;0.060264107;0.17619085;0.25502774;0.24576919;0.15672104;0.047659107;0.030585222;0.07299222;0.09982763;0.094388284;0.081311494;0.07695548;0.077272825;0.06802229;0.04412193;0.01117335;-0.0012987952;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.337774;0.3044432;0.21959844;0.17349494;0.16864116;0.1502335;0.084731914;0.07671167;0.14079684;0.23429525;0.29794925;0.28443247;0.26801422;0.29373944;0.32395294;0.30877745;0.24061947;0.13711011;0.07261476;0.045782864;0.04274157;0.07360607;0.15042055;0.30202338;0.47970617;0.62286603;0.6610666;0.59654707;0.48351556;0.36312014;0.23374605;0.11450366;0.04984554;0.034608815;0.04773073;0.034106735;0.054543838;0.1300636;0.23701717;0.27179524;0.21864851;0.10625669;0.023205765;-0.0028532683;0;0;-0.00057276874;0.004133287;0.025353784;0.06551773;0.0999757;0.1438952;0.20489703;0.25724253;0.2564963;0.19762583;0.09659698;0.02109615;-0.0029693947;0.002492713;0.018473255;0.049601477;0.087477274;0.11563645;0.12116689;0.10226699;0.07043156;0.03840911;0.015033716;0.0028726105;-0.00037551418;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;-0.0067537366;0.06271327;0.1833157;0.26532534;0.25567713;0.16315229;0.048553046;0.027220674;0.06645543;0.09094945;0.085963935;0.07498339;0.07248948;0.073720515;0.06511729;0.042192295;0.010653833;-0.0012394219;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27363762;0.26731995;0.23399097;0.22361916;0.22128691;0.18184991;0.09067001;0.07227741;0.13315065;0.23884478;0.32774642;0.33332658;0.320952;0.33395314;0.34100056;0.31496158;0.24351858;0.1346665;0.0692865;0.04351195;0.03939603;0.07000136;0.12453073;0.21114294;0.30016628;0.38800254;0.4318033;0.43531647;0.3998249;0.32811242;0.21788035;0.11011929;0.04763499;0.03309813;0.045643385;0.032724638;0.051210765;0.12079744;0.22020984;0.25250807;0.20312698;0.098707154;0.02156483;-0.0026512125;0;0;-0.0005447148;0.0039205435;0.024208248;0.0625744;0.09562009;0.13666797;0.1926498;0.24011388;0.23856515;0.18356441;0.089733765;0.019604389;-0.0027521008;0.0022676964;0.01683969;0.045196127;0.07969959;0.10537922;0.11050929;0.093355455;0.06437073;0.03512884;0.013743527;0.0026096045;-0.00034190784;0;0;0;0;0;0;0;0;0;0
