;meta[fps=30]
;meta[frames=62]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;0;0;0;0;-0.02286324;0.017968766;0.09307887;0.108214855;0.1420663;0.16510172;0.12154971;0.08492723;0.10867809;0.10959727;0.12423619;0.13858667;0.11746939;0.061755646;0.0347372;0.093056;0.15585306;0.16708139;0.15659669;0.11976882;0.034419816;0.012748189;0.021348573;0.0003809521;-0.004175238;0;0;-0.038948577;0.0305981;0.15858285;0.2197943;0.21423237;0.14189713;-0.00092953193;-0.035154287;-0.002339048;0.06651734;0.183165;0.28623852;0.3198294;0.256189;0.14343163;0.06852572;0.03333791;0.034332953;0.05368687;0.08348344;0.09283885;0.12166172;0.1812;0.23549713;0.22718856;0.1793143;0.07268571;-0.006160001;-0.016617144;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.008525714;0.0015885702;0.036411427;0.06709181;0.0820861;0.08986363;0.07463772;0.06557029;0.06852419;0.052973714;0.017081901;0.019306669;0.04121905;0.05322667;0.055253334;0.03661714;0.0007619035;-0.016319238;-0.0006914295;0.032724574;0.099432014;0.1264023;0.113635436;0.061131433;0.009961141;-0.016228572;-0.010806857;-0.0038125727;0.04581486;0.114459425;0.14312837;0.17688686;0.18145831;0.15142095;0.14243656;0.13665827;0.079737894;0.08813411;0.11448077;0.11090896;0.11315582;0.105543636;0.06718324;0.046620958;0.028076194;-0.022418287;0.044212576;0.08822401;0.10592001;0.09078858;0.03812572;-0.028868573;0.030971434;0.061611433;0.07037715;0.057268575;0.022285715;-0.0018628573;-0.005097143;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;-0.0013750268;0.012768855;0.037314653;0.052753884;0.063643895;0.06730092;0.05753356;0.043547124;0.056127045;0.082175806;0.1143077;0.14659157;0.1729232;0.19361676;0.21398875;0.22960405;0.22119705;0.18978353;0.13808306;0.07656978;0.01955477;-0.0022829643;0;0;0;0;0;0;-0.0031560727;0.031560726;0.06312145;0.07890182;0.06312145;0.028473834;0.025114994;0.08110369;0.1883133;0.32364896;0.4318834;0.44541466;0.37912238;0.26807585;0.19482774;0.16257711;0.16682813;0.19246607;0.24783757;0.29916778;0.31853864;0.29920787;0.26504216;0.2082006;0.14666435;0.072643355;0.015902027;-0.0019537595;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006085041;0.049578723;0.22503966;0.46659774;0.6384785;0.6155845;0.4127542;0.17735793;0.03804655;-0.0047424594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.054944348;0.066286266;0.070119046;0.059964586;0.045783333;0.054782655;0.07567471;0.09698026;0.094361454;0.06053976;0.015320483;-0.004720194;0.027343089;0.07924772;0.114410624;0.109949656;0.07032579;0.017528966;-0.0020467953;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006414459;0.0047816876;0.027442224;0.064669415;0.09901592;0.11108677;0.090793744;0.05341495;0.019956917;0.021204824;0.03249639;0.041349404;0.03307952;0.014038918;0.02009422;0.08086592;0.14525966;0.1665904;0.13404761;0.065169044;0.014273496;-0.0017533738;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.002348964;0.020422628;0.07600179;0.13153607;0.20307559;0.26186684;0.25335044;0.24071689;0.2775804;0.3927795;0.53151315;0.57368726;0.45607758;0.27123672;0.11239589;0.03875605;0.01117335;-0.0034418076;0.019936139;0.057800107;0.083455026;0.080209896;0.051309843;0.011887429;0.005916939;0.033622693;0.06967439;0.09529001;0.09183003;0.061534066;0.0264175;0.005662229;-0.0023959433;0.013770941;0.062475763;0.12954703;0.17726329;0.16891463;0.12943944;0.13444944;0.2113968;0.30620235;0.34131977;0.3119918;0.30213788;0.34956113;0.4008817;0.37061736;0.24960247;0.107172884;0.021134;0.013006138;0.05911931;0.1061487;0.121706404;0.097882785;0.04754704;0.010358822;-0.001274675;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0025048195;0.02177523;0.08107266;0.14082542;0.21145244;0.26426965;0.2489735;0.23447895;0.24051279;0.28344983;0.34284598;0.35899076;0.28367358;0.18537891;0.09137582;0.03904735;0.010653833;-0.003284468;0.019017704;0.05522849;0.079781294;0.07671984;0.0491056;0.0114549305;0.0053118863;0.030588187;0.06343472;0.08681537;0.083717756;0.056145366;0.024138113;0.0051759603;-0.0024487115;0.01469494;0.06668832;0.13826606;0.18916398;0.18049565;0.13607703;0.13176392;0.19794142;0.2844425;0.31773174;0.28669629;0.26548898;0.29292956;0.32875997;0.3022323;0.20372534;0.087501705;0.016996598;0.012885904;0.05660614;0.10168176;0.116613284;0.093833335;0.045618337;0.0099914465;-0.0012273616;0;0;0;0;0;0;0;0;0;0
