;meta[fps=30]
;meta[frames=41]
;meta[profile=default]
jaw_open_a;0;-0.025600005;0.020114293;0.10112002;0.14345144;0.15387431;0.12587887;0.04885028;0.027209146;0.028041147;0.004352002;-0.00029257048;0.015867427;0.021573331;0.05288381;0.085003436;0.093182474;0.11596723;0.14081371;0.12898438;0.1131261;0.086336;0.05167391;0.04228572;0.046386283;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.012748193;-0.011314284;0.04485486;0.14433677;0.23550479;0.27129373;0.21844421;0.10068876;0.073430866;0.06681754;0.066617906;0.05752001;0.02747429;-0.019337144;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.013836191;0.01081905;0.056411427;0.07823238;0.0762819;0.029862398;-0.0062046535;0.07773289;0.2191351;0.31607592;0.3059886;0.18887317;0.049152624;-0.0037415568;0.017168459;0.058163818;0.08360839;0.09877029;0.08628723;0.06769067;0.044626288;0.014153144;-0.0018925702;-0.0039314292;0;0;-0.028830478;0.022643814;0.11457829;0.15986285;0.17026436;0.14218742;0.062432006;0.049647246;0.055264007;0.02025905;0.019570287;0.022269716;0.02479543;0.02345143;0.011725715;-0.007817144;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0014506006;0.01181893;0.053644937;0.111255415;0.1522396;0.14678147;0.09841203;0.042279452;0.009056285;-0.0011294115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0013998363;0.011407664;0.051745277;0.107303604;0.1468397;0.1415867;0.09494269;0.03886049;0.025673691;0.0618805;0.11036951;0.15522009;0.18164714;0.1805999;0.18568921;0.1978087;0.1893238;0.16768456;0.14930394;0.14241928;0.15669532;0.16336624;0.1345756;0.079154685;0.032002058;0.0068799066;-0.0027688998;0.01421211;0.08169602;0.1926061;0.29421136;0.3358474;0.3183621;0.2587493;0.25129136;0.23667897;0.19579816;0.11801279;0.04995684;-0.005174242;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07681712;0.036308486;0.072088756;0.15418841;0.21085493;0.20317507;0.13612066;0.056403246;0.031171942;0.05176861;0.08838169;0.1189951;0.13780695;0.13417351;0.1160646;0.07879607;0.033922423;0.007309305;-0.0009096872;0;0;-0.0015797594;0.014668437;0.042119935;0.06780348;0.09254077;0.1153863;0.12747835;0.13093579;0.10789994;0.060868174;0.052039556;0.058227383;0.06510437;0.05264097;0.026320485;-0.0026320487;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.10205748;0.06742863;0.16271643;0.29556313;0.35195684;0.37754312;0.3723331;0.36635938;0.34172532;0.25997987;0.15875731;0.1741963;0.28276077;0.39263397;0.43235895;0.354072;0.20834534;0.08430481;0.018197984;-0.0042667286;0.014850057;0.08521026;0.20084316;0.30530968;0.3618407;0.37581092;0.3518411;0.32269126;0.25971937;0.16449985;0.07067488;0.021062749;-0.0023879278;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.08332701;0.05503924;0.13278326;0.24094881;0.28974637;0.31415075;0.31256068;0.31023318;0.29250097;0.22662866;0.14357255;0.15227078;0.23510052;0.3213361;0.35267416;0.2888892;0.16995665;0.068761945;0.014843379;-0.003710659;0.013841821;0.0792629;0.18669313;0.28335634;0.34017125;0.3636091;0.3526029;0.32990438;0.26617476;0.16587472;0.06941134;0.019899404;-0.0022821694;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0032432775;0.030109785;0.08809543;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;-0.0014546508;0.013507473;0.038641762;0.06400464;0.08619103;0.09984248;0.097194426;0.08403577;0.057025284;0.024491573;0.005250103;-0.00065459305;0;0;0;0;0;0;0;0;0;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.003373157;0.03131952;0.091583624;0.1325699;0.12776433;0.08197254;0.020747324;-0.0024120482;0;0;0;0;-0.0014323859;0.0132996645;0.03806584;0.062995285;0.08481802;0.09822084;0.095598765;0.08264791;0.05609683;0.024068536;0.0051610433;-0.0006434605;0;0;0;0;0;0;0;0;0;0;0;-0.0018758317;0.018758316;0.03751663;0.04689579;0.03751663;0.018758316;-0.0018758317;0;0;0;0;0;0;0;0;0;0
