;meta[fps=30]
;meta[frames=186]
;meta[profile=mrrr]
jaw_open_a;0;0;0;0;0;0;-0.05546667;0.043580957;0.22582857;0.3129905;0.30506665;0.20205714;0.003961898;-0.040639997;-0.0011199998;0.00425143;0.013790477;-0.011108572;0.07705143;0.10600272;0.10283756;0.16828083;0.29301876;0.4128;0.57620245;0.54878044;0.32993042;0.16595003;0.19592412;0.3640306;0.5229222;0.51868623;0.321014;0.111654416;0.002581639;-0.0042179027;0.118034296;0.27630478;0.42043433;0.47008002;0.39404187;0.19120763;0.16929527;0.28259158;0.34368217;0.3238095;0.23109224;0.05687292;0.014650345;0.0352;0.017332243;0.004545304;-0.0009404089;-0.004675918;-0.0010057145;0.013074287;0.008457144;0.048571426;0.15140572;0.21158478;0.28441906;0.33424488;0.26959455;0.19304764;0.14009798;0.055318635;0.030619869;0.0352;0.017332243;0.004545304;-0.0009404089;-0.0015673464;0;0;0;0;0;0;0;0;-0.023969527;-0.025059048;0.0993646;0.3194484;0.52122825;0.6038583;0.48029876;0.22619511;0.08617601;0.11592763;0.19854096;0.26947427;0.25871998;0.15001142;0.058765713;0.02313143;-0.016317716;-0.0045348546;0.058205716;0.115833156;0.13232687;0.10768686;0.041913144;-0.0034445708;-0.009604572;0;0;0;0;0;-0.046800002;0.009048007;0.199368;0.39081886;0.45808348;0.35647225;0.19766136;0.1498737;0.17127049;0.18088762;0.11755429;0.0024076132;-0.023649523;-0.011565714;0.0022171424;0.049325716;0.09630095;0.11011048;0.09793143;0.057676196;0.033420954;0.026948577;0.030796193;0.04830781;0.08308115;0.1123261;0.107943624;0.06755658;0.020681147;-0.0027702835;-0.017523812;0.009234287;-0.01794743;0.16519162;0.22923279;0.29932648;0.33180422;0.27469447;0.120837346;0.14078285;0.042053323;0.031167623;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.011662858;-0.020765716;0.050879996;0.16950858;0.28772572;0.32612574;0.25261715;0.11492573;0.02454857;-0.014079999;-0.013201634;-0.008638368;0.0046693822;0.079613075;0.22039512;0.39736494;0.5569646;0.6623527;0.6923768;0.6687031;0.6002032;0.51139146;0.4029552;0.28504688;0.20397715;0.14782202;0.09622858;0.0632049;0.031474285;-0.002639999;-0.0072000003;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.03468191;0.02724572;0.11826286;0.20604952;0.27938285;0.2952838;0.19068341;0.18454096;0.19849297;0.17406021;0.14116268;0.07221182;0.0031847586;0.05194405;0.10622367;0.1658645;0.24272653;0.29752818;0.33236247;0.3399576;0.2389246;0.15576242;0.17721105;0.26861483;0.31664917;0.33542952;0.2821134;0.17024735;0.093545;0.04696442;0.0037142872;0.013752384;0.041051432;0.04779429;0.037638098;-0.015596191;0.03254858;0.14035048;0.1939962;0.1907657;0.12635429;0.0024838021;-0.052199624;-0.028662864;0.11364575;0.36549342;0.59635514;0.6940686;0.54647166;0.27696538;0.064164594;-0.010131039;0.013604567;0.106316194;0.16750477;0.20193525;0.1611962;0.099596195;0.03379809;0.00089904806;-0.0107580945;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.014985147;-0.01567238;0.062153157;0.19968459;0.32581794;0.37922978;0.2985966;0.13928306;0.044068582;0.04459201;0.08861257;0.10774096;0.085622855;0.07440001;0.117158115;0.18758094;0.22014171;0.18111466;0.12510097;0.09286972;0.07336916;0.054782107;0.0042275945;-0.034648657;0.074972406;0.30565095;0.5632288;0.7252494;0.6907247;0.45965463;0.19515008;0.06391396;0.11223754;0.22735731;0.28284;0.21506874;0.101320766;0.05380286;0.06449562;0.056435812;0.0755581;0.092313915;0.13856305;0.21271315;0.25068802;0.18603428;0.13747656;0.07122286;0.0017523823;-0.017158095;0;0;0;0;0;0;0;0;0;0;-0.018133335;0.014217147;0.0668183;0.09431734;0.13397563;0.15871505;0.14919849;0.13861449;0.1037859;0.03617524;0.0010819038;-0.0107580945;-0.026383242;0.020700956;0.10746058;0.14896306;0.14520839;0.09180801;-0.0061964653;0.000626503;0.06688653;0.12048325;0.17174858;0.17724736;0.12992652;0.07621878;0.025097137;-0.010503189;-0.011318529;0.003074612;0.049872667;0.13785473;0.24842943;0.34803462;0.41385865;0.43264395;0.41779894;0.3751099;0.31967354;0.25453916;0.1827347;0.11163429;0.051363263;0.009475268;-0.005362608;-0.0038289;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012053351;0.0089954045;0.051474284;0.121221036;0.18560061;0.20826583;0.17027064;0.100244;0.040593028;0.008760987;-0.0010951234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;-0.0008921928;0.0061583794;0.04220447;0.10740054;0.17979261;0.22242595;0.21180959;0.15324275;0.08581696;0.033693396;0.0070445724;-0.00089219265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029389886;0.02729061;0.07659978;0.14386015;0.20573397;0.23695356;0.23660766;0.2355246;0.19724858;0.13891014;0.07596044;0.021634484;-0.0024547232;0;0;0;0;0;0;-0.0013998363;0.011407664;0.051745277;0.107303604;0.14558966;0.15277015;0.13221918;0.10686992;0.08897405;0.06897272;0.040914442;0.015827736;0.008375982;0.032807685;0.08479376;0.14208564;0.17589557;0.16751209;0.12112285;0.06774872;0.026538815;0.0055065113;-0.0020991408;0.011407664;0.051745277;0.10616856;0.15527734;0.19108196;0.20212752;0.20877075;0.20987743;0.20194536;0.1928837;0.19322963;0.18597348;0.16622664;0.12112285;0.06774872;0.026538815;0.0055065113;-0.00069930457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022257112;0.019344363;0.0716951;0.13082317;0.18030408;0.19365834;0.1566872;0.10153823;0.05079774;0.011128556;-0.001366916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019466028;0.016925426;0.062971175;0.11036951;0.15556838;0.17983413;0.15991245;0.11334428;0.09338684;0.096843496;0.11080368;0.1355716;0.14573757;0.16288842;0.19151731;0.18749173;0.12666635;0.06286024;0.013697786;-0.0030852223;0.011407664;0.051745277;0.107303604;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;0;-0.006627752;0.06627752;0.12977827;0.19147673;0.2073585;0.1792425;0.12702824;0.1439317;0.15189464;0.17626177;0.1845217;0.17935462;0.17701325;0.1603681;0.12291986;0.0691211;0.023950847;0.04257239;0.108136654;0.16929717;0.1871458;0.14975959;0.08204357;0.029929014;0.0039361455;-0.0006011568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002608193;0.022670608;0.08445615;0.151641;0.1738663;0.13983254;0.06792434;0.014798316;-0.0018209642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003941447;0.029389888;0.16855448;0.39707354;0.60782826;0.6819073;0.55735016;0.32796702;0.13277136;0.02870604;-0.0035862664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.07435821;0.07700782;0.108304955;0.15882693;0.2478867;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.102799065;0.11997968;0.14451954;0.18935266;0.268782;0.38245505;0.51198053;0.61525846;0.6443069;0.58964336;0.4727266;0.3337638;0.2143172;0.1204405;0.05827765;0.02168471;0.005421178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07882892;0.019916626;-0.0023166267;0;0;0;-0.0026161447;0.026161449;0.051373225;0.07196727;0.09716429;0.14029261;0.18839082;0.23613918;0.22473401;0.16043083;0.10778584;0.112210006;0.16606472;0.21592316;0.20901804;0.14007078;0.060126804;0.01120304;0.010851887;0.07164845;0.16888846;0.2585822;0.29006872;0.23704076;0.13614555;0.08656074;0.10033062;0.12605205;0.12290845;0.07882892;0.019916626;-0.0036840728;0.010204824;0.058397822;0.13756974;0.21063918;0.23635824;0.1932239;0.11374002;0.044039503;0.027279478;0.06343396;0.11376387;0.15652603;0.17501268;0.15014869;0.10578026;0.05913627;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014082656;0.010508051;0.06015888;0.141675;0.21678245;0.2431517;0.19869368;0.114919275;0.064672865;0.0749275;0.11497545;0.13339159;0.107369296;0.05223543;0.011418796;-0.0014034942;-0.0019680725;0.017109111;0.063699946;0.11441062;0.13120483;0.10555428;0.050288938;0.018194987;0.046453387;0.12188054;0.20406225;0.2524631;0.24037977;0.17388265;0.09456291;0.06202598;0.09667121;0.15821086;0.1825596;0.1443326;0.094455026;0.08318162;0.096001245;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0062370007;0.062370006;0.12224845;0.17905946;0.1923834;0.16028328;0.08812446;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;-0.0007951809;0.0052800006;0.040061213;0.097059764;0.15197496;0.16802171;0.13446507;0.07366555;0.026861211;0.003546507;-0.0008981;0.0025291292;0.015243501;0.050105255;0.108842544;0.1808615;0.2461915;0.29006764;0.30594346;0.29805616;0.2707531;0.23163027;0.18563735;0.13619687;0.08720748;0.04510197;0.015848294;0.0025291308;-0.00035737708;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0013303376;0.0099302195;0.05679261;0.13376665;0.20476063;0.22974761;0.18585019;0.12518162;0.12872916;0.20760132;0.30178252;0.33379966;0.35622802;0.3180954;0.25792405;0.16692117;0.07379199;-0.007570122;0;0;0;0;-0.004377868;0.03805099;0.14114937;0.2540249;0.3670162;0.44080704;0.43929806;0.36670002;0.24960247;0.107172884;0.022959737;-0.0028632875;0;-0.0018527713;0.012781736;0.08769096;0.22340287;0.37407374;0.46276343;0.4387453;0.33220926;0.25634095;0.2539126;0.29625466;0.31042403;0.2882799;0.2882144;0.34397295;0.39776427;0.3826542;0.3547047;0.34864944;0.35702637;0.37672263;0.39649704;0.4183367;0.4576165;0.44056994;0.31860825;0.17826998;0.06997272;0.014628143;-0.0018527708;0;0;0;0;0;0;0;0;0;0;0;0;-0.007670314;0.0666783;0.24828887;0.444458;0.5239916;0.45443553;0.3189387;0.28605595;0.3413791;0.38883987;0.37293237;0.3114715;0.24153364;0.22047535;0.24061854;0.27841908;0.27768433;0.21443854;0.103496134;0.032239653;0.061207935;0.16299139;0.2728606;0.3375061;0.32131544;0.23237602;0.13007297;0.051056173;0.0055629234;0.04311661;0.1655797;0.29556313;0.3578645;0.32361344;0.2046586;0.09786794;0.040542822;0.01117335;-0.0012987952;0;0;0;-0.00058631337;0.0043713744;0.025074173;0.059124876;0.0905316;0.09788093;0.11302489;0.18508464;0.30220518;0.39065906;0.3718952;0.24960247;0.107172884;0.022959737;-0.0061065652;0.030109785;0.08301065;0.17838953;0.22282131;0.22285937;0.16942738;0.1300994;0.13879114;0.2454969;0.3660812;0.4677816;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.011179846;0.0024171514;0.029412149;0.07105895;0.11110266;0.122680485;0.09804421;0.053658802;0.019504197;0.0025382172;-0.00038963865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0013303376;0.0099302195;0.05679261;0.13376665;0.20476063;0.22974761;0.1857704;0.12578276;0.13208562;0.21545163;0.31384093;0.34718475;0.351621;0.2954203;0.22559148;0.14030701;0.06087639;-0.0062731816;0;0;0;0;-0.0041246032;0.035857886;0.13336773;0.23536955;0.32834285;0.37945235;0.36503014;0.29852998;0.20372534;0.087501705;0.018747188;-0.0023378322;0;-0.0015108436;0.010416869;0.071566276;0.18230316;0.30526993;0.37763137;0.3578134;0.2725414;0.21751523;0.22683978;0.27181798;0.28710654;0.26290274;0.25151858;0.28729448;0.32575455;0.31466785;0.29568002;0.29372394;0.30029687;0.31358752;0.32553428;0.3419739;0.37336394;0.35950127;0.25994462;0.14543858;0.05706217;0.011927707;-0.0015108433;0;0;0;0;0;0;0;0;0;0;0;0;-0.0044864104;0.038997263;0.14525169;0.2595494;0.31144372;0.2828498;0.22481592;0.23428969;0.28665715;0.32535937;0.3225855;0.2869744;0.23636699;0.21964428;0.23505284;0.2683163;0.2660202;0.20497867;0.0989302;0.030513875;0.05641546;0.15043074;0.25181538;0.31149608;0.29661745;0.21462665;0.12017489;0.047216244;0.0057251398;0.035039485;0.13512109;0.24094881;0.2944777;0.27110496;0.17711857;0.08956122;0.039270006;0.010653833;-0.0012394219;0;0;0;-0.00053250615;0.0039631817;0.022838391;0.0538796;0.08258297;0.08968183;0.100272566;0.15571627;0.24845769;0.31914;0.30343384;0.20372534;0.087501705;0.018747188;-0.0070134955;0.04341688;0.12218846;0.23091099;0.26971528;0.24777676;0.16911985;0.120531924;0.12236934;0.20650846;0.30023882;0.3815109;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009045182;0.0024547235;0.027931524;0.0677192;0.106115304;0.11728122;0.09379158;0.05129871;0.018580195;0.0023712292;-0.00036737355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
