;meta[fps=30]
;meta[frames=80]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;-0.013836191;0.01081905;0.036708567;0.082049526;0.16019046;0.21744001;0.19167237;0.14515048;0.054148573;0.0042285747;0.0013165722;0.024256002;0.032338288;0.020278856;0.009650284;0.04690012;0.08651613;0.12196482;0.10285991;0.088300824;0.08793785;0.09658699;0.106006846;0.1103543;0.102537155;0.13188572;0.13339429;0.09602286;0.037526857;-0.0028800014;0.0027840012;0.024036571;0.027506288;0.02242743;0.0029180956;-0.00911543;0.04148572;0.07228953;0.07796572;0.06052572;-0.008793904;-0.011652572;0.12247087;0.24360916;0.27825603;0.22211431;0.086566865;0.010850286;0.007937524;0.077034675;0.13822171;0.13705751;0.12375925;0.09336685;0.047100954;0.0107238125;0.104342856;0.122403815;0.13721904;0.10887238;0.09417142;0.06494476;0.11402666;0.09074285;0.055710476;0.0012495234;-0.011763809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.035245713;0.051577143;0.07707428;0.060205717;0.12337143;0.14756572;0.11555809;0.08838476;0.06499018;0.018143697;0.07129174;0.092052124;0.08857936;0.064391635;0.057603206;0.07172023;0.121552005;0.12730882;0.1252;0.10554667;0.12285715;0.16907428;0.18257526;0.117051445;0.050560005;0.002849522;-0.026422858;0.0024228578;0.05291429;0.08716952;0.12889144;0.16356573;0.15144382;0.18698974;0.25077945;0.24641983;0.23128231;0.22834289;0.1891646;0.17559774;0.16202858;0.10057144;0.039116576;0.010478478;-0.001394286;0.010971429;0.046064764;0.072525725;0.07355429;0.049150478;-0.00027428498;0.030125715;0.040838093;0.08861715;0.119908586;0.14822857;0.15081143;0.14645031;0.102797724;0.13603657;0.16054825;0.16523015;0.18886107;0.1866018;0.22733355;0.28559348;0.28520495;0.18978614;0.09263021;0.02407836;-0.0051330654;-0.008359182;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.039385308;0.032109402;0.019361062;0.01534858;0.012881929;0.0064409645;-0.00064409646;0;0;0;-0.0007442893;0.0069276155;0.020038558;0.028912773;0.02721427;0.02255769;0.022338223;0.031737257;0.036174368;0.03720015;0.042033263;0.052567817;0.0562177;0.045516156;0.022099666;0.004804482;-0.0005916145;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04086275;0.046467185;0.044498317;0.033737935;0.025518943;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0049285307;0.045769017;0.12890276;0.23553415;0.34283224;0.40043718;0.3522826;0.2555715;0.122678906;0.055184755;0.108834416;0.17580256;0.18328123;0.12717327;0.04413492;-0.0047376873;-0.0045134467;0.04190921;0.119544305;0.20503737;0.24878943;0.24650289;0.21666689;0.21072571;0.21272598;0.25249538;0.30283388;0.3036724;0.24501194;0.13702318;0.035415765;-0.004117446;0;0;0;-0.0029127474;0.029127475;0.05825495;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;0;-0.0017376293;0.01415581;0.06427796;0.13329361;0.18147299;0.18471733;0.1325231;0.10251631;0.10872302;0.14944373;0.17537555;0.16134617;0.10129491;0.05079774;0.008351785;0.022779545;0.08701028;0.18668063;0.26622653;0.26944703;0.19170459;0.09456768;0.020668337;-0.0025406026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010525808;0.09774362;0.28566074;0.41343436;0.39837763;0.25554726;0.064618774;-0.007514458;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0.003239153;0.006478306;0.012956612;0.01943492;0.03239153;0.03886984;0.0485873;0.041950874;0.040753696;0.03615925;0.0402432;0.050489224;0.06221252;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0006679519;0.00580482;0.02163687;0.03888434;0.044609644;0.035902414;0.017462172;0.0038168682;-0.00046915674;0;0;-0.0014170122;0.011546025;0.052397966;0.10863761;0.14862883;0.14228967;0.10520243;0.06796888;0.04748375;0.03536487;0.030360006;0.030141328;0.042597834;0.049619284;0.039898198;0.019370604;0.004238314;-0.00052084343;0;0;0;0;-0.00097012066;0.00879152;0.026813496;0.05789871;0.08920975;0.10425736;0.09981747;0.09381664;0.08404862;0.07159569;0.05231932;0.025773004;0.0056680487;-0.001994181;0.012054943;0.035306033;0.05113013;0.049301215;0.0316482;0.008031326;-0.0021019282;0.011689159;0.023378318;0.029222896;0.022455906;0.020245304;0.0239588;0.03641928;0.035146996;0.022583134;0.005295904;0.0025173158;0.02180613;0.05541729;0.09270445;0.114635535;0.1091488;0.07897736;0.04426431;0.017396282;0.003644199;-0.0004612048;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0037071332;0.03222868;0.116078906;0.24979548;0.36833277;0.4179746;0.36830497;0.2624587;0.14085954;0.07352907;0.0559187;0.058514584;0.0703782;0.08838829;0.11406548;0.14181456;0.13586587;0.110528015;0.09224638;0.08437168;0.07040202;0.059291866;0.05717297;0.097956076;0.14394547;0.20281617;0.28747723;0.36447054;0.38057807;0.32167727;0.19759688;0.08731523;0.02886573;0.037628695;0.08717088;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;0;0;-0.004549495;0.04224425;0.12349688;0.17875135;0.16714199;0.15497783;0.19353719;0.29412702;0.33452705;0.33459753;0.3071855;0.30554906;0.30549708;0.26502848;0.15769602;0.08735326;0.04179894;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0034455187;0.029957645;0.10713206;0.23880209;0.36139166;0.42070764;0.3802001;0.27641332;0.14935088;0.076248005;0.053107735;0.0521765;0.073076725;0.12037807;0.18625894;0.24173573;0.23215783;0.17415734;0.11758404;0.08696379;0.06654806;0.056787044;0.055157986;0.09063922;0.12812616;0.18448089;0.27619717;0.36579254;0.39029536;0.329445;0.19776665;0.08357053;0.024221608;0.0503235;0.12606286;0.18368678;0.17700727;0.113551825;0.028721932;-0.0033397593;0;0;0;0;0;0;-0.00435282;0.040422224;0.118116155;0.17094001;0.1605311;0.14193977;0.16182804;0.23958322;0.27155954;0.28661627;0.28879642;0.3207505;0.3357145;0.2947152;0.1765805;0.09436676;0.038852535;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008683375;0.0080822185;0.023378318;0.033731572;0.031749982;0.026317306;0.02606126;0.0370268;0.043194227;0.034789167;0.016943716;0.003718266;-0.00045643383;0;0;0;0;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.0077137323;0.0056503173;0.02414869;0.043411314;0.049809735;0.040104948;0.019519782;0.004292148;-0.0005265688;0;0;0;0;0;0;-0.00088503637;0.008850363;0.017700726;0.02212591;0.016891763;0.016361112;0.021083158;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008683375;0.0080822185;0.023378318;0.033731572;0.031749982;0.026317306;0.02606126;0.0370268;0.043194227;0.034789167;0.016943716;0.003718266;-0.00045643383;0;0;0;0;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.0075422907;0.00713818;0.029726645;0.053391628;0.061228935;0.049258675;0.023940511;0.0052289506;-0.0006429038;0;0;0;0;0;0;-0.0010909882;0.010909881;0.021819763;0.027274704;0.021010797;0.018420631;0.020877209;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;-0.004018844;0.03493945;0.13005024;0.2268309;0.3269235;0.43515396;0.4991437;0.47511977;0.35483387;0.23373194;0.20343216;0.24870956;0.3057557;0.36928403;0.4396233;0.5156916;0.4814633;0.33930692;0.19468798;0.16056708;0.2326198;0.3148169;0.329381;0.27638736;0.23100561;0.18255126;0.14490995;0.1414377;0.20971715;0.2937402;0.3634215;0.34795704;0.25768802;0.21520649;0.22769432;0.24572463;0.266492;0.29270726;0.2852871;0.2570448;0.20213337;0.14475632;0.1354139;0.14669116;0.16708928;0.21612918;0.284208;0.3541778;0.38835928;0.35480124;0.3219454;0.3347025;0.4033799;0.46299273;0.44559076;0.32120693;0.22054845;0.17271194;0.19621457;0.21597297;0.18366821;0.10299447;0.046103526;0.011201446;0.0071677594;0.05907557;0.15037028;0.25174314;0.3114326;0.2965468;0.21451911;0.120105706;0.047147855;0.009857058;-0.0012484336;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;0;-0.0036013739;0.031310245;0.11653812;0.20240612;0.30044478;0.4178262;0.4974182;0.48329106;0.36399537;0.23477341;0.19513284;0.23508401;0.29388008;0.36566752;0.4471646;0.52902776;0.49397013;0.34706363;0.20457366;0.17281276;0.24462469;0.32110676;0.32858503;0.2706597;0.22406168;0.18439646;0.17134804;0.18545352;0.25187436;0.31459704;0.36147332;0.34812677;0.28046632;0.24895349;0.257513;0.26246893;0.2746997;0.29976287;0.29382148;0.26439208;0.20553438;0.14409114;0.13285175;0.1445615;0.16570272;0.21343009;0.27830032;0.34817365;0.38550195;0.3563894;0.32321545;0.34559643;0.43954486;0.52986866;0.5220007;0.39691463;0.27641425;0.2121304;0.22312097;0.23150098;0.184043;0.1034843;0.046136927;0.011152675;0.0074651586;0.060918804;0.15504913;0.25952953;0.32100496;0.30563414;0.2211064;0.12379374;0.048630074;0.010192625;-0.001289783;0;0;0;0;0;0;0;0;0;0
