;meta[fps=30]
;meta[frames=106]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;-0.022176001;0.004299428;0.09446172;0.18777946;0.21444346;0.17445372;0.059664004;-0.008561145;0.019002976;0.08626012;0.124396816;0.106578;0.085131295;0.06520137;0.07695512;0.12818682;0.17550996;0.14720704;0.111876905;0.051965278;-0.0005833095;-0.012390405;0;0;-0.0026514288;-0.006659048;0.016289525;0.04731429;0.05890438;0.08177296;0.12748802;0.16143295;0.16564724;0.12920515;0.052320004;-0.0057137143;-0.013492953;0.0056822873;0.018446479;0.030255241;0.033933718;0.025414478;0.01873295;0.024056002;0.038958475;0.05357676;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.025590476;0.01801524;0.0939581;0.14299428;0.15873523;0.12239239;0.033965714;0.0038552391;-0.006244191;-0.017167812;0.024702862;0.11033316;0.2072903;0.2745789;0.28820005;0.22298747;0.14644115;0.087696016;0.05972343;0.10322219;0.19196571;0.24177188;0.22323751;0.14556101;0.06539003;0.024422098;0.05449478;0.1100419;0.11718095;0.05679237;0.09827809;0.106849514;0.12741333;0.1625722;0.14308572;0.094310865;0.18459962;0.23482287;0.21339658;0.15823315;0.049117718;0.020320004;0.036516577;0.055611428;0.052594285;0.045965716;0.022662858;0.045531433;0.037017148;0.014354287;-0.001268571;-0.0032685718;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0065874294;0.0012822861;0.016020576;0.042909715;0.120459445;0.21217144;0.25510448;0.23578787;0.17646813;0.107466996;0.08174356;0.07221944;0.052608922;0.0077842334;-0.009654858;0.033882517;0.09807086;0.14970514;0.183552;0.20363429;0.20503317;0.25610974;0.27377373;0.25344157;0.21079315;0.096700944;0.10644572;0.23433143;0.2569821;0.2679006;0.28227657;0.20562494;0.19534019;0.18778798;0.073056;-0.0060599986;-0.016727999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006430477;0.00068571453;0.032731432;0.032746673;0.044708572;0.10712687;0.18147352;0.22901943;0.271456;0.2269623;0.14896457;0.11508458;0.117762305;0.13363545;0.18888916;0.20453717;0.15658973;0.08318515;0.02237714;0.008671773;0.03724663;0.062424693;0.060433377;0.037281834;0.0115254875;-0.019185374;0.010709335;0.057234295;0.10299431;0.15072764;0.20784001;0.1786743;0.14304763;0.07819429;0.006566856;-0.020088;0.024212573;0.048148576;0.054987438;0.044729147;-0.0012319996;0.019656003;0.05314514;0.094331436;0.11389715;0.09424;0.035360005;0.020982858;-0.0017600002;-0.0048;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000325388;0.0024771474;0.0136243105;0.030177116;0.0389416;0.035057932;0.020457458;0.005731027;-0.000650776;0;0;0;-0.0025032295;0.023241546;0.06797206;0.096937865;0.107507646;0.1080205;0.100117244;0.095346145;0.07813785;0.037968054;0.008290953;-0.0010194615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22090045;0.25452226;0.2104746;0.117208235;0.056059975;0.047296654;0.054857124;0.04571027;0.028323755;0.011543029;0.0018413668;-0.00025641182;0;0;0;0;-0.0006933977;0.0064377845;0.015027327;0.06031765;0.14932622;0.23790222;0.25778013;0.20347962;0.09915745;0.021679811;-0.002664651;0;0;0;0;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.0063057044;-0.00077542063;0;0;-0.0049285307;0.045769017;0.1324267;0.20347388;0.24133196;0.24108055;0.18697166;0.13755514;0.08229692;0.023002831;-0.0026136003;0;0;0;0;0;-0.00241894;0.019395176;0.09006151;0.21559447;0.32701492;0.34374174;0.25468826;0.12498048;0.027330084;-0.003358963;0;0;0;-0.0005796869;0.0038502652;0.028501268;0.07646857;0.1348237;0.17824654;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;-0.0015816152;0.05524201;0.16317111;0.23616871;0.22758076;0.1459952;0.0369282;-0.0042939764;-0.00032866813;0.0021373269;0.015884314;0.050156325;0.104418054;0.16827612;0.21899727;0.22259367;0.20126246;0.18487106;0.19782995;0.2751689;0.3795843;0.43045044;0.38368833;0.25631225;0.13924032;0.10257586;0.14077228;0.18907811;0.18206461;0.12362358;0.06231514;0.044229865;0.08126588;0.18047392;0.27553132;0.35309458;0.41291538;0.4466995;0.39288455;0.28060532;0.1356002;0.059380688;0.054535296;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008257158;0.07123548;0.27378076;0.48038465;0.5430131;0.4273779;0.19957131;0.035897646;-0.0047233747;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;-0.0043355916;0.032328878;0.18540993;0.4367809;0.6686111;0.75009805;0.6130852;0.36076376;0.1460485;0.03157664;-0.003944893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.00057730125;0.0050207716;0.01815875;0.03688844;0.063997746;0.09062517;0.10107703;0.102939345;0.11419624;0.13519664;0.15431596;0.14256638;0.09604195;0.040813453;0.012161817;0.017266555;0.0406735;0.05248194;0.04723374;0.026288679;0.01868675;0.040065188;0.07355423;0.0843687;0.06788857;0.032726992;0.009825787;0.006694097;0.010087001;0.017995605;0.034606993;0.05169338;0.057122476;0.046067804;0.02235134;0.004842651;-0.000596982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00083759055;0.007776869;0.022742173;0.0320108;0.0391388;0.054002326;0.074960105;0.09494989;0.09197719;0.06288291;0.035148587;0.028615182;0.04156927;0.062073007;0.07592387;0.075127885;0.05997811;0.03571702;0.018744798;0.02174414;0.040262826;0.055560876;0.05360155;0.03596412;0.0154646775;0.0023874517;0.008143289;0.025127718;0.03641928;0.03397808;0.034272294;0.029135427;0.028554944;0.023378318;0.010954411;0.005216386;0.023800556;0.042772777;0.049070608;0.039492656;0.018238267;0.013899761;0.01888634;0.024253014;0.019402413;0.009701206;-0.00097012066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0013617312;0.01109468;0.050359562;0.1044492;0.14293282;0.13781406;0.09145153;0.047474463;0.04296801;0.077716656;0.119127005;0.12517643;0.09338882;0.04693565;0.011589414;-0.0013715284;-0.00545123;0.050615914;0.13844046;0.30287164;0.46556246;0.5011124;0.45398468;0.40069696;0.3087125;0.23420249;0.15463085;0.039130844;-0.004549494;-0.0006449448;0.004808512;0.027581593;0.06503737;0.09958477;0.1101875;0.10153408;0.12881379;0.2230786;0.35959396;0.46849465;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.007161001;0.041262265;0.12509255;0.18105207;0.17446531;0.111919045;0.028306313;-0.0032915182;0;-0.000369123;0.002561119;0.016920177;0.04733346;0.090312675;0.1312993;0.14418362;0.120076925;0.07145136;0.054283813;0.113435514;0.22440962;0.3002377;0.36346716;0.4472119;0.5313402;0.5278354;0.4259117;0.24917576;0.11497493;0.06339605;0.04412193;0.01117335;-0.0012987952;0;-0.0040778467;0.03545155;0.13197282;0.23701717;0.27179524;0.21864851;0.10434746;0.042298056;0.035331316;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0023144532;0.01885851;0.08558334;0.17744142;0.24276046;0.23401697;0.1560015;0.07443479;0.04586047;0.07109658;0.11136318;0.11791468;0.08867419;0.044946935;0.011097134;-0.0013127485;-0.0051283864;0.047621265;0.13360523;0.25335416;0.3458321;0.33891135;0.2913309;0.27309212;0.23843656;0.19268185;0.1261687;0.031913254;-0.0037108439;-0.00058575685;0.004359501;0.02512223;0.059267566;0.090841286;0.10070396;0.0917085;0.11032451;0.18413189;0.29383838;0.38221768;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.005319495;0.038505577;0.116297856;0.16836098;0.16227521;0.10412629;0.026369255;-0.003065157;0;-0.0003481302;0.0023984248;0.016103206;0.04520794;0.08632929;0.12552981;0.13784555;0.11475352;0.06834724;0.051280107;0.10550723;0.20843656;0.28152615;0.3146989;0.33005282;0.3403482;0.31456465;0.25486794;0.16428277;0.09388063;0.06264832;0.042192295;0.010653833;-0.0012394219;0;-0.0037900712;0.03295341;0.12262318;0.22020984;0.25250807;0.20312698;0.09688142;0.039822184;0.033863496;0.045643385;0.036514707;0.018257353;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
