;meta[fps=30]
;meta[frames=72]
;meta[profile=dand]
jaw_open_a;0;0;0;0;-0.026400002;0.0051039997;0.11246401;0.22360802;0.255376;0.18600804;0.11342402;0.058504004;0.054571435;0.06427429;0.04571429;0.010861714;0.047021717;0.03932343;0.02065829;0.030363431;0.091364585;0.15091887;0.17622858;0.14820573;0.082308576;0.025645716;-0.008931048;-0.018365718;0.064516574;0.21805565;0.3557882;0.41407776;0.32601908;0.16523048;0.04545829;-0.01342247;-0.0137021;0.005158095;0.063718095;0.14086857;0.17164953;0.15882666;0.11772572;0.01910095;0.02080381;0.11529144;0.2021943;0.22916573;0.18888001;0.065622866;-0.01665143;0.024434289;0.11520761;0.14571428;0.14150858;0.09998476;0.04658286;0.037462857;0.038659047;0.020297144;0.019017145;0.028068574;0.042674284;0.059847623;0.05560381;0.08052572;0.13612191;0.18271239;0.1981943;0.16222477;0.08230096;0.022674289;-0.0037028533;-0.007405716;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0065874294;0.0012822861;0.028009145;0.032698296;0.068246864;0.15051773;0.20782325;0.22908309;0.21237716;0.119100966;0.04101333;0.00017371206;0.012141716;0.05369448;0.074459426;0.08242134;0.089344;0.07218742;0.070695624;0.06601143;0.025600001;-0.0021942854;-0.014835812;-0.009386667;0.037211437;0.119763814;0.19541033;0.22741717;0.17905067;0.080043435;0.026998866;0.04149563;0.08248838;0.09711238;0.089325726;0.058925718;0.033478096;0.027794287;0.023359999;-0.005561906;-0.003405715;0.017257143;0.046834286;0.09824;0.12305373;0.13756649;0.14118402;0.11941944;0.11149563;0.14004114;0.12039314;0.095564194;0.055428572;-0.008146288;-0.0025478075;0.05978972;0.082870856;0.080775626;0.053504;-0.0030735258;-0.014721524;0.01705143;0.054742865;0.089188576;0.10379429;0.08169143;0.041462857;0.011428572;-0.0018133312;-0.0037485722;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.056542728;0.05801091;0.06456065;0.070643425;0.06966261;0.08087275;0.102542534;0.16322358;0.19954588;0.1809105;0.14959978;0.14129497;0.14758876;0.1465081;0.11960513;0.058176227;0.012724485;-0.0015637232;0;0;0;0;0;0;-0.0021469884;0.018664485;0.068585545;0.13070865;0.186788;0.25672615;0.31419745;0.33749223;0.31970447;0.2559854;0.16570455;0.108931035;0.0834427;0.06974134;0.065833814;0.05111144;0.052491486;0.09309581;0.16358739;0.2170319;0.21550035;0.18064044;0.16385339;0.1644617;0.15959994;0.1618662;0.15633655;0.17121089;0.18913178;0.19937651;0.20186818;0.20438015;0.2046223;0.20985784;0.20939457;0.19162346;0.15370886;0.09073649;0.036687262;0.0078913765;-0.0009876147;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21789148;0.2623341;0.24144077;0.18915683;0.1404504;0.10848493;0.06759832;0.024507472;-0.0026161447;0;0;-0.001995904;0.017342893;0.06467604;0.11625544;0.13339159;0.107369296;0.05223543;0.011418796;-0.0028117597;0.010508051;0.06015888;0.141675;0.21678245;0.2431517;0.19869368;0.11691518;0.047329962;0.0102514755;-0.0012799765;-0.0014843377;0.013783135;0.040289164;0.05831326;0.056192778;0.0360482;0.0056908433;0.028735185;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.016865784;0.022455906;0.07204339;0.10400966;0.099954225;0.06393254;0.015935423;-0.0018607232;0;0;0;0;0;-0.0009727713;0.007236147;0.041754946;0.09853086;0.15099424;0.1694398;0.13850194;0.081426516;0.032901935;0.00707181;-0.0008853015;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0019092292;0.019092292;0.038184583;0.04404586;0.06820902;0.15535893;0.2805654;0.38639903;0.3724277;0.2481469;0.11981944;0.07014497;0.081897035;0.09721483;0.07820603;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.119977154;0.22552097;0.340045;0.4092968;0.3693236;0.2710419;0.13331763;0.029106004;-0.003579109;0;0;-0.0019481931;0.018123759;0.050042585;0.09453374;0.17993325;0.29880273;0.39771712;0.43181795;0.35038716;0.23836976;0.22057144;0.30067262;0.38412428;0.37170961;0.25496835;0.13777065;0.09499649;0.10738218;0.12371025;0.10114461;0.059581306;0.024140894;0.0052322913;-0.00065310864;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0018257353;0.018257353;0.036514707;0.042637605;0.061006278;0.12940454;0.22861765;0.31527328;0.3039181;0.2023282;0.09964729;0.06396754;0.07890182;0.09317929;0.07497761;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.11212316;0.20465304;0.29739633;0.34681547;0.30468255;0.22083789;0.1088205;0.023767954;-0.0029222895;0;0;-0.0018591328;0.017288823;0.04816676;0.08774292;0.15706149;0.25040776;0.3262166;0.3521554;0.2858834;0.19444822;0.17990912;0.24528678;0.31341788;0.30323717;0.20879436;0.11669862;0.08759633;0.103079826;0.11824605;0.09661739;0.05679818;0.022962704;0.0049576885;-0.00061971106;0;0;0;0;0;0;0;0;0;0
