;meta[fps=30]
;meta[frames=89]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.014518857;-0.0051017147;0.061531432;0.15369143;0.22159542;0.21447313;0.115006186;0.034379885;0.06798538;0.17212985;0.23450579;0.27949473;0.2686053;0.21933135;0.19317336;0.18207268;0.17231238;0.20969677;0.20560001;0.14405714;0.061645716;-0.0051771402;-0.031401146;0.013778288;0.06861258;0.096521154;0.10096914;0.07869257;0.008454399;0.004966401;0.08175544;0.17341259;0.24318813;0.22941077;0.14967133;0.05873494;0.02995231;0.031932335;0.084876195;0.085836194;0.07796572;0.03352533;0.038325332;0.10321144;0.21519545;0.22835888;0.16999315;0.11212115;0.11959316;0.14617603;0.15005715;0.087085724;0.0018285655;-0.018285714;0;-0.011062858;0.001417143;0.049645714;0.06866286;0.1249219;0.18619429;0.16609523;0.1296922;0.115061715;0.056790095;0.057163052;0.06747428;0.06108838;0.067881145;0.07595886;0.06021258;0.02306743;-0.0043474296;0.053586278;0.15369143;0.22002809;0.21201761;0.13856785;0.06379887;0.037458293;0.043979753;0.05270204;0.0352;0.017332243;0.004545304;-0.0009404089;-0.0015673464;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0037485713;-0.0012342866;0.015826285;0.03932343;0.048216376;0.06164419;0.065598175;0.057553977;0.058469795;0.060373027;0.04181699;0.043107666;0.049410753;0.038451813;0.02281387;0.017999087;0.022396954;0.03998324;0.04998857;0.035725713;0.014057143;0.019650284;0.044489145;0.06724343;0.0931383;0.123545155;0.118226305;0.09610744;0.051090296;0.005078855;0.003530058;0.043255776;0.053891357;0.067138135;0.07202469;0.05967787;0.045485105;0.01872457;0.014323808;0.021333333;0.031999998;0.02320457;0.014518857;0.00885943;0.026868576;0.05437258;0.0463581;0.05313372;0.06955887;0.10283124;0.13354287;0.16408688;0.14036496;0.14079085;0.1286103;0.09653029;0.06641143;0.04862172;0.06498058;0.10641525;0.13949563;0.134016;0.08743467;0.054368764;0.036301713;0.019089524;-0.00024533484;0.015764574;0.035401147;0.04952991;0.05628801;0.06561829;0.05194362;0.06377144;0.08016914;0.06648686;0.04755657;0.032841146;0.010477715;-0.0013165708;-0.002925715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.01683716;0.037522193;0.05724586;0.06113191;0.0465739;0.024959931;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0025592097;0.02085441;0.094616346;0.19502525;0.28008178;0.28208563;0.20181431;0.10434935;0.057184312;0.05571911;0.10542094;0.14880873;0.1623832;0.17852588;0.22359498;0.2714461;0.3312648;0.34883454;0.28491965;0.18563934;0.092771366;0.020296196;-0.0057689575;0.030465765;0.086495005;0.14245982;0.19030759;0.2189098;0.20903821;0.20609942;0.22844586;0.26926786;0.30674598;0.28084615;0.21333222;0.14471035;0.14055197;0.16806212;0.20592003;0.18685001;0.14403668;0.07561383;0.036631916;0.032996707;0.06447405;0.0739208;0.059455473;0.028883435;0.0063057044;-0.00077542063;0;-0.0027316848;0.0237507;0.08837827;0.1587841;0.18005002;0.16446824;0.14007168;0.13191238;0.17562473;0.2275092;0.22400245;0.17518565;0.11818454;0.071788125;0.09437444;0.1407995;0.14028421;0.13634662;0.11735438;0.09432435;0.062630504;0.05413273;0.09128851;0.19618893;0.2677458;0.26361948;0.20677623;0.1593515;0.15806496;0.17390317;0.16751209;0.12112285;0.06774872;0.026538815;0.0055065113;-0.00069930457;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011572267;0.11572266;0.23144533;0.28930667;0.23144533;0.11572266;-0.011572267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0010210121;0.008317591;0.037774272;0.07829668;0.107079044;0.10318266;0.06641827;0.051755145;0.10660322;0.20714495;0.27988037;0.31800556;0.31137532;0.26338935;0.19309664;0.124073975;0.07462772;0.07895404;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0033477116;0.021954946;0.063853025;0.09228074;0.088781945;0.056855433;0.013134479;0.007487422;0.041551694;0.08612634;0.11778696;0.113500945;0.07604283;0.03262627;0.0069835973;-0.0029784292;0.02107229;0.04214458;0.052680727;0.03837463;0.053847257;0.11989577;0.21915582;0.25134474;0.19898076;0.12848717;0.109650396;0.124931924;0.12290845;0.07882892;0.019916626;-0.0023166267;0;-0.0015108435;0.013040965;0.050032776;0.08594314;0.11547616;0.12579761;0.105600014;0.071808405;0.056199405;0.0393535;0.034437295;0.026105786;0.037019644;0.06504938;0.09621689;0.09271809;0.05845852;0.02336241;0.036024872;0.07829668;0.107079044;0.10318266;0.06912984;0.02966025;0.006348725;-0.00079200027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.002669581;0.021752965;0.09870993;0.20462261;0.27991644;0.26980805;0.18083909;0.07766055;0.016640913;-0.0020751043;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21024899;0.29247946;0.36773258;0.3999863;0.36895996;0.2750654;0.15587549;0.08457607;0.1033739;0.18714455;0.27303424;0.31323296;0.31490815;0.3046604;0.30932474;0.32596055;0.2881738;0.2580145;0.2582035;0.26839733;0.23682746;0.17372315;0.06964512;0.10985953;0.28647345;0.4650059;0.50943583;0.4113471;0.19989575;0.043633956;-0.00536588;0;0;0;0;0;-0.0064902664;0.060264107;0.1748327;0.26673913;0.2908559;0.2322172;0.17219801;0.1909229;0.21398209;0.17537318;0.15617086;0.17306818;0.28765443;0.3926663;0.43595922;0.42017087;0.38067508;0.29495272;0.19194195;0.10377153;0.11072751;0.20289595;0.27806365;0.2825898;0.26853004;0.30106342;0.39071465;0.46068832;0.44056994;0.31860825;0.17826998;0.06997272;0.014628143;-0.0018527708;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0024825546;0.02023894;0.09169643;0.19007462;0.2600114;0.2506378;0.16800104;0.07218333;0.015460863;-0.0019281547;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.19476363;0.27673247;0.3603183;0.40522972;0.38141164;0.28661874;0.16048434;0.08312105;0.10047389;0.18786703;0.279549;0.32482502;0.32474822;0.30459142;0.29658377;0.30475974;0.2681686;0.2330421;0.22041374;0.22110337;0.19272803;0.14442605;0.063941546;0.0809298;0.1817664;0.2792039;0.2974724;0.24082448;0.11708083;0.025582558;-0.0031449401;0;0;0;0;0;-0.0067537366;0.06271327;0.18201318;0.27655804;0.29890475;0.23560518;0.16702136;0.17899257;0.19989945;0.16314326;0.14718969;0.15862928;0.2520159;0.33386907;0.36872333;0.36784253;0.3533577;0.28737518;0.19091459;0.101471916;0.10197733;0.18850105;0.25850058;0.2610547;0.23956731;0.2544865;0.3207308;0.37570322;0.35950127;0.25994462;0.14543858;0.05706217;0.011927707;-0.0015108433;0;0;0;0;0;0;0;0;0;0
