;meta[fps=30]
;meta[frames=54]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.017318401;-0.0061046905;0.07340709;0.18341215;0.26444256;0.25594428;0.15791729;0.048294406;-0.006486856;-0.013456459;-0.005881905;0.0013561902;0.014156191;0.054476198;0.10366476;0.114270486;0.08629333;0.046201903;0.0011276177;-0.013820516;-0.0060199187;0.01308147;0.047031514;0.09664197;0.15287578;0.17015253;0.1353476;0.061069716;0.030311182;0.08611004;0.17678674;0.20923431;0.18066286;0.09465905;0.032786284;0.036566857;0.074199624;0.09041373;0.08674973;0.06656001;0.026585797;-0.00364996;-0.0032313473;0.01152;0.021309389;0.027631022;0.026370613;0.017528161;0.008568162;0.002174693;-0.0005420412;-0.0007444895;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.027729372;0.04426972;0.06713692;0.077610984;0.06775955;0.049258977;0.020982858;-0.0017600002;-0.0048;-0.008716191;0.0067961924;0.035565715;0.049340952;0.038613334;0.032182857;0.050209522;0.06741595;0.07466971;0.060783017;0.034031026;0.037475273;0.086046055;0.09927838;0.081592165;0.045310695;0.01626253;0.012199182;0.028893389;0.037211433;0.030285716;0.011794287;-0.0052068573;-0.0018925713;0.012027431;0.02824229;0.06989258;0.117586285;0.14063086;0.12668343;0.081627436;0.02503315;-0.00333714;-0.006966859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.023207515;0.0049752886;-0.00062033656;0;-0.0030010126;0.027233355;0.08580319;0.15040845;0.16913496;0.13271011;0.08620396;0.09421939;0.115093164;0.121856526;0.0996859;0.08415786;0.11729876;0.18642934;0.21581997;0.18773836;0.119360484;0.05978646;0.041232497;0.056498367;0.07425239;0.09464044;0.12198709;0.15216826;0.16494906;0.15326144;0.12209922;0.08869924;0.05772357;0.028883435;0.0063057044;-0.00077542063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.10067803;0.13547409;0.154298;0.15576284;0.14931953;0.14080377;0.13454007;0.11448508;0.08523445;0.056311343;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0027115666;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0018436834;0.0027315598;0.020375485;0.053756498;0.09977565;0.1444178;0.16011989;0.13532342;0.08355033;0.066645235;0.11713219;0.19838785;0.22849521;0.1838458;0.08937037;0.018391736;0.007561375;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0009527221;0.007763828;0.03522378;0.07299222;0.09982763;0.09620289;0.06264966;0.04452271;0.055211864;0.07060132;0.06119181;0.11982314;0.1625758;0.18650223;0.16102062;0.14852165;0.17508802;0.29486975;0.3440401;0.30177113;0.19441584;0.09488034;0.03147516;0.005641805;-0.0032692007;0.018665548;0.10701518;0.25215742;0.38434172;0.4453413;0.43862733;0.38512623;0.3068089;0.21109879;0.10206846;0.042090032;0.12876523;0.33511624;0.56108284;0.6939814;0.66061556;0.47767153;0.26727143;0.104895465;0.021958116;-0.0027799516;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.00086700154;0.0070658177;0.032044772;0.06645543;0.09094945;0.08770432;0.057078574;0.041451987;0.05262437;0.06762211;0.059520077;0.10492411;0.13611746;0.1541941;0.13473369;0.13254154;0.16866836;0.2822951;0.32935217;0.28889036;0.18618667;0.090898715;0.030161364;0.0053916425;-0.0027739618;0.015214462;0.087316155;0.2057663;0.31306088;0.36832857;0.3762653;0.3471179;0.28798842;0.20247756;0.0985606;0.033029668;0.0742124;0.19600572;0.3282618;0.40614656;0.38666466;0.27957442;0.15638661;0.061349787;0.012797634;-0.0016221683;0;0;0;0;0;0;0;0;0;0
