;meta[fps=30]
;meta[frames=29]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.010656001;0.008400002;0.03162743;0.07547429;0.09409602;0.08884115;0.05405258;0.03079086;0.005231999;0.0066285715;-0.010335239;-0.011817141;0.040777147;0.13121526;0.21409525;0.24486858;0.19702096;0.11513524;0.06310858;0.04840762;0.05032381;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0050560003;0.003968;0.01013257;0.044233147;0.05920229;0.05504001;0.026809147;0.010336002;0.010459428;0.052278858;0.072832;0.07038781;0.05564344;0.04754743;0.05302553;0.060022864;0.05024;0.02552381;0.00713143;-0.001074285;-0.002331429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0013125255;0.010584652;0.051656537;0.081077434;0.111915335;0.14638522;0.1721999;0.16732197;0.13667369;0.06644214;0.012793666;0.011134521;0.07426909;0.17509644;0.26820415;0.29900151;0.26291183;0.2066858;0.18175448;0.18505487;0.18588385;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;-0.011572267;0.11572266;0.23144533;0.28930667;0.23144533;0.11572266;-0.011572267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0013637352;0.012657689;0.034499716;0.07940278;0.103198566;0.09752097;0.059865188;0.024736485;-0.0025716147;0;-0.00069710857;0.0052057845;0.029742416;0.070005074;0.10706049;0.12005906;0.09809086;0.057727482;0.023380969;0.005078556;-0.00063349423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0047769696;0.041084602;0.15713678;0.3016415;0.4026748;0.44285768;0.4007589;0.31378153;0.21032804;0.10480165;0.021105424;0.010683521;0.07746388;0.18258469;0.279562;0.30852515;0.30075;0.31379452;0.38519767;0.4668975;0.49135426;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.004570461;0.040249668;0.14093173;0.26945457;0.36461267;0.41559687;0.39320606;0.3231273;0.21887615;0.1088205;0.022081375;0.009661184;0.072057165;0.169721;0.25985926;0.28740484;0.2746182;0.27331665;0.32134238;0.38248688;0.4007693;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.004979581;0.04236485;0.16520065;0.3601151;0.45937836;0.41143057;0.2869566;0.18090364;0.15516858;0.19650923;0.18877806;0.15062779;0.17817655;0.23840503;0.31179735;0.33464816;0.31601125;0.30307668;0.34375817;0.40287012;0.42052814;0.3555021;0.24489205;0.13358898;0.05230203;0.010030412;-0.0013094641;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0051159547;0.042158898;0.18339844;0.3971837;0.5058789;0.4501517;0.30404782;0.17559898;0.14744148;0.19050878;0.18598193;0.14940637;0.16944492;0.21782841;0.28029233;0.29934973;0.28671464;0.28454754;0.33377746;0.396962;0.41582233;0.35140947;0.2421604;0.13221553;0.051855333;0.009997013;-0.0013025062;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;-0.0024547232;0.021341063;0.07943897;0.14266339;0.16359255;0.13160044;0.06395083;0.013965762;-0.0017171932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;-0.002660675;0.023127833;0.08614353;0.15468654;0.17736906;0.1426634;0.06931114;0.015112412;-0.0018591328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.00061562896;0.003974314;0.030458609;0.09576761;0.1403367;0.13773891;0.13368168;0.11256103;0.09383332;0.07800565;0.038648438;-0.001265583;0.015227449;0.035907984;0.05505872;0.060744666;0.06013933;0.06471526;0.08148364;0.099708065;0.105246946;0.08890997;0.061305467;0.033456042;0.013089075;0.0024853374;-0.00032562655;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.00088447955;0.00795976;0.023092763;0.0742846;0.10875926;0.108824946;0.115912475;0.111592494;0.09405987;0.07800565;0.03851485;-0.0002562337;0.02081969;0.04900355;0.07494235;0.08273884;0.079972856;0.0819141;0.09892971;0.119137116;0.125183;0.105827235;0.07298349;0.039883688;0.015656516;0.0030252652;-0.0003938133;0;0;0;0;0;0;0;0;0;0
