;meta[fps=30]
;meta[frames=82]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.053005714;0.04176762;0.008490058;-0.0027967975;0.057653036;0.1516023;0.21335228;0.19850515;0.12274104;0.0464832;0.026266053;0.033549715;0.02724292;0.00044647427;0.019782852;0.099711485;0.21178667;0.31368232;0.3529331;0.32307458;0.24488842;0.13652217;0.11575569;0.16102707;0.17942654;0.18018386;0.1352503;0.04915504;0.024161529;0.028041147;-0.03221943;0.054838855;0.124324575;0.16470857;0.15268572;0.09065142;-0.021394286;0.00045714242;-0.00384;0;0;0;-0.010157715;-0.0036708585;0.043145146;0.10788298;0.14813747;0.13813546;0.13402942;0.15108329;0.14495268;0.13744639;0.08766476;0.08754286;0.106194295;0.12064;0.078339055;0.025904763;-0.023268575;0.010285713;0.03192686;0.05731657;0.070675425;0.057899997;0.042898294;0.02768686;0.02907772;0.039082862;0.044955432;0.036513716;0.023345146;0.011113144;0.002966858;-0.0008611428;-0.0009680002;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.062079996;0.045147438;0.031540576;0.04592915;0.07929221;0.12750478;0.14345603;0.13639164;0.07851964;0.034262866;0.024358863;0.050218668;0.065834165;0.054770287;0.024804575;0.006235429;0.0070003816;0.013348064;-0.0021958095;0.011879621;0.067233026;0.120837085;0.14267887;0.12602922;0.08273829;0.06536685;0.07663543;0.05418667;0.062531054;0.06773942;0.1377981;0.16742705;0.13760002;0.07219811;0.06668192;0.06770286;0.103542864;0.08425143;0.032777146;-0.0027428567;-0.007497143;-0.015588573;-0.005481144;0.066005036;0.16508803;0.23818333;0.2205937;0.15024672;0.07557669;0.064277336;0.0699843;0.057462856;0.037251048;0.035605334;0.05396114;0.096868575;0.09314743;0.10590172;0.10674286;0.076086864;0.04814629;0.016206855;-0.024598286;0.015236576;0.06671658;0.13130859;0.1816006;0.19225489;0.15670915;0.10042059;0.04804801;0.012986289;-0.0035765711;-0.0042365724;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;-0.00085020735;0.006927615;0.03143878;0.06518257;0.08917731;0.08596541;0.05762517;0.024750484;0.0053027766;-0.00066127256;0;0;0;0;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0062756464;0.00046852065;0.007996935;0.021386389;0.037647918;0.049725324;0.05202009;0.043911636;0.030236153;0.016518692;0.006499888;0.0012779352;-0.00016531812;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17610237;0.083595134;0.07569451;0.12558536;0.1719938;0.16061617;0.12211182;0.103560686;0.119793646;0.12886596;0.10385619;0.054681405;0.040728368;0.08102972;0.15086108;0.21069749;0.23525901;0.21951444;0.17528966;0.111443;0.118863;0.1848751;0.26617563;0.34300917;0.38659245;0.36613303;0.31308812;0.21277799;0.09140445;0.017161597;0.020015655;0.06355085;0.113776065;0.16116725;0.18363906;0.15803266;0.113418244;0.05596483;0.01222352;-0.001502892;0;0;0;0;-0.0030010126;0.027233355;0.08580319;0.15040845;0.16613394;0.16217394;0.15157975;0.18124397;0.19131574;0.16284905;0.085264064;0.02288451;0.027769146;0.07899486;0.14532676;0.19813265;0.21396993;0.17796957;0.15785606;0.1579518;0.20009394;0.24885188;0.262289;0.22154987;0.15273228;0.08336362;0.03264245;0.0062309178;-0.0008147821;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.0013435377;0.010496389;0.05397592;0.11438963;0.1542969;0.14584729;0.09438351;0.03642246;0.005972442;-0.00082571554;-0.00009913255;0.0006317269;0.0050713103;0.014201223;0.026036873;0.036399137;0.040716268;0.038105775;0.03052505;0.01901472;0.024755748;0.044567414;0.059038293;0.056093644;0.0360482;0.009118073;-0.0010602411;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010671326;0.008712;0.03929847;0.08141348;0.11133168;0.104816504;0.09505221;0.09857274;0.104532994;0.093535736;0.05792362;0.04148193;0.05054169;0.065403625;0.052322898;0.026161449;-0.0026161447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0012023136;0.010453448;0.038902633;0.068869635;0.08782565;0.10392954;0.114943385;0.11955782;0.10053343;0.113319606;0.19214082;0.30170786;0.34041724;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;-0.0026105787;0.022699231;0.08166826;0.17619273;0.262468;0.27528894;0.20592028;0.1085125;0.026814554;0.010561063;0.040485308;0.058594227;0.050096393;0.095309325;0.18193525;0.24902731;0.2410193;0.15463085;0.039130844;-0.004549494;0;0;0;0;0;0;0;0;-0.0018146028;0.01684723;0.049280003;0.07134097;0.06876193;0.042212702;0.028575722;0.05065673;0.11020649;0.16773163;0.19635558;0.16899739;0.11458938;0.04923919;0.010553641;-0.0013158654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0010965543;0.009535014;0.035465464;0.06279327;0.080472626;0.09651004;0.10846248;0.11390696;0.096755624;0.10205437;0.16048214;0.24679643;0.27774262;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;-0.0037572293;0.03266285;0.11995674;0.23187764;0.31417862;0.3041222;0.20761244;0.09921683;0.025007375;0.009577688;0.036997113;0.053566027;0.046441212;0.0813788;0.14940971;0.20312047;0.19667472;0.1261687;0.031913254;-0.0037108439;0;0;0;0;0;0;0;0;-0.0017403858;0.016164437;0.04720193;0.06829807;0.06579326;0.04036656;0.027107717;0.04997023;0.1123317;0.17478076;0.20742132;0.18052515;0.12223521;0.052501023;0.011248313;-0.0014026994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;-0.0005804503;0.004555432;0.023120044;0.04893416;0.065980285;0.06238003;0.040381704;0.015650112;0.002571614;-0.00035512767;-0.00072250125;0.004713266;0.035999887;0.10015283;0.18326499;0.2558852;0.2857445;0.26666284;0.21301952;0.14276138;0.07659739;0.030154575;0.0053990325;-0.00072250154;0;0;-0.0027237593;0.025293114;0.07010155;0.14516822;0.1794564;0.1615887;0.09309023;0.036240097;-0.0038184584;0;0;0;0;0;0;0;0;0;0;-0.0010613016;0.009848581;0.028870367;0.04182121;0.040336877;0.024788436;0.017715568;0.021500628;0.027831327;0.022265062;0.011132531;-0.0011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
