;meta[fps=30]
;meta[frames=100]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005881905;-0.006628572;0.038674287;0.06737524;0.08082286;0.07336;0.03809524;-0.007453717;0.008338287;0.03770058;0.048699435;0.10668115;0.1746286;0.17178744;0.13843659;0.08272458;0.0003199939;-0.00011885592;0.045522284;0.054019656;0.0595648;0.08914103;0.13620846;0.16158172;0.18232505;0.16844985;0.121338524;0.09068983;0.054044496;0.0072617135;0.061149728;0.16742556;0.25219432;0.2802949;0.2117867;0.095593154;0.019286865;-0.0027497094;0.013572568;0.008480001;0.033524573;0.11149029;0.17559199;0.20936307;0.189192;0.13903315;0.090395056;0.073085725;0.049737148;0.015710477;-0.015451429;0;0;-0.022628572;0.004374856;0.09639773;0.19166401;0.21889374;0.17026973;0.08096915;0.01764343;0.011520001;0.017569525;0.016373336;0.016091429;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;-0.005988572;0.0011657135;0.025462857;0.05075429;0.05801143;0.04723429;0.018422859;-0.0014742861;-0.004228572;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.018133335;0.014217147;0.073874295;0.10241524;0.08740572;0.06857143;0.05425524;0.084324576;0.12183086;0.13196573;0.09203924;0.08510249;0.11067544;0.08939809;0.08471657;0.099307425;0.076403804;0.06349714;0.048639994;-0.003766861;-0.011198475;0.019983543;0.045242213;0.07230081;0.08088504;0.08982919;0.11814126;0.12056412;0.09331962;0.053795047;0.012973715;0.01501867;0.06555582;0.08221182;0.08493868;0.09275049;0.106908955;0.09100724;0.08894933;0.06258895;0.051416375;0.08724228;0.13014571;0.11372153;0.07676591;0.049450286;0.024440566;0.023816;0.027428571;0.013714286;-0.009142857;0;0;-0.012269716;0.002413713;0.044155437;0.08497372;0.16337831;0.24287085;0.25772953;0.23713224;0.17286402;0.09750249;0.0965242;0.13196495;0.16039619;0.14462478;0.08664381;0.021980947;0.0025485668;0.02687238;0.058811434;0.094506666;0.10745144;0.109775245;0.12270095;0.11533715;0.07265524;0.04010666;0.00095999666;-0.009539046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.014170121;0.0070850607;-0.0007085061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029127474;0.029127475;0.05825495;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;0;0;0;-0.0026718078;0.024809644;0.07078288;0.11911969;0.16542497;0.19818036;0.1965672;0.19191453;0.19942059;0.21973825;0.23928472;0.24949291;0.22992758;0.18028548;0.1252178;0.06902014;0.021435052;0.023338957;0.07392606;0.14319435;0.19060366;0.2074263;0.20206957;0.18879542;0.18605372;0.18865086;0.15766527;0.10808892;0.05451083;0.03582608;0.07499192;0.15042397;0.21621364;0.22048378;0.16199146;0.085109;0.026126463;-0.0029127474;0;0;0;0;0;0;0;-0.0031560727;0.031560726;0.06312145;0.07609642;0.09117544;0.08499688;0.09178852;0.12862848;0.13301785;0.09834161;0.064886756;0.01641253;-0.0019084339;-0.0035661475;0.035661478;0.06865114;0.113963336;0.14143525;0.16155134;0.1756203;0.2050672;0.17718619;0.12742971;0.06286024;0.013697786;-0.0016853859;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003941447;0.029389888;0.16855448;0.39707354;0.60782826;0.6819073;0.55735016;0.32796702;0.13277136;0.02870604;-0.0035862664;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.0040753013;0.017109111;0.063699946;0.11116098;0.16138458;0.19371332;0.1788746;0.13411334;0.07745127;0.019916626;-0.0023166267;0;-0.0015954509;0.012998026;0.05901768;0.12233889;0.16518293;0.18121853;0.166105;0.13026811;0.09064044;0.048608392;0.02633851;0.08106658;0.18792327;0.2771979;0.29541495;0.22759373;0.12172309;0.045081984;0.008274656;-0.0011021211;-0.0027386027;0.023804137;0.088678956;0.15922303;0.1825596;0.14471693;0.092392854;0.057682816;0.050768714;0.04214458;0.02107229;-0.002107229;0;0;-0.0028690128;0.024937669;0.092901774;0.1651193;0.20670487;0.20088097;0.15207197;0.09932684;0.0607049;0.026559042;0.0056871353;-0.00070930144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08042512;0.19422;0.3712291;0.5248061;0.5313316;0.40500745;0.23480849;0.1736842;0.22828372;0.26799902;0.2088296;0.17303517;0.15928538;0.16765037;0.13637352;0.06818676;-0.006818676;-0.0014474518;0.0117926905;0.05353857;0.110986;0.14986281;0.16443641;0.1429248;0.18463527;0.33021986;0.49143475;0.5223785;0.41431898;0.22645685;0.11227158;0.09604777;0.18390164;0.2845642;0.32049775;0.34175205;0.3465802;0.29435527;0.23587236;0.15463085;0.039130844;-0.004549494;-0.0019092292;0.019092292;0.038184583;0.046528418;0.048638027;0.057994924;0.0679474;0.08009857;0.06442953;0.03130468;0.0068353736;-0.00084050605;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08809543;0.1275417;0.12294025;0.07889254;0.01763764;0.018099641;0.07600179;0.1365405;0.1566069;0.12602025;0.061273452;0.013409135;-0.0016476148;-0.00058631337;0.0043713744;0.025074173;0.059124876;0.0905316;0.1015658;0.083000444;0.04881801;0.019730559;0.0042600497;-0.0005325062;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004675664;0.04341688;0.12242446;0.22268406;0.32225895;0.37449837;0.32802004;0.23363954;0.15050569;0.1500671;0.22040188;0.25633493;0.199097;0.17109698;0.16368105;0.17459762;0.14182846;0.07091423;-0.007091423;-0.001388672;0.011327351;0.05122902;0.106205255;0.14346161;0.15741736;0.13969058;0.15194906;0.22365968;0.3045079;0.3098934;0.24362923;0.14244184;0.0911367;0.09466734;0.16723178;0.24712926;0.27124712;0.28378415;0.2849203;0.24080037;0.19240727;0.1261687;0.031913254;-0.0037108439;-0.0018257353;0.018257353;0.036514707;0.04454683;0.04604972;0.053722817;0.06190801;0.07311291;0.05884935;0.028627306;0.0062787486;-0.00077092793;0;0;0;0;0;0;-0.004675664;0.04341688;0.12691087;0.18368678;0.17700727;0.113551825;0.026217112;0.01843547;0.08107266;0.14561352;0.16698799;0.13434184;0.0652923;0.014260774;-0.0017533738;-0.00053250615;0.0039631817;0.022838391;0.0538796;0.08258297;0.0926876;0.075781;0.044569094;0.018014291;0.0038667005;-0.00048426524;0;0;0;0;0;0;0;0;0;0
