;meta[fps=30]
;meta[frames=42]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;-0.02929981;0.02296381;0.11937828;0.16550705;0.16135009;0.10261028;0.0006704749;-0.0028190457;0.02271314;0.06576572;0.1651383;0.24921148;0.25506744;0.19169678;0.085790485;-0.00004076674;0.042566862;0.116281904;0.16529524;0.22230856;0.26249903;0.20892951;0.14207238;0.05017143;0.032480005;0.12887314;0.265056;0.3412892;0.3203383;0.21716347;0.12294742;0.06701028;0.052691426;0.05586286;0.052154284;0.03339429;0.015977144;0.0043542865;-0.0011085717;-0.00144;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0052967626;0.004156953;0.0034392376;0.043754674;0.09403278;0.13713066;0.13012266;0.0968442;0.022511233;0.0024937121;0.024529533;0.060915437;0.07874058;0.092206866;0.08259429;0.054255623;0.056206483;0.05801143;0.05564191;0.06681905;0.06918857;0.037973333;0.020995703;0.0085328985;0.00737894;0.028458454;0.057110213;0.072491445;0.061181556;0.050842784;0.062019594;0.09127151;0.122229725;0.13394287;0.10904572;0.06986286;0.03337143;0.008982857;-0.0024971426;-0.002937143;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0013750268;0.012768855;0.031555954;0.10747346;0.20647588;0.27704167;0.27887374;0.25094333;0.20516299;0.2104838;0.2460308;0.26218626;0.22785987;0.15869297;0.10777082;0.09620559;0.14159888;0.18806902;0.19083863;0.15626852;0.12392893;0.08427167;0.050142568;0.03951685;0.09682611;0.23134094;0.388565;0.4806708;0.45759374;0.3308724;0.18512252;0.07263199;0.015182269;-0.0019230875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0028515186;0.026474223;0.077440016;0.11210724;0.10805447;0.06933446;0.01755812;-0.002040964;-0.0027509283;0.023923015;0.08895251;0.15978563;0.18324943;0.14745238;0.071685955;0.013209278;0.021205751;0.065563984;0.115979776;0.16176894;0.18162593;0.15419881;0.10946687;0.057572797;0.034316592;0.055840097;0.095941976;0.11868416;0.11298611;0.081696875;0.045709267;0.017933825;0.003748708;-0.00047483642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0026643863;0.024740197;0.07232434;0.1046829;0.10087928;0.064717114;0.014363931;0.015552704;0.065031245;0.11676356;0.13387704;0.10767107;0.052301753;0.009580101;0.015445089;0.049280003;0.07134097;0.06876193;0.04412193;0.01117335;-0.0027717883;0.010151755;0.069804475;0.17791553;0.29799417;0.36866462;0.34834144;0.27639598;0.2250043;0.2208875;0.24286729;0.2498119;0.21159326;0.14588489;0.07966301;0.031229533;0.006008784;-0.0007834519;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.002207952;0.0204987;0.05996724;0.08681519;0.08367953;0.053695913;0.011674591;0.015165294;0.062266767;0.11184995;0.1282746;0.10321667;0.050180167;0.009250206;0.014814338;0.04720193;0.06829807;0.06579326;0.042192295;0.010653833;-0.0026126993;0.009476488;0.06498313;0.16540731;0.27691746;0.34257588;0.32244423;0.26859632;0.2518216;0.28994575;0.34404644;0.36069843;0.30483657;0.21009174;0.1146957;0.044961516;0.008641629;-0.0011271689;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011786569;0.010249723;0.03811807;0.06843864;0.078464866;0.063111715;0.030660387;0.0056371423;0.009025051;0.028870367;0.04182121;0.040336877;0.025901688;0.006583036;-0.0007644338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.001261316;0.010959978;0.040870313;0.07347471;0.08431224;0.06787227;0.03302688;0.006082073;0.009725194;0.031022655;0.04490121;0.04326844;0.02775711;0.0070209154;-0.00081638555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0062861694;0.058371577;0.1706246;0.24695666;0.2379764;0.14958042;0.06375229;0.109435745;0.23616329;0.32013935;0.3391214;0.28102407;0.21099487;0.1754554;0.20634481;0.25689358;0.29613498;0.27522212;0.24626456;0.25801402;0.3123195;0.31859452;0.24325068;0.1306905;0.10182895;0.18965137;0.3230403;0.3997252;0.37714124;0.3051067;0.26375243;0.27876168;0.31822425;0.3304838;0.27954346;0.19261785;0.10514537;0.04122098;0.007929145;-0.0010339338;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.005931042;0.055077463;0.16095044;0.23293523;0.22444484;0.14096382;0.060890127;0.10691423;0.23044342;0.31234655;0.33161807;0.27600327;0.20881289;0.17511845;0.20523751;0.25339794;0.29112536;0.27069676;0.2409822;0.24888256;0.29729426;0.30113682;0.22934814;0.122681454;0.09243149;0.16978447;0.28946063;0.3581857;0.33754602;0.27694696;0.24935727;0.27568826;0.32141533;0.33553022;0.28366804;0.19547333;0.10672758;0.041863885;0.008076651;-0.0010520243;0;0;0;0;0;0;0;0;0;0
