;meta[fps=30]
;meta[frames=58]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;-0.007817144;0.011725715;-0.0034285698;0.062377147;0.10820571;0.10059428;0.14322285;0.14016;0.09467428;0.12237714;0.09366857;0.025737144;0.035885714;0.013759999;0.020327618;0.049264766;0.068754286;0.061881907;0.04263619;0.022537144;0.0005790464;-0.0112457145;0.0046476196;0.023908572;0.018422859;0.043748576;0.08123429;0.08342858;0.0768;0.053668573;0.0011276177;-0.010544761;0;0;-0.016694859;0.025042286;0.050084572;0.058432;0.050084572;0.025042286;-0.025234286;-0.0029165717;0.036077715;0.09013943;0.12366629;0.13002971;0.10174172;0.06554514;0.04192915;0.02774857;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.010697143;0.0020571437;0.045577142;0.082118094;0.101805724;0.13165715;0.10625525;0.059200004;0.06462477;0.061211433;0.038720004;0.08382477;0.15550476;0.20514286;0.22512762;0.17747049;0.07094858;-0.0059200013;-0.025310477;-0.007074742;0.019974396;0.11945479;0.2463808;0.3296988;0.28291813;0.20132269;0.10391835;0.07362225;0.08220465;0.10305525;0.0839162;0.07463619;0.050666668;0.026819047;0.0006552367;-0.0064914282;-0.009856001;0.0050925724;0.036022857;0.071615994;0.08315428;0.08643658;0.08877715;0.09599086;0.10777601;0.11590399;0.09468342;0.06429257;0.04362057;0.014153144;-0.0018925702;-0.0039314292;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;-0.0014506006;0.01181893;0.053644937;0.111255415;0.1522396;0.14678147;0.09841203;0.042279452;0.009056285;-0.0011294115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0021469884;0.018664485;0.06783768;0.1413434;0.17619617;0.15406072;0.111485936;0.09445317;0.091955505;0.09042636;0.07043553;0.04882251;0.04736256;0.045905475;0.041751765;0.059417184;0.10450107;0.16379613;0.1989304;0.20730174;0.19604865;0.16251554;0.10687706;0.054581206;0.011560337;0.026384102;0.053331196;0.095917895;0.12915805;0.15882945;0.1657093;0.15918723;0.105479136;0.054743428;0.014365735;-0.0016698795;-0.003133172;0.028826896;0.08562762;0.14821519;0.17532307;0.17320472;0.15925358;0.16215485;0.1808022;0.1995325;0.19423087;0.15946397;0.10878362;0.046689846;0.010010693;-0.0012481163;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;-0.0002809639;-0.0052375915;0.07557134;0.2675293;0.47362298;0.53959644;0.43164137;0.19865526;0.1590966;0.22240016;0.2894204;0.23917767;0.13036194;0.0050128205;0.010922604;0.0046597603;0.0009923858;-0.00012404822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;-0.0034113259;0.034113258;0.068226516;0.08187182;0.10233977;0.10104097;0.09359543;0.105191834;0.10752303;0.096118815;0.09735665;0.06658978;0.033007957;0.0072122905;-0.0008866267;-0.0020118074;0.016391855;0.07440538;0.15418841;0.21085493;0.20317507;0.13612066;0.056403246;0.031171942;0.05293593;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;-0.0022742173;0.02274217;0.04548434;0.056855425;0.04548434;0.02274217;-0.0034415426;0.009526264;0.043028824;0.08908888;0.12186942;0.117495924;0.07879607;0.033922423;0.007309305;-0.0009096872;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2364698;0.19687511;0.16262773;0.17420186;0.1685725;0.14053337;0.16422413;0.27922392;0.38639903;0.36522123;0.31652015;0.30277145;0.30606002;0.26993942;0.17500341;0.044262946;-0.0051469402;-0.0018146028;0.01684723;0.042073548;0.13825864;0.26279083;0.3420786;0.32377487;0.22975689;0.09666934;0.02559666;0.02029683;0.0684261;0.19836836;0.35511217;0.45518696;0.42000368;0.28165084;0.12997232;0.06489376;0.07738445;0.11031225;0.10633795;0.07127715;0.030603332;0.0065503833;-0.000817128;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.1923219;0.16659093;0.15002942;0.16722918;0.16170001;0.13013928;0.13785413;0.22733742;0.31527328;0.29794735;0.25916535;0.24959135;0.25336528;0.22376388;0.14505687;0.03670395;-0.00426747;-0.0017403858;0.016164437;0.04123118;0.12373809;0.22645238;0.29034474;0.2730754;0.19499928;0.08458775;0.023852192;0.018869642;0.059422676;0.1678129;0.29696026;0.37843928;0.34773463;0.2331464;0.10869804;0.05862614;0.07433859;0.10543621;0.10169567;0.06821794;0.029334225;0.006285429;-0.0007837305;0;0;0;0;0;0;0;0;0;0;0;0;0
