;meta[fps=30]
;meta[frames=160]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.008950858;0.0017097152;0.038192004;0.074754044;0.08441322;0.073980965;0.044691555;0.03318705;0.046336003;0.05922032;0.054191753;0.04224;0.02649905;0.012383495;0.0034590499;-0.012880764;-0.01333816;0.048827432;0.15684117;0.25573644;0.29761606;0.23428118;0.11875811;0.032736007;-0.0052883765;-0.01071086;-0.01116343;0.008800002;0.045408003;0.062907435;0.061298292;0.03628343;-0.0060832663;0.00914547;0.06439837;0.11864164;0.15283592;0.14564574;0.09707102;0.047549386;0.012368977;-0.0025926551;-0.004297142;0;0;0;0;-0.005881905;0.0046476196;0.009219048;0.04460191;0.092144765;0.095445335;0.083065905;0.08768534;0.076958485;0.07602211;0.055710487;0.03881982;0.057522286;0.07681219;0.080975235;0.028068569;0.021241913;0.093683824;0.14445716;0.12626287;0.10027429;0.04828571;0.09561144;0.16891429;0.1649143;0.10189715;0.036329146;-0.0020960001;0.02783772;0.07583087;0.086566865;0.070400015;0.027330289;-0.018334173;-0.011847314;0.06768458;0.16906059;0.24375498;0.23162334;0.14404847;0.0626999;0.028233452;0.05977844;0.11349028;0.110649906;0.08300495;0.047012575;0.0011276177;-0.010544761;0;0;0;-0.022628572;0.004374856;0.09639773;0.18578212;0.21302705;0.20722212;0.14971581;0.094885334;0.0739581;0.047786668;0.0011276177;-0.010544761;0;0;0;0;0;0;0;0;0;0;-0.010828192;-0.011314284;0.04485486;0.14433677;0.23550479;0.2721623;0.2126842;0.116288766;0.05179277;0.056741346;0.09825219;0.10562069;0.07405606;0.077361636;0.12039618;0.20910583;0.26424164;0.29671186;0.2343053;0.15184326;0.07795592;0.022870203;-0.026331428;0;-0.0031085713;-0.0010057145;0.013074287;0.032621715;0.047021717;0.030317714;0.05080686;0.054180577;0.051958855;0.043136004;0.022765717;-0.015177144;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.006162285;-0.0021851447;0.02612114;0.065325715;0.08866743;0.09651201;0.07731886;0.045467433;0.024656003;0.012406859;-0.0010811428;-0.0029668575;0;0;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.05257372;0.032320004;0.020628575;0.05406172;0.07280534;0.07431162;0.05029181;0.016057905;0.007584002;0.029903242;0.029148953;0.016749717;-0.003663456;0.006399565;0.03828245;0.07038694;0.090657964;0.0864;0.057613067;0.02827755;0.007418772;-0.001541226;-0.0025599992;0;0;0;0;-0.018133335;0.014217147;0.0651581;0.10921143;0.13540572;0.111265525;0.05026743;0.036928;0.036529526;0.03465448;0.0245981;0.016966099;0.03219886;0.064522676;0.07740953;0.049203817;0.0352;0.057066668;0.07174095;0.0762819;0.044571426;0.0022323783;0.0031161932;0.03846857;0.115926854;0.20892799;0.25228804;0.24013488;0.18617833;0.11427316;0.07118859;0.05003086;0.02451429;-0.0061725727;-0.0069645736;0.017408917;0.017643586;0.08024107;0.1681728;0.1887302;0.16046871;0.09005958;0.0088685695;0.014963814;0.049340952;0.048121907;0.03190857;0.0007009506;-0.006278095;0;-0.007268572;0.001394286;0.02379886;0.05637943;0.10730745;0.1250724;0.13970974;0.15447277;0.12613867;0.119978294;0.17810819;0.20940953;0.22176002;0.19533564;0.13336077;0.08266972;0.108242296;0.18591848;0.22518401;0.23717031;0.23474135;0.15821716;0.07915429;0.040137142;-0.0016731453;-0.01391238;0.0116662895;0.03713601;0.06035963;0.07024915;0.055264007;0.028076194;-0.00087161857;0.0056144786;0.033001143;0.047930337;0.04588844;0.03754449;0.021781765;0.032461498;0.044545308;0.055454697;0.047575515;0.025598912;0.02670803;0.04187102;0.04143238;0.046933334;0.031085713;0.00060952205;-0.0060952376;0;0;-0.00896;0.01344;0.02688;0.03136;0.02688;0.01344;-0.00896;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06398741;0.07708562;0.08378642;0.09668214;0.13046841;0.17266305;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.020437744;0.0030822807;0.0035439623;0.023113046;0.054518245;0.08348039;0.093654014;0.0741961;0.06553109;0.09289494;0.118360125;0.11630546;0.07806354;0.03848978;0.034509256;0.05400391;0.052035842;0.03257492;0.013970146;0.037161365;0.09731173;0.16299118;0.20170854;0.19203687;0.13883857;0.077637136;0.030458601;0.0063325907;-0.0008035868;0;0;0;0;0;0;-0.0027767716;0.025782945;0.07538314;0.10800473;0.11480614;0.103372596;0.081544995;0.07193604;0.056678705;0.054318093;0.08350186;0.13200386;0.14725953;0.11617592;0.053951427;0.014365735;-0.0016698795;-0.005174242;0.04895491;0.12772433;0.21950807;0.26542142;0.2374569;0.14425614;0.072643355;0.015902027;-0.0019537595;0;0;0;0;-0.0028151309;0.022939852;0.10407797;0.21580781;0.29528964;0.2829559;0.20503053;0.14629148;0.14944528;0.19244476;0.22415513;0.19317073;0.12872864;0.0647837;0.01707094;-0.0019847713;0;-0.0018714581;0.016259858;0.060666732;0.10897755;0.12499051;0.100550614;0.04609226;0.03642485;0.07407348;0.109114714;0.10515471;0.067463145;0.01707094;-0.00492376;0.02729061;0.079772554;0.11546027;0.11126171;0.07137544;0.018053785;-0.0020992775;0;0;0;-0.0019077186;0.01421211;0.08169602;0.1926061;0.2950246;0.33104292;0.26819652;0.18010633;0.14132503;0.16297525;0.20071454;0.1959563;0.13679774;0.08148707;0.060951285;0.071577184;0.08675571;0.12947975;0.14826079;0.14202738;0.09934422;0.045681775;-0.0046446514;0;-0.0013998363;0.011407664;0.051745277;0.107303604;0.1468397;0.13873838;0.123426065;0.09777385;0.07995672;0.055876084;0.028483378;-0.0028483379;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;-0.00086886715;0.084396645;0.28405333;0.49813637;0.5653066;0.45332226;0.2204909;0.04819273;-0.005923899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0041385186;0.030859377;0.17698221;0.4169272;0.6382197;0.71600264;0.58499503;0.3462977;0.14665401;0.043102786;0.011064543;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;-0.003941447;0.029389888;0.16855448;0.39707354;0.60782826;0.6819073;0.55735016;0.32796702;0.13277136;0.02870604;-0.0035862664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.17549801;0.14291373;0.2011426;0.25763857;0.20611088;0.10305544;-0.010305543;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.01338873;-0.0016735911;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.03422231;0.01292396;0.026816376;0.070671126;0.11813889;0.14598387;0.13895217;0.10054494;0.056378324;0.022187814;0.0046779336;-0.0005907056;0;0;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07770958;0.08592909;0.08578345;0.078956164;0.07506109;0.059591517;0.048653666;0.06109162;0.07804634;0.07596627;0.04546844;0.042483862;0.086727716;0.12757352;0.12290845;0.07681712;0.037402652;0.06283652;0.115285315;0.14955921;0.15491156;0.12776567;0.111560695;0.12500441;0.14096966;0.13689198;0.10484499;0.051301092;0.010081779;0.0077716988;0.041551694;0.08541779;0.12374339;0.13896368;0.116339944;0.07502638;0.034643166;0.028372053;0.053367235;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;0;-0.0028690128;0.024937669;0.092901774;0.16680507;0.18924376;0.17247604;0.12794884;0.10612298;0.1149031;0.122272305;0.096672796;0.06645725;0.033007957;0.005947953;0.010102774;0.04093989;0.07355423;0.0843687;0.06788857;0.033007957;0.0072122905;-0.0008866267;-0.0007668194;0.0057263626;0.032716654;0.07700557;0.117766544;0.13206495;0.10789994;0.063500226;0.02370991;0.024246655;0.05379955;0.07761723;0.08449288;0.10747286;0.16193667;0.24915743;0.30934694;0.3011918;0.22556555;0.13467751;0.05906149;0.015919521;-0.0018527715;0;0;0;0;0;0;-0.00206747;0.020674702;0.041349404;0.051686753;0.041349404;0.020674702;-0.00206747;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0016899182;0.013770941;0.062475763;0.1268463;0.19901739;0.27463958;0.3140547;0.29932472;0.2771605;0.28331283;0.3497061;0.4535888;0.50963736;0.47549886;0.379675;0.25434497;0.13649598;0.053760245;0.009620984;-0.0012876632;0;0;0;0;-0.0072064595;0.06691765;0.19559859;0.28310028;0.2728027;0.16999896;0.09073161;0.13069963;0.19662648;0.18948312;0.12102546;0.034460377;0.021528088;0.06383394;0.106818244;0.13209385;0.12578806;0.09105775;0.051010847;0.020067181;0.0042319507;-0.00053436134;0;0;0;0;-0.0032432775;0.030109785;0.08628082;0.14438893;0.17222026;0.1462169;0.123661265;0.17184918;0.24482295;0.2667002;0.21383367;0.11578798;0.12612157;0.2368847;0.3303685;0.33179647;0.24653825;0.12187616;0.122768156;0.20906079;0.26037917;0.2607561;0.21679305;0.14604397;0.11706786;0.097882785;0.043530423;0.04527156;0.12877557;0.23364958;0.26799902;0.2156483;0.104848415;0.019975325;0.02111173;0.10858093;0.22508489;0.307908;0.2967889;0.19892302;0.085426606;0.016490404;0.014564617;0.049280003;0.07072534;0.07335187;0.07044981;0.073254466;0.09375939;0.10664408;0.08135599;0.1016336;0.20825294;0.3412878;0.385684;0.30747956;0.18111701;0.119776756;0.13647462;0.14891616;0.11136241;0.045962505;0.010664964;-0.0012987952;0;0;0;0;0;-0.00058631337;0.0043713744;0.025074173;0.059124876;0.0905316;0.09957382;0.0978505;0.13402829;0.22057371;0.3040406;0.41503194;0.5048889;0.49564928;0.39044574;0.245043;0.1079002;0.064524144;0.06876193;0.04412193;0.01117335;-0.0012987952;-0.004842651;0.048426513;0.096853025;0.121066295;0.096853025;0.047473792;0.0029211764;0.03522378;0.070047;0.12245561;0.21767661;0.3284477;0.39767852;0.38504577;0.3011461;0.18621387;0.10372625;0.052131414;0.017878845;-0.0019481931;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0018034701;0.01469494;0.06668832;0.13582358;0.20856188;0.27878144;0.30966315;0.28764698;0.25573263;0.2458334;0.2885262;0.36975703;0.41586187;0.3880306;0.3098555;0.20762174;0.11143665;0.043911666;0.007854622;-0.0010514061;0;0;0;0;-0.005970748;0.055440005;0.16208966;0.2346181;0.2261017;0.14026877;0.0811684;0.12566032;0.18803403;0.1811764;0.11570834;0.032846216;0.020535862;0.060988776;0.10216006;0.12636696;0.12028382;0.086930744;0.0486269;0.019042987;0.003979083;-0.00050414447;0;0;0;0;-0.004675664;0.04341688;0.12517048;0.19985123;0.2242092;0.17800473;0.12794006;0.16333707;0.23420066;0.25509545;0.20444804;0.11161588;0.11210033;0.20175998;0.27943757;0.28074434;0.21023694;0.10671875;0.120237604;0.21337436;0.27016744;0.2700914;0.22062543;0.143169;0.11178918;0.093833335;0.04177316;0.043416318;0.123257175;0.22354682;0.25633493;0.20618843;0.10018277;0.019121792;0.019574886;0.10086609;0.2090821;0.2860126;0.27570164;0.18480115;0.07940168;0.015266564;0.014043465;0.04720193;0.06773895;0.0699546;0.06617259;0.0672274;0.0854727;0.09732199;0.074774705;0.088477746;0.17419714;0.2829717;0.31935698;0.25265282;0.16848253;0.15296285;0.19272456;0.2017957;0.14453737;0.053510368;0.009054459;-0.0012394219;0;0;0;0;0;-0.00053250615;0.0039631817;0.022838391;0.0538796;0.08258297;0.09083237;0.089622825;0.12383198;0.20470741;0.28580922;0.35528734;0.38018727;0.3317665;0.23862137;0.14853543;0.081542075;0.06430521;0.06579326;0.042192295;0.010653833;-0.0012394219;-0.004497543;0.044975426;0.08995085;0.11243857;0.08995085;0.044108424;0.0025682743;0.032044772;0.06412561;0.10868134;0.18533218;0.27236316;0.32558313;0.31530535;0.25148392;0.16114339;0.09439274;0.04942844;0.017132968;-0.0018591328;0;0;0;0;0;0;0;0;0;0
