;meta[fps=30]
;meta[frames=36]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.019712;-0.006939434;0.083564796;0.20870583;0.27844208;0.28327957;0.27469078;0.2923712;0.33496323;0.31600553;0.20439135;0.062495105;-0.008387653;-0.022996118;0.0010971427;0.02370286;0.038272;0.05567543;0.08212344;0.07765182;0.069195434;0.12992;0.23120077;0.3302842;0.38094172;0.29738668;0.16035809;0.07305144;0.03526858;0.02726095;0.027291428;0.0005790464;-0.0053638094;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.04822949;0.09363384;0.123988114;0.14578927;0.15378745;0.116405964;0.042403664;0.04504869;0.055798247;0.09097691;0.12471773;0.105913915;0.063341714;0.034176;0.0027596185;0.042738292;0.08008534;0.126176;0.17852649;0.21425524;0.18050286;0.19321905;0.18223238;0.15392001;0.12217905;0.07550476;0.0015999987;-0.016365714;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.039415523;0.031371474;0.023114318;0.02330834;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08013992;0.11022781;0.1878423;0.30042234;0.384215;0.36496884;0.24509591;0.10534701;0.01952863;0.025502881;0.08388761;0.15962023;0.20873426;0.21038291;0.16422431;0.18363549;0.19388737;0.18946815;0.13432202;0.059024997;-0.0060473504;-0.0030010126;0.027863136;0.08149014;0.11796507;0.11369495;0.07294989;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0007172531;0.005860483;0.026373923;0.054528728;0.07381059;0.07814561;0.07654317;0.07952413;0.084891275;0.07697351;0.0520131;0.0223748;0.004800349;-0.00059829425;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0064902664;0.060264107;0.17306262;0.28370512;0.33306825;0.29711986;0.22884217;0.24169096;0.27883875;0.31339857;0.34431586;0.33845124;0.29091534;0.21283177;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0067537366;0.06271327;0.17997593;0.2959443;0.3488564;0.31293917;0.24209547;0.25433567;0.29134503;0.32298645;0.34698486;0.3323673;0.28010288;0.20326613;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0024785467;0.020193297;0.09167194;0.19007908;0.26013723;0.2508427;0.16822772;0.07231137;0.015527659;-0.0019348345;0;0;0;0;0;-0.000966675;0.0071990383;0.041422304;0.0976453;0.14950249;0.1677023;0.1370396;0.08058099;0.03259049;0.0070357625;-0.00087947026;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0026450898;0.02155258;0.097809546;0.2027902;0.2774405;0.26744795;0.17927831;0.077001505;0.016497526;-0.0020572925;0;0;0;0;0;-0.0010464581;0.007800196;0.044778753;0.10548816;0.16150893;0.1812005;0.14811093;0.08714731;0.035278995;0.007614655;-0.00095183175;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;-0.0036369984;0.029634798;0.1344881;0.27883652;0.37861964;0.39597192;0.30720672;0.18801826;0.09738004;0.039679684;0.05117624;0.18665136;0.37572736;0.51206833;0.49377233;0.33098128;0.13799664;0.06686534;0.13176854;0.24301948;0.28290918;0.24549924;0.15821145;0.09879714;0.07838472;0.090579845;0.1442906;0.22896092;0.26721042;0.22840428;0.12663624;0.032751903;-0.0038073251;0;0;0;0;0;0;0;0;0;0
