;meta[fps=30]
;meta[frames=20]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;0;0;0;-0.005988572;0.0011657135;0.024401633;0.03598041;0.06626939;0.111937955;0.15216;0.18073471;0.17961797;0.11962122;0.058403265;0.015242444;-0.0031934727;-0.0052897944;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.018133335;0.014217147;0.073874295;0.10241524;0.09984001;0.06351021;-0.0027472128;-0.0025991832;0.039203268;0.072254695;0.0929698;0.08859428;0.059128165;0.028904488;0.0075559155;-0.0015151036;-0.0026383665;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0057587;0.053469554;0.15634845;0.22390825;0.23903613;0.21797536;0.17309137;0.17872724;0.20656022;0.20977968;0.20737045;0.19115508;0.13883857;0.077637136;0.030458601;0.0063325907;-0.0008035868;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.011572267;0.11572266;0.23144533;0.28930667;0.23144533;0.11572266;-0.011572267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.00028853706;0.0019788642;0.01377026;0.03504021;0.058711607;0.07274315;0.06934658;0.050200902;0.02814031;0.011014388;0.0022651283;-0.00028853698;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.0026643863;0.024740197;0.070597686;0.121949464;0.13541241;0.10734915;0.05461249;0.040466752;0.062107276;0.106818244;0.13209385;0.12578806;0.09105775;0.051010847;0.020067181;0.0042319507;-0.00053436134;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.002207952;0.0204987;0.058393657;0.10255102;0.1151512;0.092531346;0.04854049;0.03810745;0.0594152;0.10216006;0.12636696;0.12028382;0.086930744;0.0486269;0.019042987;0.003979083;-0.00050414447;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.00045325307;0.0031250606;0.021469882;0.054690953;0.09158099;0.11328943;0.10785039;0.07798338;0.04363157;0.017118651;0.0035783127;-0.000453253;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;-0.00048346995;0.0033333981;0.022901207;0.058334466;0.09771182;0.120892935;0.11510401;0.08323317;0.046565793;0.01825735;0.0038168668;-0.00048346983;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;-0.0045003267;0.040722806;0.12722258;0.251008;0.33691102;0.3462893;0.28119862;0.21861827;0.16559483;0.13762513;0.10120744;0.056537353;0.02212829;0.0045977337;-0.00058366254;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;0;-0.0042003044;0.03782834;0.12029814;0.2401287;0.32486;0.33649823;0.27618286;0.21621603;0.16524811;0.13798375;0.10149847;0.05687928;0.022382746;0.004705879;-0.0005947951;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;-0.0005195182;0.0048240973;0.014101207;0.020409644;0.019667473;0.012305158;0.0053367233;0.0144224595;0.03777268;0.06334569;0.07841119;0.07464998;0.05394348;0.030124629;0.011786168;0.0024586983;-0.0003117108;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;-0.00039334947;0.0036514706;0.01068723;0.015474218;0.0149175925;0.009251134;0.0046454463;0.015071329;0.039226267;0.06571692;0.08135814;0.07746175;0.055996638;0.03129673;0.01227759;0.0025398065;-0.00032284335;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;-0.0008423616;0.007818748;0.018995624;0.07075095;0.12221478;0.16363522;0.1648818;0.1341274;0.078014076;0.048923504;0.024213256;0.015286954;0.011813207;0.006689061;0.0026368196;0.00055344566;-0.0000699759;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;-0.0005195182;0.0048240973;0.010200925;0.058374356;0.10669047;0.14379705;0.14138462;0.11069659;0.061231785;0.0448486;0.029305598;0.022667825;0.016935762;0.009559664;0.003781879;0.0007919997;-0.00010019275;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;0;-0.00024173498;0.0016666991;0.011450604;0.029167233;0.04885591;0.060446467;0.057552006;0.041616585;0.023282897;0.009128675;0.0019084334;-0.00024173492;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;0;0;0;0;-0.00026240968;0.0018289158;0.012253736;0.031080436;0.051971428;0.06426652;0.061236877;0.044394948;0.024920966;0.009825254;0.0020817828;-0.00026240965;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.014170121;0.0070850607;-0.0007085061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
