;meta[fps=30]
;meta[frames=22]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;-0.0069180955;0.005409525;0.0053424723;0.05708496;0.1312198;0.14152534;0.11287771;0.13119696;0.17178974;0.26147962;0.3190629;0.25313526;0.1472183;0.0810423;0.059887238;0.052102096;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.0052967626;-0.010188191;0.030107435;0.08447391;0.10994743;0.14074516;0.16687849;0.16530286;0.20180573;0.18547809;0.11175619;0.04909714;0.0098971445;-0.016228572;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0031727718;0.029466223;0.08469535;0.13254073;0.20096289;0.2676817;0.27325913;0.22959892;0.13856089;0.035415765;-0.0058550755;0.01415581;0.06427796;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.055797838;0.057565793;0.053735666;0.05323206;0.06676816;0.07600604;0.06210893;0.03661278;0.014893738;0.0032602423;-0.00040554232;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0049985065;0.04641152;0.13070112;0.24290222;0.32325163;0.337119;0.2582933;0.16557784;0.068826504;0.015460857;-0.0019036626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.005195182;0.048240975;0.13622396;0.24856085;0.32502165;0.3300109;0.24470605;0.15202214;0.06099402;0.01239162;-0.0015808195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.00032840972;0.0024417355;0.014106774;0.03330297;0.05107791;0.057341818;0.04689208;0.027573425;0.011138098;0.0023823625;-0.000298723;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.00040819286;0.0030428923;0.017463233;0.041153263;0.063010134;0.07069158;0.05777784;0.03399133;0.013752388;0.002968676;-0.00037108446;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;-0.005216705;0.04844025;0.14160211;0.20446566;0.20114817;0.14752275;0.08105484;0.06879794;0.10513378;0.14215316;0.21477547;0.30088225;0.3507972;0.3085604;0.2087461;0.089683674;0.019210303;-0.0023957214;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;-0.0053595724;0.049770955;0.14543909;0.21002264;0.20626539;0.14975852;0.07914933;0.06387773;0.10776291;0.15205367;0.22764358;0.30851957;0.34989175;0.30037242;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;-0.005588531;0.05189244;0.15169929;0.21905111;0.2164164;0.14984387;0.05474979;0.015674604;0.012616869;0.0031913253;-0.00037108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;-0.0057814945;0.05368478;0.15693158;0.22674741;0.22253558;0.15110557;0.050994415;0.010787423;0.0095739765;0.0024268916;-0.00028202412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;-0.0006449448;0.005607086;0.020717643;0.039019525;0.046055283;0.038418368;0.019876022;0.005206313;-0.0016201542;0.00827147;0.037556708;0.077852026;0.10648268;0.102619685;0.06876342;0.029512346;0.006318826;-0.0007881834;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;-0.0009265977;0.008600622;0.024814412;0.040182874;0.042587496;0.03185017;0.013148632;0.0030454893;-0.001121417;0.0061117588;0.027764535;0.057584133;0.07878493;0.07594614;0.050904617;0.021853162;0.0046756645;-0.0005833448;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;-0.0007792773;0.0072329654;0.021183617;0.030678075;0.029580725;0.018988919;0.004818795;-0.0005598073;0;0;-0.0008034507;0.006545929;0.029714318;0.061636694;0.08435279;0.08133745;0.05454114;0.023435572;0.005019183;-0.0006259665;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;-0.002597591;0.024120487;0.07050603;0.09932444;0.12363047;0.13700436;0.122940265;0.10123181;0.06612724;0.01672106;-0.0019444821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;-0.00435282;0.040422224;0.118116155;0.16814575;0.19065572;0.18146025;0.13641804;0.10259741;0.067797124;0.017132968;-0.0019927232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;-0.00071619294;0.0066535436;0.019407712;0.02748622;0.032477308;0.033249162;0.027412001;0.021701016;0.01424964;0.0036069397;-0.0004193253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002089735;0.0017032771;0.0077215238;0.016015576;0.021923134;0.021145448;0.01418539;0.0061022183;0.0013091861;-0.00016317113;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;0;-0.002144868;0.019916102;0.058223143;0.08427327;0.08121183;0.05210025;0.013180917;-0.0015325785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;0;0;-0.0018813979;0.017466944;0.05109832;0.073975675;0.07130387;0.0457547;0.011588965;-0.0013470361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;-0.006623857;0.061503533;0.1731862;0.32067257;0.43973875;0.4908797;0.4108053;0.29032162;0.14004835;0.03200417;0.04304431;0.13322301;0.26816377;0.3931654;0.44910863;0.37853393;0.25719714;0.1104904;0.023676673;-0.002952348;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;-0.002144868;0.019916102;0.05572092;0.107511684;0.14909428;0.15033185;0.107820414;0.059165694;0.015335803;-0.005669056;0.03885254;0.07770508;0.097131334;0.07770508;0.03885254;-0.0038852538;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;-0.002144868;0.019916102;0.0535126;0.12800705;0.20913947;0.23729734;0.19168365;0.11300633;0.029006181;-0.0070565413;0.036848683;0.073697366;0.092121705;0.073697366;0.036848683;-0.003684868;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;-0.0061674234;0.057269458;0.16404085;0.2718082;0.33795768;0.34297472;0.2632361;0.18166435;0.0944996;0.022181567;0.020754753;0.07007929;0.14795691;0.22446524;0.26217112;0.22518328;0.1526604;0.06551495;0.014004729;-0.0017478078;0;0;0;0;0;0;0;0;0;0
lip_upper_right_up;0;0;0;0;-0.0023341207;0.021671329;0.063164875;0.09060025;0.12353029;0.15206112;0.14881226;0.1258644;0.08019764;0.02032429;-0.0023638073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;-0.0026643863;0.024740197;0.06968333;0.12745635;0.18746813;0.22891825;0.21602309;0.1850171;0.13955666;0.10383684;0.100944236;0.09748944;0.07170463;0.03972273;0.014720919;-0.001569687;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;0;-0.0009091568;0.00843846;0.02471422;0.035791088;0.034510847;0.022153737;0.0056219283;-0.00065310847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
