;meta[fps=30]
;meta[frames=88]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;-0.03696;0.029008003;0.14306132;0.21449219;0.2338377;0.16949408;0.04969752;0.031305145;0.04280381;0.035809524;0.027291428;-0.0074666673;-0.008106668;0.033993144;0.08490057;0.11069716;0.136048;0.108228594;0.06344458;0.03214172;0.01133943;-0.011716573;0;0;-0.005988572;0.0011657135;0.010628571;0.06989715;0.10150857;0.11222857;0.09554744;0.058848;0.028141716;0.06623315;0.08448001;0.079523824;0.06299125;0.05579505;0.074634664;0.08964267;0.08510476;0.044678092;0.0010666648;-0.02445105;-0.015169524;0.060141735;0.1934827;0.3156937;0.36741257;0.28927696;0.14660801;0.04032915;-0.006595803;-0.022023624;-0.0047040014;0.036071997;0.09625886;0.15539543;0.18313888;0.14441487;0.07896744;0.027836572;-0.002845716;-0.015940573;-0.002866288;0.03451612;0.08626012;0.124396816;0.12041419;0.07216367;0.023183547;0.006049831;0.011846855;-0.018148575;0.047546677;0.16521142;0.21930286;0.21270093;0.14189713;0.0027885635;-0.02782476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.011168;0.0087520005;0.045504004;0.052390855;0.06356114;0.08632914;0.09148344;0.08054858;0.08713143;0.09318857;0.10546287;0.18422858;0.20256002;0.14070857;0.07364572;0.016617144;-0.03421714;0.020137146;0.09789714;0.17265144;0.18032914;0.137232;0.08244115;0.052985147;0.09265829;0.11383772;0.07328915;0.053988576;0.037257142;0.020617142;0.02825143;0.0099017145;-0.008612571;0.014112001;0.032704003;0.061243434;0.0810103;0.070404574;0.033746295;0.043014858;0.042303998;0.046607994;0.044064;0.019216;-0.017537523;0.0116662895;0.03713601;0.046284206;0.06045943;0.11817144;0.19356419;0.2381303;0.26642746;0.22959886;0.14998344;0.10950058;0.099852584;0.06533142;0.05238743;0.018232003;-0.0019708616;0.062033143;0.1764937;0.24879363;0.24438675;0.17646813;0.107466996;0.08174356;0.07221944;0.052608922;0.016131662;-0.0021622847;-0.02261882;0.004830478;0.071984775;0.15452953;0.18060191;0.15020192;0.06332952;0.0015847584;-0.015969522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0064409645;-0.00064409646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0059564607;0.055306412;0.1587101;0.2619385;0.30426875;0.2877465;0.23429155;0.2203168;0.19254193;0.13679655;0.098198466;0.07172564;0.091218375;0.16155657;0.24666317;0.29479295;0.30272532;0.22215319;0.11915786;0.046735644;0.012269323;-0.0014485015;0;-0.0032419523;0.030011319;0.08576503;0.15786089;0.21589325;0.22914806;0.20852552;0.19471107;0.17170109;0.14832541;0.13085215;0.10528117;0.08266907;0.053436276;0.07465245;0.13709353;0.22222032;0.24539119;0.19325279;0.08914772;0.023342535;0.01642017;0.111141;0.26191106;0.40101448;0.4499014;0.3677147;0.21633056;0.08752414;0.018893503;-0.0034587989;0.008228331;0.045412377;0.11668523;0.21864031;0.29591224;0.29015973;0.20946911;0.10310554;0.022486126;-0.002766037;0;0;0;0;0;0;0;0;-0.0057587;0.053469554;0.15634845;0.22631644;0.21811014;0.13993594;0.035415765;-0.004117446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0012635425;0.011728123;0.034343857;0.04973458;0.047953375;0.030781446;0.0078094685;-0.00090730115;0;0;0;0;0;0;0;-0.0014957351;0.014957353;0.029914705;0.037393384;0.029914705;0.014957353;-0.0014957351;0;0;0;0;-0.0010496387;0.010496387;0.020992775;0.026240967;0.020992775;0.009350532;0.008913183;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;-0.00090968685;0.007411085;0.03364569;0.06980733;0.09554893;0.09214556;0.060671113;0.036544926;0.04013258;0.06274613;0.073808685;0.06088799;0.029941343;0.015685339;0.032689687;0.06980733;0.09413192;0.103691585;0.11419624;0.13519664;0.15431596;0.14256638;0.09604195;0.041250806;0.008837962;-0.001102121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005253442;0.052534424;0.10506885;0.13133605;0.10506885;0.050844505;0.008517498;0.062475763;0.12954703;0.17726329;0.17090662;0.11268015;0.06464662;0.078762665;0.1826815;0.3206592;0.40147465;0.40543118;0.37965277;0.3408225;0.29095873;0.21278499;0.104848415;0.022911863;-0.0028165306;0;0;0;-0.0019919812;0.014850057;0.08521026;0.20084316;0.30751824;0.34500462;0.2819674;0.1658712;0.067086495;0.014482686;-0.0057729594;0.035125915;0.12251697;0.20645973;0.2250441;0.1869544;0.11630118;0.071481526;0.054721728;0.03621784;0.006307544;0.022165239;0.10540192;0.21854807;0.2990298;0.2882903;0.18560737;0.14971699;0.26608443;0.4410303;0.53608525;0.48367143;0.3045786;0.14451323;0.059351232;0.01637224;-0.0019036626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0050268946;0.050268948;0.100537896;0.12567237;0.100537896;0.04846548;0.009668046;0.06668832;0.13826606;0.18916398;0.18235089;0.120409474;0.0677526;0.07225458;0.15538788;0.2669581;0.32968545;0.3355173;0.32820985;0.31104848;0.27508208;0.20385058;0.10018277;0.021852605;-0.00268795;0;0;0;-0.0018552367;0.013841821;0.0792629;0.18669313;0.28584522;0.32073754;0.26220474;0.1543418;0.06248616;0.013486695;-0.0054789684;0.033623867;0.11727148;0.19763443;0.21550122;0.17836586;0.10959263;0.06591562;0.049970683;0.03313783;0.006083186;0.017882556;0.08558334;0.17744142;0.24276046;0.23401697;0.1523821;0.10637358;0.15968703;0.25693846;0.31979683;0.30079174;0.20389602;0.10926209;0.05055097;0.013600241;-0.0015808195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.004087309;0.037950803;0.110969074;0.1606285;0.15480341;0.09931887;0.02513558;-0.0051153977;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;-0.0016364823;0.01636482;0.03272964;0.04091206;0.03272964;0.01636482;-0.0016364823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14477581;0.12794062;0.099112935;0.07819768;0.066850856;0.04734109;0.016306376;-0.0017533738;0;0;0;0;0;0;0;0;0;0;0;-0.0024677115;0.022918174;0.06694363;0.096871585;0.09332772;0.059855912;0.015121687;-0.0017589398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;-0.0043639527;0.04052242;0.118450135;0.17144099;0.16520678;0.1059817;0.026807133;-0.0053102174;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;-0.0017478076;0.017478077;0.034956153;0.043695193;0.034956153;0.017478077;-0.0017478076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14469399;0.12864196;0.101918325;0.08258112;0.07140962;0.05049716;0.017393466;-0.0018702651;0;0;0;0;0;0;0;0;0;0;0;-0.0026643863;0.024740197;0.07232434;0.1046829;0.10087928;0.064717114;0.01637224;-0.0019036626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
