;meta[fps=30]
;meta[frames=101]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.017318401;-0.0061046905;0.07340709;0.18341215;0.26444256;0.25594428;0.15791729;0.048294406;-0.006486856;-0.019338366;0.0046476196;0.023908572;0.033112384;0.01574705;0.034500573;0.067340955;0.088464774;0.07936381;0.048301715;0.04576686;0.13272077;0.23550479;0.2740823;0.20980419;0.110528775;0.055533722;0.03114515;0.059661716;0.099165715;0.10674591;0.084047996;0.1202118;0.16236189;0.18923886;0.18381408;0.13543314;0.04705219;0.04203581;0.07676343;0.08980114;0.082880005;0.04749715;0.017494861;0.02325943;0.03151162;0.06950096;0.10094857;0.10745905;0.0807421;0.085145146;0.12554362;0.19629753;0.2131749;0.17118515;0.06781029;-0.0056948564;-0.015513144;-0.015551998;-0.0054720044;0.0658944;0.16467841;0.2374848;0.21519211;0.15335834;0.10331613;0.07723003;0.06887924;0.053668573;-0.00633905;-0.0047085695;0.018605715;0.04453333;0.091596186;0.124708585;0.11765333;0.09837333;0.05051429;-0.00046857126;0.0026971428;0.039988574;0.08396572;0.1438781;0.18093334;0.17015772;0.14559925;0.12869105;0.107053734;0.087633535;0.060464773;0.027330289;-0.0023634292;-0.006235429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.03221303;0.04185966;0.043418515;0.047531888;0.046756573;0.075621486;0.11456823;0.09983085;0.08445028;0.09697372;0.094916575;0.103128;0.12449145;0.12443086;0.104740575;0.08778476;0.06437029;0.043280005;0.04711163;0.04141867;0.077907816;0.14547047;0.17055695;0.14870016;0.10928304;0.037638094;0.028739052;0.04694857;0.032796953;0.0055283797;0.00044342963;0.006570667;-0.0008548569;-0.0017127622;0.021272382;0.05264457;0.07518171;0.09441829;0.091634296;0.068763435;0.045883436;0.012266668;0.0014400007;0.023268575;0.07256381;0.104029715;0.10969487;0.0931421;0.06762286;0.054507438;0.062070098;0.11942323;0.1970503;0.2167261;0.1604358;0.08818286;0.037765175;0.063136615;0.12096503;0.15542187;0.1494938;0.121143475;0.10846463;0.09667048;0.06748953;0.050666668;0.026819047;-0.006384764;-0.0050742854;0.029919999;0.059439998;0.041714285;0.060262863;0.1327543;0.21969146;0.24804571;0.19984;0.08123429;0.01881143;0.03242286;0.05378743;0.04803886;0.03334248;0.02352686;0.052900575;0.10373791;0.13608077;0.14813715;0.12103619;0.06133334;0.016868575;-0.0028114256;-0.0055009536;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018320967;0.015925882;0.059309363;0.10653833;0.122187495;0.09830821;0.047787193;0.010439133;-0.0012834219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.080623716;0.1062702;0.17009328;0.2638048;0.33418012;0.3167618;0.21277799;0.09140445;0.019580537;-0.0055678566;0.029080955;0.08431222;0.121734224;0.115092404;0.08905612;0.10036193;0.19042692;0.2950246;0.33104292;0.26819652;0.18010633;0.1424164;0.1512694;0.18482205;0.20150083;0.20150033;0.20711757;0.22716922;0.22582021;0.22091794;0.20688856;0.1964394;0.17319754;0.13342339;0.079154685;0.032002058;0.0068799066;-0.0032693865;0.020925978;0.07803945;0.13740368;0.18655658;0.2047213;0.17197494;0.114939965;0.09979392;0.14366919;0.22544569;0.26084837;0.20989494;0.1020485;0.022325814;-0.002743493;0;0;0;0;0;-0.0027767716;0.025782945;0.07305009;0.13077544;0.1685147;0.15918723;0.102478124;0.08260657;0.09363015;0.13563955;0.18577293;0.20248486;0.16707626;0.11745815;0.058176227;0.00876687;0.03283818;0.1281072;0.2266647;0.2956856;0.331229;0.32704765;0.29860267;0.25595546;0.18044959;0.10415517;0.055939186;0.028883435;0.0063057044;-0.00077542063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;-0.0002809639;0.0026134944;-0.0012712296;0.08789425;0.29707864;0.5215365;0.592146;0.47491845;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002377186;0.009159078;0.021982873;0.041059993;0.068556204;0.10195608;0.13625315;0.15705964;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.019128626;0.007361959;0.0018486215;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0027115666;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;0;-0.0022543378;0.020956991;0.06095061;0.08808615;0.08397958;0.05999745;0.046326175;0.0754192;0.117766544;0.13048519;0.12256838;0.10638698;0.08779618;0.06340136;0.056344125;0.0642082;0.077726275;0.07545895;0.053423956;0.02612434;0.018599281;0.019330846;0.011132532;0.013662797;0.04726714;0.09876146;0.13511713;0.13025063;0.08731086;0.037500735;0.00803451;-0.003011085;0.018660245;0.054496396;0.07885544;0.074409306;0.062249668;0.06273924;0.08910002;0.10378303;0.081866525;0.05518449;0.051694974;0.060992498;0.05785031;0.054461665;0.08271894;0.15021537;0.20701498;0.19750807;0.15236416;0.11189017;0.091145754;0.07443333;0.048718076;0.012304096;-0.0014313253;-0.001618193;0.014074701;0.05230302;0.09393073;0.10517061;0.10870519;0.12423508;0.15669039;0.16796209;0.13400388;0.0835735;0.07956977;0.11519786;0.1329614;0.11780921;0.08944392;0.07805495;0.07508893;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020456025;0.019029949;0.055172827;0.07966161;0.07457201;0.06382763;0.09742543;0.19941707;0.30751824;0.34500462;0.2819674;0.1658712;0.067086495;0.012668084;0.015036895;0.049280003;0.07134097;0.06876193;0.041618966;0.029838897;0.105716385;0.25215742;0.38573107;0.4318253;0.40583086;0.35315576;0.314763;0.26147345;0.17833203;0.07656955;0.016409356;-0.0038607623;0.015535448;0.058991287;0.12981644;0.18386711;0.22748773;0.27003852;0.300609;0.32469702;0.35859278;0.36089945;0.3152399;0.23208492;0.1141836;0.024914604;-0.0030642292;0;0;-0.0018146028;0.01684723;0.042073548;0.13825864;0.26303795;0.338721;0.32676896;0.2505469;0.13091579;0.07837209;0.074968696;0.14877127;0.32420662;0.49865395;0.52898175;0.4094378;0.19989575;0.04180822;0.0105035445;0.05911931;0.1061487;0.117689796;0.13279553;0.17759727;0.24400842;0.26672438;0.2156483;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019520891;0.018153261;0.0527181;0.076154865;0.07137733;0.060715344;0.090987116;0.18532549;0.28584522;0.32073754;0.26220474;0.1543418;0.06248616;0.01174631;0.014478599;0.04720193;0.06829807;0.06579326;0.04015133;0.025868295;0.086076744;0.2057663;0.3143879;0.35542092;0.34491107;0.31664482;0.2957728;0.2508679;0.17062609;0.073263206;0.015692422;-0.0036974857;0.013646628;0.067470565;0.16511863;0.24943791;0.30083925;0.32239553;0.3140237;0.3097571;0.33398432;0.33844623;0.2964827;0.21851045;0.10747903;0.02347294;-0.0028861088;0;0;-0.0017403858;0.016164437;0.04123118;0.12373809;0.22667672;0.28729886;0.27576756;0.21392457;0.115731016;0.072612405;0.073203646;0.11734691;0.21798971;0.31143257;0.31615835;0.23899874;0.11708083;0.023831967;0.0120787965;0.05660614;0.10168176;0.1127681;0.12725821;0.17010286;0.23353827;0.25510755;0.20618843;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
