;meta[fps=30]
;meta[frames=113]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.024036575;0.0046262853;0.10245716;0.20360687;0.23249604;0.18912458;0.07349257;-0.006235432;-0.01679543;-0.005881905;-0.0071478863;0.012033831;0.088271245;0.1867063;0.25045973;0.22791286;0.15428847;0.07238066;0.039521832;0.03312853;0.047603812;0.051748578;0.04816762;0.040213335;0.025371427;-0.0037180965;-0.0044952375;0.018262856;0.033474285;0.044045717;0.04432;0.00052571297;0.04707809;0.09107047;0.117497146;0.11222096;0.055260647;-0.011636118;0.073788054;0.17923692;0.261334;0.25493854;0.17099158;0.06171155;0.041117717;0.11686812;0.20260915;0.1958697;0.17081943;0.10409143;0.113976;0.19997624;0.2612654;0.22107476;0.19429576;0.1189879;0.07146424;0.039602894;0.01801143;-0.004000001;0.0622781;0.0856;0.08141715;0.04972953;-0.0042651435;0.01645486;0.063812576;0.047568005;0.104132585;0.11254629;0.06692723;0.085287616;0.061120003;0.005226668;0.045333337;0.053970285;0.0426941;0.04221105;0.042473145;0.045353148;0.07275658;0.099012576;0.09111544;0.06422858;0.027330289;-0.0023634292;-0.006235429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004224;0.00080457155;0.018002287;0.03268953;0.037656385;0.046297148;0.05483277;0.055537526;0.083593145;0.11325105;0.09975009;0.078875415;0.06479786;0.04437577;0.051992696;0.060433377;0.037281834;0.0115254875;-0.030278705;0.019425526;0.11739429;0.15544379;0.15999237;0.12643658;0.06757029;0.09427354;0.12229943;0.08776991;0.04399543;-0.033092573;0.031221334;0.102171436;0.16985142;0.17933716;0.13062859;0.02372572;0.009259888;-0.01561326;0.012853029;0.03221303;0.04650423;0.045045946;0.027838176;-0.003163427;0.0011574853;0.047474522;0.09010001;0.12175201;0.12541202;0.081256;0.043581598;0.026750403;0.008367999;-0.0041988576;0.012388113;0.030570056;0.053135548;0.09242729;0.10952687;0.13260801;0.15532038;0.13463925;0.10414171;0.090207994;0.061999243;0.06857828;0.095571816;0.10169981;0.13505372;0.13548878;0.08051354;0.057965722;0.086125724;0.09089524;0.103360005;0.06916572;0.002849522;-0.013988571;-0.004224;0.00080457155;0.018002287;0.022480004;0.048521142;0.07578286;0.112608;0.13091888;0.14783695;0.13425829;0.111812554;0.08999467;0.08904228;0.07177143;0.05897753;0.04224915;0.012909718;-0.01571657;0.014658031;0.036713652;0.057782855;0.08526222;0.11005968;0.1178819;0.14835809;0.13581716;0.10558477;0.06618921;0.031080637;0.008853339;-0.0027326983;-0.0027225404;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0023950848;0.023950849;0.047901697;0.059877124;0.047901697;0.023101594;0.0049857846;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.061532687;0.023330608;0.027034558;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06234138;0.08981806;0.15070726;0.2438781;0.33547962;0.36853048;0.30185702;0.17478612;0.09482102;0.11959355;0.2138684;0.29434252;0.29174522;0.23146471;0.17774294;0.16426188;0.15942168;0.16243875;0.15877335;0.16622698;0.17961226;0.19526021;0.19509205;0.19804774;0.19690864;0.18206699;0.14783922;0.09989697;0.07534497;0.06022302;0.060001165;0.049094465;0.024547232;-0.0032545477;0.006518256;0.029568322;0.061255865;0.08236133;0.09211439;0.10581532;0.13051112;0.15181497;0.14096637;0.09494269;0.035632856;0.058867555;0.115619615;0.18937552;0.22792426;0.21883391;0.18758951;0.20038912;0.20066755;0.20510104;0.21172477;0.2045412;0.17744382;0.16306496;0.12717566;0.090872474;0.056155674;0.025128352;0.037078492;0.079982474;0.0999781;0.079982474;0.039991237;-0.003999124;-0.0028053983;0.026654147;0.067515634;0.12188023;0.16341156;0.17489366;0.13878131;0.093832694;0.05045852;0.044657722;0.06071158;0.09873045;0.13197596;0.13384731;0.104780905;0.08892098;0.08579557;0.12861893;0.21717025;0.305484;0.34561738;0.31547368;0.21277799;0.09140445;0.016775139;0.02561214;0.056107964;0.07013496;0.056107964;0.028053982;-0.0028053983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5888133;0.48590252;0.31321222;0.27936718;0.41285256;0.58527064;0.6534973;0.6097623;0.48691577;0.3262627;0.17511475;0.069004044;0.012342976;-0.0016522094;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21915582;0.25134474;0.20223041;0.098307416;0.021491352;-0.0026415905;0;-0.0011231133;0.009149349;0.041551694;0.08612634;0.11778696;0.113500945;0.07604283;0.03262627;0.005403838;0.013797237;0.042886756;0.062077124;0.05982411;0.03838073;0.009711808;-0.0011291567;0;0;0;-0.0033159042;0.03315904;0.06290676;0.11701086;0.1345446;0.11844218;0.06491061;0.03140169;0.01868357;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07635168;0.040752307;0.08656569;0.15922303;0.1825596;0.14654364;0.073608294;0.025891485;0.019576;0.029439978;0.026314123;0.040162355;0.05037709;0.0544508;0.041924156;0.02107229;-0.004214458;0.02107229;0.04214458;0.052680727;0.04214458;0.018177038;0.026845306;0.05790507;0.06897;0.09201833;0.09717905;0.082387894;0.068226516;0.034113258;-0.0034113259;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002936539;0.023928262;0.10858093;0.22508489;0.30540505;0.31545442;0.3059382;0.33758405;0.40438867;0.43089345;0.354072;0.20255084;0.13467953;0.20573382;0.33453998;0.38112777;0.35519177;0.3124957;0.3612451;0.51366895;0.62319916;0.6487817;0.5560643;0.38914877;0.18981522;0.11572823;0.1613911;0.30338934;0.3478638;0.27980226;0.13225448;0.059692636;0.13261795;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;-0.0019092292;0.013297808;0.088559285;0.23526658;0.3749993;0.4019289;0.34097;0.23823063;0.15632857;0.111806795;0.07225013;0.013059016;0.024357982;0.052534424;0.065668024;0.046044156;0.08653132;0.17032088;0.2851375;0.33017978;0.31523988;0.29910216;0.3567286;0.40638566;0.3701047;0.24558587;0.14208563;0.14933625;0.26288512;0.38785923;0.40026277;0.294287;0.15242033;0.03989528;-0.0046385545;0;0;0;0;-0.001322545;0.011498794;0.042792898;0.0768423;0.08701001;0.0780307;0.08921091;0.16016449;0.27875808;0.3908075;0.43653625;0.40735042;0.32518494;0.21775232;0.116758;0.045940254;0.008197256;-0.0010984101;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00273081;0.022262836;0.10086609;0.2090821;0.28397164;0.2909161;0.2721173;0.285168;0.33205763;0.35133693;0.2888892;0.16516133;0.11044214;0.1701255;0.27705625;0.31569076;0.29362053;0.25862262;0.279755;0.3617627;0.40551916;0.41240466;0.36083317;0.27391037;0.14561908;0.106766544;0.16938426;0.31549597;0.36180726;0.29107395;0.13846086;0.055389907;0.10734822;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;-0.0018257353;0.013462015;0.07819491;0.20092553;0.31542635;0.33321336;0.30277145;0.24151193;0.18654226;0.14047585;0.08560917;0.01083752;0.023278126;0.050207727;0.06275965;0.043453988;0.087817125;0.17612964;0.30874223;0.3795822;0.37219763;0.3296417;0.33917114;0.3439952;0.30057836;0.19988015;0.120926574;0.13916592;0.25704277;0.38589156;0.40431502;0.3021009;0.15899241;0.041487228;-0.0048240963;0;0;0;0;-0.00120621;0.010488515;0.03901201;0.07010712;0.07938888;0.071480595;0.083137564;0.15071295;0.26251307;0.36784232;0.41071495;0.38319036;0.30595782;0.20495486;0.10997334;0.043316692;0.007725979;-0.0010353257;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034065545;0.034065545;0.06813109;0.08516386;0.06813109;0.034065545;-0.0034065545;0;0;0;0;0;-0.0027411075;0.023834193;0.08867395;0.15923554;0.18258464;0.14561184;0.08165461;0.06227516;0.0948692;0.13241477;0.12612043;0.100816205;0.06725385;0.046002734;0.029521246;0.015251568;-0.0030503136;0.014177279;0.03852227;0.083991244;0.13850167;0.17939723;0.19511059;0.17399962;0.11387373;0.09265235;0.08718813;0.083063714;0.06813109;0.034065545;-0.0034065545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
