;meta[fps=30]
;meta[frames=26]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;-0.007817144;0.0064228573;0.027565714;0.04902857;0.05353143;0.041074283;0.008381386;-0.0047007357;0.009126533;0.04898547;0.09015511;0.11485128;0.103875935;0.08177111;0.06991086;0.065293714;0.056902535;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.013348572;0.010483812;0.05435428;0.075337134;0.06449066;0.045503996;0.038820572;0.08511695;0.13364114;0.12756702;0.09325062;0.06877454;0.07714156;0.096628904;0.09867495;0.06571625;0.032197226;0.008404897;-0.0017456345;-0.002916571;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0026718078;0.024809644;0.06936442;0.13410565;0.18672596;0.20948641;0.17464556;0.12132868;0.055671405;0.014900097;-0.0017319038;0;0;-0.0017376293;0.01415581;0.06427796;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007122548;0.0049108095;0.033738386;0.08594292;0.14391297;0.17802621;0.16947918;0.122545324;0.06856389;0.026900735;0.005623062;-0.00071225467;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2410193;0.15317886;0.0491339;0.06429631;0.17549959;0.29392856;0.3636823;0.34624085;0.2503441;0.14002882;0.054931086;0.0114533035;-0.0014519999;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.19667472;0.12477267;0.04155069;0.06230619;0.1680944;0.28139415;0.34798503;0.33122578;0.23949955;0.13401611;0.05261663;0.011033448;-0.0013960191;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;-0.005588531;0.048808727;0.17747854;0.32890695;0.4165786;0.405285;0.29773194;0.20382993;0.2177033;0.33691195;0.4969286;0.6005525;0.57449895;0.48038274;0.40792793;0.36590183;0.30634645;0.2087461;0.089683674;0.019210303;-0.0023957214;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;0;-0.0054549407;0.045981072;0.18865931;0.36535114;0.4789356;0.4799338;0.3660575;0.24767439;0.24526271;0.35508946;0.51164687;0.6158473;0.58801293;0.48702812;0.40657628;0.35918143;0.2987154;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;-0.0016253497;0.015092003;0.0422795;0.08020989;0.117689416;0.14194906;0.12847683;0.095932744;0.04760514;0.019801384;0.046795547;0.12288471;0.20570119;0.25442716;0.24034375;0.19243917;0.15054634;0.124679424;0.100521035;0.068758816;0.029512346;0.006318826;-0.0007881834;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;-0.0016253497;0.015092003;0.0427582;0.07665862;0.0966378;0.09647266;0.07042068;0.044444773;0.01820381;0.011771803;0.044636313;0.1152171;0.19295333;0.23867036;0.225794;0.17697912;0.1306972;0.09979138;0.07596871;0.05070153;0.021853162;0.0046756645;-0.0005833448;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;-0.003096434;0.029014556;0.08003655;0.13030627;0.1384728;0.10470941;0.04420092;0.011949977;-0.001389976;0;0;-0.0017061399;0.01390294;0.063077554;0.1307926;0.1789634;0.1725415;0.11568164;0.04970517;0.01065288;-0.0013282702;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;-0.0015585547;0.014472293;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;-0.0019519039;0.01812376;0.05299085;0.07670314;0.073920004;0.047424585;0.012000868;-0.0013952773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.056460492;0.03621784;0.009158363;-0.0010650122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;-0.0016253497;0.015092003;0.044121932;0.06386363;0.061544344;0.039483376;0.009989591;-0.0011614942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;-0.002144868;0.019916102;0.058223143;0.08343091;0.08903057;0.07499615;0.046337306;0.030436339;0.020520965;0.005206313;-0.0006048675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;-0.0003793013;0.0037930128;0.0075860256;0.009482532;0.0075860256;0.0037930128;-0.0003793013;0;0;0;0;-0.0002089735;0.0017032771;0.0077215238;0.016015576;0.021923134;0.021145448;0.01418539;0.0061022183;0.0013091861;-0.00016317113;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;0;-0.0035698318;0.033148967;0.09000467;0.2060372;0.30116466;0.341611;0.27945623;0.18176825;0.06599687;0.026914272;0.05397391;0.14293806;0.2392809;0.29335877;0.3008244;0.32033908;0.37527987;0.41901213;0.38115472;0.25719714;0.1104904;0.023676673;-0.002952348;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;-0.0041561457;0.03859278;0.11280966;0.16087623;0.17963082;0.16418628;0.13777696;0.14235836;0.14681192;0.11649934;0.111017525;0.13343467;0.1786719;0.2120706;0.20267999;0.14659429;0.08207825;0.032225654;0.006742177;-0.0008537059;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;-0.0031839043;0.029564295;0.08642556;0.12294769;0.14046286;0.13360892;0.12169787;0.13329276;0.1406298;0.114268444;0.10711822;0.123202465;0.16169225;0.19121079;0.18286107;0.13222125;0.07396105;0.02898227;0.006023175;-0.00076448673;0;0;0;0;0;0;0;0;0;0;0;0;0
