;meta[fps=30]
;meta[frames=78]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.025600005;0.020114293;0.104228586;0.14445716;0.14080003;0.09325715;0.0018285655;-0.018285714;0;0;0;0;0;-0.0012914286;-0.00236;0.0047199996;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.024641145;0.0033097125;0.10042058;0.19372727;0.22207846;0.21456382;0.15253183;0.09465905;0.07330438;0.036538668;-0.01057638;0.03606324;0.14971201;0.24411201;0.28097942;0.22262628;0.12643428;0.048946746;0.032275885;0.10149167;0.2030693;0.26590544;0.25118998;0.15791729;0.048294406;-0.012658284;-0.019650746;0.04169143;0.06795429;0.06477715;0.06733714;0.040457148;0.011908572;0.02345143;0.00057142903;-0.005622858;0.04747429;0.0922912;0.10597578;0.09094173;0.05727634;0.05404755;0.093390636;0.14290197;0.17540665;0.18046539;0.15243612;0.099314295;0.045387883;0.0069092484;-0.0055817124;-0.0027556564;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.013836191;0.01081905;0.056411427;0.07823238;0.05315047;0.05499429;0.09962667;0.17755735;0.20813486;0.21338746;0.20653145;0.2606949;0.35250401;0.39034286;0.31809488;0.2040343;0.09760458;0.026324574;-0.007266286;-0.0085988585;0;0;0;0;-0.008950858;0.0017097152;0.038192004;0.057697535;0.10078402;0.13799621;0.13422553;0.11457372;0.10280534;0.0724541;0.066770285;0.06900419;0.06450972;0.05093943;0.045361143;0.037664;0.020040002;0.002530744;-0.0019801138;0.01104503;0.031234134;0.039439242;0.05182263;0.06420907;0.061383933;0.09955384;0.09649068;0.08434135;0.08228877;0.08463391;0.05959009;0.060647618;0.021942858;0.00060952205;-0.0060952376;0;0;-0.0012269715;-0.0010761147;0.0020617153;0.013989486;0.034083664;0.060232237;0.08479179;0.10389031;0.10693761;0.09036344;0.058985144;0.026943084;0.004093254;-0.0033289145;-0.0016292568;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.044908676;0.026159145;0.03445284;0.07880962;0.1398788;0.18486631;0.19370297;0.1636505;0.11283223;0.061636098;0.024182364;0.0046630204;-0.00060747843;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005796869;0.0038502652;0.028501268;0.07646857;0.1348237;0.17824654;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;-0.0005925689;0.04308791;0.1625077;0.29190454;0.3319924;0.29513335;0.20631507;0.13774623;0.1016358;0.066947155;0.020918345;0.02007768;0.052040126;0.07968582;0.08799716;0.08445822;0.09470544;0.12465699;0.14910689;0.15469015;0.13620293;0.10857178;0.08145674;0.053779203;0.023207515;0.0049752886;-0.0035330842;0.029127475;0.05825495;0.06966261;0.089815676;0.092248924;0.07598907;0.06312145;0.02760311;0.031245835;0.12812868;0.22968881;0.2668772;0.2274495;0.14779182;0.113600016;0.14591004;0.20273668;0.24105583;0.24609412;0.21138988;0.14607821;0.076565884;0.025802208;0.003429168;-0.00052586873;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.58460903;0.4042849;0.24609925;0.27852646;0.47906944;0.7253108;0.86761034;0.8673235;0.73315173;0.5371877;0.32876435;0.16095509;0.054700166;0.010933737;-0.0014240098;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.1216441;0.08981833;0.060856514;0.07040008;0.089953646;0.10886384;0.14288546;0.20087503;0.25506777;0.26812583;0.22638083;0.15595445;0.08512351;0.03337414;0.006424664;-0.00083752425;0;0;0;0;-0.003280121;0.028515184;0.10616658;0.19068435;0.2166656;0.19458406;0.13999823;0.097530246;0.07367019;0.04696192;0.025384823;0.07379955;0.17733288;0.27151132;0.30457217;0.24889278;0.14636496;0.056488454;0.034875046;0.098656975;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.004220502;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.002107229;0;0;0;0;-0.0002904001;0.0022427284;0.011045699;0.032391854;0.06600478;0.1077629;0.14684796;0.17446046;0.17788576;0.15275043;0.10555867;0.05543841;0.018750042;0.00252613;-0.00038486745;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0052211573;0.045392893;0.16896121;0.30338934;0.3478638;0.27980226;0.13593934;0.029668197;-0.0036486874;0;0;-0.0015348978;0.01023358;0.075113975;0.20137501;0.3549079;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;-0.0032432775;0.030109785;0.086796634;0.14052965;0.14891616;0.11136241;0.045962505;0.010664964;-0.0012987952;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.01822618;0.005148796;0.032021612;0.06635656;0.09075239;0.08722116;0.06017913;0.036204103;0.040466752;0.07006481;0.10654945;0.1350632;0.15347864;0.16328754;0.16061907;0.1372374;0.09427585;0.049122293;0.01646501;0.002193108;-0.00033620239;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.00542711;0.04717967;0.17565745;0.31549597;0.36180726;0.29107395;0.14146663;0.03089834;-0.0037989765;0;0;-0.00125241;0.0083494;0.0612985;0.16431616;0.289585;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;-0.004675664;0.04341688;0.12567145;0.19608101;0.2017957;0.14453737;0.053510368;0.009054459;-0.0012394219;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;-0.0018257353;0.018257353;0.036514707;0.045643385;0.036514707;0.01746917;0.004597734;0.029131608;0.060414024;0.082681306;0.0795141;0.054929025;0.033079207;0.03689544;0.0637137;0.09760225;0.12525545;0.14433551;0.15525876;0.15355882;0.13115124;0.09005996;0.046932526;0.015716905;0.0020762167;-0.0003195036;0;0;0;0;0;0;0;0;0;0
