;meta[fps=30]
;meta[frames=39]
;meta[profile=dand]
jaw_open_a;0;0;-0.011154287;0.0021942854;0.04747429;0.072870865;0.119190864;0.18315317;0.17141488;0.13417031;0.0642263;0.04326629;0.046505146;0.07845601;0.067248;0.010760762;-0.0044472343;0.08878172;0.1298682;0.1439939;0.11171887;0.049443047;0.03548145;0.051663548;0.09710494;0.1649472;0.19675796;0.1942281;0.14252803;0.07373167;0.03435573;0.024469158;0.022703024;0.02473927;0.031087024;0.031921636;0.021217959;0.010305305;0.0026840805;-0.00062693923;-0.0009142855;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.008649144;0.0007040004;0.029357716;0.06996115;0.13282287;0.16643202;0.16318935;0.12938668;0.111693725;0.12222021;0.16016153;0.16636954;0.14783849;0.083494104;0.033144385;0.00811886;-0.0008091444;-0.006825448;-0.0010761147;0.012853029;0.03221303;0.04650423;0.045045946;0.027838176;0.008548574;-0.0011465137;-0.0023734863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0039576152;0.034401905;0.12812868;0.22780259;0.28338385;0.29061988;0.22567709;0.15001723;0.082818285;0.05563443;0.068413064;0.16529126;0.2828633;0.376645;0.38811308;0.32815763;0.2249662;0.16371264;0.14604053;0.1666874;0.18904853;0.19391741;0.18293342;0.16235095;0.12864038;0.12694712;0.14493315;0.15764046;0.14035864;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;-0.011808435;0.1098272;0.31874028;0.460354;0.44259766;0.28322753;0.07076314;-0.008257158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029217217;0.020165784;0.13821378;0.35185158;0.58897686;0.7284515;0.693475;0.5015342;0.2807329;0.11023023;0.023080682;-0.0029217205;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0020467953;0.017528966;0.07032579;0.109949656;0.114410624;0.07678464;0.051973816;0.046322465;0.061576817;0.049261454;0.02320205;0.010797364;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0018485301;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0013684665;0.011798814;0.04440628;0.09014429;0.11094683;0.0969407;0.04942093;0.060286548;0.09598515;0.15728691;0.19549467;0.20245956;0.21365055;0.25980547;0.3044469;0.3713052;0.41703388;0.36540642;0.32984912;0.30073085;0.3283774;0.38560304;0.40789592;0.39410722;0.42071092;0.42517745;0.37094894;0.27012134;0.15953237;0.11070159;0.105707526;0.103346474;0.07468815;0.04173427;0.016353687;0.003412915;-0.00043257826;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0012460087;0.010653833;0.04124074;0.08469492;0.10491577;0.09213423;0.047348328;0.057817727;0.09090111;0.1448486;0.17369346;0.17311995;0.18266268;0.23290557;0.2769458;0.32978457;0.35732087;0.30249575;0.26872742;0.24470156;0.27490777;0.33603066;0.3642635;0.3523409;0.36337104;0.3524138;0.30234894;0.22243278;0.13522209;0.09873125;0.0967067;0.09433707;0.0682122;0.0381496;0.014935086;0.0030900715;-0.00039281923;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0035543395;0.031502284;0.10946815;0.1899781;0.21270931;0.16710904;0.07275833;0.06318825;0.091834195;0.11732992;0.093863934;0.04171526;0.043747053;0.13591339;0.2544099;0.3816028;0.45180637;0.46011755;0.47889444;0.47456947;0.4734585;0.47395048;0.432271;0.4227898;0.4576547;0.4692553;0.41715515;0.33107734;0.25571746;0.25425494;0.27986005;0.26948836;0.19481292;0.10890797;0.0426694;0.008891709;-0.0011275662;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0033216695;0.029444993;0.10212067;0.17877318;0.20132072;0.15939419;0.070168346;0.06474346;0.094405815;0.12054443;0.09643555;0.042858202;0.04494918;0.1385564;0.27031085;0.4256533;0.5248924;0.53789127;0.5541145;0.54270184;0.53759736;0.53183645;0.48218518;0.47029305;0.5270318;0.5611252;0.50394744;0.38621646;0.27196777;0.24461065;0.26048565;0.2516509;0.18196124;0.101807006;0.039943516;0.008349396;-0.0010575902;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;-0.0008939423;0.007665862;0.029885283;0.054159768;0.073304944;0.07682561;0.060314577;0.039448313;0.027818343;0.024773594;0.030990189;0.03534579;0.02888892;0.016995665;0.006876194;0.001484338;-0.00018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;-0.000918434;0.007861795;0.03055602;0.058429096;0.08510543;0.09612663;0.081540234;0.055602726;0.033654574;0.021361474;0.023034139;0.026680969;0.021817908;0.012798701;0.005154362;0.0010909885;-0.00013730126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.0030798153;0.027295858;0.095624276;0.15699099;0.1690531;0.1257183;0.051263925;0.011905128;0.013019033;0.028572107;0.044875238;0.05651782;0.05976416;0.056759216;0.05997095;0.08364242;0.11030299;0.13163921;0.14524505;0.1453081;0.13427897;0.114169315;0.087027825;0.08526703;0.109012716;0.13016857;0.12781043;0.12803207;0.1534858;0.20586629;0.24443382;0.23362412;0.1690093;0.09460265;0.03715402;0.0077943592;-0.0009860239;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.0030798153;0.027295858;0.095624276;0.15699099;0.1690531;0.1257183;0.05100676;0.014601057;0.017241973;0.029625988;0.037292127;0.03912176;0.041255213;0.049684487;0.05473494;0.06028451;0.060303073;0.06380351;0.07088714;0.073742636;0.07342431;0.07275628;0.064485565;0.06375676;0.06324021;0.057454202;0.05532786;0.079641186;0.13272364;0.20142217;0.24498823;0.23362412;0.1690093;0.09460265;0.03715402;0.0077943592;-0.0009860239;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;-0.000685764;0.0058779772;0.023511907;0.03673736;0.03820685;0.026450895;0.009110864;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;-0.00073474715;0.0063065793;0.025103861;0.039186515;0.040717237;0.028165307;0.00967417;-0.0010408917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;-0.0007242507;0.0067386804;0.019523278;0.028182799;0.02708068;0.01731904;0.004314015;-0.0005038266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00018130122;0.0012595663;0.008502074;0.021600746;0.03610621;0.04457829;0.042397227;0.030656265;0.017165;0.006762671;0.0014408671;-0.00018130118;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;-0.00010496388;0.00089219294;0.002733832;0.013945882;0.036434393;0.058827482;0.06359061;0.05436254;0.047950994;0.06052598;0.08376673;0.094721936;0.07688683;0.050276104;0.035915934;0.033880267;0.049380727;0.064357966;0.06875054;0.058611188;0.03917936;0.017990172;0.018485727;0.029265834;0.040678274;0.039218318;0.026307764;0.01134564;0.0024580634;-0.0003053495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
