;meta[fps=30]
;meta[frames=33]
;meta[profile=grlt]
jaw_open_a;0;0;0;-0.0103360005;-0.010799998;0.042816;0.137776;0.22479998;0.26162398;0.20168686;0.10526057;0.046966862;0.016877336;0.04349181;0.09354286;0.09609905;0.07988952;0.050674286;-0.00633905;-0.0047085695;0.030445715;0.042224765;0.04117333;0.027291428;0.0005790464;-0.0053638094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0026880002;-0.0027200005;0.011136002;0.035448004;0.057615995;0.067056;0.052752;0.026800003;0.007488001;-0.009844191;-0.0018079998;0.02857143;0.08179353;0.12031544;0.151328;0.14654553;0.09994515;0.067984;0.08479544;0.10266286;0.11300573;0.09789714;0.038102858;-0.003131428;-0.008731429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.001821004;0.013566104;0.07798255;0.18385124;0.28161433;0.31599548;0.25635788;0.16887027;0.12442191;0.123604976;0.1539127;0.17983413;0.15718077;0.14003398;0.1544745;0.17285404;0.20800382;0.22805251;0.18923292;0.12929784;0.071032986;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020356628;0.013325462;0.101000324;0.2810257;0.5144095;0.71837527;0.80204767;0.74847543;0.59781164;0.40077114;0.21527137;0.08492532;0.015219766;-0.0020356635;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0007319639;0.005466073;0.031229537;0.07350533;0.11241352;0.126062;0.102995396;0.060613852;0.024550017;0.003323326;0.017995076;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0019014364;0.014175052;0.08133706;0.19171387;0.2935401;0.32932252;0.26403525;0.20280048;0.22961679;0.30938753;0.35613644;0.32361344;0.2046586;0.09786794;0.040542822;0.01117335;-0.0012987952;0;-0.00029934142;0.0019407714;0.015021496;0.041850902;0.07668954;0.107130826;0.11961162;0.111568995;0.089059025;0.059619658;0.03196769;0.0125785265;0.002227744;-0.0002993415;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0017709074;0.0132126445;0.07566003;0.17820705;0.2728522;0.30615854;0.24611159;0.1836183;0.19476697;0.25382248;0.2928685;0.27110496;0.17711857;0.08956122;0.039270006;0.010653833;-0.0012394219;0;-0.00027336553;0.0017750204;0.013691778;0.038167268;0.069903634;0.0976521;0.10908273;0.10185523;0.081396125;0.0545692;0.029269902;0.011504856;0.002032306;-0.00027336556;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014546508;0.013507473;0.03948338;0.057147;0.05506892;0.03532723;0.008935711;-0.0010390362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014323859;0.0132996645;0.038889647;0.056293502;0.054252535;0.034807716;0.008809543;-0.0010241929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.0020592401;0.01534397;0.08815768;0.20781182;0.31827435;0.35711348;0.2862149;0.22117195;0.2535537;0.3436394;0.3954163;0.36466092;0.26983216;0.20022784;0.16224182;0.11007662;0.10643814;0.15408537;0.23472942;0.2714074;0.25492013;0.21761687;0.2394385;0.2836903;0.31103;0.2909413;0.23222832;0.1554658;0.08332701;0.03276676;0.005840869;-0.0007829882;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;-0.0018449388;0.01374645;0.07898948;0.18620636;0.28519404;0.32000044;0.25468752;0.21369646;0.2850777;0.41163784;0.47493508;0.4334108;0.31794325;0.23733906;0.19618954;0.13815194;0.11889637;0.15287378;0.23576291;0.2839878;0.2746241;0.23376615;0.24160439;0.26875913;0.289944;0.2716214;0.21689881;0.14533521;0.07800566;0.030738162;0.005498235;-0.0007359842;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;-0.0018813979;0.017466944;0.05109832;0.073975675;0.07022772;0.05574801;0.040793303;0.034031216;0.10060841;0.24907416;0.40704247;0.45844886;0.36944005;0.17955385;0.03921713;-0.0048217787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
