;meta[fps=30]
;meta[frames=124]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.005881905;0.0046476196;0.023908572;0.033112384;0.03225905;0.018240001;-0.0006247624;0.008899048;0.032621715;0.047021717;0.045494862;0.028041147;0.008649145;-0.007617827;-0.004678402;0.027385602;0.06839863;0.09076298;0.102820575;0.08315429;0.06358492;0.05729052;0.04811154;0.02584;0.013051428;-0.0010857142;-0.014777907;-0.012261334;0.048827432;0.15684117;0.25573644;0.29761606;0.23428118;0.11258668;0.04199315;0.01322591;0.010889141;0.018514287;0.009257143;-0.0061714286;0;-0.014811428;-0.0052114315;0.062756576;0.15683658;0.22617601;0.21305297;0.13976078;0.06527086;0.027571814;0.020739045;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;-0.0074666673;0.0058361916;0.014994285;0.065401904;0.08323048;0.08224;0.04761905;0.053561904;0.104594275;0.19741714;0.20306288;0.15632;0.06294857;-0.005279998;-0.014400001;0;0;0;0;0;0;0;0;-0.0061714286;0.0030857148;0.024502859;0.030327622;0.06140953;0.09909715;0.084212415;0.07557318;0.10016276;0.12521264;0.16270325;0.17691249;0.11627461;0.07826805;0.089226976;0.07936305;0.0763334;0.12232138;0.18453977;0.25389782;0.25594428;0.15083958;0.03532698;0.019133713;0.09777555;0.21854174;0.3022046;0.31972918;0.26059318;0.16722515;0.08002344;0.021610288;-0.005877144;-0.0070777144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.018133335;0.014217147;0.073874295;0.10241524;0.09984001;0.06614858;0.0013409498;-0.0129828565;-0.013348572;0.010483812;0.05435428;0.075337134;0.07343238;0.04560274;-0.00011611801;0.0033139836;0.026053179;0.04964876;0.07266835;0.067683354;0.04109288;0.027773257;0.031580955;0.041527625;0.09136001;0.09923428;0.06916724;0.037923805;0.024534859;0.013685338;0.045156576;0.045716576;0.042727627;0.05020572;0.06391315;0.06538438;0.052071624;0.020982858;-0.0017600002;-0.0048;0;-0.008045713;-0.0027428581;0.033993144;0.08490057;0.122413725;0.10033982;0.086930305;0.087320395;0.1014644;0.13398552;0.15498666;0.1058438;0.07439238;0.03910095;-0.009413229;-0.026291376;0.041270204;0.15653946;0.28849635;0.37168327;0.3540546;0.2264673;0.12269432;0.06641959;0.043906603;0.027234392;0.034194283;0.04747429;0.08824762;0.107725725;0.087622866;0.034034286;-0.002845716;-0.0077942857;-0.013988571;0.013284572;0.039250284;0.08156342;0.12352915;0.1301181;0.099392004;0.106428966;0.08671696;0.10757943;0.15582325;0.17059049;0.16224763;0.14748955;0.08472838;0.042691045;0.04169783;0.050775472;0.066042826;0.07006813;0.03459993;0.020131968;0.025262328;0.052344687;0.07723276;0.08380221;0.069216914;0.04976579;0.043522444;0.077694476;0.104900576;0.120759785;0.12838538;0.11320458;0.107874304;0.11554972;0.09908801;0.06348573;0.030372575;0.008246858;-0.0021622863;-0.0027154286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;-0.0007317481;0.005048761;0.03463508;0.08814116;0.14753273;0.18247521;0.17372571;0.12565225;0.07035278;0.027621986;0.005779009;-0.0007317479;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00041826512;0.0031234703;0.01784545;0.042003043;0.0642363;0.07203544;0.05885452;0.03463649;0.014028581;0.0030471333;-0.0003800965;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;-0.0013998363;0.011407664;0.051745277;0.105722465;0.16074263;0.1922938;0.17263982;0.1201407;0.0619285;0.022930786;0.027659887;0.061255865;0.0806051;0.110320844;0.13411693;0.16457595;0.1838337;0.19405425;0.17329416;0.17650391;0.15411797;0.11846343;0.07078048;0.049857367;0.05171284;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;0.0039256504;-0.00049070624;0;0;0;0;0;0;0;0;0;0;-0.0026718078;0.024809644;0.069848694;0.12977351;0.17366749;0.16985062;0.11755954;0.06297832;0.01641253;-0.0019084339;0;0;0;-0.0030010126;0.027863136;0.078577384;0.14709254;0.17000331;0.16269399;0.13969499;0.14012676;0.12687269;0.10445098;0.05079774;0.011128556;-0.001366916;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.056107964;0.028053982;-0.005477206;0.024809644;0.0725205;0.10496388;0.10114701;0.062109984;0.042195477;0.07347471;0.10690418;0.123182245;0.1490484;0.18621182;0.22685413;0.2468965;0.22025181;0.19806731;0.19494721;0.17567135;0.13066664;0.094873026;0.078326814;0.0817764;0.08070672;0.052556593;0.033319473;0.07886264;0.19717686;0.3483587;0.4602476;0.48218173;0.4073576;0.28092858;0.15351556;0.060272228;0.011615566;-0.0015134481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;-0.0030678073;0.021174073;0.14512447;0.36944422;0.6184256;0.76487404;0.7281487;0.52661085;0.29476956;0.11574174;0.024234716;-0.0030678066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008449591;0.07344966;0.27353045;0.49140382;0.55890274;0.49200517;0.39515078;0.41031808;0.48950562;0.47758564;0.32013983;0.13750269;0.029459868;-0.0036737365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0.008782306;0.032472845;0.078336;0.14593808;0.24449505;0.3621346;0.48552057;0.55800176;0.54954463;0.46492013;0.34044993;0.22584626;0.13314413;0.069011584;0.027051676;0.0068306844;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.01338873;-0.0016735911;0;0;0;0;-0.0018798074;0.015315182;0.06953061;0.14413767;0.19715713;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;-0.0010121517;0.006990095;0.04783104;0.12188054;0.20406225;0.2524631;0.24037977;0.17177542;0.1183738;0.08036642;0.060672972;0.038524237;0.0437429;0.08234892;0.151641;0.1738663;0.13983254;0.06792434;0.014798316;-0.0018209642;0;0;0;0;0;0;0;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07725999;0.08896429;0.10773576;0.13464297;0.16589858;0.16125949;0.10604765;0.06503678;0.064425975;0.07490529;0.09806116;0.14897259;0.22024104;0.28314322;0.27441055;0.18303514;0.085650526;0.06511129;0.12699229;0.22753106;0.30073243;0.3151103;0.26612717;0.18341343;0.10013117;0.039252114;0.007544279;-0.0009840364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0032432775;0.030109785;0.08722933;0.13459973;0.15496188;0.14223664;0.1340394;0.20795271;0.32426834;0.39811042;0.36587507;0.29499537;0.2761341;0.32345903;0.3685369;0.38678142;0.35778645;0.3332167;0.2838612;0.24063414;0.24759082;0.33001167;0.45472017;0.5216704;0.44797862;0.3040378;0.15100724;0.032980125;-0.0040550246;0;0;0;0;0;0;-0.0004542073;0.0031276846;0.021544788;0.054977443;0.092128925;0.11399934;0.108513795;0.078422554;0.04382098;0.010681104;0.06384767;0.17249338;0.2851375;0.33386463;0.28521547;0.16283554;0.07425398;0.019986605;-0.0023229884;0;0;0;0;0;0;0;0;-0.0019092292;0.019092292;0.033069186;0.09219962;0.2037643;0.31647003;0.33228934;0.3425202;0.26969117;0.1995729;0.13153198;0.07916287;0.03402909;0.07334947;0.08095299;0.09331149;0.14946315;0.2490091;0.32998744;0.31894702;0.21377802;0.08835891;0.050287876;0.097921744;0.16973771;0.20665689;0.19712001;0.13706721;0.09540542;0.09583477;0.11959864;0.169295;0.26009598;0.3524201;0.40470573;0.3831869;0.27557838;0.13964276;0.048935637;0.010124664;-0.0012987952;0;0;0;0;0;0;0;0;-0.0025567717;0.01907745;0.10921942;0.2572728;0.39382815;0.44184092;0.36114305;0.21254231;0.086026646;0.018591335;-0.0023229888;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.004675664;0.04341688;0.1261227;0.19011025;0.20613886;0.17157458;0.12974964;0.17524828;0.2685523;0.32597166;0.29727533;0.25090498;0.26315916;0.3314731;0.3820384;0.3935173;0.35384774;0.3214296;0.27206293;0.22398078;0.21383758;0.2724082;0.37299684;0.4297575;0.37024015;0.25187355;0.12506565;0.027291402;-0.0033564586;0;0;0;0;0;0;-0.00041246024;0.0028321159;0.019642793;0.050106406;0.08398326;0.10399676;0.09905392;0.07162281;0.04005707;0.0089281015;0.06595784;0.17822757;0.30874223;0.382588;0.34770608;0.21849449;0.10872773;0.028721932;-0.0033397593;0;0;0;0;0;0;0;0;-0.0018257353;0.018257353;0.03234001;0.081935436;0.1716358;0.26094654;0.26939613;0.29481727;0.25064895;0.20105353;0.13775478;0.080925986;0.03014731;0.06692042;0.07379837;0.08599393;0.13988332;0.23425964;0.31063423;0.30019987;0.20121162;0.081501275;0.06270065;0.14234444;0.2454853;0.28969073;0.26023683;0.16369563;0.09851177;0.090791255;0.11493338;0.1577721;0.22967418;0.2974107;0.33285564;0.31417423;0.22851378;0.118487254;0.043535624;0.010056386;-0.0012394219;0;0;0;0;0;0;0;0;-0.0026532537;0.0197788;0.11351102;0.2674962;0.40956584;0.45949528;0.37555593;0.22094364;0.08939052;0.019296395;-0.002412049;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018813978;0.015340628;0.069467;0.14398594;0.19695675;0.1898542;0.12725599;0.054683;0.011711427;-0.0014605885;0;0;0;0;0;0;0;0;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.027892558;0.037950803;0.082926236;0.15165292;0.17389016;0.13988025;0.06796967;0.014850799;-0.0018257353;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.015266412;0.011562991;0.03948338;0.055990994;0.06448593;0.078094415;0.097627036;0.12030445;0.116971746;0.076950215;0.04717114;0.0466888;0.056248154;0.05506892;0.03532723;0.008935711;-0.0010390362;0;-0.00096435566;0.006429038;0.04719985;0.12652345;0.22298045;0.2947178;0.3088081;0.26080462;0.17974518;0.09812854;0.03846708;0.007393393;-0.00096435566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
