;meta[fps=30]
;meta[frames=19]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;-0.008189389;-0.013146125;0.032542042;0.12331495;0.22719088;0.29253358;0.27272972;0.18995072;0.109071665;0.06238324;0.04895183;0.042027757;0.027775237;0.013051428;-0.0010857142;-0.002994286;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.014902858;0.011687622;0.046944655;0.08851331;0.13320403;0.16389096;0.15271577;0.14463001;0.10052833;0.049251266;0.012844405;-0.0026866964;-0.0044538765;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019466028;0.016925426;0.062971175;0.11314628;0.12978543;0.10445098;0.05079774;0.011128556;-0.001366916;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0010446404;0.007220015;0.049325522;0.12554426;0.21010767;0.2597531;0.2472074;0.17874846;0.10003306;0.039298967;0.0082646515;-0.0010446402;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;-0.0010408917;0.007184778;0.04923855;0.1253006;0.20975804;0.25949696;0.2471112;0.17878321;0.1001198;0.039308965;0.008218668;-0.0010408915;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;-0.0010846268;0.0074979193;0.051196128;0.13033365;0.21820414;0.26990587;0.25698656;0.18591027;0.10406293;0.040869426;0.008573795;-0.0010846263;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0005195182;0.004796319;0.013152663;0.03177124;0.058164667;0.08511118;0.09822875;0.08960209;0.10708645;0.16313405;0.2655461;0.34486032;0.33516347;0.23058535;0.1141836;0.024914604;-0.0030642292;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0010390364;0.009648195;0.027042564;0.051046267;0.07501917;0.093150616;0.09596059;0.084538326;0.100339696;0.15429679;0.2550502;0.335258;0.32858095;0.22819835;0.11283934;0.024619596;-0.003028049;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.0006456868;0.0059893024;0.0175894;0.025493495;0.024602894;0.015808195;0.0040299757;-0.0015733979;0.009961761;0.031651646;0.063111246;0.08585037;0.08417121;0.057743512;0.028627306;0.0062787486;-0.00077092793;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.0009091568;0.00843846;0.02471422;0.035791088;0.034510847;0.022153737;0.0056219283;-0.0019481931;0.011648339;0.037223473;0.07454715;0.101658575;0.09984025;0.06861721;0.03398762;0.0074253995;-0.00091286766;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027290606;0.023726605;0.08830801;0.15863858;0.18194532;0.14640073;0.07117504;0.015568051;-0.0019132051;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.00094069896;0.00818241;0.030402942;0.054577243;0.062564835;0.050319046;0.024441471;0.005343615;-0.0006568194;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010381086;0.00901735;0.033673126;0.060491394;0.0693835;0.05581573;0.027127199;0.005900242;-0.00072639773;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;-0.00027672292;0.0025668438;0.007538314;0.010925784;0.010544097;0.00677494;0.0017271326;-0.00020038555;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;-0.0014323859;0.0132996645;0.038889647;0.056293502;0.054252535;0.034807716;0.008809543;-0.0030354704;0.017658051;0.061566614;0.1297209;0.18288894;0.18370533;0.12958916;0.06395083;0.013965762;-0.0017171932;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019314943;0.016793426;0.06248968;0.11227159;0.12877557;0.103629954;0.050391406;0.011032338;-0.0013553858;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;0;0;0;0;0;0;-0.001719976;0.014950989;0.05568214;0.100025795;0.11472074;0.092302606;0.04486967;0.009802194;-0.0012050966;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;0;0;0;0;0;0;0;-0.0026643863;0.024740197;0.07211839;0.10663666;0.10605591;0.07198109;0.023135254;0.0022710369;0.0008516386;-0.00010575905;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;-0.0009091568;0.00843846;0.023360187;0.047727235;0.07620075;0.10149419;0.11024992;0.102384575;0.0852299;0.07791521;0.09274396;0.1114635;0.10843478;0.07704083;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0
cheek_right_down;0;0;0;0;0;-0.00012370742;0.0008494576;0.0058937212;0.015001588;0.02512535;0.031114291;0.029648544;0.021456113;0.012022861;0.004711378;0.000972415;-0.00012370739;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cheek_left_down;0;0;0;0;0;-0.00013270433;0.0009131857;0.0062993313;0.016089462;0.026972717;0.033380758;0.03177257;0.0229556;0.012818338;0.0050195223;0.0010466394;-0.0001327043;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nose_down;0;0;0;0;0;-0.00041235806;0.0028315254;0.019645737;0.05000529;0.08375117;0.1037143;0.09882848;0.07152038;0.040076204;0.015704595;0.003241383;-0.00041235794;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;0;0;0;0;0;0;0;0;-0.0037108439;0.034457833;0.0979;0.17249328;0.21212773;0.19106871;0.117222905;0.05595423;0.012365062;-0.0015187954;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;0;0;0;0;-0.0035287854;0.024324125;0.16719747;0.4260508;0.713532;0.88271624;0.8403183;0.6075484;0.33983803;0.13330159;0.027855404;-0.0035287845;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0;0;0;0;-0.005014941;0.046565793;0.13613495;0.19704582;0.18988918;0.12182171;0.030821206;-0.0035836147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_low;0;0;0;0;0;-0.0040685995;0.02805784;0.19267866;0.49067357;0.82153976;1.0162302;0.9654132;0.7186011;0.4470668;0.23405889;0.10962756;0.04565671;0.012585062;-0.0014631327;0;0;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;0;0;-0.0056563867;0.052519042;0.15357593;0.22230604;0.21424823;0.13746026;0.03479181;-0.0040448196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
normal3;0;0;0;0;0;0;0;0;0;0;0;-0.010390364;0.09648195;0.28202412;0.4081928;0.39334944;0.2523374;0.06382651;-0.0074216877;0;0;0;0;0;0;0;0;0;0;0;0
normal4;0;0;0;0;0;0;0;0;0;0;0;-0.010390364;0.09648195;0.28202412;0.4081928;0.39334944;0.2523374;0.06382651;-0.0074216877;0;0;0;0;0;0;0;0;0;0;0;0
