;meta[fps=30]
;meta[frames=161]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;-0.015970744;-0.0056118853;0.06768458;0.16906059;0.24375498;0.23592047;0.14555705;0.02483018;-0.002146735;0.07149806;0.16688001;0.19060571;0.15508571;0.06032;-0.0050285687;-0.013805714;0;0;0;-0.005881905;0.0046476196;-0.008609525;0.0586362;0.16469336;0.20492193;0.17932191;0.11436191;0.0023619023;-0.023253333;-0.0028160003;0.00050285744;0.012018288;0.023292081;0.02621976;0.02543151;0.020320002;0.020605389;0.020482177;0.029901499;0.039203268;0.03477769;0.033068843;0.037952654;0.03664381;0.037219048;0.03365714;0.013051428;-0.0010857142;-0.002994286;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.030171428;0.07597715;0.087710485;0.074902855;0.051885717;0.022011433;-0.017234286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.02232;0.02566286;0.07868572;0.09375429;0.10604572;0.08038286;0.016765717;-0.0012799999;0.037097145;0.042925715;0.05138286;0.062468573;0.045592383;0.01297524;0.03661715;0.029980954;0.009980952;0.011794286;-0.012629335;-0.0068419077;0.05449966;0.13633463;0.19392917;0.18867661;0.12715979;0.059140272;0.060790256;0.10476983;0.12179352;0.10258132;0.06487009;0.018173713;0.02652191;0.071296014;0.10091734;0.114285745;0.07495773;0.07207848;0.06110629;0.057612192;0.057444565;0.032704003;0.002989715;0.08192;0.16169143;0.21478398;0.20349711;0.15440916;0.14048001;0.16892801;0.16994745;0.13976686;0.08173258;0.04387886;0.04557257;0.056331426;0.028966859;0.0070308573;0.043042284;0.12182171;0.21183999;0.27189714;0.26040685;0.16896914;0.083012566;0.040095992;0.040879995;0.058107432;0.063698284;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.049189493;0.07450241;0.14187612;0.20423864;0.22329283;0.1952704;0.11075429;0.062297147;0.09069029;0.12291429;0.14759773;0.15572801;0.11930058;0.074811436;0.062176;0.04046324;0.099641904;0.16506818;0.20592152;0.23198475;0.20195048;0.11334096;0.05465905;0.0014019012;-0.032579046;0.014217147;0.073874295;0.10241524;0.09984001;0.06614858;0.0013409498;-0.0129828565;0;0;0;-0.013348572;0.010483812;0.05435428;0.075337134;0.0446019;0.07128381;0.10367086;0.16470553;0.21838778;0.1879223;0.07928229;0.029168764;0.015867429;0.0370042;0.06214096;0.109904766;0.11361524;0.10367239;0.10072381;0.09431619;0.066240005;0.06680381;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.031151999;0.046727996;0.08010742;0.11951581;0.13700342;0.11825256;0.08809524;0.15247543;0.15795198;0.21186745;0.21671316;0.16411428;0.1050819;0.035199996;-0.025508573;-0.004038094;0.045577142;0.08169143;0.09900069;0.10481555;0.14029989;0.21451886;0.2805532;0.25689054;0.16410244;0.03254858;0.0072094514;0.058229025;0.1001143;0.09758477;0.043235045;-0.021155814;0.07607621;0.285472;0.46596423;0.5423566;0.40805948;0.22842367;0.14146288;0.106408395;0.095510855;0.07387429;0.004297141;0.0016182874;0.045522284;0.065746285;0.059474286;0.040182862;0.030125715;0.0256861;0.04427276;0.06805715;0.047777526;0.056336;0.082473144;0.07594666;0.06507428;0.044943996;0.010031996;0.024691809;0.063051425;0.08136;0.06356571;0.072617136;0.067289144;0.05552228;0.040518858;0.018720001;-0.013988571;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.02161938;0.016819665;0.015523521;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019036628;0.019036628;0.038073257;0.04759157;0.035336558;0.041336674;0.099281505;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;-0.0011000214;0.008963915;0.040671404;0.08429229;0.115292326;0.11111476;0.07446347;0.0312786;0.013289828;0.017975478;0.0272588;0.026272776;0.015778456;0.012308763;0.045735143;0.10900324;0.1669783;0.18736924;0.15245892;0.09715695;0.05055713;0.025497317;0.013141001;0.0070612063;-0.0007061206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.018376792;0.046970382;0.15573408;0.2808261;0.32204828;0.2590878;0.12592088;0.02750292;-0.003381507;0;0;0;-0.0030868922;0.02865991;0.083827965;0.12004391;0.12597641;0.13711552;0.17725466;0.26284587;0.32797801;0.30649516;0.2792366;0.28262;0.27584845;0.22843002;0.13862728;0.035415765;-0.004117446;0;0;0;0;-0.0019466028;0.016925426;0.062971175;0.11314628;0.12373809;0.16492449;0.17174473;0.16231231;0.11958009;0.058340825;0.009849906;0.091251776;0.21499465;0.32820058;0.37903887;0.32132304;0.20193377;0.09134719;0.025248583;-0.0029127474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0045134467;0.03887492;0.14970832;0.26958779;0.3067229;0.28078791;0.18432489;0.104203;0.05711704;0.06004411;0.053810686;0.068052374;0.084014036;0.13351405;0.19857493;0.24046266;0.20246099;0.10648346;0.027739085;-0.006846507;0.029521087;0.13377225;0.27721483;0.3792397;0.36318097;0.2660219;0.18229507;0.17172505;0.19963081;0.19631822;0.13430724;0.06430707;0.01707094;-0.0019847713;0;0;0;-0.0028483379;0.028483378;0.056966756;0.07120845;0.056966756;0.027756266;0.0030773487;0.026880292;0.05568715;0.07614652;0.07225976;0.05880601;0.057007194;0.06899705;0.07094866;0.08038145;0.10692288;0.14648613;0.15999822;0.12933816;0.062480222;0.016312817;0.016353607;0.046074364;0.077240035;0.095590346;0.09098506;0.063998856;0.050862867;0.07865205;0.13629082;0.18198517;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00089449424;0.004571214;0.012449346;0.026054565;0.04664148;0.07484323;0.10687464;0.13649169;0.15149868;0.14861962;0.12769969;0.09825496;0.06694766;0.041435212;0.022106785;0.010294427;0.003674783;0.0008944939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.01056226;0.010562259;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0004163566;0.0033938312;0.015387702;0.031849537;0.042260684;0.052904975;0.06900373;0.08492214;0.09275563;0.089203544;0.071892306;0.051821936;0.035015784;0.017462172;0.0038168682;-0.00046915674;0;0;0;0;0;-0.0011185546;0.010390365;0.0303229;0.04386748;0.04225061;0.027089162;0.006833253;-0.00079518085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015797594;0.014668437;0.042886756;0.062077124;0.05982411;0.03838073;0.009711808;-0.0011291567;0;0;-0.00097012066;0.009701206;0.019402413;0.024253014;0.019402413;0.009701206;-0.00097012066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011271688;0.011271687;0.022543374;0.028179217;0.022543374;0.011271687;-0.0011271688;-0.00095421704;0.00954217;0.01908434;0.023855425;0.01908434;0.00954217;-0.00095421704;0;0;0;0;-0.00065077597;0.005300675;0.024085708;0.049913816;0.06824402;0.06574237;0.04402885;0.017953595;0.012593759;0.024623888;0.03641928;0.035146996;0.022457762;0.0067017833;0.004606483;0.012336171;0.01875063;0.020978194;0.01615198;0.019627448;0.02319251;0.024776775;0.018970631;0.009163664;0.002131084;0.01398882;0.028954124;0.039568197;0.03695921;0.035475407;0.048007052;0.06899943;0.07619979;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;-0.00019561448;0.0013430604;0.009308387;0.023848265;0.04003179;0.0495668;0.047169324;0.034048848;0.018969834;0.0074118786;0.0015410599;-0.00019561443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19877134;0.09659698;0.02109615;-0.009412555;0.066496834;0.15014444;0.23294267;0.26592055;0.24545005;0.16408794;0.11458938;0.04923919;0.010553641;-0.0013158654;0;0;-0.0026643863;0.024740197;0.070597686;0.1210249;0.14187802;0.1455528;0.20560102;0.36897027;0.5686018;0.6930568;0.66061556;0.47767153;0.262156;0.14936437;0.18753783;0.29459777;0.338223;0.30227607;0.18920293;0.09896264;0.052306205;0.027942656;-0.0027942655;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018702653;0.018702654;0.03740531;0.046756636;0.03740531;0.017210895;0.011982315;0.040485308;0.058594227;0.056460492;0.03621784;0.009158363;-0.0010650122;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.5095304;0.4281943;0.2436518;0.15998375;0.26767358;0.46763903;0.590566;0.55719805;0.37435144;0.1607649;0.034439605;-0.0061651967;0.018702654;0.036202993;0.05721008;0.076307945;0.08855929;0.0782283;0.06442953;0.03130468;0.0068353736;-0.0048571243;0.03491274;0.13005026;0.23364958;0.26799902;0.2156483;0.104848415;0.01524155;0.06386177;0.24828887;0.44591355;0.511345;0.4113471;0.19989575;0.043633956;-0.00536588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18466087;0.089733765;0.019604389;-0.009501616;0.06911076;0.15652339;0.24397387;0.28009447;0.26007822;0.17525946;0.12223521;0.052501023;0.011248313;-0.0014026994;0;0;-0.002207952;0.0204987;0.058393657;0.101703;0.12200924;0.121172965;0.14317279;0.22712113;0.33516845;0.40529853;0.38666466;0.27957442;0.15221192;0.09764184;0.14791872;0.24106702;0.27599213;0.24711436;0.15524316;0.08179627;0.043500368;0.023211328;-0.002321133;0;0;-0.0018257353;0.018257353;0.036514707;0.045643385;0.036514707;0.018257353;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017923376;0.017923377;0.035846755;0.044808444;0.035846755;0.016561497;0.010850508;0.036997113;0.053566027;0.05163639;0.03313783;0.008397639;-0.00097595184;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29755774;0.2569889;0.16105434;0.12017568;0.18213154;0.28996015;0.34966168;0.3255672;0.21907711;0.094069906;0.020158794;-0.0043060635;0.017923377;0.0347502;0.05434345;0.07131222;0.08165713;0.07132056;0.05884935;0.028627306;0.0062787486;-0.0046161045;0.033424877;0.12448454;0.22354682;0.25633493;0.20618843;0.10018277;0.017366193;0.036309313;0.14525169;0.26094654;0.29929814;0.24082448;0.11708083;0.025582558;-0.0031449401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
