;meta[fps=30]
;meta[frames=104]
;meta[profile=default]
jaw_open_a;0;-0.010148572;0.008000002;0.04128;0.055652574;0.05519543;0.04337371;0.016923428;0.016246859;0.022747431;0.014070858;0.004352001;-0.00056685664;-0.0012068575;0;0;0;0;0;-0.0060789846;-0.011889778;0.019812575;0.09712408;0.20006454;0.2962667;0.333182;0.30478173;0.23649223;0.14763431;0.06987685;0.024566874;0.0059535247;0.014401016;0.02714667;0.030236194;0.02886857;0.02576;0.021165714;0.015314287;0.009211429;0.004285715;0.00082285685;-0.00044952432;-0.00031999985;0;0;0;0;0;0;0;0;0;0;0;-0.02505143;0.01968762;0.095817134;0.15060571;0.1562819;0.112845704;0.012251428;-0.011375237;0.027821714;0.08490057;0.09485716;0.14012954;0.18526632;0.17792;0.14853638;0.09413485;0.0019611404;-0.019678477;0;0;0;-0.005881905;0.0046476196;0.018026667;0.026483813;0.07308191;0.08828953;0.07210667;0.022841899;0.03942097;0.099200025;0.1589029;0.15488002;0.10258287;0.002011424;-0.020114288;0;0;-0.011548954;-0.011976378;0.04782172;0.15349714;0.25050667;0.29163203;0.22965488;0.11654554;0.032182865;-0.00524647;-0.010492955;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.004815238;0.00036571422;0.015771432;0.046064764;0.072525725;0.07355429;0.031510253;0.014757486;0.072994746;0.1820718;0.26095545;0.26244074;0.19739614;0.09549991;0.08113097;0.16488779;0.23140574;0.26632;0.26055062;0.16102909;0.076097526;0.049381085;0.032130037;0.043431625;0.058700196;0.053777784;0.041820962;0.02628826;0.012364702;0.003536764;-0.0010504132;-0.0010951115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006430477;0.00068571453;0.032731432;0.049386673;0.05065143;0.03652572;0.007009525;-0.008960001;0;0;-0.0070735253;0.0055817165;0.028763434;0.039843053;0.03882058;0.025696006;0.00046933265;-0.005028572;-0.0068571432;0.0013257144;0.02002286;0.053729523;0.1081143;0.14186667;0.16518097;0.18080002;0.15283811;0.12209982;0.09406476;0.0828739;0.101568006;0.12629332;0.11603657;0.08946438;0.062270477;0.072774105;0.08081524;0.09778287;0.12896305;0.116355814;0.112310864;0.11813029;0.1073585;0.09472686;0.08731277;0.044268195;0.012219429;-0.0019359993;-0.004006096;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.00056680496;0.00461841;0.020959185;0.043455042;0.05945154;0.05731028;0.038416777;0.014668226;0.019461066;0.058868513;0.10653833;0.122187495;0.09830821;0.047787193;0.010439133;-0.0012834219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.018943118;0.019635398;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0064409645;-0.0014933498;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0012500244;0.01160805;0.03392242;0.04726237;0.062234033;0.09808015;0.14817367;0.19140638;0.18544255;0.12436788;0.05346001;0.011456332;-0.0014284631;0;0;0;0;0;-0.00027465547;0.0017738894;0.013844734;0.03858997;0.070745654;0.09883922;0.11035026;0.10291183;0.08213248;0.05495559;0.029451115;0.011579268;0.0020397983;-0.00027465555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004422796;0.04106473;0.12008822;0.17383447;0.16753665;0.107492544;0.024358293;0.02006718;0.1054486;0.21860918;0.29418173;0.3334115;0.3252802;0.27416325;0.20205593;0.1160261;0.029930443;-0.0034795518;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.05319522;0.057181455;0.055449553;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;0;0;0;-0.0032419523;0.03241952;0.062377647;0.09942274;0.1699105;0.27987188;0.37551233;0.42495936;0.3473832;0.20451424;0.08281913;0.01792259;-0.0022383553;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014908238;0.029816477;0.059632953;0.08944942;0.14908238;0.17889884;0.22362357;0.17889884;0.15145956;0.0986085;0.08161582;0.07087647;0.083464436;0.10195608;0.13625315;0.15705964;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.019128626;0.007361959;0.0018486215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0012987955;0.012054943;0.035306033;0.05113013;0.049301215;0.0316482;0.007086651;0.0067643384;0.03493198;0.072425075;0.099085905;0.09551713;0.064027965;0.024963908;0.027942339;0.08138358;0.14746629;0.16909522;0.13506518;0.072299786;0.0616601;0.12976593;0.24077159;0.336279;0.37543634;0.35035968;0.27981624;0.18758793;0.100712836;0.03972689;0.0070986697;-0.0009505064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017653016;0.016396629;0.047869883;0.069260255;0.06671567;0.042780727;0.010798556;-0.0012563858;0;0;-0.0019418315;0.018036291;0.052656874;0.07618628;0.07338724;0.047058802;0.011878411;-0.0013820243;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.03856998;0.054270025;0.09486772;0.14033087;0.1351993;0.08671181;0.021908289;-0.0025482893;0;0;-0.0016036149;0.011954219;0.068605565;0.16167353;0.2475398;0.27771693;0.22698438;0.13353737;0.054027244;0.011662656;-0.0014578319;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.004549495;0.04224425;0.12349688;0.17585912;0.19582495;0.21744357;0.2496819;0.3001219;0.29247388;0.1960795;0.08189091;0.038475145;0.0737508;0.1365405;0.1566069;0.12602025;0.061273452;0.013409135;-0.0016476148;0;0;0;0;0;0;0;-0.0011948919;0.008195399;0.05376271;0.17209782;0.3563913;0.5620203;0.7244468;0.8020025;0.7831347;0.7014469;0.57796764;0.4292927;0.2758224;0.1449567;0.05265316;0.008536791;-0.0011948914;0;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.173263;0.1223725;0.06720895;0.06656512;0.08009857;0.06442953;0.026234925;0.053912256;0.13676132;0.19915728;0.19191186;0.12190864;0.04159039;0.035281964;0.069856636;0.08009857;0.06442953;0.028061403;0.03694516;0.08401165;0.15765148;0.21103568;0.20643423;0.14292686;0.07656955;0.019986605;-0.0023229884;0;-0.0011447954;0.00852752;0.049033236;0.11560949;0.17709817;0.19872497;0.16244777;0.09555609;0.03864288;0.008319715;-0.006262049;0.045392893;0.16896121;0.30338934;0.3478638;0.27980226;0.13593934;0.029668197;-0.0036486874;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.00435282;0.040422224;0.118116155;0.16793422;0.18919735;0.2167949;0.25715035;0.31216732;0.3039181;0.20372534;0.08499689;0.04052242;0.07873483;0.14561352;0.16698799;0.13434184;0.0652923;0.014260774;-0.0017533738;0;0;0;0;0;0;0;-0.0007004219;0.0048129656;0.03143456;0.100611195;0.20841397;0.32878637;0.42392218;0.46937907;0.45835784;0.410603;0.33834454;0.25133175;0.1614681;0.084821545;0.030790724;0.005011491;-0.0007004215;0;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.16117866;0.1136613;0.06183472;0.060668588;0.07311291;0.05884935;0.02391676;0.050012533;0.1271567;0.18519709;0.17850271;0.11344235;0.038541194;0.03209379;0.06373375;0.07311291;0.05884935;0.023951642;0.049695626;0.12146428;0.22710365;0.30391812;0.29723862;0.20572919;0.11021207;0.028721932;-0.0033397593;0;-0.0012245787;0.009128677;0.052389704;0.123459786;0.1890304;0.21207473;0.17333354;0.101973996;0.041257165;0.008906028;-0.0065403637;0.04717967;0.17565745;0.31549597;0.36180726;0.29107395;0.14146663;0.03089834;-0.0037989765;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.055506807;0.02611692;0.04186388;0.0964812;0.14910392;0.20153369;0.23030609;0.21650918;0.15663101;0.084350444;0.021985263;-0.0025552867;0;0;-0.0015715427;0.011715136;0.06723345;0.15844008;0.24258903;0.2721626;0.22244468;0.13086663;0.052946698;0.011429403;-0.0014286753;0;0;0;0;0;0;0;0;0;0;0;0
