;meta[fps=30]
;meta[frames=59]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.24139586;0.30123737;0.30413717;0.22261867;0.12107275;0.083669335;0.07193143;0.07445334;0.095378295;0.068841144;0.030066283;0.09546516;0.2052279;0.25930333;0.24305466;0.17286585;0.09295179;0.05321874;0.03470903;0.0775802;0.13034819;0.16629943;0.15975161;0.103847615;0.017874282;-0.009843809;-0.0053638094;0;0;-0.0031085713;-0.0010057145;0.013074287;0.020327618;0.054918103;0.09819429;0.099596195;0.08143238;0.06198857;0.033749335;0.036476955;0.045494862;0.025709717;0.006264383;0.008484573;0.028492192;0.050240006;0.058445714;0.045973334;0.023314288;0.0064457157;-0.0009980943;-0.0021180958;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.040620197;0.05480687;0.06186819;0.04205257;0.040246855;0.042783238;0.061973345;0.112976015;0.12875888;0.09447697;0.054962296;0.00946377;-0.006446629;0.010610287;0.010208;0.006225372;0.0018304003;-0.019324344;0.021640839;0.062262863;0.09286858;0.082773335;0.07222096;0.035870478;0.069744766;0.09337905;0.11192381;0.086918086;0.08720762;0.11217524;0.118080005;0.09745524;0.053897142;-0.004761906;0.032563817;0.14790095;0.18886094;0.17167237;0.09633523;0.002072377;-0.020601902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.011905448;0.06797843;0.15157738;0.20071957;0.18286616;0.11448378;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.07879685;0.13732615;0.20183216;0.22535883;0.18765631;0.14449136;0.11478514;0.12436788;0.122571565;0.0767076;0.03341;0.06059459;0.13036513;0.17661697;0.18608662;0.1795283;0.18279459;0.19297074;0.17005005;0.15890005;0.1685386;0.20613663;0.20912524;0.15808035;0.09880916;0.10213462;0.119205564;0.11429133;0.099858806;0.09012389;0.114162534;0.15289229;0.17050424;0.17812844;0.19324802;0.17539081;0.13555606;0.117049985;0.12437454;0.14485492;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2843487;0.3187363;0.27514288;0.1807552;0.09290124;0.06138849;0.07465158;0.091024354;0.088781945;0.056561533;0.016654268;0.009184338;0.022511248;0.030841883;0.029774752;0.019999119;0.008624532;0.0018543622;-0.0019962222;0.016396629;0.047869883;0.069260255;0.06671567;0.042780727;0.010798556;-0.0012563858;0;0;0;0;0;0;-0.002009157;0.018511811;0.054851577;0.09311569;0.10226028;0.07991567;0.03637157;0.009711808;-0.0011291567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.11860228;0.24131617;0.34851316;0.3868829;0.33187565;0.23783726;0.12010518;0.04667129;0.012796846;-0.001493986;0;0;0;0;0;-0.0034065545;0.029456677;0.11092825;0.2102564;0.24626274;0.23564601;0.18781322;0.14310127;0.10734729;0.07098844;0.017971616;-0.0020892052;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38510025;0.38541564;0.27189353;0.1696672;0.18520227;0.2925993;0.3833736;0.38876972;0.29338115;0.16883041;0.080606766;0.032894406;0.007518912;-0.0009245568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.10954412;0.23107426;0.34354588;0.38846934;0.33727485;0.24073541;0.11820707;0.0442815;0.012282523;-0.0014327569;0;0;0;0;0;-0.0049094465;0.04481215;0.1379469;0.239034;0.2634328;0.24031425;0.18382408;0.1488271;0.114939675;0.075701214;0.019147953;-0.0022265061;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31403387;0.3163123;0.22550797;0.14297882;0.1546828;0.24049978;0.31246027;0.31880593;0.24367723;0.1438017;0.07141937;0.030358415;0.0069066235;-0.0008480207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
