;meta[fps=30]
;meta[frames=134]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;-0.022944;0.034416;0.068832;0.080304;0.068832;0.028534094;-0.018296378;0.023908572;0.02971124;0.031052193;0.035785142;0.036422092;0.047747046;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;-0.0061714286;0.007108572;0.018948572;0.030697146;0.013284114;0.021830402;0.10995063;0.25451702;0.3570501;0.3384238;0.21872582;0.07383286;0.038206484;0.08173836;0.114460945;0.09045333;0.055710476;0.0012495234;-0.011763809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020114288;-0.00080457155;0.00862903;0.015745219;0.034659963;0.053990398;0.054591395;0.05029516;0.044793602;0.024196418;0.024583317;0.026303547;0.06534949;0.12516955;0.18727559;0.20096003;0.17395811;0.11025983;0.050624013;0.05028572;0.075496376;0.11634057;0.19395658;0.25191203;0.21545145;0.16149372;0.04327696;0.01361181;0.084326856;0.13834667;0.118430465;0.102110475;0.068540946;0.07303619;0.09079619;0.068982854;0.010582093;-0.00031695055;0.053707436;0.12500116;0.19255546;0.22304457;0.17675431;0.08940801;0.020242294;-0.005531425;0.010121142;0.045522284;0.065746285;0.063698284;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.018681904;0.014704764;0.07074285;0.10472762;0.1252038;0.11267428;0.06687619;0.057276193;0.110121906;0.15768379;0.20798397;0.20114587;0.17294171;0.11677867;0.116816774;0.118317716;0.14240916;0.109107815;0.13727696;0.1808;0.19330437;0.18197635;0.1396937;0.13105066;0.14013867;0.13742629;0.086061716;0.032205716;-0.024949942;0.007432229;0.0016502859;0.0055146674;0.047322523;0.08932756;0.14296138;0.18498561;0.15730286;0.08464457;0.04672914;0.06168321;0.13821928;0.19156833;0.21872069;0.22682945;0.24720639;0.28154293;0.28248113;0.18978614;0.09263021;0.02407836;-0.0051330654;-0.008359182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.019062858;0.026354287;0.051070474;0.07097143;0.0994743;0.13821715;0.14146288;0.15515432;0.10358858;0.022968005;-0.0047651418;0.049298663;0.14405315;0.19638284;0.1742463;0.13054058;0.15057257;0.19510555;0.22306402;0.1872343;0.12476954;0.14178288;0.20597333;0.24601907;0.22334477;0.15459049;0.08252953;0.04107276;0.010948571;0.03017753;0.08909563;0.15531582;0.18075201;0.12896001;0.08260191;0.07416686;0.07209371;0.066945516;0.048639994;0.00095999666;-0.009539046;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0039949887;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00020992776;0.0015229305;0.009217736;0.023803897;0.03763432;0.04051605;0.03079258;0.014367645;0.010671008;0.020626355;0.030358415;0.029156102;0.018635858;0.0046289065;-0.000541041;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0038959086;0.0022818514;0.015937017;0.03757182;0.057549942;0.06457028;0.05277409;0.031039568;0.012543185;0.0026975726;-0.00033763392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.0013826604;0.013826603;0.027653206;0.034566507;0.027653206;0.01073971;0.02727725;0.083827965;0.12135254;0.11696315;0.07504916;0.01900323;-0.0022090124;0;0;0;0;0;0;0;-0.0032419523;0.03241952;0.06483904;0.08104881;0.063138634;0.046274755;0.059635606;0.13036513;0.1783546;0.17193082;0.11525034;0.046724197;0.035768256;0.07542513;0.16587918;0.2555803;0.30149442;0.2611024;0.17689753;0.075946145;0.01627704;-0.0020296203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030010126;0.027863136;0.08149014;0.11796507;0.11369495;0.07294989;0.01846887;-0.00263841;0.0033254467;0.02310398;0.0672055;0.13016284;0.17294468;0.1938139;0.19137967;0.17087308;0.16769053;0.17814493;0.17219277;0.16165784;0.13822739;0.09258672;0.057276286;0.022871867;0.062127408;0.1623957;0.23616871;0.22480398;0.17177814;0.11231134;0.104820736;0.10515471;0.067463145;0.015569957;0.009220123;0.06406995;0.15088558;0.23105174;0.25931323;0.21204802;0.124880776;0.048844468;0.025072057;0.06291343;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.6388131;0.4819879;0.41084322;0.5064561;0.6335103;0.6155845;0.4127542;0.17735793;0.03804655;-0.0047424594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017862776;0.0068794726;0.016507482;0.030830232;0.051474072;0.07654702;0.10228948;0.11789976;0.1154277;0.09758661;0.07112584;0.047169663;0.027721189;0.014355278;0.0055241794;0.0013878216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0014277472;0.014277472;0.028554944;0.035693683;0.028554944;0.014277472;-0.0014277472;0;0;0;0;0;0;0;0;-0.0015797594;0.014668437;0.042886756;0.062077124;0.05982411;0.03838073;0.009711808;-0.0011291567;0;-0.0002938988;0.0023966746;0.0108462665;0.022511248;0.030841883;0.029774752;0.019999119;0.007702123;0.01041051;0.024896793;0.03641928;0.035146996;0.022583134;0.005757109;-0.0011291567;0.0031852673;0.02180613;0.05541729;0.09270445;0.114635535;0.1091488;0.07897736;0.04426431;0.017396282;0.003644199;-0.0004612048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005062652;0.0036790373;0.022736872;0.051588684;0.078603625;0.08770844;0.07174917;0.042179048;0.016877452;0.013271039;0.027012821;0.045598846;0.05774126;0.05728483;0.055700827;0.07108201;0.08770897;0.09541694;0.08896403;0.07691784;0.07984412;0.09271411;0.09691665;0.08154315;0.05042242;0.020929158;0.005261446;0.0030174463;0.021287257;0.05028935;0.07710763;0.086522296;0.07070483;0.041530706;0.016738825;0.0035804354;-0.00044901227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0050146487;0.050146483;0.100292966;0.123017244;0.1207156;0.12614827;0.13152584;0.1566069;0.12413886;0.07661408;0.08287613;0.14233834;0.1925789;0.2279052;0.26902604;0.30932575;0.3037456;0.23178767;0.12795454;0.08739037;0.12097999;0.2246211;0.34764108;0.5004485;0.605209;0.57692677;0.40452838;0.19989575;0.043633956;-0.008609158;0.030109785;0.08628082;0.14438893;0.17222026;0.1502335;0.08874853;0.04179894;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009527221;0.007763828;0.03522378;0.07299222;0.09982763;0.09529347;0.07187519;0.06129817;0.07560626;0.091143794;0.12411251;0.14261971;0.19171704;0.25631678;0.29730073;0.29780635;0.32982236;0.3691451;0.40441054;0.38902333;0.30477533;0.18683448;0.09952372;0.046114285;0.01221517;-0.0014260772;-0.004608868;0.042797163;0.12509255;0.18105207;0.17265071;0.12876628;0.077586316;0.060379136;0.13544023;0.2924108;0.45610115;0.51740193;0.4534583;0.29906824;0.19538169;0.16484033;0.13908559;0.081840634;0.033130974;0.0071760328;-0.00089598354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.004798399;0.04798399;0.09596798;0.117455155;0.11774322;0.12905665;0.14081512;0.16698799;0.13163662;0.08733471;0.11429325;0.20564568;0.2796214;0.3093842;0.31684023;0.31849062;0.29179034;0.21725413;0.122173965;0.090161264;0.12969121;0.24156481;0.33512264;0.40970498;0.427222;0.36743367;0.23373307;0.11708083;0.025582558;-0.007820604;0.04341688;0.12517048;0.19985123;0.2242092;0.18184991;0.09451519;0.038852535;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00086700154;0.0070658177;0.032044772;0.06645543;0.09094945;0.086876735;0.065563604;0.055875737;0.068857156;0.081229955;0.13109966;0.16679531;0.22366832;0.27815863;0.30169576;0.27923915;0.2964797;0.31348467;0.33256006;0.31973723;0.2564434;0.16365656;0.09197976;0.04453569;0.011724226;-0.0013676314;-0.004282314;0.039757982;0.116297856;0.16836098;0.16053483;0.12029072;0.07357118;0.06074651;0.10479051;0.187444;0.27065742;0.30509996;0.28105187;0.21180198;0.17063388;0.15966277;0.13314845;0.07843425;0.031777818;0.0068576415;-0.00085720513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
