;meta[fps=30]
;meta[frames=62]
;meta[profile=mrrr]
jaw_open_a;0;0;0;0;0;0;0;0;0;-0.0033619595;-0.004410776;0.003692407;0.03873437;0.114356905;0.22185339;0.3228415;0.39456332;0.41200528;0.39136654;0.3473522;0.28637716;0.21140836;0.14041929;0.07293585;0.029754769;0.007902039;-0.0016809826;-0.003361958;-0.014415239;0.011352382;0.054811433;0.08702476;0.09071238;0.06587428;0.012510476;-0.0045104763;-0.00384;0;0;-0.017743673;-0.028483266;0.07050775;0.26718238;0.49224696;0.6338228;0.59799;0.40550274;0.1937848;0.09023541;0.13600324;0.23001632;0.25846857;0.1937714;0.06189714;0.044125706;0.15088001;0.28772572;0.32612574;0.25261715;0.11492573;0.02454857;-0.014079999;-0.007131429;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0037993651;-0.007405713;0.01237333;0.06061206;0.12485588;0.1848838;0.2078984;0.19014601;0.14332645;0.08944711;0.056021243;0.05941731;0.09320149;0.1499006;0.19974159;0.24310128;0.2811743;0.314745;0.33730656;0.3338804;0.2878556;0.20884669;0.11653551;0.042531688;-0.0160832;-0.002292423;0.07933654;0.16338287;0.1866286;0.13257144;0.0628343;0.07723429;0.14985144;0.1866286;0.15186287;0.05908572;-0.0048914296;-0.02463739;-0.017793957;0.04416523;0.16705634;0.30766958;0.39612934;0.37728658;0.25114122;0.11068605;0.03427004;0.044703342;0.09113404;0.116777144;0.09062857;0.028835915;0.016414694;0.05842939;0.12048325;0.17174858;0.17724736;0.12992652;0.07621878;0.025097137;-0.0066742906;-0.005955916;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;-0.00028340248;0.002042297;0.011862417;0.03744061;0.083725184;0.1453967;0.2047043;0.24620701;0.25938526;0.2492682;0.22290054;0.18550716;0.14041016;0.09551337;0.055315204;0.026997453;0.010305952;0.000120229786;0.018381082;0.06799274;0.13737385;0.19555247;0.21615401;0.19970329;0.18837199;0.18063806;0.15803266;0.113418244;0.05596483;0.01222352;-0.001502892;0;0;0;0;-0.0013998363;0.011407664;0.051745277;0.10616856;0.15527734;0.19185129;0.1972109;0.16760105;0.116559274;0.06407328;0.057396155;0.106572926;0.16929717;0.1871458;0.14975959;0.08204357;0.029929014;0.0039361455;-0.0006011568;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002377186;0.009159078;0.021982873;0.041059993;0.068556204;0.10195608;0.13625315;0.15705964;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.027910931;0.03983481;0.08018463;0.14593808;0.24449505;0.3621346;0.48552057;0.55800176;0.54954463;0.46492013;0.34044993;0.22584626;0.13314413;0.069011584;0.027051676;0.0068306844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;-0.00025491227;0.0018393669;0.010651335;0.03358344;0.07508415;0.13040762;0.1836393;0.22097644;0.23287983;0.22380795;0.20007862;0.1664477;0.12594666;0.085708015;0.0496754;0.024269145;0.009271808;0.002039297;-0.00025491216;0;0;0;0;0;0;0;0;0;0;0;-0.0010446404;0.007220015;0.049325522;0.12554426;0.21010767;0.2597531;0.2472074;0.17874846;0.09803715;0.05664186;0.07294068;0.115210794;0.13339159;0.10657411;0.05751543;0.05148001;0.09565627;0.15197496;0.16802171;0.13446507;0.07366555;0.026861211;0.003546507;-0.0005407231;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.00018893497;0.0013627808;0.007912526;0.024801213;0.055158515;0.095459394;0.13412808;0.161235;0.16994177;0.16341302;0.1461622;0.12160239;0.09194136;0.06251823;0.036221284;0.017710902;0.0067964094;0.0015202258;-0.0001889349;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2410193;0.15463085;0.039130844;-0.004549494;0;0;0;0;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.3844898;0.39050135;0.29797333;0.17527615;0.08601996;0.040553585;0.037689187;0.07004032;0.11110266;0.122680485;0.09804421;0.053658802;0.019504197;0.0025382172;-0.00038963865;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0001784386;0.001287557;0.007455934;0.023513658;0.05251867;0.09106841;0.1280664;0.15406248;0.1624561;0.15633844;0.13996758;0.11648017;0.08797022;0.05968946;0.034449138;0.01676098;0.006408043;0.0014362549;-0.00017843852;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.19667472;0.1261687;0.031913254;-0.0037108439;0;0;0;0;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31344756;0.32119578;0.25003666;0.15273835;0.07919684;0.039219905;0.035902414;0.06673953;0.106115304;0.11728122;0.09379158;0.05129871;0.018580195;0.0023712292;-0.00036737355;0;0;0;0;0;0;0;0;0;0;0
