;meta[fps=30]
;meta[frames=47]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;0;0;0;-0.018404573;0.003570287;0.078395426;0.1510289;0.17950237;0.16260114;0.09444769;0.048184168;0.041396245;0.016795427;0.020902531;0.082940735;0.14742835;0.18223;0.16991544;0.10260877;0.05811505;0.023713522;0.04626286;0.09273905;0.11889525;0.13592382;0.12645714;0.05167238;0.024607241;0.044388574;0.113382876;0.18451202;0.19738059;0.11706668;0.07272839;0.08654171;0.12265752;0.1304381;0.08051809;0.006354282;0.0069638123;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.008525714;0.0015885702;0.036411427;0.066857144;0.088004574;0.08831315;0.054432005;0.024726858;0.011232002;-0.0010811428;-0.018418288;0.012114288;0.057417143;0.092598855;0.10611886;0.084626295;0.028121145;0.0061348607;-0.015984003;0.008720764;0.057264764;0.08932571;0.092373334;0.053059038;0.021912381;0.04885333;0.065537214;0.07093821;0.06957897;0.07308982;0.115833305;0.12357243;0.096855775;0.076567784;0.098542035;0.13328916;0.1619581;0.16220191;0.16642287;0.13855238;0.10939429;0.052800003;0.0013409498;-0.0129828565;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.037753597;0.07308826;0.14872189;0.22752354;0.2527578;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.062288217;0.09318849;0.1267666;0.15698297;0.17520824;0.16743602;0.12001286;0.07740015;0.062448267;0.066979565;0.10108464;0.13852666;0.16930602;0.18569851;0.16603601;0.12175331;0.0881947;0.08492054;0.12262643;0.17848034;0.20410225;0.22055295;0.21311745;0.2163167;0.21233954;0.17977688;0.11223024;0.080967695;0.08531798;0.10780791;0.1024829;0.09227278;0.08959144;0.1029791;0.10114701;0.064886756;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0021078917;0.012054943;0.035306033;0.05113013;0.049301215;0.0316482;0.008031326;-0.0029798078;0.017651424;0.067929104;0.11922146;0.1347911;0.10360941;0.072694905;0.07654782;0.09674117;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.002348964;0.020422628;0.073632784;0.15497708;0.25370482;0.31273353;0.34695572;0.38966486;0.44186673;0.46714762;0.4396062;0.31459165;0.21318273;0.20002297;0.24827772;0.26614624;0.20928417;0.16393991;0.19568875;0.24272631;0.28326356;0.27812773;0.21788219;0.16770788;0.11050893;0.027957495;-0.004744685;0.012882567;0.04959543;0.08057727;0.15872023;0.25189206;0.30809802;0.30156398;0.22815752;0.10865722;0.036240097;0.041283134;0.086796634;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0025048195;0.02177523;0.078980856;0.16150464;0.25640506;0.30936274;0.32790914;0.3474475;0.37523586;0.38437557;0.35832417;0.25609943;0.17886345;0.18154672;0.23547451;0.25482407;0.20099324;0.14842373;0.16286467;0.19705564;0.23709695;0.24428485;0.20285326;0.16099493;0.10564771;0.026706938;-0.004538733;0.012355997;0.047550384;0.07670129;0.15706706;0.255846;0.3161821;0.30911216;0.2314969;0.107280485;0.032692533;0.05407071;0.12567143;0.18368678;0.17700727;0.113551825;0.028721932;-0.0033397593;0;0;0;0;0;0;0;0;0;0
