;meta[fps=30]
;meta[frames=123]
;meta[profile=trss]
jaw_open_a;0;0;0;0;0;0;0;-0.005881905;0.0046476196;0.023908572;0.033112384;0.028540954;0.02427429;0.01368381;0.016060954;0.02827886;0.03318857;0.028629335;0.024832001;-0.0005272386;0.018928764;0.06532572;0.09975163;0.11673905;0.10290287;0.043580946;0.037226666;0.03007543;0.052366484;0.13251276;0.20893943;0.21024534;0.15965335;0.06744915;0.018171433;0.032036573;0.053965718;0.043931432;0.015584;-0.0019017151;0.0025508567;0.00624457;0.038459428;0.036690287;0.043625142;0.10529828;0.17902172;0.21467733;0.22660568;0.16299736;0.09352535;0.050493263;0.043771733;0.09731506;0.17724344;0.24236834;0.23326905;0.1412599;0.045401607;0.012298974;0.020743769;0.04038857;0.04673143;0.04567314;0.045936003;0.03351619;0.01865448;0.04586058;0.118602686;0.19301488;0.22741717;0.17905067;0.087830104;0.021840768;0.008032771;0.030785527;0.06371048;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;-0.019702857;0.0038171466;0.08390857;0.15941334;0.19398858;0.18384764;0.11529905;0.06480001;0.034318022;0.025175165;0.064;0.13551117;0.20345967;0.20407955;0.13080323;0.03915247;-0.003067426;0.015538284;0.06329204;0.102365255;0.12877578;0.15188359;0.16392915;0.14654629;0.097009525;0.043085717;-0.0035657145;-0.009874286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.014994286;0.00288;0.06393143;0.112480015;0.16683431;0.16157715;0.08818287;0.04129143;0.03768381;0.061489526;0.13005716;0.13687238;0.09647239;0.040365715;0.002483807;0.017752385;0.046133336;0.075718105;0.102605715;0.0883962;0.06394667;0.03872;0.0008533313;-0.008533333;-0.0057074293;0.0011691437;0.024212573;0.035714287;0.057410292;0.097643435;0.12267657;0.105553165;0.104383245;0.06932572;0.07664;0.16326095;0.24473146;0.22496001;0.12904383;0.118369535;0.13940573;0.20138972;0.23465754;0.20388572;0.10506058;0.09798096;0.06758401;0.034395438;-0.0051291394;-0.0098514315;0.019983543;0.05007452;0.07232092;0.07006813;0.04331612;0.013335776;-0.0017700557;-0.0037010298;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.040193528;0.051058285;0.06493105;0.07244496;0.06648229;0.05017753;0.020982858;-0.0017600002;-0.0048;0;0;0;0;0;0;0;0;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.043771427;0.04998857;0.040662855;0.015794287;-0.03009905;0.019009527;0.10725669;0.16395946;0.20093866;0.19592778;0.10837639;0.068021655;0.011384694;-0.00984594;0.103166185;0.2804032;0.39479774;0.3933486;0.2825015;0.14916338;0.08336092;0.076538205;0.081188574;0.07941334;0.09000128;0.08692826;0.06756572;0.0422908;0.019840004;0.005638099;-0.0017777779;-0.0017269846;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.0032785307;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001402699;0.01402699;0.02805398;0.035067476;0.02805398;0.01402699;-0.001402699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00085020735;0.006927615;0.03143878;0.06518257;0.08917731;0.08596541;0.05762517;0.024750484;0.0053027766;-0.00066127256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;-0.0030868922;0.026355475;0.10364706;0.19969377;0.23907906;0.20176919;0.10655263;0.027739085;-0.0060020247;0.025782945;0.07296421;0.13076353;0.17720763;0.19520655;0.16921368;0.16140105;0.15533102;0.19616175;0.29256472;0.3809974;0.37272194;0.2803019;0.16066271;0.11181491;0.15134062;0.20667149;0.1969981;0.13187756;0.06155892;0.01641253;-0.0019084339;-0.0057587;0.053469554;0.15350872;0.25176254;0.3025183;0.28596452;0.23086567;0.22026192;0.22322856;0.20790127;0.17298906;0.12802444;0.101134986;0.09239685;0.07962845;0.05212344;0.040132947;0.06794646;0.11112611;0.14119309;0.15619627;0.15810134;0.15796825;0.13967925;0.0989733;0.06392014;0.0632665;0.08238972;0.093654014;0.07652916;0.043820273;0.02703488;0.054492;0.11858365;0.18225066;0.20450065;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;-0.004830724;0.04199509;0.15635443;0.27782506;0.34890231;0.34852177;0.28445923;0.2201474;0.16419028;0.10410527;0.07612;0.105987564;0.15948498;0.17796102;0.13989377;0.07193385;0.017662274;-0.0020908809;-0.0049285307;0.045769017;0.13082075;0.2211028;0.26037005;0.22370423;0.12758239;0.056885652;0.012724485;-0.0015637232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009224098;0.008556147;0.025127718;0.03641928;0.035146996;0.022583134;0.005757109;-0.0006679518;-0.0007347471;0.006385302;0.023800556;0.042772777;0.049070608;0.039492656;0.019208387;0.0041985554;-0.0005160724;-0.0012643377;0.010989401;0.04093989;0.07355423;0.0843687;0.06759436;0.035950128;0.012829448;0.00842176;0.017436724;0.03315904;0.04897519;0.054263145;0.04241813;0.02180068;0.004965429;0.0027576862;0.015387702;0.031849537;0.04352502;0.041915573;0.028063841;0.012035859;0.0025821119;-0.00032188927;0;0;0;0;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08652522;0.09713531;0.0794489;0.04673808;0.01891391;0.0040469416;-0.0005073255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006679519;0.00580482;0.02163687;0.03888434;0.044609644;0.035902414;0.017462172;0.0022371088;0.01419928;0.041375276;0.076079294;0.10048011;0.105417654;0.08175201;0.05373196;0.023431439;0.0073369765;0.005919962;0.013701283;0.017953593;0.02448839;0.036144625;0.04842333;0.050710905;0.039761744;0.019370604;0.004238314;-0.00052084343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.002348964;0.020422628;0.07600179;0.1365405;0.15574078;0.13307828;0.09329506;0.0797657;0.08910479;0.087457165;0.056789275;0.040802587;0.060350206;0.15170784;0.28844947;0.40422964;0.43136147;0.354072;0.20426749;0.11975636;0.15017082;0.23474243;0.27179524;0.21462967;0.14119615;0.153256;0.23076291;0.2679322;0.21558149;0.09927768;0.06792513;0.20146099;0.4235171;0.5767283;0.58323705;0.4458965;0.2713703;0.16804853;0.13289496;0.109885514;0.082258284;0.049094465;0.013715279;-0.0015585546;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.2936929;0.37104172;0.41060004;0.4157923;0.41550505;0.3668872;0.2642117;0.19119123;0.22104146;0.3005179;0.34039202;0.2782222;0.16364042;0.0661803;0.014262262;-0.001783803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19877134;0.09659698;0.02109615;-0.005483885;0.023580482;0.10714082;0.21581972;0.28160408;0.25909632;0.16169336;0.06066073;0.00986031;-0.0013715284;0;-0.0014555786;0.012646557;0.047185235;0.084760316;0.09721483;0.07820603;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0025048195;0.02177523;0.08107266;0.14561352;0.1661998;0.1407653;0.094423905;0.074674785;0.08092793;0.07973119;0.051731385;0.03835157;0.054951664;0.1302113;0.24057402;0.3324545;0.3517175;0.2888892;0.16616659;0.101715356;0.13746656;0.21835442;0.25250807;0.19895227;0.1349992;0.15668592;0.24003796;0.27831328;0.22390305;0.10559206;0.050062988;0.116560936;0.24776785;0.3367999;0.34730527;0.27829844;0.18655154;0.13518752;0.12059352;0.10316146;0.07901872;0.04701268;0.013125255;-0.0014917593;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.2396834;0.30280483;0.33505023;0.33926386;0.33904123;0.29911202;0.21777534;0.16803204;0.20845686;0.2880322;0.32572767;0.26619685;0.15662156;0.063386224;0.013707119;-0.0017123694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18466087;0.089733765;0.019604389;-0.00518019;0.022610616;0.10260253;0.20663293;0.26957873;0.24801391;0.15475981;0.05807442;0.0094366055;-0.0013127485;0;-0.0013971328;0.012145591;0.045220345;0.08123965;0.09317929;0.07497761;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
