;meta[fps=30]
;meta[frames=93]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;-0.016996572;-0.0058834297;0.07190858;0.17965075;0.23848048;0.25471184;0.24233325;0.2216695;0.19263817;0.14870217;0.06294857;-0.006687998;-0.016696382;0.0018857142;0.020416;0.051283054;0.08639087;0.11425754;0.1271265;0.121440016;0.10734744;0.087773725;0.06359886;0.03851886;0.018354287;0.003997713;-0.0018940967;-0.0014079994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.02185143;0.004205715;0.09314287;0.18509714;0.21136002;0.17193143;0.058765717;-0.00841143;0.01872457;0.07444114;0.13810286;0.14985144;0.10968687;0.04764343;0.016056381;-0.00054171396;0.05602172;0.07265295;0.066046864;0.028014041;-0.0022520295;0.021358041;0.12331495;0.22719088;0.29253358;0.27799448;0.18420213;0.09283167;0.03355085;0.014780405;0.019142041;0.029097144;0.023697143;0.015245714;0.007291429;0.0019314286;-0.00060571445;-0.0006171429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.009081906;0.0071314303;0.030526176;0.048977982;0.07735132;0.09754424;0.09400838;0.10294951;0.12013899;0.11562623;0.11506926;0.11160763;0.09687619;0.075689144;0.060363047;0.03559391;0.027583621;0.04436192;0.0741284;0.10196269;0.1134823;0.108466305;0.096054114;0.07869715;0.05711201;0.034613337;0.016468575;0.0035954285;-0.0016468591;-0.0012822853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0038400001;0.00073142844;0.016365716;0.023629716;0.034075435;0.06814629;0.10645028;0.13557485;0.12951772;0.07096686;0.024731437;0.03763201;0.09133715;0.1519543;0.13400382;0.11306973;0.113947436;0.1035581;0.08877715;0.061694697;-0.0057421518;0.004732082;0.06675069;0.1228983;0.15829945;0.15084279;0.10052833;0.049251266;0.012844405;-0.0026866964;-0.0044538765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0023330606;0.021660727;0.05973876;0.1212452;0.22218047;0.33394304;0.39360544;0.3639193;0.24509591;0.10534701;0.022615522;-0.0028182806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010090845;0.008774025;0.032644957;0.05861278;0.067200735;0.05405043;0.023406466;0.02896287;0.104743674;0.2176917;0.3082216;0.30658993;0.21612012;0.101294905;0.02694041;-0.004515832;0.013826603;0.027653206;0.034566507;0.027653206;0.013826603;-0.0013826604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;-0.002361687;0.019243374;0.08732994;0.18106267;0.24510653;0.26146343;0.24452609;0.22039233;0.18859623;0.13799568;0.06792434;0.014492171;0.0002783135;0.013776511;0.04412856;0.09140604;0.14415914;0.18582979;0.20572919;0.20089647;0.17996931;0.1483052;0.11015521;0.07076315;0.0371747;0.01349223;0.0021867456;-0.00030614447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034272294;0.029795423;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.01953759;-0.002401446;-0.0022742173;0.02274217;0.04548434;0.056855425;0.04548434;0.02274217;-0.0037019644;0.014277472;0.028554944;0.035693683;0.027510304;0.021497486;0.04789777;0.12554426;0.21010767;0.2597531;0.2472074;0.17874846;0.10003306;0.039298967;0.0082646515;-0.0010446402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0072064595;0.06691765;0.19559859;0.28310028;0.2728027;0.17500341;0.044262946;-0.0051469402;0;0;0;0;0;-0.0006275966;0.0043145986;0.02814898;0.090078995;0.18659925;0.2943907;0.37959388;0.42031008;0.41044202;0.3676777;0.30296993;0.22505917;0.1445921;0.0759555;0.027573423;0.004492159;-0.0006275962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002057292;0.02057292;0.04114584;0.0514323;0.04114584;0.017329643;0.025360834;0.115012035;0.18137491;0.19023174;0.13272575;0.046903208;-0.0050146487;0;0;0;-0.0023044338;0.015374025;0.11268905;0.30202;0.5322241;0.7034147;0.73695695;0.62237537;0.42890862;0.23416725;0.09182111;0.01767846;-0.002304434;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.005970748;0.055440005;0.16208966;0.2346181;0.2261017;0.14505687;0.03670395;-0.00426747;0;0;0;0;0;-0.0006000435;0.0041166246;0.026993796;0.08634096;0.17874971;0.28185102;0.36328855;0.40216798;0.3926897;0.35166317;0.28971896;0.21519315;0.13829064;0.07271139;0.026436605;0.004288062;-0.0006000432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019715715;0.019715715;0.03943143;0.049289286;0.03943143;0.015040051;0.039986666;0.14149725;0.21285957;0.21347326;0.14272462;0.043308325;-0.004798399;0;0;0;-0.0013456449;0.008970037;0.06586284;0.17664407;0.31138664;0.41161144;0.4313383;0.3642996;0.25105253;0.137054;0.053724207;0.010311508;-0.0013456449;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;-0.0023144532;0.01885851;0.08558334;0.17744142;0.24014987;0.2567162;0.2413199;0.21630548;0.21270202;0.21922146;0.21175376;0.18950167;0.15076417;0.089175284;0.036102805;0.007815041;-0.0009759522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016409353;0.016409352;0.032818705;0.04102338;0.032818705;0.016409352;-0.0016409353;0;0;0;-0.0010408917;0.007184778;0.04923855;0.1253006;0.20975804;0.25949696;0.2471112;0.17878321;0.1001198;0.039308965;0.008218668;-0.0010408915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;-0.002275267;0.018540116;0.084128544;0.17438732;0.23583993;0.25346106;0.241825;0.22101954;0.21926598;0.22474997;0.21443945;0.19005829;0.15069461;0.089175284;0.036102805;0.007815041;-0.0009759522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016164436;0.016164437;0.032328874;0.040411092;0.032328874;0.016164437;-0.0016164436;0;0;0;-0.0010846268;0.0074979193;0.051196128;0.13033365;0.21820414;0.26990587;0.25698656;0.18591027;0.10406293;0.040869426;0.008573795;-0.0010846263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
