;meta[fps=30]
;meta[frames=38]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.25573644;0.29761606;0.2172846;0.11287468;0.1046446;0.17436239;0.24834105;0.25073466;0.154699;0.0474295;-0.0063561117;-0.013194975;-0.004297143;-0.0015085716;0.01816686;0.045522284;0.065746285;0.063698284;0.039378293;0.010832001;-0.0039691413;0.0013554273;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.03712229;0.0535162;0.07197486;0.10111726;0.12992747;0.13368167;0.08068755;0.05204298;0.044083204;0.05592899;0.091238394;0.12471773;0.105913915;0.06756572;0.03337143;-0.008228574;-0.0094719995;0.03877791;0.09157639;0.110116586;0.09439848;0.044422098;0.0010559985;-0.010492953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.039415523;0.031371474;0.023114318;0.02330834;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.0729079;0.074526966;0.151952;0.28114048;0.378749;0.36558917;0.24509591;0.10534701;0.01952863;0.025841631;0.08209034;0.13550836;0.1812411;0.20834278;0.19903536;0.19397803;0.19178712;0.18811674;0.176804;0.16174242;0.14551094;0.15287748;0.17614725;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.25838315;0.1725781;0.14934902;0.1944514;0.24604113;0.23879282;0.16006991;0.06875134;0.014729934;-0.0018368682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0064902664;0.060264107;0.17306262;0.28370512;0.33306825;0.3011387;0.19390272;0.111640744;0.04923919;0.010553641;-0.008522325;0.06691765;0.19559859;0.2815654;0.28303626;0.25011736;0.24563792;0.34976095;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0067537366;0.06271327;0.17997593;0.2959443;0.3488564;0.31711388;0.20580342;0.11921459;0.052501023;0.011248313;-0.0073734475;0.055440005;0.16208966;0.23336568;0.23445112;0.20635538;0.20102012;0.2853175;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.0023144532;0.01885851;0.08558334;0.17744142;0.24276046;0.23401697;0.1568685;0.06737632;0.014435335;-0.0018001308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;-0.002275267;0.018540116;0.084128544;0.17438732;0.23854792;0.2299269;0.15410343;0.066176236;0.014180623;-0.0017682918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.002469567;0.0184095;0.10565256;0.24897721;0.38121128;0.42496032;0.37484905;0.27918795;0.19366337;0.13166237;0.081356905;0.030618915;0.05209282;0.18665136;0.37572736;0.51206833;0.49068862;0.35611856;0.25611058;0.2666219;0.31926763;0.31142145;0.2087461;0.0879804;0.030554352;0.08107043;0.22379172;0.39444783;0.52138656;0.5464014;0.46148798;0.31808427;0.17363967;0.06804203;0.013047326;-0.0017032772;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0023328224;0.017397182;0.099739894;0.23497824;0.3596812;0.40011528;0.36107197;0.28536296;0.21321939;0.15120524;0.0891495;0.040041488;0.07273663;0.22070283;0.40970063;0.53691924;0.5009157;0.3631788;0.25663826;0.26161894;0.3113858;0.3039181;0.20372534;0.08542967;0.03258492;0.09886105;0.27114254;0.47777346;0.6314692;0.6616092;0.55883783;0.38517588;0.2103311;0.08249901;0.015902821;-0.0020720423;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016847232;0.015637496;0.045791812;0.06631278;0.056145065;0.11340339;0.22193073;0.3049349;0.2950121;0.18925302;0.046508;0.0070765796;0.036997113;0.053566027;0.05163639;0.03313783;0.008397639;-0.00097595184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007792773;0.07236146;0.21151811;0.3061446;0.2950121;0.18925302;0.046437494;0.0077334;0.038889647;0.056293502;0.054252535;0.034807716;0.008809543;-0.0010241929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001165205;0.01037181;0.033735283;0.07647901;0.12142401;0.14583246;0.12711273;0.09489371;0.074728236;0.08581402;0.10438382;0.111890115;0.107481256;0.1051913;0.10202521;0.10248833;0.10805236;0.12682255;0.1518225;0.16041978;0.13548292;0.09337411;0.050975867;0.019982895;0.003840723;-0.0005009639;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016253497;0.014750605;0.044752777;0.09620733;0.1477287;0.17389014;0.14958338;0.107974425;0.07151538;0.066957735;0.076320924;0.087109104;0.09340751;0.10256402;0.10215211;0.08997423;0.06874895;0.057934433;0.060808484;0.06514201;0.05503924;0.037961934;0.020712076;0.008093351;0.0015251569;-0.0002003856;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;-0.00083883636;0.006241269;0.035994448;0.08491024;0.13010332;0.14599016;0.1180106;0.08094057;0.07726601;0.1074935;0.13795692;0.13372397;0.08963916;0.038500752;0.008248763;-0.0010286462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;-0.00083883636;0.006241269;0.035994448;0.08491024;0.13010332;0.14599016;0.11792487;0.081638575;0.080445014;0.1140303;0.14683513;0.14222255;0.09528447;0.040888682;0.008758188;-0.0010923244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006752676;0.0062733414;0.018298702;0.02646839;0.025488727;0.016339377;0.0041180826;-0.00047933505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025032295;0.023241546;0.06677929;0.109331;0.12583259;0.13632263;0.13787352;0.15320909;0.17718598;0.1974224;0.19191849;0.20933294;0.2290108;0.21324681;0.17184556;0.123073794;0.08732199;0.105709754;0.14362636;0.15041801;0.12701583;0.08751363;0.04778719;0.018755134;0.0036307957;-0.0004723374;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002144868;0.019916102;0.058223143;0.08427327;0.07887771;0.07377157;0.07656213;0.090218045;0.08842941;0.056738805;0.012679953;0.013967617;0.045791812;0.06593706;0.06644265;0.059431482;0.059707474;0.08566576;0.11482511;0.12031485;0.10161218;0.07003058;0.038231894;0.014987172;0.0028805428;-0.000375723;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;0;-0.0012833583;0.0104579;0.047449972;0.09834101;0.13099726;0.16222993;0.18216851;0.17523274;0.13812222;0.11022831;0.09738738;0.10720257;0.10570339;0.067797124;0.014798845;0.019678606;0.06338122;0.09128167;0.091554865;0.07969269;0.07598741;0.10700727;0.14368619;0.15060367;0.12720448;0.08764781;0.047846224;0.01875414;0.0035902418;-0.00046895794;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017678458;0.014405495;0.06536577;0.13548958;0.18533438;0.1786326;0.11972148;0.051410034;0.011016754;-0.0013737546;-0.0016409353;0.015237839;0.04453384;0.064453654;0.06210654;0.03983962;0.010074199;-0.0011715135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005970748;0.055440005;0.15693529;0.2818779;0.36986497;0.38121128;0.2901249;0.18700056;0.08092237;0.017335583;-0.002161938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011666894;0.009507183;0.043136336;0.08940092;0.12227973;0.117848985;0.078976415;0.033909693;0.007267318;-0.002787586;0.017466944;0.05109832;0.07358187;0.073939495;0.06494024;0.06293916;0.08909226;0.119520254;0.12523265;0.105827235;0.07298349;0.039883688;0.015656516;0.0030252652;-0.0003938133;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;0;0;0;0;0;-0.00057555194;0.004690136;0.021273378;0.044160746;0.060481932;0.058363415;0.03917427;0.016862448;-0.001454056;0.046617698;0.1375981;0.199161;0.19192486;0.1231258;0.026473157;0.039795093;0.12522504;0.20034476;0.21204877;0.1656057;0.08905098;0.060464486;0.060400292;0.06514201;0.05503924;0.037961934;0.020712076;0.008093351;0.0015251569;-0.0002003856;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002089735;0.0017032771;0.0077215238;0.016015576;0.021923134;0.021145448;0.01418539;0.0061022183;0.0013091861;-0.00016317113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;-0.0008694509;0.0064821034;0.03718637;0.08767167;0.13424034;0.15060274;0.121716574;0.08348973;0.07962699;0.110768035;0.14214295;0.1352959;0.112921506;0.13283113;0.20157719;0.2630588;0.25078478;0.20154113;0.213542;0.30654985;0.39391947;0.40050325;0.33522248;0.26828802;0.22437304;0.20245491;0.18981013;0.19430321;0.22215079;0.23571189;0.19900933;0.13710827;0.074812;0.029305;0.005616362;-0.0007333555;0;0;0;0;0;0;0;0;0;0
