;meta[fps=30]
;meta[frames=64]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.03696;0.029008003;0.150528;0.208656;0.20339198;0.11975085;0.004649141;0.040749725;0.1268206;0.13770059;0.11483886;0.031233527;0.05369296;0.15609142;0.22680382;0.19478099;0.13721144;0.101811804;0.17747352;0.26570058;0.26470402;0.16329144;0.049920015;-0.006701708;-0.017024003;-0.0010057145;0.013074287;0.020575086;0.038339656;0.09949624;0.17261624;0.2165093;0.20992644;0.14493625;0.0626423;0.1373879;0.19328186;0.21024;0.17340572;0.08816;-0.007211429;0.007519997;-0.0068685734;0.019936008;0.073718876;0.11943013;0.116514765;0.104066744;0.1637501;0.28018746;0.37597382;0.35914856;0.23025557;0.08300374;0.013386367;0.00713051;0.020830475;0.010544763;0.0028800007;-0.00052571384;-0.0009295241;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.011168;0.0087520005;0.040566858;0.061350852;0.08242285;0.09117851;0.06721554;0.07204388;0.100680225;0.110220805;0.1270839;0.15926036;0.16279772;0.14742585;0.11799771;0.056297142;0.008434285;0.014829715;0.02973257;0.06351086;0.11575314;0.14042513;0.1451383;0.15366401;0.13524573;0.09977143;0.07405715;0.027889375;-0.0045632003;0.013270858;0.052196577;0.07526766;0.07287406;0.04501578;-0.00980937;0.033324804;0.066689834;0.08224;0.07049143;0.035245717;-0.023497144;-0.0039222864;-0.004106667;0.016292576;0.052246865;0.085251056;0.084957734;0.07321602;0.10001998;0.16185966;0.21580115;0.20702632;0.12992825;0.03984641;-0.005340339;-0.011082974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0059564607;0.055306412;0.16171114;0.23407537;0.22558403;0.14244549;0.05632193;0.071426004;0.13280554;0.1501246;0.11816308;0.04917319;0.06575652;0.15870826;0.26772943;0.28997508;0.23082271;0.12692994;0.07888751;0.107607044;0.21192563;0.30206975;0.3371845;0.3167631;0.24416552;0.18094817;0.1636499;0.16214857;0.16618404;0.19985569;0.23681681;0.24787551;0.24313928;0.22868949;0.24634117;0.24947833;0.23659638;0.19718656;0.16156088;0.12461119;0.10445098;0.05079774;0.011128556;-0.001366916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002377186;0.009159078;0.021982873;0.041059993;0.068556204;0.10195608;0.13625315;0.15705964;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.019128626;0.007361959;0.0018486215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0012635425;0.011728123;0.034343857;0.04973458;0.047953375;0.02995923;0.014894531;0.026435789;0.04802097;0.0543188;0.042772777;0.019995617;0.0035862657;-0.0004723374;0;-0.0006520482;0.0053277113;0.023976292;0.04957157;0.067797124;0.06536387;0.043846272;0.018909402;0.0040967725;-0.00050891587;0;0;-0.0007942266;0.006472772;0.029358394;0.060840555;0.08320137;0.08017491;0.053717013;0.023057068;0.0049368017;-0.00061578816;0;0;0;0;-0.00096216897;0.0071725324;0.041163336;0.09700412;0.14852388;0.16663016;0.13619062;0.080122426;0.032416344;0.006997594;-0.0008746992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.001493986;0.012882567;0.04959543;0.08706754;0.095845535;0.10021505;0.11789129;0.18270747;0.26161078;0.27528894;0.20592028;0.1085125;0.028306313;-0.0054289643;0.018580196;0.06919426;0.12429473;0.14255208;0.1146929;0.05206685;0.042203423;0.1347693;0.28247464;0.3837172;0.3970172;0.3244022;0.22601601;0.18973732;0.22668396;0.27570495;0.2718297;0.25892618;0.27038136;0.32029408;0.33820072;0.27433345;0.13138483;0.043507054;0.079171784;0.1950733;0.29877472;0.33523858;0.27402598;0.1611974;0.06519861;0.010296483;0.026229912;0.16052555;0.37822968;0.5790235;0.649574;0.53088635;0.31233987;0.1263858;0.027304394;-0.003412122;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.0014327569;0.012355997;0.047550384;0.083455026;0.09059655;0.10693354;0.15464905;0.23811075;0.31335816;0.3041222;0.20761244;0.09921683;0.026369255;-0.0048407963;0.015435254;0.057482827;0.1032264;0.11836665;0.09521098;0.043255456;0.03458321;0.10990591;0.23044342;0.31271392;0.32737368;0.2752138;0.20087431;0.18128105;0.2281412;0.28311256;0.28280127;0.25911504;0.24394158;0.26645714;0.275391;0.22390305;0.107248954;0.03548309;0.06431116;0.15844008;0.24258903;0.2721626;0.22244468;0.13086663;0.052946698;0.00923815;0.014895327;0.093843535;0.22122753;0.33881116;0.38013884;0.3107071;0.18275535;0.07391631;0.015934369;-0.0019927234;0;0;0;0;0;0;0;0;0;0
