;meta[fps=30]
;meta[frames=49]
;meta[profile=yenn]
jaw_open_a;0;0;0;-0.013392763;-0.013937525;0.055465154;0.17824611;0.29086936;0.3343985;0.2523444;0.17851049;0.105607636;0.089974865;0.058578294;0.084734485;0.06448458;0.044813715;0.084121905;0.18289372;0.19917259;0.23678021;0.14750631;0.118084565;0.11941608;0.15330559;0.20357345;0.26313782;0.2482135;0.29497877;0.201426;0.09912534;0.054960005;0.04235581;0.030784763;0.01712;-0.017752383;0.010041909;0.073874295;0.10241524;0.09984001;0.06614858;-0.0017676215;-0.013988571;0.013074287;0.032621715;0.047021717;0.045494862;0.028041147;0.008649145;-0.0011611421;-0.0023954292;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0032015245;-0.0034110483;0.013325716;0.04284344;0.07008153;0.08161372;0.053453725;0.03259353;0.06602515;0.07640839;0.08927087;0.0920503;0.10196116;0.08578135;0.11221792;0.10388116;0.07966935;0.048140198;0.019195432;0.036117334;0.061438482;0.082;0.07338103;0.04234012;-0.013369145;0.009744;0.0059424;0.0017472001;-0.0002495997;-0.00049920013;0;0;-0.008929525;0.0069942866;0.027855238;0.05429333;0.08213333;0.095436186;0.080487624;0.06375619;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07339599;0.076337606;0.07768711;0.113815665;0.12216101;0.14156526;0.12265172;0.103649914;0.11744741;0.19819564;0.26423842;0.31877407;0.2997267;0.20823209;0.1305896;0.07966758;0.07454743;0.12150807;0.17854926;0.21690662;0.21863137;0.18277596;0.12683734;0.06286024;0.013697786;-0.0016853859;-0.0027767716;0.025782945;0.07538314;0.109114714;0.10515471;0.067463145;0.015671104;0.009422892;0.051745277;0.107303604;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004729977;0.009459954;0.018919908;0.028379861;0.047299773;0.056759723;0.07094966;0.056759723;0.047299773;0.028379861;0.018919908;0.009459954;0.004729977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.00048983144;0.0036679048;0.020814922;0.04883736;0.07457391;0.08360664;0.067182705;0.051645137;0.03912528;0.032013983;0.021158967;0.02274217;0.021605063;0.027104003;0.035028778;0.04735037;0.05096579;0.05023687;0.032247234;0.008181348;-0.0012310457;0.0022877348;0.010353254;0.02148801;0.029439978;0.028421352;0.019090066;0.008232507;0.001770073;-0.00022042419;0;0;-0.0010019279;0.009298315;0.027248198;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.002057292;0.02057292;0.04114584;0.0514323;0.039088547;0.04114584;0.039088547;0.0514323;0.04114584;0.016554076;0.032882158;0.13005024;0.23361617;0.2679322;0.21558149;0.10480165;0.022916315;-0.0028165304;0;0;0;-0.0009527221;0.007763828;0.03522378;0.07299222;0.09982763;0.094388284;0.081311494;0.07695548;0.077272825;0.06802229;0.04412193;0.0074884812;0.028725643;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0019715715;0.019715715;0.03943143;0.049289286;0.03745986;0.03943143;0.03745986;0.049289286;0.03943143;0.015541017;0.03432048;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;-0.00086700154;0.0070658177;0.032044772;0.06645543;0.09094945;0.085963935;0.07498339;0.07248948;0.073720515;0.06511729;0.042192295;0.0076480494;0.023252148;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0017633929;0.01763393;0.03526786;0.044084825;0.033504467;0.03526786;0.033504467;0.03980288;0.07502585;0.13388726;0.1665141;0.16217501;0.10146003;0.052215654;0.04870483;0.064707845;0.051766276;0.025883138;-0.0025883138;0;0;0;0;0;0;0;-0.0015585547;0.014472293;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0018858511;0.018858511;0.037717022;0.047146276;0.035831172;0.037717022;0.035831172;0.042574514;0.08016908;0.14294915;0.17771903;0.17307377;0.10823419;0.056026325;0.05261977;0.069856636;0.05588531;0.027942656;-0.0027942655;0;0;0;0;0;0;0;-0.0016624581;0.01543711;0.04512386;0.06531085;0.06293591;0.040373977;0.010212242;-0.00118747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.002469567;0.0184095;0.10565256;0.24897721;0.37910354;0.44565564;0.42048088;0.34083918;0.26843244;0.2622008;0.27023998;0.28326726;0.24353306;0.16068809;0.06872001;0.030052273;0.011731462;0.013531593;0.007397567;0.015185888;0.023825403;0.047549274;0.09457285;0.15239544;0.21609579;0.29721525;0.33402225;0.35076937;0.34010857;0.32453892;0.31719142;0.3130969;0.25049683;0.18607102;0.12458603;0.11639768;0.14622173;0.17594782;0.16232751;0.16641651;0.22995391;0.34566846;0.4363173;0.41318578;0.27756965;0.11924056;0.025551392;-0.0031861311;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;-0.0023328224;0.017397182;0.099739894;0.23497824;0.35777545;0.41966584;0.3943727;0.31962502;0.25417778;0.2533293;0.2656311;0.28015387;0.24086124;0.15949096;0.06757187;0.02621526;0.0061392197;0.008102628;0.0039594704;0.013539756;0.02319734;0.03993072;0.06675021;0.09659307;0.14607939;0.23293595;0.2939316;0.33120784;0.32717577;0.3063637;0.29586375;0.29140407;0.23361246;0.17515443;0.12004433;0.115613356;0.14649263;0.17602202;0.16145621;0.17345226;0.26193103;0.4119716;0.52700293;0.5005762;0.3361201;0.14435555;0.030921726;-0.0038563095;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;-0.0031798226;0.025442662;0.12715207;0.2066068;0.21930568;0.18435214;0.18752788;0.20025125;0.2224855;0.15645476;0.08171687;0.07308339;0.14266339;0.16161653;0.15136069;0.10347131;0.06336637;0.037803296;0.019760244;-0.0019760244;0;0;0;0;0;0;-0.0010761447;0.009993303;0.02920434;0.04226651;0.040726513;0.02612434;0.0066053015;-0.0007681447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;-0.0032900346;0.026312115;0.13168302;0.21401553;0.22721647;0.19097713;0.1942753;0.20742728;0.23050651;0.16200432;0.08572013;0.079555295;0.15468654;0.17545983;0.1617557;0.10749573;0.062843144;0.036325447;0.019092292;-0.0019092292;0;0;0;0;0;0;-0.0011206749;0.010405207;0.03042892;0.044047713;0.042452056;0.027237594;0.006894747;-0.0008015422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;-0.0011058317;0.010267907;0.029751318;0.04614806;0.045422584;0.05202603;0.04876569;0.05065859;0.04196742;0.025159523;0.0035457117;0.002694073;-0.0002694073;0;0;0;0;0;0;-0.0014082652;0.012240218;0.0456072;0.080773935;0.102785476;0.11510833;0.14375655;0.19483629;0.23545955;0.21592882;0.14776425;0.06884767;0.022557776;0.0071985903;0.005714699;0.00027460232;0.0096259285;0.044458877;0.09217736;0.12610932;0.12156725;0.08149014;0.035000682;0.0074988753;-0.00093513285;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;-0.0012950846;0.012023135;0.034799185;0.05472752;0.055323116;0.054632902;0.042469494;0.040758055;0.034487475;0.023127833;0.006228652;0.0037961937;-0.00037961936;0;0;0;0;0;0;-0.0010381086;0.00901735;0.033673126;0.059196312;0.080186434;0.099216655;0.13895008;0.19653955;0.23760812;0.21563566;0.14872909;0.07166791;0.026639707;0.011132086;0.008238073;0.0016275758;0.0037293977;0.01801689;0.037369683;0.051153984;0.049339384;0.033099245;0.014238509;0.0030547676;-0.00038073267;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;-0.00083883636;0.006241269;0.035994448;0.08491024;0.13010332;0.14599016;0.11839021;0.079593524;0.047219753;0.02967154;0.017152265;0.018858511;0.017915586;0.021287257;0.04008454;0.071474575;0.08885951;0.086536884;0.05551423;0.014041834;-0.0016327713;0;0;0;0;0;0;0;0;0;0;0;-0.00083122903;0.007718555;0.02256193;0.032655425;0.031467956;0.020186989;0.005106121;-0.000593735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;-0.00083883636;0.006241269;0.035994448;0.08491024;0.13010332;0.14599016;0.11832898;0.08020581;0.04844433;0.031202262;0.018315615;0.020083088;0.019078935;0.022675114;0.042631663;0.07600551;0.09449257;0.09204748;0.059065506;0.014960268;-0.0017389015;0;0;0;0;0;0;0;0;0;0;0;-0.0008794701;0.008163857;0.023897834;0.034603614;0.033360485;0.021411568;0.005428964;-0.0006308434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014440484;0.013403568;0.03925012;0.056839526;0.05480386;0.0351788;0.008925109;-0.0012134458;0.0017653016;0.0035306031;0.0044132536;0.0035306031;0.0017653016;-0.00017653016;0;-0.00039046558;0.0031804051;0.014451425;0.02880654;0.051327012;0.07264962;0.075699426;0.060083542;0.0345784;0.008925109;-0.0010369157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;0;0;-0.00039536398;0.00307576;0.015226127;0.041163333;0.06743674;0.07873404;0.07530904;0.056907915;0.034906853;0.0176562;0.017601172;0.03685425;0.06758242;0.07748242;0.0623223;0.030277306;0.006617494;-0.0019299041;0.009704388;0.03614574;0.06493447;0.074476644;0.059924826;0.029132245;0.0063646277;-0.000782458;-0.00013677111;0.0010400965;0.0051782182;0.017427184;0.03577678;0.05196189;0.056232013;0.049577933;0.04166207;0.04076098;0.043057457;0.03892092;0.026307764;0.01134564;0.0024580634;-0.0003053495;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0045611574;0.042348154;0.12385736;0.17844813;0.18018955;0.1383901;0.07745379;0.053345505;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;-0.0045611574;0.042348154;0.12385736;0.17929737;0.1728087;0.11088001;0.02807306;-0.0032634216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;-0.0014205113;0.011376336;0.05669799;0.09208832;0.09770913;0.08215697;0.08356524;0.089259535;0.09912963;0.06906066;0.041818243;0.05285336;0.100025795;0.11458158;0.09369417;0.0476528;0.013281111;0.0015780365;0.0013915665;-0.00013915665;0;0;0;0;0;0;-0.0004824097;0.0044789887;0.013099278;0.018962411;0.018275904;0.011726266;0.0020669398;0.007002362;0.03334416;0.06913303;0.09458199;0.091175444;0.061117604;0.026250511;0.0056241564;-0.0007013497;0;0;0;0;0;0;0;0;0;0
