;meta[fps=30]
;meta[frames=70]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;0;-0.0072411434;-0.01317486;0.026098289;0.11354516;0.22319317;0.30860344;0.32632917;0.26312688;0.17236799;0.092425145;0.040937148;0.014509716;0.004068572;0.005220573;0.014701713;0.031730283;0.05787429;0.07393143;0.062080003;0.041657142;0.018422859;-0.0014742861;-0.004228572;0;0;0;0;0;-0.0074666673;0.0058361916;0.022979047;0.048060957;0.05616762;0.08153905;0.090300955;0.10494477;0.16908191;0.1811505;0.13705142;0.08964571;0.024959998;-0.026331428;0;0;-0.0044083814;-0.004550858;0.018253716;0.058549337;0.09506744;0.10343772;0.09346134;0.07576915;0.0648706;0.0535995;0.042959243;0.029484699;0.033941336;0.04920686;0.05922032;0.054191753;0.04224;0.02649905;0.012383495;0.0034590499;-0.0010971429;-0.0010768258;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.015451429;0.012114288;0.058724575;0.08803543;0.10056859;0.091766864;0.053515427;0.04765829;0.046922863;0.030158857;0.014482288;-0.0094011435;0.00945924;0.05305943;0.075337134;0.07343238;0.048639994;0.00095999666;-0.016981332;-0.0027154286;0.031639773;0.07912961;0.106153764;0.114073604;0.09911011;0.06185022;0.060434278;0.13901319;0.24086462;0.31621307;0.30028957;0.18887317;0.057868816;-0.016876796;-0.002397262;0.027428571;0.025279999;0.03750857;0.033874284;0.005295237;0.020434285;0.042445716;0.0768;0.1255924;0.14496002;0.12788723;0.090087615;0.059712;0.050104387;0.04581181;0.04608229;0.041401908;0.020994289;0.0058331443;-0.00094704685;-0.0018940958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039046558;0.0031804051;0.014451425;0.02994829;0.0409464;0.039445423;0.02641731;0.009875003;0.014241498;0.053342637;0.111255415;0.1522396;0.14678147;0.09841203;0.042279452;0.009056285;-0.0011294115;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.00032866813;0.0021766883;0.016212981;0.04357116;0.076870956;0.10162339;0.10648453;0.08984449;0.061852586;0.03371112;0.01051231;0.027320905;0.07024523;0.1218893;0.16307689;0.18528986;0.19689909;0.20658515;0.20024529;0.19943675;0.21288317;0.22040361;0.25768703;0.30998486;0.35582945;0.36627662;0.30185702;0.17760126;0.06888016;0.04337871;0.07654968;0.1458282;0.19227232;0.21608481;0.22482069;0.26987165;0.32559556;0.32838187;0.25393146;0.16133665;0.11274313;0.12620236;0.14929202;0.14613836;0.12537314;0.11216725;0.109612815;0.11124644;0.09659921;0.10123289;0.130993;0.16603184;0.19024417;0.17797881;0.14216626;0.11839607;0.134995;0.17208731;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.020437744;0.0036228448;-0.00048665082;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010241929;0.009346025;0.009261207;0.010750844;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0011305484;0.007535531;0.05535095;0.14833364;0.2613994;0.34551042;0.36209473;0.30587345;0.21087243;0.1151388;0.04513009;0.008663893;-0.0011305484;0;0;0;0;0;0;0;0;0;0;0;-0.0020118074;0.016391855;0.07440538;0.15418841;0.21085493;0.20317507;0.13612066;0.0584124;0.010404468;0.019511826;0.04214458;0.050827954;0.060672298;0.05812772;0.04421206;0.03705543;0.018527715;-0.0018527715;0;0;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08652522;0.09713531;0.0794489;0.04673808;0.01891391;0.0040469416;-0.0005073255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.005523962;0.045008823;0.2042775;0.4235171;0.5793927;0.5584969;0.36923605;0.20523381;0.20001931;0.2930828;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;0;0;0;0;-0.0019092292;0.019092292;0.038184583;0.04288808;0.080120824;0.17620943;0.28814146;0.41879845;0.4897943;0.4359314;0.30549157;0.2372825;0.23790018;0.29256257;0.35682103;0.3730851;0.34764412;0.33524507;0.2782222;0.16364042;0.06489264;0.022666087;0.062333386;0.17846438;0.32679424;0.45640537;0.50963736;0.47549886;0.379675;0.25434497;0.13649598;0.053760245;0.009620984;-0.0012876632;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032284341;0.026295036;0.119483225;0.24776785;0.33900785;0.32680658;0.2149024;0.13036194;0.15527989;0.24017546;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;0;0;0;-0.0018257353;0.018257353;0.036514707;0.041145843;0.074736394;0.17092147;0.28795776;0.4107162;0.46274224;0.39413983;0.26161817;0.19567281;0.19690982;0.2444006;0.30663204;0.33476657;0.32707402;0.3214602;0.26619685;0.15662156;0.062334824;0.020572178;0.050610527;0.14565061;0.26667362;0.37244505;0.41586187;0.3880306;0.3098555;0.20762174;0.11143665;0.043911666;0.007854622;-0.0010514061;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015028917;0.015028916;0.030057833;0.03757229;0.030057833;0.015028916;-0.0015028917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
