;meta[fps=30]
;meta[frames=162]
;meta[profile=dand]
jaw_open_a;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.049775235;0.044297144;0.034468576;-0.015573331;0.071192384;0.13330285;0.16111238;0.1470781;0.08900571;-0.020297144;0.00045714242;-0.006948571;-0.0010057145;0.013074287;0.032621715;0.047021717;0.045494862;0.028041147;0.008649145;-0.0131565705;-0.0066194306;0.05086171;0.12700342;0.16335543;0.18096001;0.19316573;0.19279392;0.19143468;0.15630782;0.12032762;0.11626666;0.13306667;0.14073905;0.10133867;0.052847236;0.11296047;0.21969648;0.28878495;0.23888643;0.20314;0.20718448;0.20058486;0.18044648;0.1860419;0.0864381;0.075504765;0.101950474;0.07224381;0.031245714;0.032917336;0.018285716;0.043335315;0.09243064;0.13273509;0.13032047;0.058462188;0.016972797;0.08960091;0.22525075;0.33468348;0.3239406;0.1945783;0.06528002;-0.004091423;0.016445713;0.104180574;0.16822629;0.17032917;0.12847011;0.058359623;0.0009920015;0.024394665;0.11065449;0.177184;0.17834212;0.14059734;0.05626972;-0.0047268555;-0.012873145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.024533335;0.019306669;0.09984001;0.13217524;0.14408381;0.10032762;0.028518096;0.024586668;0.06085334;0.066982865;0.06921143;0.03976762;0.018422859;-0.015310477;0.006590477;0.03053714;0.09854477;0.18165334;0.15684572;0.20309332;0.20368762;0.1410743;0.09796572;0.054041907;-0.030468572;0.0456762;0.09408459;0.13934174;0.15674059;0.14343163;0.11148345;0.06977983;0.03273601;0.009302864;-0.002933334;-0.0028495248;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.052358095;0.05072;0.06413714;0.13649523;0.15161905;0.15494095;0.11434666;0.096121915;0.08079238;0.092036575;0.078823626;0.1042164;0.103853725;0.06831848;0.050761145;0.046633143;0.08015849;0.103542864;0.078180574;0.030729143;0.022875428;0.05650286;0.08709029;0.09037029;0.07709714;0.060704004;0.029578669;0.050180573;0.082232386;0.11230096;0.11851428;0.09217524;0.01892266;-0.0034880014;0.012547355;0.05007452;0.07232092;0.049283363;0.059651356;0.097952925;0.09736899;0.12481707;0.14957714;0.10389334;0.0849981;0.06614858;0.0013409498;-0.0129828565;-0.02101943;-0.0073920004;0.08901577;0.22259477;0.32111454;0.31089646;0.17989029;0.05460115;0.043207318;0.111178964;0.15506896;0.20062783;0.22720003;0.19630323;0.1500678;0.09645714;0.019256376;0.0135980975;0.025083428;0.05278286;0.054349717;0.043704;0.039938286;0.038985144;0.021840004;0.040932577;0.022617146;0.015030861;0.035353143;0.07049599;0.15165259;0.23450513;0.26483202;0.23242971;0.15210974;0.046500582;-0.00622628;-0.012964575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006430477;0.005074287;0.017188575;0.049660955;0.04882286;0.065203816;0.08166095;0.08420571;0.06447238;0.03637028;0.0033737095;0.022425918;0.1135604;0.21017145;0.22908953;0.16074514;0.08528152;0.044998102;0.06491429;0.15309411;0.17593601;0.1788739;0.18135467;0.17783162;0.13831618;0.12376686;0.090604715;0.09149258;0.104598865;0.10158833;0.0789821;0.0495482;0.023276705;0.006637718;-0.002028191;-0.002044953;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;-0.00085020735;0.006927615;0.03143878;0.06518257;0.08917731;0.08596541;0.05762517;0.024750484;0.0053027766;-0.00066127256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17760126;0.07188117;0.013096634;0.019578148;0.07318844;0.132994;0.15334268;0.12533641;0.05952883;0.04370314;0.07527341;0.13920881;0.18251309;0.19797617;0.1933196;0.19178808;0.16212626;0.111391485;0.068989895;0.07152905;0.121502355;0.16349316;0.20426446;0.26513803;0.32451493;0.35992205;0.33655304;0.26966888;0.21417281;0.19960909;0.20166303;0.20469676;0.18436286;0.15692173;0.124116115;0.09745896;0.07902134;0.054070044;0.023207515;0.0049752886;-0.0035330842;0.028180415;0.06530662;0.1134087;0.15398441;0.1758121;0.16170162;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;-0.00241894;0.022457495;0.0646383;0.10432431;0.12595358;0.12037088;0.08265546;0.08307503;0.083678514;0.07504405;0.06501921;0.063963436;0.06166866;0.0739208;0.057308484;0.04754792;0.07579656;0.12403617;0.14313257;0.115150146;0.05596483;0.01222352;-0.001502892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006011568;0.0558217;0.16317111;0.23616871;0.22490896;0.16971228;0.11796628;0.14344746;0.2065009;0.22691877;0.18811196;0.12633714;0.06286024;0.008769255;0.044083633;0.13027446;0.22237073;0.30912814;0.36243546;0.32573152;0.24918424;0.13647689;0.035415765;-0.004117446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.0034113259;0.034113258;0.068226516;0.085283145;0.068226516;0.034113258;-0.0034113259;0;0;0;0;0;0;0;0;0;-0.001434506;0.011673253;0.05319123;0.110348836;0.14982799;0.15596679;0.13621926;0.111229904;0.088497266;0.06036112;0.054226033;0.07443423;0.09707832;0.094361454;0.057828195;0.037415378;0.09847328;0.20793694;0.28457457;0.2711609;0.21419893;0.1672493;0.14452168;0.11817902;0.10499037;0.072239526;0.063087;0.052322898;0.026161449;-0.0026161447;-0.00017843857;0.0014520001;0.0066197217;0.013701283;0.018701063;0.017983811;0.010135058;0.02044092;0.07062224;0.1440012;0.19557738;0.20468485;0.17022382;0.11673786;0.070435405;0.04643074;0.045092385;0.062493257;0.073015496;0.058800638;0.028630087;0.005149591;0.009190501;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0056855427;0.0066019893;0.03364569;0.06980733;0.09554893;0.09214556;0.061798282;0.026559042;0.0056871353;-0.00070930144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014843377;0.013783135;0.040289164;0.05831326;0.056192778;0.0360482;0.009118073;-0.0010602411;0;0;0;-0.0015797594;0.014668437;0.042886756;0.062077124;0.0567229;0.067166284;0.09400098;0.117519766;0.15180002;0.14376868;0.104447;0.06550435;0.03734964;0.021255184;0.068663865;0.12571757;0.17558123;0.19604917;0.18292871;0.14607473;0.097878814;0.052534427;0.020701215;0.0037028932;-0.00049566285;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.050096393;0.095309325;0.18193525;0.24902731;0.2410193;0.1481406;0.09939495;0.1679565;0.28505215;0.38203582;0.44014838;0.4262943;0.36778915;0.24960247;0.107172884;0.021908827;0.0056976285;0.038879253;0.08062848;0.10660512;0.13856661;0.19125244;0.2460735;0.25039366;0.22806402;0.18339361;0.16162577;0.14632228;0.11136241;0.045962505;0.010664964;-0.0012987952;0;0;0;-0.0064902664;0.060264107;0.17294759;0.2851375;0.33136165;0.30388102;0.26985073;0.3264114;0.4060702;0.43085313;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.16894284;0.2834181;0.36515814;0.37766;0.29494804;0.20129657;0.10008257;0.017853796;0.03222423;0.13005026;0.23364958;0.26799902;0.2156483;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.17446531;0.111919045;0.028306313;-0.0032915182;0;0;0;0;0;0;0;-0.0022747475;0.020083087;0.07023515;0.12919304;0.15017785;0.12362675;0.062442362;0.015891932;0.0012475862;0.023764987;0.06611499;0.1209802;0.16893879;0.18864088;0.17605767;0.14062381;0.09428712;0.05064177;0.0199756;0.00359754;-0.000480307;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.046441212;0.0813788;0.14940971;0.20312047;0.19667472;0.119414955;0.09462652;0.17659906;0.28981692;0.3668243;0.39446267;0.35676053;0.29909405;0.20372534;0.087501705;0.017743034;0.0058445777;0.037122536;0.07702153;0.10199069;0.13165331;0.17969356;0.22952497;0.23116258;0.227294;0.21540521;0.21568538;0.1993855;0.14453737;0.053510368;0.009054459;-0.0012394219;0;0;0;-0.0067537366;0.06271327;0.17864004;0.30874223;0.38054705;0.3629205;0.30581066;0.31449404;0.3437726;0.35011816;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.13734166;0.23600195;0.31550086;0.33955428;0.27659655;0.19310534;0.095629;0.017014125;0.030859105;0.12448454;0.22354682;0.25633493;0.20618843;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.16227521;0.10412629;0.026369255;-0.003065157;0;0;0;0;0;0;0;-0.002170844;0.019500485;0.06391558;0.11423833;0.13023207;0.10538796;0.051525068;0.0127906585;0.003705277;0.040288635;0.11215099;0.2053387;0.2867827;0.32021368;0.29878354;0.2385887;0.15986873;0.08580623;0.033811983;0.0060480586;-0.0008095827;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.0019444821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16542941;0.15946239;0.10688343;0.045932826;0.009836707;-0.0012268052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.07378086;0.10837519;0.10587038;0.06960615;0.019504195;-0.0005529155;-0.00013915665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00012987954;0.0012023135;0.00356241;0.005176627;0.005009639;0.0032284344;0.0008349398;-0.00009648194;0;0;0;0;0;0;0;0;0;-0.000077927725;0.00063455425;0.002890005;0.005942545;0.008071085;0.0077259773;0.0051320973;0.0021708438;0.00046311345;-0.000057889178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00013915665;-0.00018925287;0.015674602;0.06183119;0.12372472;0.16682097;0.15932323;0.10688343;0.045932826;0.009836707;-0.0012268052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
