;meta[fps=30]
;meta[frames=117]
;meta[profile=trss]
jaw_open_a;0;0;0;-0.011154287;0.0021942854;0.04747429;0.076788574;0.111108586;0.16241144;0.18276574;0.16702859;0.11639316;0.039034672;0.053677723;0.17488308;0.3055863;0.35569602;0.2801082;0.1419566;0.039072007;-0.012022094;-0.01165867;0.02370286;0.014704761;0.07948953;0.17636573;0.20069334;0.17756954;0.09174248;0.02033067;0.06982553;0.12899962;0.12573105;0.08327314;0.0016259012;-0.034337524;0.027017144;0.05403429;0.06304;0.035657145;0.054582857;0.037120003;0.06220191;0.053005718;0.036297146;0.009470477;0.045485713;0.051501296;0.04124814;0.026605716;0.021124158;0.02536312;0.033192724;0.0365839;0.03339221;0.02778598;0.020409351;0.012317921;0.0058389604;0.0014171422;-0.0005485714;-0.00048207786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.02876343;0.0055817137;0.12247087;0.24360916;0.26073223;0.24020192;0.15938972;0.09150248;0.07358018;0.06422857;0.012144761;0.009356192;0.025005715;0.020388572;-0.01724343;0.019222857;0.10090514;0.14235887;0.13873829;0.09187201;-0.0037104764;-0.023632763;0.022628572;0.072525725;0.101679236;0.13459885;0.18596801;0.22134326;0.21003202;0.15477717;0.07099962;0.015477552;0.018801197;0.043112926;0.044506125;0.032491975;0.028660683;0.021217959;0.010305305;0.0026840805;-0.00062693923;-0.0009142855;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.009211428;0.0017942843;0.03922286;0.06883429;0.09515886;0.10255162;0.07378666;0.087954305;0.1467185;0.19253181;0.19757262;0.19095165;0.1342301;0.11369144;0.12627657;0.13406628;0.09770057;0.05007848;0.037513155;0.079579435;0.10141562;0.112685725;0.102451816;0.056438856;0.042418294;0.061126094;0.10633296;0.18167467;0.2497021;0.2648107;0.21353753;0.168064;0.12970972;0.07905524;0.06258286;0.04832;0.05824;0.09565715;0.08512;0.041440003;0.020982858;-0.0017600002;-0.0048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.018681904;0.014034285;0.060799997;0.13169524;0.15369143;0.12678857;0.03285333;0.019652572;0.041641153;0.13969983;0.20602404;0.18843736;0.1321665;0.10345143;0.046621334;0.07750324;0.09220572;0.041013338;0.03420952;0.094944;0.16026513;0.23459964;0.26205716;0.23337147;0.14580879;0.11408154;0.10561982;0.08351695;0.093894094;0.09679238;0.04789333;0.01583924;0.0017786657;0.018117337;0.03961524;0.061692197;0.079472005;0.0655261;0.045537904;0.027088001;0.00060952205;-0.0060952376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0039576152;0.034401905;0.12812868;0.22729805;0.2880686;0.30236393;0.26504216;0.2082006;0.14666435;0.072643355;0.015902027;-0.0019537595;0;0;-0.0015458316;0.012595665;0.05716142;0.11716831;0.17226718;0.21470241;0.22282161;0.19081718;0.13429198;0.06644214;0.014527955;-0.0031606054;0.012768855;0.037314653;0.05400391;0.052035842;0.027619809;0.06190865;0.1525187;0.2547998;0.27507693;0.21114439;0.08946977;0.05349341;0.05540661;0.07187162;0.06530662;0.06971748;0.09281669;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.056107964;0.022295281;0.050664157;0.15634845;0.221803;0.26001936;0.2596806;0.23601127;0.26422745;0.30158025;0.2606157;0.19544274;0.10686275;0.027739085;-0.0032252532;0;-0.0062401025;0.057940062;0.16941169;0.24255005;0.2611358;0.2241408;0.14139396;0.11115197;0.14778674;0.21169543;0.29342768;0.3638415;0.4107278;0.42604834;0.38424176;0.2814803;0.13851295;0.030253213;-0.0037196572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014718074;0.009933978;0.06859086;0.20889544;0.41647235;0.6336434;0.7893933;0.83639437;0.7797963;0.6577056;0.4946242;0.31867233;0.16854218;0.06357108;0.010708914;-0.0014718071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029217217;0.020165784;0.13821378;0.35185158;0.58897686;0.7284515;0.693475;0.5015342;0.2807329;0.11023023;0.023080682;-0.0029217205;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.030367622;0.052373078;0.0756977;0.099903256;0.11398475;0.11618485;0.11310381;0.09549855;0.07217393;0.047968376;0.027724799;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.00093433744;0.008126748;0.03020097;0.054211453;0.062143385;0.049487285;0.0279408;0.026118778;0.04818531;0.07457391;0.08360664;0.06831981;0.04027405;0.016383111;0.0035862662;-0.00044609653;0;-0.0011185546;0.010390365;0.0303229;0.04386748;0.04225061;0.025660485;0.02009369;0.03713176;0.06365423;0.08787702;0.104620345;0.10438339;0.09016504;0.07134045;0.045643385;0.02954256;0.01740492;0.019243378;0.018448196;0.024253014;0.019402413;0.009701206;-0.00097012066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009927832;0.008642025;0.032018356;0.05748958;0.06498615;0.061584767;0.050900716;0.04208733;0.03445161;0.022583134;0.004847422;0.006743134;0.03364569;0.06980733;0.09442348;0.10260113;0.09229612;0.070673026;0.048168346;0.026522992;0.0068634707;-0.0007988916;0;0;-0.0007347471;0.006385302;0.023800556;0.042772777;0.049070608;0.039492656;0.019208387;0.0041985554;-0.0005160724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.0018257353;0.015869426;0.05911931;0.1061487;0.121706404;0.097882785;0.04754704;0.010358822;-0.001274675;0;0;0;0;0;-0.004018844;0.03493945;0.13005024;0.23361617;0.26144195;0.2758456;0.2809925;0.27794406;0.23794821;0.20414244;0.17574184;0.19198793;0.18948312;0.11889544;0.05549344;0.06687831;0.12338556;0.13828458;0.111473754;0.051868316;0.03589128;0.03631432;0.045227766;0.056850128;0.12610747;0.2502482;0.38608363;0.43246257;0.35991254;0.23400179;0.14200269;0.11049679;0.115686566;0.12475418;0.11628131;0.098015875;0.07360223;0.0473335;0.024959134;0.0093654925;0.0015494456;-0.00021455418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026643863;0.024740197;0.07232434;0.1046829;0.10087928;0.06290251;0.03321947;0.047376342;0.07134097;0.067559615;0.054575376;0.05007598;0.06855784;0.08009857;0.06442953;0.03130468;0.0068353736;-0.00084050605;0;0;0;0;0;0;0;-0.0040778467;0.03545155;0.13197282;0.23701717;0.27179524;0.21864851;0.10582411;0.026184514;0.01766558;0.052359477;0.087741844;0.108570814;0.103346474;0.07468815;0.04173427;0.016353687;0.003412915;-0.00043257826;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.0017505906;0.015223737;0.05660614;0.10168176;0.116613284;0.093833335;0.045618337;0.0099914465;-0.0012273616;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27155954;0.28661627;0.2921362;0.28909332;0.24796675;0.20848374;0.17141502;0.18320993;0.1811764;0.114004545;0.049876336;0.054758325;0.10473857;0.11952628;0.09850436;0.047621254;0.03459991;0.03472237;0.043602422;0.05172917;0.10557352;0.20394057;0.31505066;0.35280916;0.29419434;0.19333296;0.121352024;0.09894965;0.10563726;0.11372387;0.106103145;0.08955413;0.06734068;0.043325786;0.022850024;0.008567999;0.001430024;-0.00019734938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002207952;0.0204987;0.05996724;0.08681519;0.08367953;0.051955525;0.029764676;0.045621116;0.06829807;0.06469671;0.051727306;0.04611929;0.06249432;0.07311291;0.05884935;0.028627306;0.0062787486;-0.00077092793;0;0;0;0;0;0;0;-0.0037900712;0.03295341;0.12262318;0.22020984;0.25250807;0.20312698;0.09831433;0.024262084;0.01605621;0.04772039;0.07998406;0.09904454;0.09433707;0.0682122;0.0381496;0.014935086;0.0030900715;-0.00039281923;0;0;0;0;0;0;0;0;0;0
