;meta[fps=30]
;meta[frames=35]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;-0.00984381;-0.010285713;0.040777147;0.13121526;0.21409525;0.23532954;0.20239237;0.15280001;0.12931049;0.12046478;0.10598857;0.06214857;0.063093334;0.10007618;0.10524189;0.09216761;0.08770743;0.086150095;0.10957716;0.1164729;0.07202287;0.03648864;0.04574121;0.09413487;0.15675175;0.19714797;0.18741488;0.13571559;0.06984688;0.016141726;-0.00787251;-0.004503367;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0029104766;-0.0031009526;0.012114286;0.038948577;0.06371048;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;-0.017737145;0.013927622;0.063695244;0.10681906;0.13232763;0.11279239;0.048213333;0.018407619;-0.0025584784;-0.009690667;0.006386287;0.039574854;0.09473829;0.15925486;0.20888688;0.20629714;0.15125945;0.079753146;0.01981257;-0.008850286;-0.005229715;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;-0.00012595665;0.00093417853;0.005164223;0.014967849;0.029778251;0.04605815;0.057399493;0.05682745;0.04389589;0.025542958;0.009782633;0.0013960196;-0.00020467956;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00049142184;0.0036641937;0.021011857;0.049562037;0.07439791;0.09514498;0.14355002;0.22504489;0.30649212;0.33438388;0.2739963;0.1584358;0.09102993;0.089496024;0.10450059;0.12838511;0.17291175;0.23568013;0.29706204;0.28774434;0.19683589;0.10348414;0.07765012;0.11739589;0.18510118;0.23068175;0.22817047;0.17609525;0.10235551;0.039235495;0.0055735814;-0.00081871817;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0023704343;0.015447183;0.118171826;0.33115223;0.5945153;0.79457647;0.8222695;0.6700718;0.43218875;0.2160419;0.07389457;0.013033015;-0.0017756389;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.00025445785;0.0018978316;0.010872774;0.02567374;0.03931639;0.04410603;0.03603229;0.021180967;0.008540242;0.00184482;-0.00023060248;-0.0009224098;0.008556147;0.025127718;0.03641928;0.035146996;0.022583134;0.005757109;-0.0006679518;-0.0001661928;0.0012245787;0.006875134;0.02007434;0.04011369;0.061928686;0.07706097;0.07609881;0.05865731;0.034069523;0.013085497;0.0018368675;-0.00027115666;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018146028;0.01684723;0.049280003;0.07134097;0.06876193;0.04412193;0.01117335;-0.0016280708;0.0021348484;0.01640119;0.047298666;0.08597765;0.12366201;0.1509878;0.16143893;0.14800936;0.112446256;0.06432303;0.024117399;0.0034152141;-0.00050343794;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017403858;0.016164437;0.04720193;0.06829807;0.06579326;0.042192295;0.010653833;-0.0015401241;0.0019525227;0.014954826;0.043016724;0.07880026;0.1146913;0.1418062;0.15325876;0.14140618;0.1074976;0.061465696;0.02305882;0.0032532976;-0.00048030706;0;0;0;0;0;0;0;0;0;0
