;meta[fps=30]
;meta[frames=90]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.015744;-0.005549715;0.06673372;0.1667383;0.2404023;0.23055851;0.14143544;0.05263544;0.021950481;0.033252567;0.030377138;0.046142478;0.11770059;0.19760686;0.21793374;0.17616686;0.06924343;-0.0058080014;-0.039876573;0.0046262853;0.10245716;0.19889832;0.23338747;0.20923884;0.113389716;0.033414096;0.024869338;0.038262863;0.024026666;0.04071619;0.044800002;0.027740955;0.019276192;0.011725715;-0.012225525;-0.005422477;0.01599086;0.05716648;0.11905982;0.15408917;0.1381425;0.13069944;0.10077715;0.076171435;0.075363055;0.057954744;0.03239131;0.06339322;0.08298149;0.098762974;0.091552004;0.05729829;0.017431773;0.004058515;0.011229255;0.023469714;0.022747431;0.014070858;0.004352001;-0.00056685664;-0.0012068575;0;0;0;-0.0031085713;-0.0010057145;0.013074287;0.032621715;0.026861718;0.04940343;0.11391543;0.17368916;0.19753599;0.17794058;0.09934172;0.03565486;0.01704686;0.008649145;-0.0011611421;-0.0023954292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.002761143;-0.0009782857;0.011684572;0.02928457;0.042276576;0.040950857;0.025307432;0.0077714296;-0.0010422851;-0.0021577147;-0.012269716;0.002413713;0.052221723;0.09408573;0.12495316;0.13350515;0.10172115;0.06646515;0.04025829;0.015469717;0.016036574;0.03175086;0.040932577;0.01863086;0.02450591;0.05870858;0.079904;0.07224229;0.060208764;0.03265981;0.034383237;0.05991619;0.07294476;0.06890667;0.07130057;0.05951695;0.03813943;0.037784386;0.05435887;0.08403963;0.13238096;0.16170362;0.14738743;0.10448458;0.044594288;-0.009524114;-0.012225829;0.024358403;0.060966406;0.08796984;0.08518401;0.052608922;0.016131662;-0.0021622847;-0.004485487;0;0;0;-0.012434287;0.0024228578;0.048297144;0.10153144;0.13620572;0.15963428;0.1426057;0.10733715;0.07090286;0.032777146;-0.007931428;-0.006434286;0.022011431;0.043771427;0.04998857;0.03450057;0.013609143;0.02485257;0.061691426;0.083593145;0.094473146;0.09581061;0.10176522;0.11471282;0.11495445;0.077407345;0.037746936;0.009815507;-0.0021289806;-0.0033959176;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00018130122;0.0012595663;0.008502074;0.021600746;0.03610621;0.04457829;0.042397227;0.030656265;0.017165;0.006762671;0.0014408671;-0.00018130118;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00072711334;0.005925687;0.026880292;0.05568715;0.07614652;0.07242269;0.05620625;0.061687745;0.10025242;0.14612068;0.16461435;0.1345756;0.077803515;0.043008946;0.056867518;0.102804005;0.14183004;0.13672023;0.09053206;0.04899857;0.04433137;0.06342347;0.0739208;0.056516487;0.056174044;0.08607826;0.11468484;0.11126171;0.06821936;0.04748184;0.076919444;0.1701536;0.2781161;0.36073458;0.3656092;0.30551502;0.20301564;0.14580724;0.1587099;0.19099727;0.18385473;0.1587791;0.12567396;0.12537983;0.1524598;0.1758121;0.16170162;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;-0.0026718078;0.024809644;0.0725205;0.10496388;0.099747166;0.07629442;0.068157814;0.10539517;0.14328285;0.17251049;0.210032;0.24497135;0.2696317;0.2620306;0.21161431;0.14788455;0.09295488;0.04695362;0.051203422;0.10714208;0.18133464;0.22444823;0.21373372;0.15454431;0.08644797;0.03387538;0.0070400736;-0.0008935558;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016221688;0.00132;0.0060179285;0.012455712;0.008953735;0.086300984;0.27142784;0.47266343;0.53777915;0.43179834;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.17924331;0.09688866;0.20736489;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0024650604;0.020086268;0.09114045;0.18903357;0.25870416;0.24946414;0.16729017;0.071900256;0.015407427;-0.0019211572;-0.0028690128;0.024937669;0.092901774;0.16680507;0.19125292;0.15381579;0.074716784;0.016278146;-0.005773013;0.03277497;0.122003004;0.21915582;0.25134474;0.20223041;0.098307416;0.021491352;-0.0026415905;0;0;0;0;0;0;0;-0.00055689167;0.0040002903;0.024742318;0.06375098;0.11450392;0.147241;0.13574241;0.115108274;0.085722096;0.06134025;0.04104246;0.019655278;0.009438796;0.052397966;0.10863761;0.14862883;0.1432757;0.09604195;0.041250806;0.008837962;-0.001102121;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0009860243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20417286;0.11830355;0.1724815;0.31756952;0.4363507;0.43222055;0.32160437;0.19126804;0.106113076;0.0611855;0.03130468;0.0068353736;-0.00084050605;0;0;0;0;0;0;0;0;0;-0.001961367;0.014250014;0.08814924;0.20077577;0.2917781;0.32100654;0.2972792;0.2453224;0.21628839;0.24630506;0.32179698;0.40115413;0.43205574;0.41555622;0.37332368;0.3423584;0.28807577;0.19064127;0.12923533;0.22232778;0.42126635;0.57762927;0.5746662;0.42352563;0.24153809;0.12111528;0.061122056;0.02329761;0.04398285;0.14103036;0.25095788;0.3220586;0.37120476;0.39665818;0.4076065;0.40159214;0.3684868;0.32672867;0.35443532;0.41353568;0.4279902;0.39626247;0.33690158;0.2506378;0.17696717;0.11341601;0.04923919;0.010553641;-0.0013158654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16650559;0.09687159;0.14255135;0.2630209;0.36130074;0.35887387;0.26961604;0.16424938;0.09461652;0.05616641;0.028627306;0.0062787486;-0.00077092793;0;0;0;0;0;0;0;0;0;-0.0018838102;0.013707118;0.084473476;0.19227313;0.27812034;0.31828558;0.32547477;0.3077247;0.28685918;0.28626135;0.30370474;0.3355272;0.35484257;0.3542241;0.33595216;0.32218477;0.2763258;0.1844603;0.10688457;0.1367449;0.24561505;0.33740363;0.3415113;0.26385748;0.16767932;0.0991931;0.05717224;0.021162948;0.041280326;0.13281144;0.23673329;0.29940942;0.33230886;0.33792242;0.33530068;0.33098966;0.31460536;0.2880821;0.31124333;0.3525116;0.35346344;0.33003953;0.29690462;0.2405963;0.18306336;0.121700846;0.052501023;0.011248313;-0.0014026994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028716365;0.024969157;0.09289653;0.16681819;0.19127916;0.1538683;0.07476664;0.016335879;-0.002008309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00048003488;0.0034631088;0.021258686;0.054929696;0.08692058;0.09208162;0.08643386;0.06551138;0.046015203;0.029543066;0.015251568;-0.0015251568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029787875;0.02588759;0.09649373;0.17332378;0.1987797;0.15991466;0.07772094;0.016948165;-0.002084845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00047513648;0.0034386162;0.02094029;0.054089632;0.08554906;0.09060989;0.085052766;0.064502776;0.045311622;0.02911491;0.015028916;-0.0015028917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0033063618;0.026940726;0.12226192;0.25348774;0.34680063;0.33153236;0.24479699;0.21513806;0.30084446;0.4265671;0.48040143;0.4030313;0.26682603;0.15702437;0.09284254;0.05588717;0.025235785;0.033329133;0.09761059;0.20387396;0.32828587;0.40323704;0.404932;0.37999925;0.3348972;0.25743812;0.22433026;0.20679048;0.20922662;0.26616585;0.27744123;0.21443853;0.1326738;0.0534844;-0.00763766;0.014907205;0.09190667;0.2091825;0.3044135;0.34292373;0.33600873;0.298989;0.27441525;0.30076426;0.37001193;0.44646975;0.49288058;0.52030987;0.5359112;0.54604554;0.47980174;0.32344416;0.15314692;0.09107168;0.12179324;0.1806643;0.23300166;0.26987374;0.28013352;0.26707166;0.23886855;0.19337207;0.21400401;0.31136355;0.40575293;0.44168875;0.43979844;0.39970794;0.3613564;0.34964496;0.34349424;0.3228768;0.3478237;0.382113;0.39468163;0.4453291;0.52697843;0.55501235;0.4889097;0.33098128;0.14218469;0.030458616;-0.0037984208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0031193353;0.025415566;0.11535974;0.23916242;0.32717398;0.31199104;0.23651585;0.23487231;0.35897478;0.5173866;0.5821707;0.48570126;0.31396818;0.17356636;0.09335;0.052285794;0.023963336;0.03128241;0.09114426;0.19083554;0.3081184;0.3792965;0.38094136;0.35628834;0.31215173;0.23872025;0.20759444;0.19129956;0.19526088;0.25281516;0.26697665;0.20916173;0.13022836;0.05214849;-0.0075632576;0.0153398905;0.094547674;0.21515642;0.31258854;0.35123602;0.3427905;0.30324015;0.28243327;0.32862198;0.43060818;0.53782207;0.590203;0.5973355;0.5810735;0.56821674;0.49125195;0.33172968;0.15663697;0.09178683;0.12186181;0.17937848;0.22701102;0.25734627;0.26246226;0.255004;0.24459007;0.21873143;0.24914807;0.34462476;0.42861977;0.45489752;0.4465776;0.40105167;0.35892949;0.34232536;0.32731426;0.30028334;0.32441646;0.36424977;0.38707256;0.4469032;0.5337894;0.5663341;0.50041175;0.33868724;0.14549108;0.031175552;-0.0038874808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007881832;0.0064234696;0.029131608;0.060414024;0.082681306;0.07973119;0.053471774;0.022988679;0.004929486;-0.0006145159;0;0;0;0;0;0;0;-0.0017125546;0.012772724;0.07320938;0.17246334;0.26397273;0.29611605;0.24163705;0.14499158;0.07346989;0.05332031;0.063064314;0.068445034;0.06426432;0.048757143;0.03426593;0.021995211;0.011355182;-0.0011355182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002266265;0.015625302;0.10734941;0.27345476;0.45790488;0.5664471;0.53925186;0.3899169;0.21815784;0.08559325;0.017891563;-0.0022662648;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008238074;0.006701784;0.03056548;0.06341312;0.08678922;0.08367211;0.05609683;0.024068536;0.0051610433;-0.0006434605;0;0;0;0;0;0;0;-0.0019166513;0.014294174;0.081941;0.19303997;0.2954778;0.33146188;0.27051377;0.16207545;0.0808849;0.05626434;0.06518097;0.07087972;0.06651532;0.050432816;0.035411466;0.022752445;0.0117448205;-0.001174482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002266265;0.015625302;0.10734941;0.27345476;0.45790488;0.5664471;0.53925186;0.3899169;0.21815784;0.08559325;0.017891563;-0.0022662648;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;-0.0008163857;0.0060857846;0.034926467;0.08230653;0.12602027;0.14138316;0.11555568;0.06734588;0.032692533;0.029489338;0.04812297;0.06417626;0.08803606;0.13098036;0.17615841;0.18468982;0.1439954;0.07834798;0.0428981;0.05998747;0.0940736;0.11252392;0.1084123;0.083885476;0.07128977;0.062437553;0.05285912;0.03605827;0.018424341;-0.0020955137;0.0018450322;0.011313067;0.025765136;0.037588436;0.039462045;0.02952459;0.01699919;0.01633755;0.04199637;0.087076254;0.12718858;0.15019937;0.17552426;0.20457518;0.22495432;0.20319174;0.13617292;0.06751213;0.05150711;0.07772288;0.1196402;0.16944113;0.21558659;0.23964445;0.21564382;0.14400889;0.076338;0.06724006;0.11840238;0.1743822;0.18626952;0.15910669;0.124364845;0.09591789;0.084353976;0.07678553;0.0666783;0.0724405;0.08546221;0.09575646;0.11383791;0.1362288;0.14487879;0.12807755;0.08662223;0.037171528;0.007961989;-0.0009930221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;0;-0.00032840972;0.0024417355;0.014106774;0.03330297;0.05107791;0.057341818;0.04689208;0.026823092;0.017249858;0.030146897;0.057285413;0.07607693;0.09948031;0.1386262;0.17942023;0.1853845;0.1437555;0.07967274;0.048019063;0.06793331;0.1020946;0.11992891;0.115476824;0.09163558;0.073720366;0.057502124;0.042075403;0.026346993;0.013637352;-0.0017249859;0.0026205988;0.016268527;0.037131265;0.054287612;0.057075568;0.042781025;0.025463628;0.017233348;0.024237009;0.04013074;0.052985284;0.06947033;0.11109578;0.16566122;0.20436583;0.19148253;0.1275755;0.065449275;0.057645142;0.092290685;0.13779736;0.18544972;0.22463956;0.2421938;0.21535438;0.14400889;0.07608474;0.06943315;0.12668498;0.18913671;0.20459923;0.1784183;0.14256488;0.11282821;0.1016094;0.09547927;0.0856871;0.09276182;0.10625333;0.11533302;0.13456447;0.16059567;0.17037226;0.15051185;0.10186267;0.043750852;0.009373594;-0.0011689161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;-0.0011243857;0.009150941;0.0416802;0.08645746;0.11831655;0.11406392;0.07646937;0.03281871;0.007035762;-0.0008772437;0;0;0;0;0;0;0;0;-0.0017205327;0.014952103;0.05573363;0.10017052;0.11492669;0.0925016;0.044997137;0.009839487;-0.0012092713;0;0;0;0;0;0;0;0;-0.00027430567;0.0019789194;0.01214782;0.031388402;0.04966891;0.052615684;0.049414635;0.037482787;0.026354045;0.016929466;0.008739038;-0.0008739038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;-0.0011243857;0.009150941;0.0416802;0.08645746;0.11831655;0.11406392;0.07646937;0.03281871;0.007035762;-0.0008772437;0;0;0;0;0;0;0;0;-0.0017205327;0.014952103;0.05573363;0.10017052;0.11492669;0.0925016;0.044997137;0.009839487;-0.0012092713;0;0;0;0;0;0;0;0;-0.00029144975;0.002101377;0.012919306;0.033374663;0.052803833;0.055927612;0.052525733;0.03984511;0.028027263;0.018008428;0.009295664;-0.0009295664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;-0.0011641448;0.010124242;0.037641477;0.06758242;0.07748242;0.0623223;0.030277306;0.006617494;-0.00081347;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0020919617;0.005932209;0.018298702;0.02646839;0.025488727;0.016339377;0.0041180826;-0.00047933505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011641448;0.010124242;0.037641477;0.06758242;0.07748242;0.06193183;0.03345771;0.02106892;0.029134821;0.0409464;0.039445423;0.02580343;0.017028641;0.019057749;0.02375988;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;0;0;-0.0007681448;0.005731664;0.032813936;0.07727727;0.11824498;0.13262822;0.10837838;0.061355837;0.045501843;0.09494459;0.18454589;0.2534114;0.24426046;0.16371311;0.07029718;0.015057549;-0.0018778995;0;0;0;0;0;-0.0031171092;0.028074656;0.0917098;0.1517587;0.2080718;0.25406665;0.2743008;0.27340385;0.22587188;0.13390064;0.059409242;0.026050638;0.021346154;0.024129288;0.021868555;0.022908334;0.044880006;0.08504288;0.1222527;0.13222745;0.10837838;0.06377191;0.025816344;0.005591714;-0.0015989499;0.0073379287;0.033325076;0.06911012;0.09455337;0.09114681;0.061094694;0.026231429;0.005614614;-0.00070039544;-0.0008898074;0.0077291587;0.028862681;0.04988599;0.07547379;0.12044652;0.17379679;0.21104419;0.19796903;0.13118003;0.073207535;0.08486424;0.14901623;0.20479406;0.20952697;0.16611204;0.11247085;0.099292554;0.12788361;0.17217891;0.20121302;0.19255418;0.1393116;0.07801542;0.03063036;0.006404157;-0.0008110842;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;0;-0.0036689644;0.03189947;0.11871414;0.21319593;0.24447042;0.19666414;0.09556961;0.020878267;-0.0025668438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010957593;0.008177641;0.046794802;0.11020093;0.16872783;0.18933254;0.15479147;0.091130905;0.036902755;0.007964533;-0.0009955666;0;0;0;0;0;0;0;0;0;-0.0036689644;0.03189947;0.11871414;0.21319593;0.24447042;0.19666414;0.09556961;0.020878267;-0.0025668438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
