;meta[fps=30]
;meta[frames=97]
;meta[profile=trss]
jaw_open_a;0;0;0;-0.018422857;0.0035428575;0.078537144;0.15605715;0.17717333;0.14382857;0.060571432;0.009001907;0.003941486;0.022602057;0.04677516;0.079149716;0.099705614;0.09698103;0.07884344;0.046054404;0.081486635;0.08561462;0.09274286;0.11699659;0.13287085;0.1296;0.1338781;0.06984001;0.020434288;0.0076304767;0.0068114293;0.024811432;0.032944765;0.036746673;0.035108574;0.031093333;0.02537905;0.018434286;0.01119238;0.005276191;0.0011199998;-0.00049904815;-0.00041904743;0;0;0;0;0;0;0;0;0;-0.027556572;0.021656383;0.11218743;0.15548342;0.15154439;0.08162743;0.016909715;0.05629867;0.09728;0.11403429;0.091062866;0.025805715;0.010742859;0.016333716;0.008425142;0.05403612;0.1002487;0.12691109;0.09828847;0.08926082;0.09125974;0.09572601;0.13216306;0.15701334;0.11948191;0.12833221;0.12340418;0.15033448;0.15938134;0.13538286;0.075840004;0.023693714;-0.024036571;0;0;0;0;-0.0014628572;-0.0015238096;0.006034286;0.01952;0.03184762;0.03705143;0.029165717;0.014773333;0.004022858;-0.0006628563;-0.0013257146;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.014582858;0.002811429;0.06214858;0.11498667;0.1477562;0.1494857;0.092746675;0.043161903;-0.0055588596;-0.008793907;0.10608214;0.2804032;0.40439773;0.3914743;0.24163294;0.061374187;-0.00006765056;0.02082011;0.07259429;0.10980572;0.12692572;0.07826286;0.078651436;0.092297144;0.084822856;0.078354284;0.056365717;0.0011428552;-0.011062856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008213335;0.0064198114;0.022683432;0.042634673;0.091105536;0.14295314;0.15468039;0.16564722;0.16256458;0.11894857;0.082171425;0.047817145;0.0056685694;-0.018369827;-0.0020315428;0.024358403;0.060966406;0.08796984;0.07526401;0.05290606;0.05368595;0.085479625;0.1279412;0.15654857;0.12160763;0.07224382;0.02390857;-0.0032838115;0.010483812;0.07227429;0.12189715;0.1285943;0.08921796;0.033237554;0.009263672;0.038001627;0.08604735;0.10755919;0.094091974;0.08694205;0.10719239;0.13644192;0.15277389;0.12545523;0.06352762;0.017462859;-0.0029104736;-0.0056990488;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.00085020735;0.006927615;0.03143878;0.06518257;0.08917731;0.08596541;0.05762517;0.024750484;0.0053027766;-0.00066127256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00024332535;0.0018193739;0.010361208;0.024365932;0.03723196;0.041739047;0.034092586;0.020068774;0.008134701;0.0017748441;-0.00022106033;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0045659286;0.039697815;0.14773427;0.26536775;0.30433556;0.244864;0.11902903;0.026028654;-0.0031990125;0;0;0;-0.0018320966;0.014928724;0.067736045;0.13901748;0.20714143;0.21290253;0.18081935;0.15522368;0.15267807;0.17725535;0.18272659;0.13707805;0.07584594;0.029997002;-0.0031560727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013750268;0.012768855;0.037314653;0.05400391;0.052035842;0.030401353;0.03613525;0.07931595;0.11278129;0.13847598;0.17631069;0.21920034;0.23838726;0.20246099;0.10648346;0.027739085;-0.0077386997;0.04190921;0.119544305;0.20503737;0.2481966;0.25281024;0.22497095;0.21561202;0.21014243;0.23853803;0.2830713;0.31611776;0.28625554;0.19318314;0.082945324;0.017765617;-0.0022156925;0;0;0;0;-0.0012094701;0.009007809;0.05181637;0.12218511;0.18719114;0.21005896;0.17171851;0.101006255;0.040842872;0.008788341;-0.0010997351;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012603619;0.008662171;0.05657447;0.18078572;0.37419882;0.5899341;0.7603108;0.84168035;0.8219001;0.73628443;0.60689396;0.4510226;0.28996268;0.15249583;0.055428077;0.009017345;-0.001260361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.07305487;0.06557365;0.057211485;0.05281129;0.05897337;0.06645458;0.07481675;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0008190363;0.0071168686;0.026547112;0.047631335;0.05458916;0.043874104;0.02128699;0.0046120496;-0.00074699294;0.0014520001;0.0066197217;0.013701283;0.018701063;0.017983811;0.012014865;0.004155615;0.010792831;0.01851849;0.030757593;0.043532178;0.0529988;0.04864916;0.039898198;0.019370604;0.004238314;-0.00052084343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007114219;0.006606893;0.019301692;0.027932055;0.02691157;0.016274702;0.013522314;0.02621075;0.038645793;0.037214465;0.023855425;0.0060115675;-0.0006997592;-0.0014170122;0.011546025;0.052397966;0.10863761;0.14862883;0.14228967;0.10520243;0.06796888;0.046561338;0.04466849;0.04898314;0.04243085;0.034447234;0.021087399;0.020714462;0.029246753;0.037393384;0.029914705;0.014957353;-0.0014957351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0037535187;0.027987186;0.16052555;0.37822968;0.5790235;0.649574;0.53088635;0.31233987;0.12349355;0.05087196;0.10352252;0.2217244;0.30337262;0.2910183;0.20872606;0.13142511;0.10281282;0.09496384;0.07802327;0.03925052;0.016593039;0.025807997;0.055673793;0.08790804;0.11339226;0.12554713;0.12256731;0.10977882;0.09041007;0.067090206;0.043041155;0.02255915;0.008139736;0.0012950834;-0.00018275897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019481931;0.018123759;0.052545547;0.075868204;0.07291808;0.046645306;0.010431182;0.0090952795;0.03838141;0.072546266;0.11364801;0.14786609;0.15742736;0.13429618;0.110528015;0.09224638;0.082557075;0.088704824;0.09592531;0.08297446;0.06740377;0.03886849;0.06370777;0.10377005;0.13133605;0.10506885;0.052534424;-0.006099514;0.005822314;0.040177304;0.10241134;0.17156504;0.21233395;0.20218746;0.14619559;0.081781164;0.03205373;0.0066683837;-0.0008460721;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0021912537;0.016324004;0.093843535;0.22122753;0.33881116;0.38013884;0.3107071;0.18275535;0.070910536;0.040425934;0.10915447;0.23044342;0.31527328;0.30252096;0.21587093;0.13272205;0.099986844;0.090841465;0.07480876;0.037609406;0.015576268;0.02349521;0.05078105;0.0801431;0.103340514;0.1144276;0.111767836;0.10023453;0.08266461;0.061398692;0.03939525;0.020639714;0.007448591;0.0012041677;-0.0001688433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018591328;0.017288823;0.050207723;0.072528444;0.06974531;0.044641457;0.010069376;0.008232507;0.033921935;0.074882984;0.1432777;0.21701759;0.2559692;0.23072729;0.17415734;0.11758404;0.08522341;0.08410962;0.09184338;0.07946401;0.06449075;0.037165403;0.060922783;0.09929848;0.12567237;0.100537896;0.050268948;-0.005933401;0.006250121;0.042939764;0.10938191;0.18316197;0.22657886;0.21570078;0.15596676;0.08726314;0.034237303;0.0071566254;-0.000906506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
