;meta[fps=30]
;meta[frames=55]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.024036575;0.0046262853;0.10245716;0.20360687;0.23249604;0.18912458;0.07349257;-0.006235432;-0.01679543;0;0;0;0;-0.007817144;0.0055542863;0.018019048;0.057363816;0.10493714;0.11328763;0.07068861;0.04336366;0.05089036;0.113540284;0.17891657;0.17316392;0.08522699;0.036851663;0.08771154;0.17382011;0.20894401;0.1561558;0.067513146;0.06497029;0.0913181;0.10918858;0.07876572;0.015169526;-0.0226129;-0.005157878;0.012966532;0.04898547;0.09015511;0.115872666;0.11029814;0.073431514;0.035853714;0.009374691;-0.0018821249;-0.0032757542;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004224;0.00080457155;0.017616764;0.027873527;0.045929145;0.06760839;0.0769722;0.065325715;0.071558096;0.10016762;0.10697142;0.0827139;0.07798096;0.069586284;0.046852566;0.09997409;0.11707275;0.103405714;0.09609753;0.071989335;0.011186285;0.020684494;0.04379642;0.059886638;0.07249098;0.093249835;0.1078455;0.14218082;0.1541628;0.13172534;0.1105183;0.07607124;0.04371676;0.048604574;0.078986675;0.11151619;0.12896001;0.117405735;0.0892516;0.07011919;0.08243625;0.094014704;0.09735805;0.09649438;0.06571625;0.032197226;0.008404897;-0.0017456345;-0.002916571;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006126072;0.0049905544;0.02266456;0.04697801;0.06424743;0.061909597;0.041477907;0.017796148;0.0038092353;-0.0004752002;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.003500306;0.027278561;0.056107964;0.07013496;0.056107964;0.028053982;-0.005961471;0.031560726;0.06034468;0.10468476;0.13850461;0.14067544;0.0997881;0.085490674;0.098656215;0.16715612;0.23142962;0.22314794;0.1496302;0.06434811;0.013789107;-0.0017193086;0;-0.0049285307;0.04564974;0.13492629;0.19592461;0.18945977;0.12012519;0.047686998;0.057031166;0.10897755;0.12499051;0.100550614;0.04886903;0.010641905;-0.0013096628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13437605;0.12853679;0.11261816;0.10322056;0.10626048;0.1231156;0.14518455;0.15936702;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.019128626;0.007361959;0.0018486215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21915582;0.25134474;0.20223041;0.098307416;0.021491352;-0.0026415905;0;0;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.07437082;0.061716106;0.07132178;0.12090756;0.1673299;0.16125949;0.10531821;0.07018067;0.098608546;0.15798444;0.1825596;0.14682417;0.06868851;0.041858718;0.050728958;0.06580121;0.05264097;0.026320485;-0.0033443037;0.0049108095;0.033738386;0.08594292;0.14391297;0.17802621;0.16947918;0.122545324;0.06856389;0.026900735;0.005623062;-0.00071225467;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034065545;0.03225094;0.08497832;0.13444388;0.13947207;0.10138003;0.05250807;0.06471192;0.1096872;0.151811;0.14631265;0.09804955;0.04208877;0.009012901;-0.0011241635;0;0;-0.0023879278;0.02387928;0.04775856;0.0596982;0.041964076;0.07425398;0.18514793;0.3322978;0.426049;0.44992244;0.41589582;0.37983164;0.35978797;0.36034948;0.39192334;0.42008296;0.37686437;0.2546233;0.10935487;0.023422854;-0.002921177;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0049094465;0.047354076;0.11435336;0.1699381;0.16648701;0.11349905;0.048610196;0.061882846;0.10496583;0.14532073;0.14012854;0.09396926;0.04042334;0.008662672;-0.0010800785;0;0;-0.0022821694;0.022821693;0.045643385;0.057054233;0.040848047;0.0645019;0.15299994;0.2745889;0.35796213;0.3905224;0.3785394;0.35880467;0.34714422;0.35607058;0.39869207;0.43455157;0.3921668;0.26484293;0.113752216;0.02437134;-0.0030391817;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.0010742896;0.008019135;0.04586232;0.10799855;0.16526985;0.18539377;0.1515156;0.089175284;0.036102805;0.007815041;-0.0009759522;0;0;-0.0014546508;0.013507473;0.03948338;0.057147;0.05391292;0.04474424;0.05170289;0.087652296;0.12134349;0.116971746;0.07566377;0.05749786;0.095879376;0.1583367;0.18258464;0.14687426;0.069458924;0.03468563;0.036267564;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
