;meta[fps=30]
;meta[frames=57]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.027355433;0.005280004;0.1165623;0.2255326;0.25887546;0.23573603;0.17245714;0.1382823;0.13253258;0.09995886;0.05316115;0.0007725713;0.020772574;0.09063315;0.1385463;0.13459203;0.113947436;0.03878401;-0.0056365705;-0.003596192;0.01968762;0.019126859;0.036010664;0.114937894;0.22539888;0.2920046;0.2857448;0.16287088;0.12037486;0.18692572;0.22944914;0.17439087;0.16997793;0.17722973;0.21394898;0.23565565;0.15608688;0.0030674224;-0.030607238;0;0;-0.019062858;0.028594287;0.057188574;0.06672;0.057188574;0.021127619;-0.0132266665;0.030445715;0.042224765;0.04117333;0.027291428;0.0005790464;-0.0053638094;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0065874294;0.0012822861;0.028009145;0.055829722;0.058120232;0.048709262;0.038850743;0.0674608;0.109351486;0.13858409;0.12332132;0.098706305;0.06940648;0.070287235;0.096702166;0.11710111;0.13443415;0.15106317;0.11918629;0.054816302;0.05239771;0.07108572;0.0916419;0.1156663;0.105472006;0.058090664;0.041956574;0.011523049;0.020900574;0.0702263;0.17392763;0.23859353;0.27689752;0.26008534;0.20977068;0.12938209;0.07338057;-0.021205338;0.0004906683;0.09339429;0.12941715;0.11670858;0.09270857;0.028114285;0.037513144;0.08053029;0.08951771;0.06356114;0.045037717;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.07163785;0.079151936;0.10456764;0.13911125;0.14934917;0.115007006;0.086745486;0.070773326;0.097291484;0.13880564;0.16436625;0.1442967;0.14297272;0.12770525;0.114898704;0.09984021;0.064886756;0.01293441;0.026431808;0.12861317;0.2663601;0.36562732;0.37652203;0.31011337;0.22532402;0.1584444;0.10345382;0.050597355;0.011128556;-0.001366916;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.06722221;0.08523544;0.086308934;0.070013285;0.05825495;0.026126463;0.024950389;0.08149014;0.11796507;0.11369495;0.07294989;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0009927832;0.008642025;0.032018356;0.05748958;0.06508634;0.060113676;0.05311609;0.053689018;0.053623416;0.042772777;0.019995617;0.0027640488;0.0066127237;0.027343087;0.04802097;0.0543188;0.042772777;0.019995617;0.0035862657;-0.0004723374;0;0;0;0;0;0;0;0;-0.0012643377;0.010989401;0.04093989;0.07355423;0.0843687;0.06788857;0.033007957;0.0072122905;-0.0008866267;0;0;0;0;-0.0010496387;0.010496387;0.020992775;0.026240967;0.020992775;0.010496387;-0.0010496387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.001493986;0.012882567;0.04959543;0.08706754;0.098456115;0.07751582;0.03622303;0.005020771;0.012025362;0.04959543;0.08706754;0.098456115;0.07751582;0.026675029;0.095177956;0.25502777;0.4051462;0.4468064;0.3811111;0.2802704;0.27669832;0.2947876;0.311954;0.3464188;0.3750383;0.35765818;0.27225828;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0014327569;0.012355997;0.047550384;0.083455026;0.09435378;0.074270695;0.034692314;0.004800348;0.011535529;0.047550384;0.083455026;0.09435378;0.074270695;0.02910378;0.058125548;0.14620318;0.26298752;0.33602062;0.3396684;0.30304384;0.2996336;0.2845586;0.2835901;0.30312216;0.31487256;0.29377416;0.22197488;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;-0.0018257353;0.018257353;0.036514707;0.045643385;0.036514707;0.018257353;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0012858075;0.011094682;0.04261533;0.07476051;0.08449591;0.066494614;0.031043064;0.0042982707;0.010359935;0.04261533;0.07476051;0.08449591;0.066494614;0.031043064;0.0055840784;-0.00073474715;0;0;0;0;0;0;0;-0.0024677115;0.022918174;0.06694363;0.096871585;0.090613246;0.0850659;0.08875968;0.104799815;0.10266051;0.06584151;0.016633859;-0.001934834;0;0;-0.0016364823;0.01636482;0.03272964;0.04091206;0.03272964;0.01636482;-0.0016364823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.001371528;0.011829428;0.045505337;0.07984252;0.090251446;0.071025565;0.033161588;0.004579924;0.011045699;0.045505337;0.07984252;0.090251446;0.071025565;0.033161588;0.0059514516;-0.0007837303;0;0;0;0;0;0;0;-0.0026643863;0.024740197;0.07232434;0.1046829;0.09794846;0.091931336;0.09592903;0.113247536;0.11096722;0.07118883;0.018009465;-0.0020940292;0;0;-0.0017478076;0.017478077;0.034956153;0.043695193;0.034956153;0.017478077;-0.0017478076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;-0.005051387;0.043913387;0.16349655;0.28908402;0.38001457;0.38446674;0.31673667;0.23659803;0.16498645;0.10796516;0.14106216;0.20134631;0.249686;0.25210956;0.19980669;0.12913552;0.08445881;0.037423864;0.033831395;0.072389655;0.15214089;0.2219901;0.25929153;0.27704045;0.3003037;0.32910362;0.37769523;0.44419912;0.46933085;0.4583764;0.41129693;0.34716132;0.27460173;0.21753521;0.14306416;0.07097546;0.03053097;0.0055911285;0.024325695;0.073920004;0.106983624;0.100960925;0.08600103;0.07056912;0.10257439;0.14902897;0.16167776;0.18779467;0.23871711;0.24966928;0.21028908;0.12827793;0.032751903;-0.0038073251;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;-0.0047636107;0.041409127;0.15421118;0.27271363;0.3575435;0.36033556;0.29705265;0.22363476;0.15823375;0.10669049;0.1399016;0.1986745;0.24634622;0.24943773;0.19847079;0.12926911;0.08445881;0.037423864;0.033831395;0.07232286;0.15276805;0.2237698;0.26148832;0.2780743;0.29910886;0.3234492;0.38236168;0.47799885;0.53575414;0.5378556;0.47898927;0.38459128;0.28777555;0.22049186;0.14307158;0.06894192;0.028779453;0.0045702746;0.030397007;0.091583624;0.1325699;0.12563802;0.10184633;0.074595384;0.10210683;0.14902897;0.16180393;0.18662946;0.23522891;0.24458542;0.20535365;0.12508662;0.031913254;-0.0037108439;0;0;0;0;0;0;0;0;0;0
