;meta[fps=30]
;meta[frames=81]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;-0.023584;0.004601141;0.10042058;0.19214252;0.23378134;0.19027431;0.13439849;0.13936764;0.15525487;0.14137906;0.062293336;0.02194286;0.08594287;0.14445716;0.14080003;0.09325715;0.0018285655;-0.018285714;0;0;0;0;-0.0015359998;-0.00053028605;0.006482286;0.016237713;0.023469714;0.022747431;0.014070858;0.004352001;-0.00056685664;-0.003355429;0.00043428582;0.009097142;0.0034933318;0.032289527;0.07683429;0.089676194;0.07153295;0.05384686;0.039319623;0.06528611;0.086566865;0.070400015;0.011878858;0.020813715;0.04011886;0.046613336;0.04210286;0.0576;0.059230488;0.12003201;0.15778057;0.13520305;0.085899435;0.045801148;0.0030377153;-0.011716573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.003139048;-0.0032761903;0.012982858;0.04185905;0.06829715;0.07947429;0.06256762;0.031702857;-0.00026514204;0.0002849542;0.035342485;0.07583087;0.086566865;0.05656382;0.03814934;0.042093713;0.07424837;0.12729906;0.13815239;0.12772572;0.13387048;0.11622095;0.09171048;0.101031624;0.11125333;0.12023163;0.14342706;0.19668725;0.22555888;0.22723047;0.21693408;0.16160001;0.09762286;0.06802286;-0.0013714263;0.038971428;0.09452344;0.16322057;0.18111545;0.160368;0.08225829;0.07885486;0.030561527;0.027779052;0.033805717;0.044540957;0.040126476;0.03344229;0.034769528;0.053509723;0.080980584;0.093867816;0.077100955;0.07362324;0.085684575;0.08847238;0.06657523;0.06866285;0.049371425;0.027078092;0.01719619;0.032731432;0.06313144;0.12189715;0.1285943;0.09236572;0.038102858;-0.003131428;-0.008731429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0023950848;0.023950849;0.047901697;0.059877124;0.047901697;0.023950849;-0.0023950848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17760126;0.06685864;0.05918317;0.16056825;0.2889035;0.36263227;0.35084054;0.24889702;0.14232649;0.06943098;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.056107964;0.028053982;-0.0028053983;0;-0.0024547232;0.021601565;0.07855114;0.120281436;0.122736156;0.083460584;0.027001956;-0.0057224394;0.025782945;0.07538314;0.109114714;0.10515471;0.067463145;0.014938266;0.013912488;0.091251776;0.21499465;0.32820058;0.37903887;0.32132304;0.19893277;0.11844456;0.1104387;0.16476941;0.2609676;0.3183506;0.28995553;0.20929915;0.10310554;0.022486126;-0.002766037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.037055425;-0.0016500002;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025444792;0.0169952;0.124253646;0.33287588;0.586493;0.77508926;0.8121502;0.68610555;0.4730289;0.25839925;0.101393014;0.019520892;-0.0025444792;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.003280121;0.028515184;0.10616658;0.19068435;0.21867473;0.17267416;0.11568159;0.10683386;0.12527743;0.12290845;0.075579286;0.050096393;0.085842416;0.12757352;0.12290845;0.07882892;0.019916626;-0.0035809644;0.010989401;0.04093989;0.07355423;0.0843687;0.06788857;0.033007957;0.0072122905;-0.0008866267;-0.0033159042;0.03315904;0.06631808;0.0828976;0.06631808;0.03315904;-0.0033159042;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.0739982;0.06582719;0.076004036;0.112979285;0.13120483;0.10555428;0.049193863;0.03227718;0.040766932;0.052680727;0.040037356;0.04214458;0.040037356;0.05118499;0.057101935;0.050986998;0.035286155;0.029914705;0.014957353;-0.0014957351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.056460492;0.03621784;0.0027942653;0.05802647;0.1727769;0.2500923;0.23420061;0.22281761;0.17550436;0.16591741;0.13637352;0.06818676;-0.006818676;0;0;0;0;0;0;0;-0.004377868;0.03805099;0.13931029;0.26900926;0.43502706;0.5818496;0.6322917;0.5451991;0.45005268;0.31216735;0.22369263;0.1394372;0.14237952;0.24071874;0.444099;0.5281923;0.46062708;0.27123672;0.10837928;0.07366879;0.14122358;0.23235078;0.26799902;0.2156483;0.10293918;0.042004157;0.03536805;0.04773073;0.036275353;0.038184583;0.036275353;0.04247729;0.09071901;0.12416114;0.12942682;0.10506885;0.052534424;-0.005253442;-0.00037551424;0.002492713;0.018473255;0.049601477;0.087477274;0.11563645;0.12116689;0.10226699;0.07043156;0.03840911;0.015033716;0.0028726105;-0.00037551418;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.05163639;0.03313783;0.0032024574;0.04726502;0.14101206;0.2040964;0.18958329;0.19708292;0.17374171;0.17357472;0.14182846;0.07091423;-0.007091423;0;0;0;0;0;0;0;-0.0041246032;0.035857886;0.13314508;0.23717302;0.33667892;0.39677683;0.38876468;0.31514528;0.2818089;0.21953353;0.17698832;0.118463494;0.10172907;0.13897853;0.25920615;0.31546256;0.28802642;0.18537891;0.08753065;0.07247223;0.13513836;0.22230741;0.25633493;0.20618843;0.09835704;0.04010996;0.03382676;0.045643385;0.03468897;0.036514707;0.03468897;0.04061649;0.086783655;0.11879525;0.12384664;0.100537896;0.050268948;-0.0050268946;-0.00034190784;0.0022676964;0.01683969;0.045196127;0.07969959;0.10537922;0.11050929;0.093355455;0.06437073;0.03512884;0.013743527;0.0026096045;-0.00034190784;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032145188;0.027944881;0.10404325;0.1868707;0.21430124;0.16916208;0.11390158;0.10639676;0.12529154;0.12294025;0.07564926;0.050096393;0.08577244;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014546508;0.013507473;0.03948338;0.057147;0.05506892;0.03532723;0.008935711;-0.0010390362;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.028977979;0.030503135;0.028977979;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
