;meta[fps=30]
;meta[frames=62]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.25573644;0.28377986;0.23446403;0.16424382;0.16879696;0.20457831;0.21368535;0.17196953;0.096060954;0.02697905;0.006948571;0.0003809521;-0.019626668;0.023177143;0.035190858;0.06288;0.08865372;0.085078865;0.058921143;0.07320229;0.047776002;0.037549715;0.0024411422;0.02876344;0.099958874;0.14105602;0.15387431;0.12587887;0.04885028;0.027209146;0.010722746;0.002544454;0.07224595;0.18101671;0.26444256;0.25594428;0.15791729;0.048294406;-0.006486856;-0.013456459;0;0;-0.0079786675;-0.0082803825;0.033037726;0.106161535;0.17298289;0.20129374;0.15843356;0.0803063;0.02212572;-0.0035283777;-0.007257907;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.05257372;0.030247623;0.023188574;0.053307436;0.093395814;0.10583162;0.07566858;0.036285713;0.04185372;0.09261791;0.15053259;0.13869944;0.097522296;0.071957335;0.064010665;0.070770286;0.07201219;0.035201523;0.0119740935;-0.00041295163;-0.0037881907;-0.013836191;0.01081905;0.056411427;0.07823238;0.0762819;0.027428571;0.0055009495;0.08862476;0.1930542;0.22292389;0.19513877;0.10316161;0.040584236;0.028817376;0.012386747;0.020662863;0.048224915;0.097969376;0.13674286;0.12576;0.06419276;0.027766097;0.010685717;0.035552006;0.0640564;0.07410286;0.093426295;0.11704152;0.13680914;0.12631467;0.081627436;0.02503315;-0.00333714;-0.006966859;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.088725485;0.12229817;0.17873938;0.21171881;0.19040349;0.11912038;0.030234361;-0.0035162892;-0.0029389886;0.02729061;0.079772554;0.11254752;0.14038919;0.12825537;0.10364133;0.09207048;0.094539054;0.10086837;0.14068212;0.15527879;0.14060532;0.09494269;0.040807094;0.007348427;0.010316993;0.051745277;0.107303604;0.1468397;0.1415867;0.09414287;0.047325354;0.03831659;0.060165193;0.08376117;0.08070672;0.054070044;0.020475829;0.02872599;0.08775793;0.1587841;0.18212545;0.14506139;0.08247274;0.07967283;0.14896868;0.23105174;0.25931323;0.21204802;0.124880776;0.050582096;0.010916246;-0.0013645308;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.45054385;0.4833657;0.45307824;0.36639023;0.29172033;0.23182988;0.20049207;0.16398382;0.12791605;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.25813663;0.17600532;0.14647526;0.16502972;0.17219271;0.13983254;0.06792434;0.014798316;-0.0018209642;0;-0.002107229;0.02107229;0.040715903;0.06594116;0.08098121;0.07731543;0.0521241;0.034813017;0.008834459;-0.0010263133;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07756459;0.030906027;0.038623262;0.07084267;0.106463596;0.16814306;0.2409449;0.29178685;0.27352393;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;-0.0010875425;0.008117207;0.046437763;0.10934029;0.16727452;0.18760833;0.15329683;0.090207696;0.036524512;0.007918943;-0.00098841;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0064902664;0.060264107;0.17428164;0.27412;0.27894932;0.25187317;0.21024156;0.24110466;0.3238405;0.40403447;0.41594994;0.37930536;0.2885051;0.17702952;0.09937342;0.09159067;0.16757132;0.28930998;0.38555852;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;-0.0009857859;0.0073556355;0.042111218;0.099172495;0.15174775;0.1702062;0.13908559;0.081840634;0.033130974;0.0071760328;-0.00089598354;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0067537366;0.06271327;0.18148996;0.2835827;0.2874037;0.25412712;0.20492394;0.22595884;0.29049787;0.34665588;0.34355438;0.3100366;0.23919079;0.15123545;0.08885431;0.081003085;0.1397745;0.23672214;0.31450236;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;-0.0009429256;0.0070413277;0.040227413;0.09472116;0.14505132;0.16280773;0.13314845;0.07843425;0.031777818;0.0068576415;-0.00085720513;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.0026105787;0.022699231;0.084451385;0.15165292;0.17389016;0.13988025;0.06796967;0.014850799;-0.0018257353;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;-0.0032432775;0.030109785;0.08809543;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007898532;0.005902469;0.03365754;0.079240434;0.121270016;0.13608128;0.11125908;0.06553944;0.026554987;0.0057555204;-0.0007184196;0;0;0;0;0;0;0;0;0;0;0;0;0
